rank_date,trade_date,n_pool,n_q1,n_q5,r_q1,r_q5,r_pool,ls,to_q1,to_q5,to_pool,spy,xlk
2009-02-27,2009-03-02,238,48,48,0.17357042706230078,0.2580560594863857,0.20618555343881081,-0.08448563242408494,0.5,0.5,0.5,0.15637655716870036,0.17133269711009702
2009-03-31,2009-04-01,318,64,64,0.1767559212573035,0.25950140100021374,0.1858570965553889,-0.08274547974291024,0.25057566570067635,0.26606468900967833,0.2518514393539931,0.08425897045974984,0.08841865942311555
2009-04-30,2009-05-01,330,66,66,0.07408995819496351,0.10409525506363755,0.09524249396239799,-0.030005296868674036,0.13170560042516627,0.10405909226622342,0.08586081449691034,0.07827952989531095,0.038329558324283974
2009-05-29,2009-06-01,333,67,67,-0.03144728033863439,-0.042100121227214564,-0.024100380038286368,0.010652840888580171,0.04109955173788138,0.05754073930105062,0.05191953980398557,-0.020243072034968557,0.012273203217946893
2009-06-30,2009-07-01,340,68,68,0.10793709774841097,0.13717724710905538,0.12045732794340769,-0.02924014936064441,0.04193002375254773,0.06836669439317695,0.04954317921440492,0.0878371486131535,0.091853662807166
2009-07-31,2009-08-03,349,70,70,0.010399477447600787,0.07843327979869176,0.020713599851139894,-0.06803380235109097,0.06790034738114166,0.061331895271662044,0.05480164002739714,-0.0023897694057080088,-0.018026827358686215
2009-08-31,2009-09-01,369,74,74,0.050850611014975844,0.03792543719496366,0.0460185650242823,0.012925173820012181,0.10127981311079204,0.07715248375479786,0.06358360185937195,0.03253947314177341,0.03646629831161485
2009-09-30,2009-10-01,373,75,75,0.007046642577860849,-0.02817068603507602,-0.0077715536886335404,0.03521732861293687,0.03557433634343672,0.03897000930682163,0.0363119096650843,0.013110713713916367,0.023703339129001355
2009-10-30,2009-11-02,379,76,76,0.0648488300782861,0.058751352073223885,0.06800151557868254,0.006097478005062211,0.03676055339887892,0.0497092731058412,0.041246604122047205,0.06690950055143552,0.06608749067715047
2009-11-30,2009-12-01,403,81,81,0.056120112990074696,0.05612654061864987,0.05682225101888198,-6.427628575174371e-06,0.1301232169331797,0.07058909360117195,0.06707877022125185,0.023720848754505974,0.056722590761857816
2009-12-31,2010-01-04,413,83,83,-0.030261484043477165,-0.006065250073740903,-0.024747287805296187,-0.02419623396973626,0.035220555155993864,0.039789546822509424,0.0385790357462645,-0.03767751200401959,-0.0889558791430749
2010-01-29,2010-02-01,412,83,83,0.049425219395467776,0.03449544588427412,0.04514454747834293,0.014929773511193657,0.025711254137252504,0.04657258503822835,0.031186557567573502,0.02594884489222249,0.03632099818602863
2010-02-26,2010-03-01,415,83,83,0.06794337005404456,0.0786440591396216,0.06788016122643277,-0.010700689085577031,0.35639166621057194,0.4270433285821019,0.033373367069265004,0.05715545779816167,0.05295493106733362
2010-03-31,2010-04-01,419,84,84,0.058565177989696876,0.07297058163333424,0.05197512808495831,-0.014405403643637363,0.21920511391958286,0.12449530141703283,0.03275025414993415,0.021647064070103417,0.02818688041500028
2010-04-30,2010-05-03,419,84,84,-0.10897301665852697,-0.11021698774882356,-0.10757274566776924,0.0012439710902965861,0.05234345459729149,0.03789140350444921,0.033222515016583055,-0.10652273128137146,-0.09616165893893669
2010-05-28,2010-06-01,419,84,84,-0.047665519878612575,-0.04915792365501685,-0.04533188824420346,0.0014924037764042775,0.029580011384632173,0.03191793794029772,0.03192562876105533,-0.03981296810639434,-0.04844193159005161
2010-06-30,2010-07-01,419,84,84,0.09736360052838336,0.10367184775964565,0.1030408098947542,-0.00630824723126229,0.038099106829048233,0.09791226045861326,0.028602323263682825,0.09731409182043738,0.1013775883558885
2010-07-30,2010-08-02,419,84,84,-0.028882166188889117,-0.04491142936620421,-0.03785111871728748,0.01602926317731509,0.03429914551058614,0.04287427439084479,0.02777054764301281,-0.038134179805021984,-0.0518318818788559
2010-08-31,2010-09-01,419,84,84,0.09031103009109775,0.06770624184925,0.07635812354902322,0.02260478824184775,0.06344279136932933,0.06347286840462732,0.02907867863444385,0.06236036587154592,0.08921995416974582
2010-09-30,2010-10-01,419,84,84,0.040736492532461,0.02288883005308199,0.03845209847458726,0.01784766247937901,0.03326119716073697,0.021802109857701236,0.023814192291917415,0.03420240827770593,0.05818507019218555
2010-10-29,2010-11-01,420,84,84,0.05810260789343942,0.022712556880321283,0.03508851797899309,0.03539005101311814,0.03180209250593699,0.039744903536173715,0.02795192114380705,0.020922866619542013,0.0036930134466328646
2010-11-30,2010-12-01,420,84,84,0.05921575015188949,0.07665283884877902,0.06624189355472959,-0.01743708869688953,0.08693300768807187,0.05029852575880016,0.025591301261498025,0.05543549871526321,0.04503586251004599
2010-12-31,2011-01-03,420,84,84,0.029084946355122616,0.042873432101977166,0.03610623201755011,-0.01378848574685455,0.02694659407678058,0.05564356524325902,0.028256778517150943,0.029043015395920913,0.03769147727809541
2011-01-31,2011-02-01,418,84,84,0.024043252221719352,-0.014307864323721336,0.004020157791845945,0.03835111654544069,0.0387319234463929,0.04881989910152143,0.031259728341180675,0.001453608864874445,-0.014378152018923007
2011-02-28,2011-03-01,413,83,83,0.055766474231853116,0.031292659685150936,0.04017828754979388,0.02447381454670218,0.3799324190824159,0.474881725415285,0.045091587788192986,0.021373446520897454,0.0018392607370030234
2011-03-31,2011-04-01,428,86,86,0.02260186009854821,0.01355487826518481,0.023095013483189212,0.0090469818333634,0.10204325656407058,0.09204041889536523,0.046077597361195925,0.023056706733559196,0.02422153072697708
2011-04-29,2011-05-02,428,86,86,-0.024471427332557506,-0.05079165998648646,-0.031111480278333725,0.02632023265392895,0.03397680453513695,0.034386440936879814,0.023097379397419727,-0.03193368626378734,-0.027402696043512864
2011-05-31,2011-06-01,429,86,86,0.034219773221522726,0.029876849884394607,0.02535518430037732,0.004342923337128119,0.03615613417528255,0.03171996516288788,0.02580912928632059,0.020580165976699538,0.012142412306597405
2011-06-30,2011-07-01,429,86,86,-0.059098283920190876,-0.07212950465005995,-0.06360204113754506,0.013031220729869071,0.03409410345281684,0.039500026255122264,0.02195330900601395,-0.03838101314778164,-0.012634150616271822
2011-07-29,2011-08-01,429,86,86,-0.06811427934855784,-0.04992857200222093,-0.06234781362624746,-0.018185707346336906,0.041746989770855225,0.02800288357175324,0.029161664365283647,-0.06087891402078305,-0.06281509905435101
2011-08-31,2011-09-01,429,86,86,-0.11016667902218823,-0.13897204659795584,-0.1140989312323445,0.028805367575767613,0.06446229773705915,0.09699177114893853,0.04036262500818613,-0.08633420117884405,-0.0418791064073748
2011-09-30,2011-10-03,429,86,86,0.17170156171429185,0.16698742938198508,0.15900790093496256,0.004714132332306775,0.0632073096392085,0.04814853018513684,0.04009999841244475,0.10979712889256699,0.0962291167443392
2011-10-31,2011-11-01,429,86,86,0.02377974326769032,0.022705468609553033,0.028636404299860134,0.0010742746581372878,0.06125321673011942,0.0497915466434097,0.037501152258405654,0.024344222371249558,0.01858399407513467
2011-11-30,2011-12-01,429,86,86,0.003915580476231998,0.041946804745206144,0.01930349937960485,-0.038031224268974144,0.05860016010336783,0.055047953757793235,0.025270996940632413,0.026715270030343685,0.006325025199920065
2011-12-30,2012-01-03,429,86,86,0.09596482124330523,0.08808679625886215,0.08276524847476195,0.00787802498444308,0.03848657339203668,0.02383537804281806,0.02390592621752947,0.03898071713397799,0.05772934201754665
2012-01-31,2012-02-01,428,86,86,0.04778433820073414,0.0454590317519163,0.03599205741343906,0.002325306448817843,0.046413003420100074,0.04506026666682947,0.03552536367518892,0.03970656446332543,0.06666700932179226
2012-02-29,2012-03-01,435,87,87,0.03469362793530911,0.03532153399675423,0.02931125647671614,-0.0006279060614451173,0.2906283562541635,0.5839389103820525,0.0404328792001321,0.03435446373167883,0.05006471519193578
2012-03-30,2012-04-02,433,87,87,0.0015849812920942963,-0.019067348770621027,-0.007875297094816566,0.020652330062715323,0.061450768134343844,0.06828374104216021,0.02338938894475169,-0.007755129669655858,-0.018372764817837783
2012-04-30,2012-05-01,433,87,87,-0.09570766258855344,-0.08710753948945231,-0.09765608674555698,-0.008600123099101131,0.034539799578578716,0.047826255998331194,0.02769553078664844,-0.0893848395381428,-0.09090902820773206
2012-05-31,2012-06-01,434,87,87,0.07006108303329252,0.06888354035300207,0.06784877811150797,0.0011775426802904526,0.05400716872084771,0.04731572691981148,0.03672645980844081,0.07067194527434473,0.0662565039444527
2012-06-29,2012-07-02,434,87,87,-0.01394575744837251,-0.015461631166911028,-0.001343070763894589,0.0015158737185385178,0.03522046369440104,0.028985325494383526,0.026195363624225594,0.007911933346491429,0.009345789220358558
2012-07-31,2012-08-01,434,87,87,0.06310222718462681,0.02631373509376991,0.04237873666980145,0.0367884920908569,0.03949664031845101,0.05064628264386192,0.03205663180398679,0.02500175145165473,0.04561035091422716
2012-08-31,2012-09-04,434,87,87,0.015849096249118396,0.03334697671741447,0.027235717682956132,-0.017497880468296072,0.06031865423736398,0.05036497536686041,0.026211206558438477,0.029004345037602075,0.013022682514834516
2012-09-28,2012-10-01,434,87,87,0.029427127532544516,0.021580332295092344,0.018284977725216707,0.007846795237452173,0.03091280474039214,0.022922623475419214,0.022075892347276128,-0.010529367231907227,-0.046163502683663205
2012-10-31,2012-11-01,434,87,87,0.0038637375600144128,-0.0042215119884265965,0.0017933276695173976,0.008085249548441009,0.04977208296080661,0.043230806191479065,0.029446352596475076,-0.009662245128894353,-0.008521034885152434
2012-11-30,2012-12-03,434,87,87,0.055857158745024706,0.06564231504950056,0.0573897533227901,-0.009785156304475857,0.08373554113908986,0.056116130513674645,0.022616533287230952,0.03991485014369478,0.030646212869146483
2012-12-31,2013-01-02,434,87,87,0.044774169354314455,0.04938417162686357,0.05243084749231822,-0.004610002272549117,0.04202880116605272,0.057907763781877175,0.023881851499759167,0.035464515817557496,-0.002683699671147566
2013-01-31,2013-02-01,434,87,87,0.010843359675727362,0.01239361138408878,0.007353274574524055,-0.0015502517083614189,0.0281818453485265,0.03285419024302911,0.01963564319058664,0.00575286020025656,-0.0016817402279991622
2013-02-28,2013-03-01,430,86,86,0.02196131149401546,0.07168178152586331,0.044443535266740164,-0.049720470031847847,0.2736462919457188,0.4246585602359522,0.0456049012516094,0.030464716191686003,0.017282668372550658
2013-03-28,2013-04-01,440,88,88,-0.0012903387603584197,0.025815419722012733,0.011443866037225758,-0.027105758482371154,0.1007886277756012,0.14259098627953165,0.0390749054406886,0.014290808470608596,0.01529781740222047
