mode,cadence,層,格數,有效格,平原,山脊,孤峰,普通,無效,無鄰,最優,最優參數,鄰域平均最高,層平均,高地格數
winner,monthly,mode=winner、cadence=monthly,15,15,0,3,4,8,0,0,0.03316641458805858,lookback_months=8、mode=winner、cadence=monthly,0.02562229181226172,0.016030064605488028,6
winner,quarterly,mode=winner、cadence=quarterly,15,15,0,0,3,12,0,0,0.016585797700196414,lookback_months=15、mode=winner、cadence=quarterly,0.014035121769897149,-0.001381942448409686,0
rank,monthly,mode=rank、cadence=monthly,15,15,0,0,0,15,0,0,0.002794832813065362,lookback_months=10、mode=rank、cadence=monthly,0.0013264819423265035,-0.0013849795054962015,0
rank,quarterly,mode=rank、cadence=quarterly,15,15,0,0,0,15,0,0,-0.0003499100766266583,lookback_months=10、mode=rank、cadence=quarterly,-0.0027129180499216865,-0.005337606304520234,0
