arm,bar,rsi_kind,style,params,n_periods,start,end,years,cagr_pct,maxdd_pct,exc_spy,t_spy,exc_ew9,t_ew9,ann_turnover,pct_in_mkt,n_rebal,exc_spy_h1,exc_spy_h2,N,H,E,X
price,3D,wilder,乙,"E=30,X=80,H=3",2171,2000-10-02,2026-08-27,25.9,8.9586,-49.294,0.3799,0.279,-0.4011,-0.113,18.32,94.1,1258.0,2.6169,-2.0477,,3.0,30.0,80.0
mult,3D,wilder,乙,"E=30,X=85,H=3",2171,2000-10-02,2026-08-27,25.9,10.3655,-51.11,1.7869,1.175,1.0059,0.863,14.04,98.94,1170.0,4.2634,-0.8956,,3.0,30.0,85.0
price,3D,wilder,乙,"E=30,X=85,H=3",2171,2000-10-02,2026-08-27,25.9,8.8148,-51.144,0.2361,0.195,-0.5449,-0.239,16.11,96.08,1175.0,3.1002,-2.8532,,3.0,30.0,85.0
mult,3D,wilder,乙,"E=30,X=90,H=3",2171,2000-10-02,2026-08-27,25.9,9.5753,-52.729,0.9966,0.747,0.2156,0.337,11.04,99.63,1061.0,4.0126,-2.2523,,3.0,30.0,90.0
price,3D,wilder,乙,"E=30,X=90,H=3",2171,2000-10-02,2026-08-27,25.9,7.5156,-54.055,-1.0631,-0.686,-1.8441,-1.422,12.56,98.39,1061.0,1.5993,-3.9396,,3.0,30.0,90.0
mult,3D,wilder,乙,"E=30,X=95,H=3",2171,2000-10-02,2026-08-27,25.9,8.2062,-52.144,-0.3725,-0.236,-1.1535,-1.145,6.19,100.0,767.0,2.0159,-2.96,,3.0,30.0,95.0
price,3D,wilder,乙,"E=30,X=95,H=3",2171,2000-10-02,2026-08-27,25.9,8.1231,-53.055,-0.4555,-0.399,-1.2365,-1.414,7.36,99.68,800.0,0.9667,-2.01,,3.0,30.0,95.0
mult,3D,wilder,乙,"E=35,X=50,H=3",2171,2000-10-02,2026-08-27,25.9,8.7118,-45.955,0.1331,0.07,-0.6478,-0.356,23.75,94.8,1567.0,2.8261,-2.7763,,3.0,35.0,50.0
price,3D,wilder,乙,"E=35,X=50,H=3",2171,2000-10-02,2026-08-27,25.9,7.925,-50.153,-0.6536,-0.242,-1.4346,-0.657,24.43,91.62,1526.0,1.1838,-2.6542,,3.0,35.0,50.0
mult,3D,wilder,乙,"E=35,X=55,H=3",2171,2000-10-02,2026-08-27,25.9,8.2658,-46.694,-0.3128,-0.187,-1.0938,-0.665,23.13,94.98,1550.0,2.2319,-3.0657,,3.0,35.0,55.0
price,3D,wilder,乙,"E=35,X=55,H=3",2171,2000-10-02,2026-08-27,25.9,8.4061,-46.427,-0.1726,-0.002,-0.9536,-0.386,23.9,91.52,1505.0,1.4156,-1.9063,,3.0,35.0,55.0
mult,3D,wilder,乙,"E=35,X=60,H=3",2171,2000-10-02,2026-08-27,25.9,8.9004,-47.069,0.3217,0.179,-0.4593,-0.243,22.28,95.58,1521.0,2.8862,-2.4525,,3.0,35.0,60.0
price,3D,wilder,乙,"E=35,X=60,H=3",2171,2000-10-02,2026-08-27,25.9,7.1033,-45.012,-1.4753,-0.676,-2.2563,-1.151,23.34,92.17,1491.0,-0.06,-3.0209,,3.0,35.0,60.0
mult,3D,wilder,乙,"E=35,X=65,H=3",2171,2000-10-02,2026-08-27,25.9,8.9418,-48.41,0.3631,0.2,-0.4179,-0.234,21.33,95.81,1482.0,3.0353,-2.5246,,3.0,35.0,65.0
price,3D,wilder,乙,"E=35,X=65,H=3",2171,2000-10-02,2026-08-27,25.9,8.2624,-44.436,-0.3163,-0.119,-1.0973,-0.554,22.58,92.12,1479.0,2.8863,-3.7596,,3.0,35.0,65.0
mult,3D,wilder,乙,"E=35,X=70,H=3",2171,2000-10-02,2026-08-27,25.9,8.6745,-49.458,0.0959,0.037,-0.6851,-0.431,20.18,96.32,1458.0,2.7216,-2.7428,,3.0,35.0,70.0
price,3D,wilder,乙,"E=35,X=70,H=3",2171,2000-10-02,2026-08-27,25.9,7.6835,-48.052,-0.8952,-0.444,-1.6761,-0.942,21.8,92.95,1431.0,2.5483,-4.5888,,3.0,35.0,70.0
mult,3D,wilder,乙,"E=35,X=75,H=3",2171,2000-10-02,2026-08-27,25.9,9.1866,-52.304,0.6079,0.454,-0.1731,0.042,18.35,97.51,1385.0,4.4997,-3.5497,,3.0,35.0,75.0
price,3D,wilder,乙,"E=35,X=75,H=3",2171,2000-10-02,2026-08-27,25.9,7.566,-46.58,-1.0127,-0.519,-1.7937,-1.06,20.52,94.1,1384.0,2.6138,-4.8961,,3.0,35.0,75.0
mult,3D,wilder,乙,"E=35,X=80,H=3",2171,2000-10-02,2026-08-27,25.9,9.1348,-50.498,0.5561,0.424,-0.2249,-0.009,16.34,98.25,1318.0,3.9241,-3.0596,,3.0,35.0,80.0
price,3D,wilder,乙,"E=35,X=80,H=3",2171,2000-10-02,2026-08-27,25.9,8.3926,-48.398,-0.1861,-0.038,-0.9671,-0.508,18.68,95.53,1308.0,2.6845,-3.2821,,3.0,35.0,80.0
mult,3D,wilder,乙,"E=35,X=85,H=3",2171,2000-10-02,2026-08-27,25.9,10.0952,-49.389,1.5166,1.075,0.7356,0.726,14.16,99.17,1204.0,4.6728,-1.8792,,3.0,35.0,85.0
price,3D,wilder,乙,"E=35,X=85,H=3",2171,2000-10-02,2026-08-27,25.9,8.3879,-50.108,-0.1908,-0.057,-0.9718,-0.561,16.3,96.96,1218.0,3.999,-4.6542,,3.0,35.0,85.0
mult,3D,wilder,乙,"E=35,X=90,H=3",2171,2000-10-02,2026-08-27,25.9,9.2022,-51.94,0.6236,0.496,-0.1574,-0.029,10.96,99.77,1087.0,3.8914,-2.8881,,3.0,35.0,90.0
price,3D,wilder,乙,"E=35,X=90,H=3",2171,2000-10-02,2026-08-27,25.9,7.6627,-53.527,-0.9159,-0.622,-1.6969,-1.422,12.67,98.94,1104.0,2.7586,-4.849,,3.0,35.0,90.0
mult,3D,wilder,乙,"E=35,X=95,H=3",2171,2000-10-02,2026-08-27,25.9,8.2813,-51.982,-0.2973,-0.279,-1.0783,-1.54,6.22,100.0,783.0,2.4388,-3.2519,,3.0,35.0,95.0
price,3D,wilder,乙,"E=35,X=95,H=3",2171,2000-10-02,2026-08-27,25.9,7.6816,-53.055,-0.897,-0.8,-1.678,-2.177,7.38,99.82,824.0,1.3153,-3.2972,,3.0,35.0,95.0
mult,3D,wilder,乙,"E=40,X=50,H=3",2171,2000-10-02,2026-08-27,25.9,7.5442,-45.902,-1.0345,-0.528,-1.8155,-1.113,24.0,96.36,1606.0,2.1245,-4.4319,,3.0,40.0,50.0
price,3D,wilder,乙,"E=40,X=50,H=3",2171,2000-10-02,2026-08-27,25.9,7.7571,-50.978,-0.8215,-0.345,-1.6025,-0.819,25.1,94.1,1582.0,0.6827,-2.4639,,3.0,40.0,50.0
mult,3D,wilder,乙,"E=40,X=55,H=3",2171,2000-10-02,2026-08-27,25.9,7.5416,-44.992,-1.0371,-0.539,-1.8181,-1.129,23.35,96.55,1581.0,1.515,-3.7972,,3.0,40.0,55.0
price,3D,wilder,乙,"E=40,X=55,H=3",2171,2000-10-02,2026-08-27,25.9,8.2694,-48.0,-0.3093,-0.098,-1.0903,-0.53,24.59,93.87,1564.0,0.925,-1.6609,,3.0,40.0,55.0
mult,3D,wilder,乙,"E=40,X=60,H=3",2171,2000-10-02,2026-08-27,25.9,8.1946,-45.386,-0.3841,-0.179,-1.1651,-0.686,22.49,96.87,1547.0,2.2986,-3.2824,,3.0,40.0,60.0
price,3D,wilder,乙,"E=40,X=60,H=3",2171,2000-10-02,2026-08-27,25.9,7.0082,-47.252,-1.5705,-0.785,-2.3515,-1.343,23.89,94.38,1536.0,0.3899,-3.7014,,3.0,40.0,60.0
mult,3D,wilder,乙,"E=40,X=65,H=3",2171,2000-10-02,2026-08-27,25.9,8.273,-46.43,-0.3057,-0.115,-1.0866,-0.601,21.55,97.28,1512.0,2.5374,-3.3726,,3.0,40.0,65.0
price,3D,wilder,乙,"E=40,X=65,H=3",2171,2000-10-02,2026-08-27,25.9,8.3335,-45.367,-0.2452,-0.098,-1.0262,-0.569,23.11,94.29,1527.0,2.967,-3.6985,,3.0,40.0,65.0
mult,3D,wilder,乙,"E=40,X=70,H=3",2171,2000-10-02,2026-08-27,25.9,7.7742,-48.322,-0.8045,-0.404,-1.5855,-0.973,20.29,97.37,1492.0,1.8711,-3.695,,3.0,40.0,70.0
price,3D,wilder,乙,"E=40,X=70,H=3",2171,2000-10-02,2026-08-27,25.9,7.6099,-50.553,-0.9688,-0.504,-1.7498,-1.068,22.13,95.07,1484.0,2.3455,-4.5282,,3.0,40.0,70.0
mult,3D,wilder,乙,"E=40,X=75,H=3",2171,2000-10-02,2026-08-27,25.9,8.8408,-51.425,0.2621,0.286,-0.5189,-0.138,18.43,98.39,1420.0,4.0019,-3.7387,,3.0,40.0,75.0
price,3D,wilder,乙,"E=40,X=75,H=3",2171,2000-10-02,2026-08-27,25.9,7.4818,-49.481,-1.0969,-0.604,-1.8779,-1.227,20.69,95.76,1425.0,2.4367,-4.884,,3.0,40.0,75.0
mult,3D,wilder,乙,"E=40,X=80,H=3",2171,2000-10-02,2026-08-27,25.9,8.9053,-50.063,0.3266,0.323,-0.4543,-0.103,16.2,98.94,1344.0,3.7262,-3.3218,,3.0,40.0,80.0
price,3D,wilder,乙,"E=40,X=80,H=3",2171,2000-10-02,2026-08-27,25.9,8.6588,-51.202,0.0801,0.115,-0.7009,-0.362,18.68,96.78,1341.0,2.854,-2.9145,,3.0,40.0,80.0
mult,3D,wilder,乙,"E=40,X=85,H=3",2171,2000-10-02,2026-08-27,25.9,9.8077,-49.189,1.229,0.876,0.448,0.577,14.06,99.59,1237.0,4.2843,-2.0611,,3.0,40.0,85.0
price,3D,wilder,乙,"E=40,X=85,H=3",2171,2000-10-02,2026-08-27,25.9,8.8756,-52.641,0.297,0.248,-0.484,-0.234,16.24,97.79,1251.0,3.9358,-3.5995,,3.0,40.0,85.0
mult,3D,wilder,乙,"E=40,X=90,H=3",2171,2000-10-02,2026-08-27,25.9,8.7235,-51.63,0.1448,0.173,-0.6362,-0.434,10.81,99.86,1100.0,3.8465,-3.8167,,3.0,40.0,90.0
price,3D,wilder,乙,"E=40,X=90,H=3",2171,2000-10-02,2026-08-27,25.9,8.0668,-53.413,-0.5118,-0.37,-1.2928,-1.15,12.56,99.17,1121.0,2.9949,-4.2713,,3.0,40.0,90.0
mult,3D,wilder,乙,"E=40,X=95,H=3",2171,2000-10-02,2026-08-27,25.9,7.9753,-51.366,-0.6034,-0.572,-1.3843,-2.168,6.21,100.0,786.0,1.9277,-3.3415,,3.0,40.0,95.0
price,3D,wilder,乙,"E=40,X=95,H=3",2171,2000-10-02,2026-08-27,25.9,8.0179,-53.07,-0.5608,-0.535,-1.3418,-1.857,7.36,99.86,842.0,1.6263,-2.9345,,3.0,40.0,95.0
mult,3D,simple,甲,"N=1,H=1",2171,2000-10-02,2026-08-27,25.9,8.8999,-53.96,0.3213,0.406,-0.4597,0.201,55.77,100.0,1445.0,3.3101,-2.8989,1.0,1.0,,
price,3D,simple,甲,"N=1,H=1",2171,2000-10-02,2026-08-27,25.9,9.3203,-58.554,0.7416,0.593,-0.0394,0.407,56.04,100.0,1452.0,5.9833,-4.7882,1.0,1.0,,
mult,3D,simple,甲,"N=2,H=1",2171,2000-10-02,2026-08-27,25.9,7.7392,-54.631,-0.8395,-0.144,-1.6204,-0.498,47.48,100.0,2171.0,1.2758,-3.1364,2.0,1.0,,
price,3D,simple,甲,"N=2,H=1",2171,2000-10-02,2026-08-27,25.9,7.2936,-60.686,-1.2851,-0.217,-2.0661,-0.556,47.39,100.0,2171.0,2.4781,-5.3096,2.0,1.0,,
mult,3D,simple,甲,"N=3,H=1",2171,2000-10-02,2026-08-27,25.9,8.4247,-56.273,-0.1539,0.037,-0.9349,-0.388,40.11,100.0,2171.0,1.229,-1.6665,3.0,1.0,,
price,3D,simple,甲,"N=3,H=1",2171,2000-10-02,2026-08-27,25.9,6.9904,-61.615,-1.5883,-0.563,-2.3693,-1.087,39.93,100.0,2171.0,0.2456,-3.5839,3.0,1.0,,
mult,3D,simple,乙,"E=5,X=50,H=1",2171,2000-10-02,2026-08-27,25.9,6.2304,-41.533,-2.3483,-1.046,-3.1293,-1.432,30.39,79.09,1609.0,3.2895,-8.2743,,1.0,5.0,50.0
price,3D,simple,乙,"E=5,X=50,H=1",2171,2000-10-02,2026-08-27,25.9,5.5988,-42.955,-2.9799,-1.21,-3.7608,-1.586,29.91,76.55,1532.0,5.0743,-11.2601,,1.0,5.0,50.0
mult,3D,simple,乙,"E=5,X=55,H=1",2171,2000-10-02,2026-08-27,25.9,6.0516,-41.66,-2.5271,-1.144,-3.3081,-1.54,29.76,80.1,1596.0,2.6687,-8.0108,,1.0,5.0,55.0
price,3D,simple,乙,"E=5,X=55,H=1",2171,2000-10-02,2026-08-27,25.9,6.1192,-39.113,-2.4595,-1.026,-3.2405,-1.397,29.39,77.52,1532.0,4.9641,-10.1357,,1.0,5.0,55.0
mult,3D,simple,乙,"E=5,X=60,H=1",2171,2000-10-02,2026-08-27,25.9,6.7837,-43.056,-1.795,-0.85,-2.576,-1.25,29.45,81.3,1592.0,3.0349,-6.9097,,1.0,5.0,60.0
price,3D,simple,乙,"E=5,X=60,H=1",2171,2000-10-02,2026-08-27,25.9,5.8537,-40.733,-2.725,-1.15,-3.506,-1.539,28.47,78.3,1514.0,4.2033,-9.9215,,1.0,5.0,60.0
mult,3D,simple,乙,"E=5,X=65,H=1",2171,2000-10-02,2026-08-27,25.9,7.5429,-42.11,-1.0358,-0.506,-1.8168,-0.885,28.96,82.54,1573.0,4.043,-6.4018,,1.0,5.0,65.0
price,3D,simple,乙,"E=5,X=65,H=1",2171,2000-10-02,2026-08-27,25.9,6.2877,-40.431,-2.291,-0.962,-3.072,-1.34,28.3,79.73,1508.0,5.3744,-10.1998,,1.0,5.0,65.0
mult,3D,simple,乙,"E=5,X=70,H=1",2171,2000-10-02,2026-08-27,25.9,7.8696,-41.937,-0.7091,-0.353,-1.4901,-0.715,28.44,83.92,1555.0,5.4265,-7.1289,,1.0,5.0,70.0
price,3D,simple,乙,"E=5,X=70,H=1",2171,2000-10-02,2026-08-27,25.9,6.5761,-42.864,-2.0026,-0.84,-2.7836,-1.205,27.95,81.11,1493.0,6.5194,-10.7272,,1.0,5.0,70.0
mult,3D,simple,乙,"E=5,X=75,H=1",2171,2000-10-02,2026-08-27,25.9,7.4787,-43.068,-1.1,-0.538,-1.881,-0.922,27.36,84.98,1533.0,4.25,-6.7384,,1.0,5.0,75.0
price,3D,simple,乙,"E=5,X=75,H=1",2171,2000-10-02,2026-08-27,25.9,5.8202,-46.29,-2.7585,-1.173,-3.5394,-1.566,27.13,82.08,1473.0,4.792,-10.5567,,1.0,5.0,75.0
mult,3D,simple,乙,"E=5,X=80,H=1",2171,2000-10-02,2026-08-27,25.9,7.2059,-42.748,-1.3728,-0.65,-2.1537,-1.041,26.51,86.04,1517.0,3.9099,-6.9437,,1.0,5.0,80.0
price,3D,simple,乙,"E=5,X=80,H=1",2171,2000-10-02,2026-08-27,25.9,6.413,-46.037,-2.1657,-0.931,-2.9467,-1.318,26.43,83.23,1458.0,5.0028,-9.5954,,1.0,5.0,80.0
mult,3D,simple,乙,"E=5,X=85,H=1",2171,2000-10-02,2026-08-27,25.9,7.2346,-44.132,-1.3441,-0.641,-2.1251,-1.048,25.79,86.73,1493.0,4.634,-7.6081,,1.0,5.0,85.0
price,3D,simple,乙,"E=5,X=85,H=1",2171,2000-10-02,2026-08-27,25.9,5.984,-45.869,-2.5947,-1.129,-3.3756,-1.554,25.64,84.29,1427.0,5.1557,-10.5848,,1.0,5.0,85.0
mult,3D,simple,乙,"E=5,X=90,H=1",2171,2000-10-02,2026-08-27,25.9,7.69,-44.132,-0.8887,-0.411,-1.6697,-0.805,25.02,87.56,1479.0,4.0095,-6.0725,,1.0,5.0,90.0
price,3D,simple,乙,"E=5,X=90,H=1",2171,2000-10-02,2026-08-27,25.9,7.1385,-46.907,-1.4402,-0.586,-2.2211,-0.969,25.04,85.03,1401.0,5.9769,-9.1104,,1.0,5.0,90.0
mult,3D,simple,乙,"E=5,X=95,H=1",2171,2000-10-02,2026-08-27,25.9,7.5562,-44.209,-1.0225,-0.465,-1.8035,-0.876,24.5,89.18,1458.0,4.6944,-7.0273,,1.0,5.0,95.0
price,3D,simple,乙,"E=5,X=95,H=1",2171,2000-10-02,2026-08-27,25.9,7.8452,-45.803,-0.7334,-0.26,-1.5144,-0.62,24.59,86.64,1387.0,6.5281,-8.2537,,1.0,5.0,95.0
mult,3D,simple,乙,"E=10,X=50,H=1",2171,2000-10-02,2026-08-27,25.9,6.0125,-41.228,-2.5662,-1.162,-3.3472,-1.57,31.34,80.88,1654.0,3.7468,-9.1607,,1.0,10.0,50.0
price,3D,simple,乙,"E=10,X=50,H=1",2171,2000-10-02,2026-08-27,25.9,4.8869,-43.695,-3.6917,-1.518,-4.4727,-1.918,31.03,77.98,1589.0,3.9793,-11.6054,,1.0,10.0,50.0
mult,3D,simple,乙,"E=10,X=55,H=1",2171,2000-10-02,2026-08-27,25.9,6.1861,-40.618,-2.3926,-1.101,-3.1735,-1.505,30.72,81.85,1640.0,3.5268,-8.5983,,1.0,10.0,55.0
price,3D,simple,乙,"E=10,X=55,H=1",2171,2000-10-02,2026-08-27,25.9,5.4458,-39.903,-3.1328,-1.314,-3.9138,-1.707,30.37,78.95,1587.0,4.0508,-10.5771,,1.0,10.0,55.0
mult,3D,simple,乙,"E=10,X=60,H=1",2171,2000-10-02,2026-08-27,25.9,6.4474,-41.587,-2.1313,-1.016,-2.9123,-1.446,30.36,83.19,1631.0,3.0396,-7.5899,,1.0,10.0,60.0
price,3D,simple,乙,"E=10,X=60,H=1",2171,2000-10-02,2026-08-27,25.9,5.0368,-40.426,-3.5418,-1.505,-4.3228,-1.924,29.47,79.78,1570.0,3.4795,-10.8286,,1.0,10.0,60.0
mult,3D,simple,乙,"E=10,X=65,H=1",2171,2000-10-02,2026-08-27,25.9,6.829,-42.067,-1.7497,-0.85,-2.5307,-1.275,29.69,84.2,1613.0,3.5594,-7.3472,,1.0,10.0,65.0
price,3D,simple,乙,"E=10,X=65,H=1",2171,2000-10-02,2026-08-27,25.9,5.5799,-39.858,-2.9988,-1.274,-3.7798,-1.683,29.12,81.02,1557.0,4.5029,-10.7501,,1.0,10.0,65.0
mult,3D,simple,乙,"E=10,X=70,H=1",2171,2000-10-02,2026-08-27,25.9,7.2086,-41.991,-1.37,-0.673,-2.151,-1.076,29.06,85.4,1597.0,4.9634,-7.9848,,1.0,10.0,70.0
price,3D,simple,乙,"E=10,X=70,H=1",2171,2000-10-02,2026-08-27,25.9,6.0358,-41.734,-2.5429,-1.082,-3.3239,-1.474,28.7,82.4,1547.0,5.7815,-11.0802,,1.0,10.0,70.0
mult,3D,simple,乙,"E=10,X=75,H=1",2171,2000-10-02,2026-08-27,25.9,7.2568,-42.99,-1.3218,-0.666,-2.1028,-1.075,27.92,86.14,1581.0,4.5393,-7.47,,1.0,10.0,75.0
price,3D,simple,乙,"E=10,X=75,H=1",2171,2000-10-02,2026-08-27,25.9,5.6001,-45.733,-2.9785,-1.283,-3.7595,-1.696,27.81,83.23,1526.0,4.5378,-10.7438,,1.0,10.0,75.0
mult,3D,simple,乙,"E=10,X=80,H=1",2171,2000-10-02,2026-08-27,25.9,7.0322,-42.714,-1.5465,-0.76,-2.3275,-1.172,27.04,87.1,1561.0,4.146,-7.5269,,1.0,10.0,80.0
price,3D,simple,乙,"E=10,X=80,H=1",2171,2000-10-02,2026-08-27,25.9,6.1313,-44.919,-2.4474,-1.074,-3.2284,-1.485,27.1,84.25,1510.0,4.6453,-9.8037,,1.0,10.0,80.0
mult,3D,simple,乙,"E=10,X=85,H=1",2171,2000-10-02,2026-08-27,25.9,7.1898,-43.917,-1.3888,-0.686,-2.1698,-1.105,26.33,87.79,1537.0,4.5806,-7.6443,,1.0,10.0,85.0
price,3D,simple,乙,"E=10,X=85,H=1",2171,2000-10-02,2026-08-27,25.9,5.9648,-44.812,-2.6139,-1.158,-3.3948,-1.594,26.31,85.12,1483.0,4.8245,-10.3043,,1.0,10.0,85.0
mult,3D,simple,乙,"E=10,X=90,H=1",2171,2000-10-02,2026-08-27,25.9,7.6169,-43.921,-0.9617,-0.467,-1.7427,-0.876,25.57,88.67,1518.0,3.861,-6.0692,,1.0,10.0,90.0
price,3D,simple,乙,"E=10,X=90,H=1",2171,2000-10-02,2026-08-27,25.9,7.1218,-45.864,-1.4569,-0.607,-2.2378,-1.0,25.7,85.86,1457.0,5.6241,-8.802,,1.0,10.0,90.0
mult,3D,simple,乙,"E=10,X=95,H=1",2171,2000-10-02,2026-08-27,25.9,7.3759,-44.036,-1.2027,-0.577,-1.9837,-1.011,24.94,90.19,1496.0,4.2051,-6.8991,,1.0,10.0,95.0
price,3D,simple,乙,"E=10,X=95,H=1",2171,2000-10-02,2026-08-27,25.9,7.706,-45.33,-0.8727,-0.334,-1.6536,-0.708,25.22,87.43,1442.0,5.8642,-7.883,,1.0,10.0,95.0
mult,3D,simple,乙,"E=15,X=50,H=1",2171,2000-10-02,2026-08-27,25.9,5.5184,-42.575,-3.0602,-1.388,-3.8412,-1.817,32.11,82.73,1693.0,1.3044,-7.702,,1.0,15.0,50.0
price,3D,simple,乙,"E=15,X=50,H=1",2171,2000-10-02,2026-08-27,25.9,5.3492,-38.206,-3.2295,-1.344,-4.0105,-1.734,31.82,79.87,1634.0,3.0468,-9.788,,1.0,15.0,50.0
mult,3D,simple,乙,"E=15,X=55,H=1",2171,2000-10-02,2026-08-27,25.9,5.2039,-42.332,-3.3748,-1.551,-4.1558,-1.997,31.44,83.6,1676.0,0.6953,-7.715,,1.0,15.0,55.0
price,3D,simple,乙,"E=15,X=55,H=1",2171,2000-10-02,2026-08-27,25.9,5.7102,-38.328,-2.8685,-1.216,-3.6495,-1.604,31.21,80.79,1629.0,2.657,-8.6825,,1.0,15.0,55.0
mult,3D,simple,乙,"E=15,X=60,H=1",2171,2000-10-02,2026-08-27,25.9,5.7672,-41.994,-2.8115,-1.346,-3.5924,-1.808,31.16,84.98,1670.0,0.4672,-6.3329,,1.0,15.0,60.0
price,3D,simple,乙,"E=15,X=60,H=1",2171,2000-10-02,2026-08-27,25.9,5.0607,-40.344,-3.518,-1.515,-4.299,-1.933,30.4,81.71,1611.0,1.4849,-8.8074,,1.0,15.0,60.0
mult,3D,simple,乙,"E=15,X=65,H=1",2171,2000-10-02,2026-08-27,25.9,6.1883,-42.471,-2.3904,-1.168,-3.1713,-1.633,30.48,86.0,1650.0,1.3388,-6.3795,,1.0,15.0,65.0
price,3D,simple,乙,"E=15,X=65,H=1",2171,2000-10-02,2026-08-27,25.9,5.5018,-39.837,-3.0768,-1.325,-3.8578,-1.744,30.04,82.96,1602.0,2.8955,-9.3352,,1.0,15.0,65.0
mult,3D,simple,乙,"E=15,X=70,H=1",2171,2000-10-02,2026-08-27,25.9,6.7786,-42.449,-1.8001,-0.887,-2.5811,-1.317,29.75,87.15,1634.0,2.8459,-6.7284,,1.0,15.0,70.0
price,3D,simple,乙,"E=15,X=70,H=1",2171,2000-10-02,2026-08-27,25.9,5.9395,-41.362,-2.6391,-1.133,-3.4201,-1.537,29.5,84.15,1588.0,4.1013,-9.6527,,1.0,15.0,70.0
mult,3D,simple,乙,"E=15,X=75,H=1",2171,2000-10-02,2026-08-27,25.9,6.4527,-43.387,-2.126,-1.082,-2.907,-1.541,28.5,87.75,1613.0,1.8218,-6.3407,,1.0,15.0,75.0
price,3D,simple,乙,"E=15,X=75,H=1",2171,2000-10-02,2026-08-27,25.9,4.9059,-45.387,-3.6727,-1.596,-4.4537,-2.048,28.55,85.08,1565.0,2.5275,-10.1562,,1.0,15.0,75.0
mult,3D,simple,乙,"E=15,X=80,H=1",2171,2000-10-02,2026-08-27,25.9,6.5456,-43.113,-2.0331,-1.026,-2.8141,-1.478,27.72,88.76,1596.0,1.4785,-5.7971,,1.0,15.0,80.0
price,3D,simple,乙,"E=15,X=80,H=1",2171,2000-10-02,2026-08-27,25.9,5.3689,-44.779,-3.2097,-1.432,-3.9907,-1.895,27.87,86.09,1549.0,2.3661,-9.074,,1.0,15.0,80.0
mult,3D,simple,乙,"E=15,X=85,H=1",2171,2000-10-02,2026-08-27,25.9,7.0153,-44.307,-1.5634,-0.795,-2.3444,-1.246,26.96,89.41,1573.0,2.3722,-5.7656,,1.0,15.0,85.0
price,3D,simple,乙,"E=15,X=85,H=1",2171,2000-10-02,2026-08-27,25.9,5.4822,-43.57,-3.0965,-1.386,-3.8775,-1.865,27.1,87.01,1523.0,2.8194,-9.2988,,1.0,15.0,85.0
mult,3D,simple,乙,"E=15,X=90,H=1",2171,2000-10-02,2026-08-27,25.9,7.6279,-44.309,-0.9508,-0.469,-1.7318,-0.899,26.22,90.28,1556.0,2.2032,-4.3431,,1.0,15.0,90.0
price,3D,simple,乙,"E=15,X=90,H=1",2171,2000-10-02,2026-08-27,25.9,6.4024,-44.257,-2.1763,-0.93,-2.9573,-1.376,26.49,87.75,1501.0,3.2529,-7.894,,1.0,15.0,90.0
mult,3D,simple,乙,"E=15,X=95,H=1",2171,2000-10-02,2026-08-27,25.9,7.1983,-44.424,-1.3804,-0.693,-2.1614,-1.156,25.47,91.52,1532.0,2.2366,-5.2538,,1.0,15.0,95.0
price,3D,simple,乙,"E=15,X=95,H=1",2171,2000-10-02,2026-08-27,25.9,6.6806,-44.752,-1.8981,-0.801,-2.6791,-1.242,25.82,89.13,1485.0,2.8683,-6.9485,,1.0,15.0,95.0
mult,3D,simple,乙,"E=20,X=50,H=1",2171,2000-10-02,2026-08-27,25.9,5.7185,-43.4,-2.8601,-1.327,-3.6411,-1.76,33.16,84.66,1752.0,2.1262,-8.1328,,1.0,20.0,50.0
price,3D,simple,乙,"E=20,X=50,H=1",2171,2000-10-02,2026-08-27,25.9,5.7916,-39.894,-2.7871,-1.193,-3.5681,-1.591,32.61,81.48,1686.0,3.4543,-9.3112,,1.0,20.0,50.0
mult,3D,simple,乙,"E=20,X=55,H=1",2171,2000-10-02,2026-08-27,25.9,5.7928,-39.198,-2.7859,-1.297,-3.5669,-1.731,32.42,85.49,1723.0,2.063,-7.9198,,1.0,20.0,55.0
price,3D,simple,乙,"E=20,X=55,H=1",2171,2000-10-02,2026-08-27,25.9,6.2684,-39.239,-2.3103,-1.003,-3.0913,-1.393,31.91,82.27,1676.0,3.4666,-8.3747,,1.0,20.0,55.0
mult,3D,simple,乙,"E=20,X=60,H=1",2171,2000-10-02,2026-08-27,25.9,6.3547,-42.799,-2.2239,-1.075,-3.0049,-1.522,32.05,86.87,1718.0,1.9433,-6.6639,,1.0,20.0,60.0
price,3D,simple,乙,"E=20,X=60,H=1",2171,2000-10-02,2026-08-27,25.9,5.7762,-38.261,-2.8025,-1.227,-3.5835,-1.643,31.11,83.28,1656.0,2.4854,-8.3786,,1.0,20.0,60.0
mult,3D,simple,乙,"E=20,X=65,H=1",2171,2000-10-02,2026-08-27,25.9,6.662,-43.067,-1.9167,-0.946,-2.6977,-1.397,31.39,87.79,1698.0,2.4554,-6.5661,,1.0,20.0,65.0
price,3D,simple,乙,"E=20,X=65,H=1",2171,2000-10-02,2026-08-27,25.9,6.2384,-36.459,-2.3403,-1.022,-3.1212,-1.431,30.76,84.57,1639.0,3.5485,-8.5158,,1.0,20.0,65.0
mult,3D,simple,乙,"E=20,X=70,H=1",2171,2000-10-02,2026-08-27,25.9,7.04,-42.831,-1.5387,-0.763,-2.3197,-1.191,30.64,88.85,1675.0,3.8835,-7.2493,,1.0,20.0,70.0
