lookback_months,mode,cadence,total_return,annual_return,max_drawdown,win_rate,profit_loss_ratio,sortino,average_holding_days,turnover,annual_excess_QQQ,annual_excess_SPY,run_id,trades,closed_trades,trading_days,start,end,reused,seconds
1,winner,monthly,3.439788545943042,0.13688256588240688,-0.3408229096214357,0.6408450704225352,1.054833424542984,0.7341174154058107,71.52112676056338,8.268570072052677,-0.05278710106453399,-0.001637118999712861,run-e4c6120a03601e16,236,142,2929,2015-01-02,2026-08-26,False,3.9176
1,winner,quarterly,1.740842126267037,0.0906533545868915,-0.39470518808213495,0.7450980392156863,0.9153186400836233,0.3896742328698763,130.15686274509804,2.910617641194692,-0.09901631236004937,-0.04786633029522824,run-4e04f97cbda924e9,86,51,2929,2015-01-02,2026-08-26,False,0.264
1,rank,monthly,3.382995675312787,0.13562355742432364,-0.3423448233969224,0.7582417582417582,1.3458094016472577,0.7872660688983284,110.54212454212454,2.7270779670784093,-0.054046109522617236,-0.002896127457796105,run-7e31ccceffbcb929,560,546,2929,2015-01-02,2026-08-26,False,0.2685
1,rank,quarterly,2.9153867293542897,0.12465026939968915,-0.3575507572500457,0.8135593220338984,2.194611892188868,0.6936905197884503,278.24858757062145,0.9852180421063865,-0.06501939754725172,-0.013869415482430592,run-e258744101f05961,188,177,2929,2015-01-02,2026-08-26,False,0.2214
3,winner,monthly,5.257318735015201,0.1709587981080618,-0.3408229096214357,0.6354166666666666,2.121313956588131,0.982472551538215,108.92708333333333,3.943041314834404,-0.01871086883887907,0.03243911322594206,run-e2056ff3857a10bf,144,96,2929,2015-01-02,2026-08-26,False,0.2645
3,winner,quarterly,4.36517134680062,0.1555587511109866,-0.39470518808213484,0.7111111111111111,1.6292767156521353,0.8364474313029573,146.0888888888889,2.35216546720325,-0.03411091583595427,0.01703906622886686,run-fa98c4f178ad3b4c,74,45,2929,2015-01-02,2026-08-26,False,0.3806
3,rank,monthly,3.642641587364701,0.14126244359826634,-0.3422960753173373,0.8018518518518518,1.75788738730401,0.8327843363032655,189.4462962962963,1.38727577834827,-0.04840722334867453,0.0027427587161465983,run-9036ffefd212abb8,560,540,2929,2015-01-02,2026-08-26,False,0.2997
3,rank,quarterly,3.3732852453038067,0.13540680130802496,-0.3581154313719366,0.8258426966292135,2.0309704319587327,0.7774241358169767,312.061797752809,0.8961603232171531,-0.054262865638915914,-0.0031128835740947824,run-4cf6559baddf9723,188,178,2929,2015-01-02,2026-08-26,False,0.4005
6,winner,monthly,4.499307046408696,0.15801725354412088,-0.34209904958610726,0.5697674418604651,1.8288484220536618,0.9070725573807615,126.43023255813954,3.176343817466347,-0.03165241340281999,0.01949756866200114,run-1857bcad9b6af6a0,124,86,2929,2015-01-02,2026-08-26,False,0.2733
6,winner,quarterly,2.873465898428051,0.12360882428935649,-0.39470518808213484,0.6842105263157895,1.2349181882780853,0.6033528048119174,169.76315789473685,1.715445770678135,-0.06606084265758438,-0.014910860592763253,run-6c824ccc3f879083,60,38,2929,2015-01-02,2026-08-26,False,0.2904
6,rank,monthly,3.4760559131211597,0.1376788775239619,-0.3515400430250457,0.8195488721804511,1.1362028625463498,0.797538955134452,215.35714285714286,1.1677188307703896,-0.05199078942297897,-0.0008408073581578357,run-3e44e2f10f1cc5f5,560,532,2929,2015-01-02,2026-08-26,False,0.3066
6,rank,quarterly,3.2197365547837222,0.13191949909685752,-0.3575507572500459,0.8520710059171598,1.639272466751999,0.7482595814079016,426.7692307692308,0.6224081899173073,-0.057750167850083356,-0.006600185785262225,run-7be6d02066d9c084,188,169,2929,2015-01-02,2026-08-26,False,0.2219
9,winner,monthly,5.11660788514022,0.16866890686644975,-0.3408229096214357,0.6111111111111112,2.49357357689891,0.9726765479994122,155.09722222222223,1.8170115073932045,-0.02100076008049112,0.03014922198433001,run-41a9d3742f31a235,96,72,2929,2015-01-02,2026-08-26,False,0.2562
9,winner,quarterly,3.642322141206135,0.14125568492950302,-0.34056724459487453,0.7272727272727273,1.569041786645637,0.7567618767155965,199.3030303030303,1.244810486811243,-0.04841398201743785,0.00273600004738328,run-05620c775a1e43d6,50,33,2929,2015-01-02,2026-08-26,False,0.4068
9,rank,monthly,3.5649433914366604,0.1396058914344207,-0.3434219348727523,0.84,1.5834161629743762,0.8139663292688326,288.3142857142857,0.8671486785013782,-0.05006377551252017,0.0010862065523009612,run-cfaa99d5c1280c3d,560,525,2929,2015-01-02,2026-08-26,False,0.4029
9,rank,quarterly,3.343399607129559,0.13473692333012188,-0.3522055261676076,0.8493975903614458,2.509628682040686,0.7668945559216629,477.93975903614455,0.49235473081369446,-0.05493274361681899,-0.0037827615519978597,run-620e91a4674f2c48,188,166,2929,2015-01-02,2026-08-26,False,0.2796
12,winner,monthly,4.580436414833647,0.1594777629960964,-0.3408229096214356,0.6086956521739131,10.17271873578229,0.9017484881618619,144.18840579710144,1.466177224251266,-0.03019190395084448,0.020958078113976653,run-687088bf67095d2f,90,69,2929,2015-01-02,2026-08-26,False,0.2738
12,winner,quarterly,3.4375864534579677,0.13683402397954603,-0.34056724459487453,0.75,1.8161144126150102,0.7314860138059716,205.53125,1.1538871998425835,-0.05283564296739485,-0.0016856609025737157,run-b1f19a0946fff24a,48,32,2929,2015-01-02,2026-08-26,False,0.2659
12,rank,monthly,3.519537675180044,0.138625856933974,-0.3423448233969225,0.8620689655172413,1.6465227779083031,0.8030637422757672,353.91954022988506,0.7001588399518839,-0.05104381001296687,0.0001061720518542586,run-47a6a6eda9012c0e,560,522,2929,2015-01-02,2026-08-26,False,0.3984
