lookback_days,tilt,cadence,total_return,annual_return,max_drawdown,win_rate,profit_loss_ratio,sortino,average_holding_days,turnover,annual_excess_QQQ,annual_excess_SPY,run_id,trades,closed_trades,trading_days,start,end,reused,seconds
10,0.5,monthly,3.2251442027131114,0.13204427016320075,-0.3499494773364581,0.8095238095238095,1.4402776276387064,0.7386390343310612,164.51465201465203,1.5839197264094595,-0.05762542953397798,-0.006475424333078461,run-007a715f8a7f20ea,560,546,2929,2015-01-02,2026-08-26,False,0.6785
10,0.5,quarterly,2.909380857340977,0.12450169192305749,-0.346396003037181,0.8502994011976048,1.8565551558558862,0.6711840787555817,495.01197604790417,0.4904170347415179,-0.06516800777412124,-0.014018002573221722,run-a9385cca47dcf173,188,167,2929,2015-01-02,2026-08-26,False,0.3575
10,0.75,monthly,3.1995473539221777,0.13145237724493786,-0.3427725357812602,0.7531760435571688,1.0678343029434436,0.7211795325184451,116.33938294010889,3.8544257423262076,-0.05821732245224087,-0.007067317251341354,run-6bfa2a606e86f34a,560,551,2929,2015-01-02,2026-08-26,False,0.4968
10,0.75,quarterly,2.330822417877156,0.10910762967591947,-0.34357402367482104,0.8218390804597702,0.6868409018133005,0.5296267826086408,325.5919540229885,1.1581250282198008,-0.08056207002125926,-0.02941206482035974,run-ec5c1af1d3874d84,188,174,2929,2015-01-02,2026-08-26,False,0.6043
10,1.0,monthly,3.1520941682193664,0.13034630986650675,-0.33558181314409374,0.6446700507614214,1.343765679741502,0.6858488553253705,65.39086294416244,6.115376142990803,-0.05932338983067198,-0.008173384629772462,run-9f53a4c29708be25,300,197,2929,2015-01-02,2026-08-26,False,0.5738
10,1.0,quarterly,1.815597389367174,0.09318219016528029,-0.34082271654343366,0.7692307692307693,0.6420663906034649,0.38648370499226853,140.03076923076924,1.8233310910777092,-0.09648750953189844,-0.04533750433099892,run-02ce06df61b8325e,100,65,2929,2015-01-02,2026-08-26,False,0.4223
20,0.5,monthly,3.1612731236032268,0.1305611565836695,-0.3499494759731854,0.8120437956204379,1.4049224434517036,0.7240555602195531,165.13686131386862,1.5630899706323196,-0.059108543113509215,-0.007958537912609698,run-7b5f059286ff9f0f,560,548,2929,2015-01-02,2026-08-26,False,0.4515
20,0.5,quarterly,2.9004001077807544,0.12427913017728098,-0.34639458109612786,0.9041916167664671,1.0343145872056223,0.667900825450232,494.5149700598802,0.4585182072748327,-0.06539056951989775,-0.014240564318998228,run-edbf9866d462b40b,188,167,2929,2015-01-02,2026-08-26,False,0.5525
20,0.75,monthly,3.2235560435570054,0.13200764159228728,-0.34277253625366766,0.7282608695652174,1.297912898758504,0.7189654483191024,117.8822463768116,3.8180563279864015,-0.057662058104891445,-0.006512052903991927,run-41505d1647b21d1a,560,552,2929,2015-01-02,2026-08-26,False,0.4634
20,0.75,quarterly,2.3453594832022056,0.10952340988690845,-0.3435721045195357,0.8554913294797688,0.5980211162303639,0.5296039955075817,339.3872832369942,1.072474194774662,-0.08014628981027028,-0.02899628460937076,run-334f9ad5add43e82,188,173,2929,2015-01-02,2026-08-26,False,0.4217
20,1.0,monthly,3.2643707409090394,0.13294500257630104,-0.33558181314409385,0.6236559139784946,1.6477769477981776,0.6958649449310031,67.22043010752688,6.073297330331204,-0.05672469712087769,-0.00557469191997817,run-cb17c73fcfd300a2,287,186,2929,2015-01-02,2026-08-26,False,0.6949
20,1.0,quarterly,1.8528206125447353,0.09441858118024138,-0.34082271654343366,0.7945205479452054,0.6272393686326627,0.39275819341383633,148.95890410958904,1.6876194528044253,-0.09525111851693735,-0.04410111331603783,run-fe0818d63fa955a4,105,73,2929,2015-01-02,2026-08-26,False,0.64
40,0.5,monthly,3.228823805220955,0.1321290864933482,-0.34994947597367254,0.8391224862888482,1.7718510178762057,0.7346267420584651,218.78976234003656,1.1303788019514194,-0.057540613203830526,-0.006390608002931009,run-7f85e55d183f3720,560,547,2929,2015-01-02,2026-08-26,False,0.5431
40,0.5,quarterly,3.0071582373077854,0.12689504326170198,-0.346396003037181,0.8620689655172413,1.635586978054425,0.6943893654736768,409.87931034482756,0.6389483845738743,-0.06277465643547675,-0.011624651234577232,run-ef608b984d88027c,188,174,2929,2015-01-02,2026-08-26,False,0.7994
40,0.75,monthly,3.212799409013215,0.1317592236587235,-0.3427725362535343,0.8140794223826715,1.2186947601699387,0.7125249960084884,159.4404332129964,2.6991437690810915,-0.05791047603845523,-0.00676047083755571,run-06101c9b4c5d8904,560,554,2929,2015-01-02,2026-08-26,False,0.3946
40,0.75,quarterly,2.492155119467926,0.11363188245892553,-0.34357402367482104,0.8258426966292135,0.7141802232621032,0.5737309948466689,288.0842696629214,1.5212866710906086,-0.0760378172382532,-0.024887812037353685,run-128d10bf16f8012f,188,178,2929,2015-01-02,2026-08-26,False,0.3697
40,1.0,monthly,3.1775788379564895,0.13094174952908255,-0.33558181314409363,0.75,1.3308725736731275,0.6753288460188219,80.41847826086956,4.254227120924565,-0.05872795016809618,-0.007577944967196659,run-b208e2c2459ab0cd,255,184,2929,2015-01-02,2026-08-26,False,0.4428
