lookback_days,power,cadence,value,trades,verdict,neighbours,valid_neighbours,neighbourhood_mean,neighbour_mean,lift,peak_over_neighbourhood,is_local_peak,layer,siblings,weakest_sibling_mean,layer_drop
40,1,monthly,-0.34808261517167804,560,普通,3,3,-0.3469662810870477,-0.3465941697255042,-0.0011163340846303549,,False,cadence=monthly,0,,
40,2,monthly,-0.3463644734023449,560,普通,3,3,-0.3469662810870477,-0.34716688364861525,0.0006018076847028042,,False,cadence=monthly,0,,
63,1,monthly,-0.34771402233633164,560,普通,3,3,-0.3469662810870477,-0.3467170340039531,-0.0007477412492839508,,False,cadence=monthly,0,,
63,2,monthly,-0.3457040134378362,560,普通,3,3,-0.3469662810870477,-0.3473870369701182,0.0012622676492115015,,True,cadence=monthly,0,,
