lookback_days,tilt,cadence,value,trades,verdict,neighbours,valid_neighbours,neighbourhood_mean,neighbour_mean,lift,peak_over_neighbourhood,is_local_peak,layer,siblings,weakest_sibling_mean,layer_drop
10,0.5,monthly,-0.007734708473627672,560,普通,3,3,-0.011413540644230225,-0.012639818034431075,0.003678832170602553,,False,cadence=monthly,1,-0.006927411082755797,-0.004486129561474428
10,0.5,quarterly,0.0030331559281335796,188,普通,3,3,-0.006927411082755797,-0.010247600086385589,0.009960567010889376,,False,cadence=quarterly,1,-0.011413540644230225,0.004486129561474428
10,0.75,monthly,-0.007533788525661667,560,孤峰,5,5,-0.013741619008892628,-0.01498318510553882,0.0062078304832309614,,True,cadence=monthly,1,-0.00820215878163529,-0.0055394602272573375
10,0.75,quarterly,0.014797946602568057,188,普通,5,5,-0.00820215878163529,-0.012802179858475959,0.02300010538420335,,False,cadence=quarterly,1,-0.013741619008892628,0.0055394602272573375
10,1.0,monthly,-0.007760071231184051,257,普通,3,3,-0.01599558828001596,-0.018740760629626596,0.008235517048831908,,False,cadence=monthly,1,-0.009384662180076442,-0.006610926099939518
10,1.0,quarterly,0.026068652871344744,85,孤峰,3,3,-0.009384662180076442,-0.021202433863883503,0.035453315051421186,,True,cadence=quarterly,1,-0.01599558828001596,0.006610926099939518
20,0.5,monthly,-0.01073265245966426,560,普通,5,5,-0.012126527923449038,-0.012405303016205993,0.0013938754637847772,,False,cadence=monthly,1,-0.010774009439885712,-0.0013525184835633253
20,0.5,quarterly,-0.014707459897639552,188,普通,5,5,-0.010774009439885712,-0.009987319348334944,-0.00393345045775384,,False,cadence=quarterly,1,-0.012126527923449038,0.0013525184835633253
20,0.75,monthly,-0.0196530131179673,560,普通,8,8,-0.014593675850485925,-0.013961258692050754,-0.005059337267481374,,False,cadence=monthly,1,-0.013946582353988725,-0.0006470934964972006
20,0.75,quarterly,-0.03083328696408527,188,普通,8,8,-0.013946582353988725,-0.011835744277726656,-0.016886704610096545,,False,cadence=quarterly,1,-0.014593675850485925,0.0006470934964972006
20,1.0,monthly,-0.029035480245250822,291,普通,5,5,-0.016984254014429306,-0.014574008768265001,-0.012051226230821516,,False,cadence=monthly,1,-0.017022821479190358,3.856746476105233e-05
20,1.0,quarterly,-0.0475719612301333,94,普通,5,5,-0.017022821479190358,-0.010912993529001769,-0.03054913975094294,,False,cadence=quarterly,1,-0.016984254014429306,-3.856746476105233e-05
40,0.5,monthly,-0.010970197634505574,560,普通,5,5,-0.014588467220524018,-0.015312121137727707,0.003618269586018444,,False,cadence=monthly,1,-0.017744875460174964,0.003156408239650946
40,0.5,quarterly,-0.011708008341250409,188,普通,5,5,-0.017744875460174964,-0.018952248883959875,0.0060368671189245555,,False,cadence=quarterly,1,-0.014588467220524018,-0.003156408239650946
40,0.75,monthly,-0.016134807329267753,560,普通,8,8,-0.01861696353043733,-0.018927233055583526,0.0024821562011695768,,False,cadence=monthly,1,-0.0243069360072871,0.0056899724768497695
40,0.75,quarterly,-0.025226403967040678,188,普通,8,8,-0.0243069360072871,-0.0241920025123179,-0.0009194679597535789,,False,cadence=quarterly,1,-0.01861696353043733,-0.0056899724768497695
40,1.0,monthly,-0.021788363637244235,284,普通,5,5,-0.022562406105094596,-0.02271721459866467,0.0007740424678503617,,False,cadence=monthly,1,-0.030758151243805914,0.008195745138711318
40,1.0,quarterly,-0.039371876187795696,110,普通,5,5,-0.030758151243805914,-0.029035406255007955,-0.008613724943989782,,False,cadence=quarterly,1,-0.022562406105094596,-0.008195745138711318
60,0.5,monthly,-0.010475385049198538,560,普通,5,5,-0.00998121592890755,-0.009882382104849352,-0.0004941691202909881,,False,cadence=monthly,1,-0.010196156588663722,0.00021494065975617184
60,0.5,quarterly,-0.007798048363858445,188,普通,5,5,-0.010196156588663722,-0.010675778233624778,0.0023981082248052763,,False,cadence=quarterly,1,-0.00998121592890755,-0.00021494065975617184
60,0.75,monthly,-0.019564747732540688,560,普通,8,8,-0.011791976036460058,-0.010820379574449979,-0.00777277169608063,,False,cadence=monthly,1,-0.013308848876310477,0.001516872839850419
60,0.75,quarterly,-0.016196045227175437,188,普通,8,8,-0.013308848876310477,-0.012947949332452358,-0.00288719635086496,,False,cadence=quarterly,1,-0.011791976036460058,-0.001516872839850419
60,1.0,monthly,-0.029198024568296788,279,普通,5,5,-0.013517682718601246,-0.010381614348662138,-0.015680341849695544,,False,cadence=monthly,1,-0.01631022716217297,0.0027925444435717237
60,1.0,quarterly,-0.025349333886605097,97,普通,5,5,-0.01631022716217297,-0.014502405817286545,-0.009039106724432127,,False,cadence=quarterly,1,-0.013517682718601246,-0.0027925444435717237
120,0.5,monthly,-0.003576105332828927,560,普通,3,3,-0.008195572652417993,-0.009735395092281015,0.004619467319589066,,False,cadence=monthly,1,-0.0060606318059228115,-0.0021349408464951813
120,0.5,quarterly,-0.0024122202086476197,188,普通,3,3,-0.0060606318059228115,-0.007276769005014542,0.003648411597275192,,False,cadence=quarterly,1,-0.008195572652417993,0.0021349408464951813
120,0.75,monthly,0.000833947504896182,560,普通,5,5,-0.009539069287853827,-0.011613672646403828,0.010373016792750009,,False,cadence=monthly,1,-0.0072455585651179195,-0.002293510722735907
120,0.75,quarterly,0.0021637865759902564,188,普通,5,5,-0.0072455585651179195,-0.009127427593339555,0.009409345141108177,,False,cadence=quarterly,1,-0.009539069287853827,0.002293510722735907
120,1.0,monthly,0.004745899450845803,243,孤峰,3,3,-0.010795731336273873,-0.015976274931980432,0.015541630787119676,,True,cadence=monthly,1,-0.008315770704550363,-0.00247996063172351
120,1.0,quarterly,0.006118509719588827,87,孤峰,3,3,-0.008315770704550363,-0.013127197512596759,0.01443428042413919,,True,cadence=quarterly,1,-0.010795731336273873,0.00247996063172351
