win,0,1,4
m1,-0.626,0.361,-0.066
m2,-0.577,-0.407,-1.961
m3,-0.115,-0.44,-1.559
w1,0.452,,
w10,-0.375,-0.958,-1.085
w11,-1.025,-0.71,-1.4
w12,-0.469,-0.515,-1.348
w13,-0.1,-0.77,-1.271
w2,-0.641,-0.374,
w3,-1.215,-1.083,
w4,-0.81,-0.16,
w5,-0.214,0.365,0.283
w6,-1.046,-0.095,-0.739
w7,-0.979,-0.699,-1.754
w8,-0.611,0.046,-2.383
w9,-0.275,-0.152,-1.662
