win,0,1,4
m1,0.331,-1.131,-1.211
m2,0.6,0.197,0.788
m3,0.889,0.453,0.715
w1,-0.395,,
w10,1.109,0.811,1.373
w11,1.008,0.834,1.242
w12,1.603,1.039,0.423
w13,1.233,0.111,1.008
w2,-0.428,-1.95,
w3,1.143,-0.947,
w4,0.383,-1.126,
w5,-0.404,-0.724,-0.599
w6,-0.312,-0.459,-0.648
w7,0.218,-0.053,0.517
w8,0.168,0.355,0.662
w9,1.028,0.271,1.237
