win,0,1,4
m1,-2.84,-1.344,-2.461
m2,-1.907,-1.955,-2.784
m3,-3.383,-2.31,-3.894
w1,-5.01,,
w10,-2.266,-1.263,-2.584
w11,-2.957,-3.334,-3.224
w12,-3.637,-2.978,-4.186
w13,-3.787,-2.83,-3.684
w2,-4.91,-3.416,
w3,-4.338,-1.364,
w4,-3.771,-1.664,
w5,-2.697,-1.957,-3.875
w6,-1.718,-1.843,-3.779
w7,-2.821,-2.189,-5.351
w8,-2.621,-3.472,-4.447
w9,-2.254,-1.912,-4.677
