win,0,1,4
m1,-1.095,0.582,-0.362
m2,-0.893,-0.612,-3.209
m3,-0.148,-0.706,-2.562
w1,0.711,,
w10,-0.571,-1.574,-1.761
w11,-1.79,-1.182,-2.471
w12,-0.763,-0.837,-2.335
w13,-0.175,-1.309,-2.099
w2,-1.169,-0.892,
w3,-2.201,-1.985,
w4,-1.482,-0.383,
w5,-0.453,0.498,0.33
w6,-1.953,-0.22,-1.38
w7,-1.561,-1.182,-3.004
w8,-0.906,0.16,-3.86
w9,-0.369,-0.198,-2.63
