win,0,1,4
m1,-1.49,-0.672,-1.191
m2,-0.983,-0.977,-1.4
m3,-1.786,-1.192,-1.99
w1,-2.577,,
w10,-1.169,-0.647,-1.277
w11,-1.546,-1.714,-1.63
w12,-1.885,-1.518,-2.174
w13,-2.003,-1.487,-1.908
w2,-2.514,-1.673,
w3,-2.345,-0.703,
w4,-1.973,-0.877,
w5,-1.469,-1.034,-1.923
w6,-0.894,-0.936,-1.788
w7,-1.461,-1.096,-2.699
w8,-1.374,-1.733,-2.263
w9,-1.22,-0.991,-2.37
