L1,L2,a,b,k,p,theta,cagr,sharpe,maxdd,time_in_market,turnover_yr,death_pass
12,52,0,12,1.5,0.0,0.4,0.12243863330715232,0.4975098728095874,-0.5883007466239079,0.7591748099891422,2.9550488599348532,True
12,52,0,12,1.5,0.0,0.5,0.13416978519142897,0.524913951108591,-0.6115838944803937,0.8314875135722041,2.6814332247557,True
12,52,0,12,1.5,0.0,0.6,0.13812359971816202,0.5367278608961608,-0.6115838944803929,0.8478827361563518,2.845602605863192,True
12,52,0,12,1.5,-5.0,0.4,0.1252011510456057,0.5060308887678214,-0.5883007466239079,0.7705754614549403,2.845602605863192,True
12,52,0,12,1.5,-5.0,0.5,0.13856284619371162,0.5400325634293539,-0.6115838944803937,0.8386536373507057,2.6267100977198696,True
12,52,0,12,1.5,-5.0,0.6,0.14199532687879013,0.5498906131269965,-0.6115838944803935,0.8571118349619978,2.8182410423452766,True
12,52,3,18,0.5,0.0,0.4,0.12637492438100284,0.5144814151910727,-0.5883007466239079,0.7363735070575461,3.119218241042345,True
12,52,3,18,0.5,0.0,0.5,0.13926979064872058,0.5463811273699162,-0.588300746623908,0.8197611292073833,2.9003257328990224,True
12,52,3,18,0.5,0.0,0.6,0.14148683732506684,0.5535658934615538,-0.5883007466239079,0.8246471226927253,3.0644951140065144,True
12,52,3,18,0.5,-5.0,0.4,0.12652731611246826,0.5117953456398877,-0.5883007466239077,0.7500542888165038,3.0097719869706836,True
12,52,3,18,0.5,-5.0,0.5,0.1424270077247396,0.5573251434346633,-0.588300746623908,0.8245385450597177,2.845602605863192,True
12,52,3,18,0.5,-5.0,0.6,0.14662883839941698,0.5711639190523209,-0.588300746623908,0.8362649294245386,3.037133550488599,True
12,52,3,18,1.0,0.0,0.4,0.12032914434125241,0.4881857333935559,-0.5883007466239079,0.7543973941368078,3.0644951140065144,True
12,52,3,18,1.0,0.0,0.5,0.1380915019824389,0.5404009970061403,-0.588300746623908,0.8245385450597177,2.790879478827361,True
12,52,3,18,1.0,0.0,0.6,0.14030625568042931,0.5475672031954661,-0.5883007466239079,0.8294245385450597,2.9550488599348532,True
12,52,3,18,1.0,-5.0,0.4,0.12245873802921636,0.4944888035150825,-0.5883007466239081,0.7657980456026059,2.9003257328990224,True
12,52,3,18,1.0,-5.0,0.5,0.14124545370978625,0.5512932582244421,-0.588300746623908,0.8293159609120521,2.736156351791531,True
12,52,3,18,1.0,-5.0,0.6,0.14544293864519986,0.5650858115697976,-0.588300746623908,0.8410423452768729,2.927687296416938,True
12,52,3,18,1.5,0.0,0.4,0.12390274145216362,0.5013875292620703,-0.5883007466239079,0.761129207383279,2.9003257328990224,True
12,52,3,18,1.5,0.0,0.5,0.13667352278825073,0.5350012709338694,-0.5883007466239079,0.8269272529858849,2.736156351791531,True
12,52,3,18,1.5,0.0,0.6,0.13888551706429797,0.5421749093668012,-0.588300746623908,0.8318132464712269,2.9003257328990224,True
12,52,3,18,1.5,-5.0,0.4,0.1254319431045181,0.5053840715691661,-0.5883007466239081,0.7701411509229099,2.790879478827361,True
12,52,3,18,1.5,-5.0,0.5,0.13982354492125415,0.545889714394487,-0.5883007466239079,0.8317046688382194,2.6814332247557,True
12,52,3,18,1.5,-5.0,0.6,0.14401580009588288,0.5596894129683297,-0.5883007466239081,0.8434310532030401,2.8729641693811074,True
12,52,6,24,0.5,0.0,0.4,0.12573953020678075,0.5154228984337589,-0.5883007466239081,0.7292073832790446,3.119218241042345,True
12,52,6,24,0.5,0.0,0.5,0.14492244214601246,0.5674185143031294,-0.588300746623908,0.8175895765472313,2.9550488599348532,True
12,52,6,24,0.5,0.0,0.6,0.1458733437354489,0.569719361052734,-0.5883007466239081,0.8248642779587405,3.0097719869706836,True
12,52,6,24,0.5,-5.0,0.4,0.12787940830414946,0.5215904654181233,-0.5883007466239079,0.7406080347448426,2.9550488599348532,True
