L1,L2,a,b,k,p,theta,cagr,sharpe,maxdd,time_in_market,turnover_yr,death_pass
12,52,6,24,0.5,-5.0,0.5,0.14607212697581784,0.569792373121293,-0.5883007466239081,0.8246471226927253,2.9550488599348532,True
12,52,6,24,0.5,-5.0,0.6,0.14900672671929094,0.5787483557081512,-0.588300746623908,0.8387622149837134,3.037133550488599,True
12,52,6,24,1.0,0.0,0.4,0.12308274617622539,0.5003769830176363,-0.5883007466239079,0.747557003257329,3.119218241042345,True
12,52,6,24,1.0,0.0,0.5,0.14343149775915598,0.5603482185571266,-0.5883007466239081,0.8222584147665581,3.119218241042345,True
12,52,6,24,1.0,0.0,0.6,0.14438116106263088,0.562670835445167,-0.5883007466239079,0.8295331161780674,3.1739413680781756,True
12,52,6,24,1.0,-5.0,0.4,0.12320352005877,0.49777651078484303,-0.5883007466239079,0.7612377850162867,3.0644951140065144,True
12,52,6,24,1.0,-5.0,0.5,0.146600248023242,0.5712417847753903,-0.5883007466239081,0.8270358306188925,3.0644951140065144,True
12,52,6,24,1.0,-5.0,0.6,0.1495362000584719,0.5801829097141448,-0.588300746623908,0.8411509229098806,3.14657980456026,True
12,52,6,24,1.5,0.0,0.4,0.1294791471169383,0.5232689509863886,-0.588300746623908,0.758957654723127,2.9550488599348532,True
12,52,6,24,1.5,0.0,0.5,0.1420068653188138,0.5549107895804546,-0.588300746623908,0.8246471226927253,3.0644951140065144,True
12,52,6,24,1.5,0.0,0.6,0.1429553454109178,0.5572511640309742,-0.5883007466239083,0.8319218241042345,3.119218241042345,True
12,52,6,24,1.5,-5.0,0.4,0.1290228365391537,0.5183724458338501,-0.5883007466239079,0.7702497285559174,2.9003257328990224,True
12,52,6,24,1.5,-5.0,0.5,0.14517166755065603,0.5658005856003951,-0.588300746623908,0.8294245385450597,3.0097719869706836,True
12,52,6,24,1.5,-5.0,0.6,0.14810396160329486,0.5747592211915313,-0.5883007466239081,0.8435396308360478,3.09185667752443,True
24,26,0,12,0.5,0.0,0.4,0.12031643076803555,0.4902867052504781,-0.5883007466239081,0.7436482084690553,3.502280130293159,True
24,26,0,12,0.5,0.0,0.5,0.1467572838098108,0.5703209980541852,-0.5883007466239081,0.8320304017372421,2.790879478827361,True
24,26,0,12,0.5,0.0,0.6,0.1439440430858867,0.5591109699975704,-0.5883007466239081,0.8413680781758958,2.736156351791531,True
24,26,0,12,0.5,-5.0,0.4,0.12225735897044987,0.4949456739487785,-0.588300746623908,0.7592833876221499,3.1739413680781756,True
24,26,0,12,0.5,-5.0,0.5,0.1473441962411064,0.5719404232950044,-0.5883007466239079,0.8364820846905537,2.736156351791531,True
24,26,0,12,0.5,-5.0,0.6,0.14485622147799426,0.5620128714681965,-0.5883007466239079,0.8482084690553746,2.6540716612377846,True
24,26,0,12,1.0,0.0,0.4,0.12134685830314429,0.49365255547896214,-0.5883007466239081,0.7548317046688382,3.3381107491856676,True
24,26,0,12,1.0,0.0,0.5,0.14309507403277455,0.5550379989998818,-0.588300746623908,0.8410423452768729,2.845602605863192,True
24,26,0,12,1.0,0.0,0.6,0.14149655597818112,0.5476822073046356,-0.5883007466239081,0.8527687296416938,2.790879478827361,True
24,26,0,12,1.0,-5.0,0.4,0.12328957170285504,0.498277341433051,-0.5883007466239082,0.7704668838219327,3.0097719869706836,True
24,26,0,12,1.0,-5.0,0.5,0.14172701402129984,0.5486097129172105,-0.6115838944803934,0.8477741585233441,2.736156351791531,True
24,26,0,12,1.0,-5.0,0.6,0.140455859136579,0.542588671258158,-0.6115838944803929,0.8618892508143322,2.6540716612377846,True
24,26,0,12,1.5,0.0,0.4,0.12426448084102648,0.5023736226242941,-0.588300746623908,0.7710097719869707,3.0644951140065144,True
24,26,0,12,1.5,0.0,0.5,0.14309507403277455,0.5550379989998818,-0.588300746623908,0.8410423452768729,2.845602605863192,True
24,26,0,12,1.5,0.0,0.6,0.14148661228989412,0.547552243668101,-0.5883007466239082,0.8549402823018458,2.790879478827361,True
24,26,0,12,1.5,-5.0,0.4,0.1253054419800479,0.5043504146513235,-0.5883007466239081,0.782084690553746,2.845602605863192,True
24,26,0,12,1.5,-5.0,0.5,0.14172701402129984,0.5486097129172105,-0.6115838944803934,0.8477741585233441,2.736156351791531,True
24,26,0,12,1.5,-5.0,0.6,0.14044592451390359,0.5424617744393294,-0.6115838944803931,0.8640608034744842,2.6540716612377846,True
24,26,3,18,0.5,0.0,0.4,0.1258657468985247,0.5131407027439676,-0.5883007466239077,0.7413680781758958,3.3381107491856676,True
24,26,3,18,0.5,0.0,0.5,0.14893161813700972,0.5798408203516695,-0.5883007466239081,0.8247557003257329,2.9550488599348532,True
24,26,3,18,0.5,0.0,0.6,0.14429076502735216,0.5617963263626706,-0.5883007466239079,0.8362649294245386,2.9003257328990224,True
24,26,3,18,0.5,-5.0,0.4,0.1290558292484898,0.5220533222499548,-0.5883007466239081,0.7593919652551574,3.0097719869706836,True
24,26,3,18,0.5,-5.0,0.5,0.15078303678545546,0.5857042675194833,-0.5883007466239079,0.8315960912052117,2.9003257328990224,True
24,26,3,18,0.5,-5.0,0.6,0.1452032198947517,0.56470604461867,-0.588300746623908,0.8431053203040174,2.8182410423452766,True
24,26,3,18,1.0,0.0,0.4,0.12121034711876022,0.4934682155046178,-0.5883007466239079,0.754614549402823,3.228664495114006,True
24,26,3,18,1.0,0.0,0.5,0.14768068980849325,0.5734774088167601,-0.5883007466239079,0.8295331161780674,2.9550488599348532,True
24,26,3,18,1.0,0.0,0.6,0.14304488954491634,0.5555817205825642,-0.5883007466239081,0.8410423452768729,2.9003257328990224,True
24,26,3,18,1.0,-5.0,0.4,0.1243872386342848,0.5025855224546697,-0.5883007466239081,0.7726384364820847,2.9003257328990224,True
24,26,3,18,1.0,-5.0,0.5,0.14756700436704717,0.5711115477663542,-0.588300746623908,0.8386536373507057,2.845602605863192,True
24,26,3,18,1.0,-5.0,0.6,0.14200278109515385,0.5503872628095063,-0.5883007466239079,0.8501628664495114,2.763517915309446,True
24,26,3,18,1.5,0.0,0.4,0.12564069844333137,0.5083175179748941,-0.588300746623908,0.7660152008686211,3.0644951140065144,True
24,26,3,18,1.5,0.0,0.5,0.1485475849481961,0.5760279294982527,-0.5883007466239082,0.8340933767643866,2.845602605863192,True
24,26,3,18,1.5,0.0,0.6,0.14390828305498204,0.5581524551989677,-0.5883007466239081,0.8456026058631921,2.790879478827361,True
24,26,3,18,1.5,-5.0,0.4,0.12792122825657737,0.5147103830807974,-0.5883007466239079,0.7794788273615635,2.845602605863192,True
24,26,3,18,1.5,-5.0,0.5,0.14843381363499342,0.5736558610428931,-0.5883007466239081,0.843213897937025,2.736156351791531,True
24,26,3,18,1.5,-5.0,0.6,0.14286538745356858,0.5529576062459844,-0.5883007466239079,0.8547231270358306,2.6540716612377846,True
24,26,6,24,0.5,0.0,0.4,0.12275358028593253,0.5037918255363916,-0.5883007466239079,0.7365906623235613,3.1739413680781756,True
24,26,6,24,0.5,0.0,0.5,0.14430520929804214,0.5643601567786327,-0.5883007466239079,0.8179153094462541,2.9550488599348532,True
24,26,6,24,0.5,0.0,0.6,0.14380696976479102,0.5603248386783013,-0.5883007466239079,0.8340933767643866,2.9003257328990224,True
24,26,6,24,0.5,-5.0,0.4,0.125873859909575,0.5126091030801995,-0.5883007466239081,0.754614549402823,2.9550488599348532,True
24,26,6,24,0.5,-5.0,0.5,0.1460870933876781,0.570052090700735,-0.5883007466239081,0.8247557003257329,3.0097719869706836,True
24,26,6,24,0.5,-5.0,0.6,0.14471903885494242,0.5632378899686447,-0.588300746623908,0.8409337676438654,2.8182410423452766,True
24,26,6,24,1.0,0.0,0.4,0.11948468359943387,0.4867473945253356,-0.588300746623908,0.752442996742671,3.228664495114006,True
24,26,6,24,1.0,0.0,0.5,0.1448325161328241,0.5658186696184584,-0.5883007466239079,0.8203040173724213,3.0644951140065144,True
24,26,6,24,1.0,0.0,0.6,0.14433404700600883,0.5617836897192345,-0.5883007466239079,0.8364820846905537,3.0097719869706836,True
24,26,6,24,1.0,-5.0,0.4,0.12259587852995968,0.495711182017135,-0.5883007466239081,0.7704668838219327,3.0097719869706836,True
24,26,6,24,1.0,-5.0,0.5,0.1466152213317684,0.5715015686314125,-0.5883007466239081,0.8271444082519,3.119218241042345,True
24,26,6,24,1.0,-5.0,0.6,0.14524653638635998,0.5646921665461244,-0.588300746623908,0.8433224755700326,2.927687296416938,True
24,26,6,24,1.5,0.0,0.4,0.12110807527014034,0.4919425884171823,-0.5883007466239081,0.7591748099891422,3.0644951140065144,True
24,26,6,24,1.5,0.0,0.5,0.14882013499517122,0.5783082528336048,-0.5883007466239079,0.8315960912052117,2.9003257328990224,True
24,26,6,24,1.5,0.0,0.6,0.14831992962758322,0.5742278316181474,-0.588300746623908,0.8477741585233441,2.845602605863192,True
24,26,6,24,1.5,-5.0,0.4,0.123318575909668,0.49824721766363705,-0.5883007466239079,0.7726384364820847,2.9550488599348532,True
24,26,6,24,1.5,-5.0,0.5,0.1506090496166972,0.5839417863887847,-0.5883007466239082,0.8384364820846906,2.9550488599348532,True
24,26,6,24,1.5,-5.0,0.6,0.14923559734172032,0.5771114720765008,-0.5883007466239081,0.854614549402823,2.763517915309446,True
24,52,0,12,0.5,0.0,0.4,0.11984530145989791,0.4882220822875258,-0.5883007466239079,0.7412595005428881,3.283387622149837,True
24,52,0,12,0.5,0.0,0.5,0.13952986252369914,0.5472899088162745,-0.5883007466239081,0.8247557003257329,2.571986970684039,True
24,52,0,12,0.5,0.0,0.6,0.14079133733694404,0.549741523917906,-0.5883007466239081,0.8387622149837134,2.736156351791531,True
24,52,0,12,0.5,-5.0,0.4,0.12475113589916975,0.504692174370365,-0.5883007466239079,0.757328990228013,3.119218241042345,True
24,52,0,12,0.5,-5.0,0.5,0.14192780396670002,0.5540457135780895,-0.5883007466239081,0.8342019543973941,2.571986970684039,True
24,52,0,12,0.5,-5.0,0.6,0.142685807444771,0.5547329732861399,-0.588300746623908,0.850271444082519,2.7087947882736154,True
24,52,0,12,1.0,0.0,0.4,0.12127790181146447,0.49310968547721845,-0.5883007466239081,0.754614549402823,3.119218241042345,True
24,52,0,12,1.0,0.0,0.5,0.13351255562968833,0.5223937772076805,-0.6115838944803937,0.8338762214983714,2.6267100977198696,True
24,52,0,12,1.0,0.0,0.6,0.13596726721975294,0.5287634168323389,-0.6115838944803931,0.850271444082519,2.790879478827361,True
24,52,0,12,1.0,-5.0,0.4,0.12420541696471421,0.5008128505265657,-0.5883007466239079,0.7729641693811075,3.0097719869706836,True
24,52,0,12,1.0,-5.0,0.5,0.13790307093767074,0.5375088517372218,-0.6115838944803937,0.8410423452768729,2.571986970684039,True
24,52,0,12,1.0,-5.0,0.6,0.1398624152047685,0.5420323308455481,-0.6115838944803929,0.859500542888165,2.7087947882736154,True
24,52,0,12,1.5,0.0,0.4,0.12109608045280962,0.49176916667053544,-0.5883007466239081,0.7639522258414767,2.9003257328990224,True
24,52,0,12,1.5,0.0,0.5,0.13578385296819917,0.5303736669727253,-0.6115838944803937,0.8360477741585234,2.571986970684039,True
24,52,0,12,1.5,0.0,0.6,0.1382335678828397,0.5365478458710782,-0.6115838944803931,0.854614549402823,2.736156351791531,True
24,52,0,12,1.5,-5.0,0.4,0.12341702300982438,0.49727858006166,-0.5883007466239081,0.779913137893594,2.845602605863192,True
24,52,0,12,1.5,-5.0,0.5,0.14018316585472124,0.5454659595122575,-0.6115838944803937,0.843213897937025,2.5172638436482084,True
24,52,0,12,1.5,-5.0,0.6,0.1421364868456958,0.5497933783976691,-0.6115838944803931,0.863843648208469,2.6540716612377846,True
24,52,3,18,0.5,0.0,0.4,0.1252065421399351,0.5096484627454122,-0.5883007466239079,0.7457111834961998,3.0644951140065144,True
24,52,3,18,0.5,0.0,0.5,0.14290516741473525,0.5603835536848728,-0.5883007466239079,0.8220412595005429,2.736156351791531,True
24,52,3,18,0.5,0.0,0.6,0.14361242783569583,0.5618135471670153,-0.588300746623908,0.8290988056460369,2.9003257328990224,True
24,52,3,18,0.5,-5.0,0.4,0.12889513740206993,0.5214675148402406,-0.5883007466239081,0.7593919652551574,2.9003257328990224,True
24,52,3,18,0.5,-5.0,0.5,0.14405282657880925,0.5627945800208228,-0.588300746623908,0.8290988056460369,2.736156351791531,True
24,52,3,18,0.5,-5.0,0.6,0.14677057110626057,0.5710046377757455,-0.5883007466239081,0.8429967426710098,2.8729641693811074,True
24,52,3,18,1.0,0.0,0.4,0.12008980932419377,0.48831607476000377,-0.5883007466239081,0.756786102062975,3.0644951140065144,True
24,52,3,18,1.0,0.0,0.5,0.13971115086072028,0.5458675678297561,-0.5883007466239081,0.8290988056460369,2.6814332247557,True
24,52,3,18,1.0,0.0,0.6,0.14041643473843246,0.5473522441561091,-0.5883007466239081,0.8361563517915309,2.845602605863192,True
24,52,3,18,1.0,-5.0,0.4,0.12178131527201352,0.49160419452420595,-0.5883007466239082,0.7727470141150923,2.9550488599348532,True
24,52,3,18,1.0,-5.0,0.5,0.14286959106229702,0.5567412919870173,-0.5883007466239081,0.8338762214983714,2.6267100977198696,True
24,52,3,18,1.0,-5.0,0.6,0.14558452476512995,0.5649463783332042,-0.5883007466239079,0.8477741585233441,2.763517915309446,True
24,52,3,18,1.5,0.0,0.4,0.12366264301041863,0.5015676374296547,-0.5883007466239081,0.7635179153094462,2.9003257328990224,True
24,52,3,18,1.5,0.0,0.5,0.1382911537018887,0.5404686957845669,-0.5883007466239081,0.8314875135722041,2.6267100977198696,True
24,52,3,18,1.5,0.0,0.6,0.13899555884721204,0.5419722005131966,-0.5883007466239081,0.8385450597176981,2.790879478827361,True
24,52,3,18,1.5,-5.0,0.4,0.12475272596796594,0.5024904786929297,-0.588300746623908,0.7770901194353963,2.845602605863192,True
24,52,3,18,1.5,-5.0,0.5,0.14144565871680936,0.5513386312415942,-0.5883007466239081,0.8362649294245386,2.571986970684039,True
24,52,3,18,1.5,-5.0,0.6,0.14415720980981095,0.5595621647467629,-0.5883007466239081,0.8501628664495114,2.7087947882736154,True
24,52,6,24,0.5,0.0,0.4,0.12457180705644122,0.5105237430854882,-0.5883007466239079,0.7385450597176981,3.0644951140065144,True
24,52,6,24,0.5,0.0,0.5,0.1465518123204761,0.5728935547963537,-0.5883007466239079,0.8221498371335505,2.845602605863192,True
24,52,6,24,0.5,0.0,0.6,0.14598406069852277,0.5694495076679529,-0.588300746623908,0.8315960912052117,2.9003257328990224,True
24,52,6,24,0.5,-5.0,0.4,0.12825832156208006,0.5224244291225625,-0.5883007466239081,0.7522258414766558,2.9003257328990224,True
24,52,6,24,0.5,-5.0,0.5,0.14972920979920468,0.5838133419789534,-0.5883007466239079,0.8269272529858849,2.790879478827361,True
24,52,6,24,0.5,-5.0,0.6,0.15117738185248242,0.5871058249823458,-0.5883007466239081,0.843213897937025,2.8182410423452766,True
24,52,6,24,1.0,0.0,0.4,0.12086412615306319,0.49176084124330577,-0.5883007466239081,0.7522258414766558,3.1739413680781756,True
24,52,6,24,1.0,0.0,0.5,0.14708015441151567,0.5743417166743712,-0.5883007466239079,0.8245385450597177,2.9550488599348532,True
24,52,6,24,1.0,0.0,0.6,0.14651214116416011,0.5708993132506158,-0.588300746623908,0.8339847991313789,3.0097719869706836,True
24,52,6,24,1.0,-5.0,0.4,0.12453848632640718,0.5036893549325994,-0.5883007466239079,0.7659066232356134,3.0097719869706836,True
24,52,6,24,1.0,-5.0,0.5,0.14823200592874675,0.5766804384079347,-0.5883007466239079,0.8315960912052117,2.9550488599348532,True
24,52,6,24,1.0,-5.0,0.6,0.14967829213900652,0.580010608775757,-0.5883007466239081,0.8478827361563518,2.9824104234527686,True
24,52,6,24,1.5,0.0,0.4,0.1272478911742485,0.5146923610386845,-0.5883007466239082,0.7636264929424539,3.0097719869706836,True
24,52,6,24,1.5,0.0,0.5,0.145911633340029,0.5697291864391096,-0.5883007466239082,0.8289902280130294,2.845602605863192,True
24,52,6,24,1.5,0.0,0.6,0.14534419872307303,0.5663142045128635,-0.5883007466239081,0.8384364820846906,2.9003257328990224,True
24,52,6,24,1.5,-5.0,0.4,0.13033334895359405,0.5241907694349794,-0.5883007466239079,0.7749185667752443,2.9003257328990224,True
24,52,6,24,1.5,-5.0,0.5,0.14706231147564086,0.5720933316255573,-0.588300746623908,0.8360477741585234,2.845602605863192,True
24,52,6,24,1.5,-5.0,0.6,0.14850712436609292,0.5754477818454927,-0.588300746623908,0.8523344191096635,2.8729641693811074,True
