ym,cs_std_pp,max_minus_min_pp
2009-01,8.063408921122548,26.063910511192677
2009-02,4.595646793465242,14.257265638302341
2009-03,6.4100377306384555,16.548574526187586
2009-04,8.127358590888855,24.54756259870894
2009-05,5.03161484001919,14.807718905374267
2009-06,4.038297602915233,11.939345673608958
2009-07,3.070565988780366,9.418352835380706
2009-08,3.360637497303383,11.025990549394127
2009-09,1.87868427689648,5.428868417468413
2009-10,2.663754976469896,7.938833198934114
2009-11,2.972540865893622,8.669493905475356
2009-12,2.6000935623851573,7.2056425880639985
2010-01,3.4346820391465673,8.950962330915912
2010-02,2.140997620310433,6.9506741456874295
2010-03,2.753192170181706,6.591298892991904
2010-04,3.093805750693742,10.394486734330133
2010-05,2.600120924844754,8.234155490921335
2010-06,2.654275743341577,8.434931224319486
2010-07,3.3608094667140342,12.156227641271865
2010-08,2.7669335240747874,8.853094205176104
2010-09,2.978007302652856,8.741284660308235
2010-10,2.066599368000509,5.374179925956324
2010-11,2.9949277087176567,8.864485614433914
2010-12,2.914948384742473,8.223467322687217
2011-01,2.5624816680534757,8.050305943052049
2011-02,2.190720845133225,7.225902468733492
2011-03,1.6047559355771093,4.305583498191701
2011-04,2.269707737853684,7.134617869151095
2011-05,2.71520854265237,6.7452222878080725
2011-06,1.2243134586547477,3.0844241407105177
2011-07,2.6109708163252607,9.005901389985315
2011-08,4.457983827445345,13.006331404296944
2011-09,5.787116084912034,17.356989905397835
2011-10,4.679452053731337,13.570042490753242
2011-11,2.0135051622310343,6.302829615461403
2011-12,1.6618755217314856,4.596657893868561
2012-01,4.275038895264608,13.387390714059833
2012-02,2.503852697033526,7.4062134272923075
2012-03,3.2925559075074355,11.095291344230397
2012-04,1.261257674344615,3.8198491758470343
2012-05,4.041658922164495,12.342464105612105
2012-06,1.3193822522536527,3.8103882625838414
2012-07,1.8842825458090593,5.873417283604798
2012-08,2.5610574180949697,8.218991834004253
2012-09,1.2298031068864685,2.8781657585416065
2012-10,2.416557525507877,7.937707369474678
2012-11,2.2909692530472845,8.004554707022582
2012-12,2.3777891063338075,7.518712618009992
2013-01,1.9396366790729827,6.492288281213754
2013-02,1.3646605756892158,4.62496708212049
2013-03,1.4419647465904464,3.699870300351882
2013-04,2.3830599277808133,7.96173814046619
2013-05,4.7539318230206025,15.590579709372932
2013-06,1.4792209943377177,4.517738625902556
2013-07,1.0943643785992254,3.884297636146994
2013-08,1.9467445700324906,5.571081363460628
2013-09,1.4316334770409813,4.004231538868486
2013-10,0.9932874271298764,3.3262533858885
2013-11,2.07626695743752,6.475975306681104
2013-12,1.3511159174479486,3.5939683015974166
2014-01,3.171448073964704,9.229773204749314
2014-02,1.3192758324680782,4.022451630353108
2014-03,1.834448301558576,6.152742347565033
2014-04,2.48593448252542,7.037784932088941
2014-05,1.5072300761586346,5.317135184754928
2014-06,1.7866084673234295,5.596067385850989
2014-07,2.360255336422948,8.05461163146337
2014-08,0.9208486854813461,2.9740931898041056
2014-09,2.432977863851642,8.159480066736979
2014-10,3.47172850988096,11.142997498153406
2014-11,4.377265600955799,14.479369255026398
2014-12,1.9602429736018674,6.088507458903891
2015-01,2.6371370929510016,8.542887615020412
2015-02,4.501286630716123,14.77441774846142
2015-03,1.6547853744171732,5.1096304990230434
2015-04,2.3650798283000882,6.789341562302642
2015-05,2.5079795333335255,9.42924665730941
2015-06,2.406878062017936,7.439881084464406
2015-07,5.0098351365281175,14.9757403064118
2015-08,1.6786142115332716,5.819704262612535
2015-09,2.905492494455791,8.825519591715626
2015-10,3.4921041184189727,12.38820483947054
2015-11,1.1631220509289009,3.94251433995334
2015-12,3.8700085204937373,12.200228405863955
2016-01,4.599492615826734,14.827482954306692
2016-02,3.472876629947863,11.485308539334794
2016-03,1.834775514139567,5.786343183025355
2016-04,4.526445952596349,14.940284284484306
2016-05,1.8808836525617891,6.032342705872007
2016-06,3.5325620371176787,11.16383835975736
2016-07,3.3028957019214102,9.037592689022278
2016-08,2.9020334432363017,9.572359658120211
2016-09,2.1978840753228095,7.64607459149147
2016-10,2.450532055041615,9.077634932981427
2016-11,6.763874183033056,20.179673659285125
2016-12,1.9789324156165986,5.530843770765448
2017-01,2.471021983105506,7.939518846892646
2017-02,2.677068044553652,8.68227453514111
2017-03,1.9926784008675413,6.319548990259072
2017-04,1.7926053783409577,5.742950717949535
2017-05,2.3688056957490087,7.257608488778089
2017-06,3.2797755938907573,9.132177267754916
2017-07,1.314154776750898,4.622627135624413
