month_end,n_pool,n_long,n_short,long_ret,short_ret,pool_ret,ls_ret,long_only_ret,spy,xlk
2011-01-31,301,253,36,0.035232052258333,0.01683897453244747,0.03317755865961206,0.018427689412671127,0.03522612340457806,0.03473786311999616,0.02193104796036338
2011-02-28,302,248,44,0.007879497544820856,0.01571008458334925,0.008614313906365311,-0.007599361742085706,0.00783799556853627,0.00012002704750035953,-0.015509180336982342
2011-03-31,302,245,46,0.03402977682486634,0.01879069541323524,0.031211491332074216,0.015286153641645123,0.034011631663576014,0.02896099318066181,0.02609417899908628
2011-04-30,304,244,49,-0.007648700603010967,-0.001984084844521383,-0.0066582784173888875,-0.005591146370734482,-0.007667067949949743,-0.011214573464986777,-0.0104721615734783
2011-05-31,305,241,52,-0.01758815372467542,-0.019765675172799105,-0.01865471865655959,0.0022560208176066604,-0.01762503897057706,-0.016869568833789095,-0.024832324260566252
2011-06-30,306,239,53,-0.03736724556074267,-0.047142411853129305,-0.038540610850252635,0.009784795980008969,-0.03738591775991279,-0.020004421407228357,0.004279485487162393
2011-07-31,307,240,55,-0.055515927998259114,-0.07421075168464865,-0.06019412788371504,0.018736869140934996,-0.05552842799825911,-0.05497574156865226,-0.05307989034183269
2011-08-31,311,246,55,-0.08021921531562175,-0.10624781431831798,-0.08550274854995822,0.026097889468328167,-0.08028628848635345,-0.06942095696179285,-0.03069593980944163
2011-09-30,313,247,55,0.1324859292961884,0.14703241676106435,0.13518681063083524,-0.014537433361084984,0.13246771067270663,0.10914731235978326,0.10211895140349236
2011-10-31,313,248,54,-0.001244500372204089,-0.010148662348652384,-0.0033516937528907395,0.008946610656800202,-0.0012565971463976372,-0.00406357972671767,-0.014994252555527665
2011-11-30,313,253,47,0.00722461068477637,-0.0054562462772083055,0.005157798996292713,0.01288342613194515,0.007177179854736844,0.01044830839603672,-0.0022889754131955042
2011-12-31,316,255,47,0.06258607850881409,0.07217238602701197,0.06309639715373563,-0.009577922036345554,0.06256254909704939,0.04637479824822299,0.06208268399684802
2012-01-31,315,255,46,0.04152406014634189,0.033252607152141025,0.04071499794484426,0.008297485534876713,0.041518177793400717,0.04340500922632562,0.07103191528834119
2012-02-29,315,251,48,0.028907822898744665,0.02072424852870642,0.02761782280743385,0.008394236134744128,0.028837234663450548,0.032163953924886135,0.045141719271896585
2012-03-31,315,253,47,-0.00814422293223678,0.0013454688986839615,-0.007273692756509595,-0.009470299538430623,-0.008156080639746661,-0.006675889107680577,-0.011273470494929994
2012-04-30,316,255,44,-0.06332748425754098,-0.06973773658837641,-0.06649363523977551,0.006534532681273478,-0.06336277837518804,-0.06005585752570197,-0.06337986582341748
2012-05-31,316,250,51,0.03605672928218129,0.03925495278581126,0.03675868547556326,-0.0029688117389240834,0.03599202339982835,0.04058158595719252,0.03263719607430571
2012-06-30,318,252,51,0.0026974319073210687,0.0022077593559143597,0.0033244788401177137,0.0004777677895019469,0.0026855271454163067,0.011829213140098327,0.01844754220921807
2012-07-31,319,251,52,0.029842778443881057,0.021750479509739313,0.028726969514472678,0.008160980252823063,0.029824921301023915,0.025052654939795804,0.04203698897200159
2012-08-31,319,250,53,0.024625643156479457,0.019657255962134797,0.022965902573834723,0.005130643828186652,0.02458978658277428,0.025350957765170934,0.015328382235407334
2012-09-30,320,250,54,-0.00852954713514427,0.009272587253607627,-0.005027027776151319,-0.01778035661097412,-0.00853554713514427,-0.018198113026226426,-0.06357468245048425
2012-10-31,321,248,56,0.018280724470145185,0.015373217048687774,0.01846919089256764,0.002990650278600269,0.018256724470145185,0.005659452659015907,0.009005802061764712
2012-11-30,322,244,59,0.02352212738611021,0.028687076510107233,0.024660120587004664,-0.005074120802509869,0.023485837063529566,0.00893472750411739,-0.0039143105814291035
2012-12-31,324,248,59,0.06673320676384352,0.06597112399785421,0.06685921638314574,0.0007378892176022195,0.06670901321545643,0.05118975669229919,0.01906396364940255
2013-01-31,324,245,61,0.011774926756336153,0.013464266422989144,0.011535779848920279,-0.0016583045000744603,0.011756781595045831,0.012759217122191968,0.007823285355214038
2013-02-28,325,237,64,0.042478976457671895,0.049195767409711835,0.043628901573222724,-0.006591567737754225,0.04239326217195761,0.03797119114851277,0.025777080024449894
2013-03-31,325,235,64,0.018523481344021035,0.010906298144234649,0.017799365784411866,0.007632412630166133,0.01849183577440078,0.01921240999123941,0.017508849745855315
2013-04-30,325,233,65,0.035551528336908146,0.018479954911359668,0.031014742968598095,0.017138349202962557,0.03552599642201453,0.023609504514390478,0.027922199205476117
2013-05-31,327,226,72,-0.013083713777621681,-0.011524615406545527,-0.013225281528479784,-0.0014568093868129201,-0.013148091460025114,-0.013344086312199854,-0.028917509663015095
2013-06-30,328,227,72,0.053909312137960616,0.06972431160865142,0.055653129913835114,-0.01581398992590373,0.05388948834941436,0.051676816412234094,0.03726706663879731
2013-07-31,328,235,69,-0.027236615204488696,-0.024586433798088767,-0.02811001741446062,-0.002624294881577234,-0.027294062012999335,-0.029992369946499342,-0.010400246473297403
2013-08-31,329,240,68,0.047532268067499724,0.04110203283413986,0.045166045851675274,0.006482680885533776,0.04747601806749972,0.031646092855685204,0.02532132533021847
2013-09-30,332,242,69,0.04066550469071204,0.05783355062380263,0.04357093836805014,-0.017164901843978127,0.040646909649389724,0.04630644208364232,0.050249302990215794
2013-10-31,332,242,68,0.029515441772834706,0.024925642726466277,0.029137473591046483,0.004627078960130555,0.029509243425727267,0.029637880955981855,0.030906611797462125
2013-11-30,333,244,68,0.028987550290432235,0.023862110185867563,0.028276944327643203,0.005160878870234874,0.0289568125855142,0.02592657107630436,0.03534713658766786
2013-12-31,332,245,67,-0.02406733913593559,-0.04336734703078805,-0.029823808330955794,0.01930982182042269,-0.024079584033894774,-0.03524790252484267,-0.025741692713115216
2014-01-31,333,248,65,0.0547637160833041,0.04975851605011085,0.053634956015451235,0.0050318309913059064,0.05474557092201377,0.04551573663661168,0.04394008337907107
2014-02-28,333,253,65,0.007696252407695721,0.01664658549049685,0.00966343459707221,-0.008808496658356008,0.00760731960137161,0.00829509170257281,0.004302239137676578
2014-03-31,333,255,64,-0.00322137995496745,0.005730417328187446,-0.0008597937736261512,-0.008888901355553086,-0.0032507917196733325,0.00695124592412566,0.0027511850023880235
2014-04-30,333,255,64,0.02083395242558849,0.02049468372491213,0.02081763838837821,0.0003919341418528316,0.020816305366764962,0.02320682983281208,0.03758565301210126
2014-05-31,335,259,63,0.025701609834573584,0.04003434565111314,0.027182312859732917,-0.014261880362871605,0.02565527778824154,0.0206446175712518,0.018688789542663953
2014-06-30,335,259,64,-0.021412513108128105,-0.04754983727939216,-0.026847465144210894,0.026160761671264056,-0.021412513108128105,-0.013437367435801595,0.016948882272935117
2014-07-31,337,259,65,0.0472408718270868,0.04643173549531468,0.0466592174301962,0.0008552010778368618,0.047217705803920776,0.03946345741348578,0.03282078089559293
2014-08-31,337,260,67,-0.02042735855217318,-0.028597482154664233,-0.0222270309850473,0.008230829687450873,-0.020456204706019332,-0.013796067200366302,-0.005170459472855438
2014-09-30,338,260,68,0.03534217660361319,0.012291922678986494,0.03152372593922085,0.023088602340916288,0.03533640737284396,0.023550798591741362,0.016040047749712905
2014-10-31,338,256,71,0.03249484601350851,0.007431119036995972,0.027680933705030823,0.025125157095689132,0.03247176909043158,0.02747171114060043,0.04810098952663178
2014-11-30,338,253,73,0.004523173112871952,0.0006418648318000333,0.003948177139458975,0.003928343811893838,0.004488016862871953,-0.0025362822290811993,-0.02176766150094045
2014-12-31,339,254,73,-0.032345229607260294,-0.038467864291608755,-0.03354243525476781,0.006116729172537437,-0.03235113511907132,-0.029629128994992038,-0.03506679447137484
2015-01-31,339,254,73,0.06552106597057726,0.05737801860273523,0.0635307825681829,0.008143047367842028,0.06552106597057726,0.05620431925842739,0.07994992412381952
2015-02-28,340,260,70,-0.01000062663339589,-0.007347185213853965,-0.008675194607035095,-0.002508183253050882,-0.010081395864165121,-0.0157054927659519,-0.03435549850602326
2015-03-31,341,267,63,-0.0012912284601217122,0.014347573813690803,0.0014186862381492485,-0.015496506928708182,-0.0013417902578745213,0.009833421516998397,0.027509720091323686
2015-04-30,341,264,65,0.014074992735674668,0.014173178678892877,0.014530500616121017,-5.7045061627888916e-05,0.01404690284803422,0.012856663434216875,0.01855306518311184
2015-05-31,341,266,63,-0.01935791998496134,-0.018519868560763285,-0.019331724024070913,-0.000698548821537557,-0.019403032766916226,-0.020312109265680167,-0.04112797277369218
2015-06-30,342,265,63,0.012715288668385954,-0.01638283135341843,0.008724124046743595,0.029086841826315664,0.012704010472897232,0.022589376495653957,0.02850232667262187
2015-07-31,345,271,62,-0.05406266480980122,-0.042010252796437164,-0.05238324328206899,-0.012025263884739915,-0.05410694525260565,-0.06095022424581342,-0.055190409556348574
2015-08-31,346,274,59,-0.03117216954869969,-0.05351510246762638,-0.03411054056845661,0.022431053945533706,-0.031205016264028156,-0.02551627751516461,-0.013718516936942482
2015-09-30,347,275,59,0.07349252043702688,0.06179825908035099,0.07087505181294813,0.01170877599458036,0.07348161134611779,0.08505960498213638,0.10506330754235971
2015-10-31,348,274,61,0.0021011694132678518,0.011984798991833792,0.0034563544590315446,-0.009826222723126297,0.0020848057769042153,0.0036555084941296556,0.007102185523595095
2015-11-30,349,276,60,-0.028132824785877385,-0.030076356935831425,-0.027156075682774967,0.00199012872871384,-0.028159998698920864,-0.017282691065800937,-0.020811684766336325
2015-12-31,351,277,60,-0.059829250937528534,-0.05483117150759221,-0.05672702699761956,-0.004989324917300947,-0.05984549642489315,-0.04978643816898709,-0.03712360649077051
2016-01-31,351,277,59,0.01932035070987742,0.018570924072763072,0.018876930410258924,0.0008081811497497246,0.0193041052225128,-0.0008260178139930519,-0.006547203993744644
2016-02-29,352,269,66,0.0813261261375136,0.08196853485501142,0.0807324685698631,-0.0003069968369595888,0.08120699256350637,0.06726590699846402,0.08821720668215427
2016-03-31,352,269,65,0.010798288682236827,0.018009111084882973,0.011967236425529822,-0.007176520273548478,0.01078713626587995,0.003941235084456984,-0.050270584457628775
2016-04-30,353,269,67,0.017618075112600523,0.02584626182131816,0.018322074419988007,-0.008222444046563724,0.017579041655351454,0.017011667589549084,0.04889623910771257
2016-05-31,357,259,65,-0.00019763836012437667,-0.005452639318316717,-0.001344943065519419,0.005260910074321731,-0.00028128148280095664,0.0034757511758602977,-0.013777901894338695
2016-06-30,358,259,66,0.04487136414372809,0.059887217035574196,0.04592903410115451,-0.01500470863070185,0.044859781132145074,0.036471636425920995,0.07101691907772678
2016-07-31,360,262,63,0.007251430096377015,0.004096955869984116,0.004792320806942992,0.0032223090633117053,0.007205628569659458,0.0011970525561266765,0.01162502895446349
2016-08-31,362,266,60,0.0010491940772702768,-0.0015268448027385474,0.0017215658111717628,0.002668144143166719,0.0009984421975710288,5.8425496326286463e-05,0.021018341267757812
2016-09-30,364,269,60,-0.022305626572156918,-0.015448428034190128,-0.020192831810481312,-0.006848927162502105,-0.022322355196692234,-0.0173374329320255,-0.00753466914981149
2016-10-31,365,269,61,0.05356680623740875,0.06863017589288872,0.05715939526156279,-0.01500632778821201,0.053550077612873434,0.03683845715093592,0.001687201193268928
2016-11-30,365,264,63,0.013859706703568038,0.017540485198919743,0.013134770698247143,-0.0036666166968032914,0.013826249454497406,0.02027176973993461,0.0225982064656014
2016-12-31,364,263,62,0.022212196379505125,0.03241069404421524,0.023320676065805932,-0.010186051777264227,0.02220083274314149,0.01789481369061452,0.035566794802421864
2017-01-31,366,268,59,0.03570077542232489,0.030664496409308243,0.034021026815151956,0.005105068131938163,0.03567279034769802,0.03929130263153491,0.04532743016839458
2017-02-28,367,264,53,0.001766903009478852,0.007245800547674343,0.001269401858088453,-0.005059500877431514,0.0016269776363445235,0.0012502171114221472,0.02226049977651212
2017-03-31,368,258,56,0.0032821436132915572,0.004557183705224734,0.005891943218031664,-0.0012133517802448653,0.0032366890678370117,0.009926085700235676,0.02007099361142295
2017-04-30,369,236,58,0.012583989168218252,-9.821619184228881e-05,0.011442239203150356,0.012631884590212906,0.012456082191474066,0.01411277937470623,0.03953664469566376
2017-05-31,369,209,59,0.012575693702076821,0.01669881772881514,0.01243289562495624,-0.004205751145382387,0.012365947939364956,0.0063751625356993635,-0.02811813196068369
2017-06-30,368,208,59,0.013383048573898215,0.016785789772100313,0.01597482250104799,-0.0033916715363741853,0.01336869450691257,0.02055406411900873,0.04459033603442286
2017-07-31,370,212,54,-0.011082435223081648,-0.007052709209702774,-0.0044608378509077345,-0.003919636470686198,-0.011124888053270329,0.0029177306115979462,0.02921616227446089
2017-08-31,372,214,53,0.03591824943778934,0.04328404428558301,0.034053665358787795,-0.007296999416848707,0.03584815597984541,0.020149611280519064,0.008178735910212565
2017-09-30,373,214,52,0.01866888388462893,0.012318871198030785,0.018367805825089095,0.0063713052275962065,0.018661874538834538,0.023563987173770062,0.06514355084961498
2017-10-31,374,214,53,0.048494321537649786,0.02000490496108572,0.039434434900226654,0.028503699771767737,0.048480302846061,0.030565677469390984,0.014138465489603957
2017-11-30,373,215,53,0.010287095563495524,0.013912380866093569,0.01046008642315199,-0.0035896117615712795,0.010266165330937384,0.012128178991301697,0.005457949918766136
2017-12-31,373,214,52,0.05048022926149522,0.02379080116865267,0.04827102568653445,0.026710753235448963,0.05047325251730918,0.056359119688521586,0.07036718785188545
2018-01-31,374,212,52,-0.03666334160182678,-0.03237963750304689,-0.03933018167604419,-0.00429772279036867,-0.03667736029341556,-0.0363604201437,-0.004090492163185133
2018-02-28,374,214,47,-0.008027616952583683,-0.013238128006858177,-0.009374172281471416,0.005466352175769821,-0.008146775831088356,-0.02741068000921354,-0.03733808365058067
2018-03-31,375,221,46,0.0025146841272089973,0.007621229113419177,-0.0007826880162858917,-0.005039971384592773,0.0024535981543583186,0.005168085638689979,0.0006117124391535889
2018-04-30,376,217,54,0.010526032074695036,0.015457467971754912,0.016870668358637732,-0.004756096530544039,0.010451371441210873,0.024309211542479003,0.06782768876745582
2018-05-31,376,207,70,0.0018423869786354894,-0.0039230928183916335,0.0023996793272039385,0.006041286248640026,0.0017110505731055355,0.005750895115074428,-0.002631523964361948
2018-06-30,374,204,71,0.03733921771249046,0.03340217875613884,0.03905228452399552,0.003929180209668627,0.037310232205244084,0.03704636877431855,0.020871975935304876
2018-07-31,375,214,71,0.02600986997048388,0.004897870671763986,0.02204915917764066,0.021098276776671716,0.02593276716674556,0.031920262319248494,0.0659900277964045
2018-08-31,377,225,73,0.00080096141292804,-0.005964737686781742,-0.000979126492651615,0.006775653437609326,0.0006876280795947067,0.005945387916525879,-0.00019250056934494442
2018-09-30,377,225,75,-0.07443615657207482,-0.07286445428957267,-0.07567499224457444,-0.0015450356158354939,-0.07444948990540816,-0.06910400268159489,-0.08004757528765338
2018-10-31,379,229,75,0.030590549570506984,0.026297606555786855,0.031769044614305054,0.0043136417046764595,0.030551248260463314,0.01854893980745609,-0.019624920037885185
2018-11-30,382,231,75,-0.09501492662187312,-0.10220552870848676,-0.09665908763638756,0.007211641047652609,-0.09505388766083415,-0.0880485091048554,-0.08376488234245161
2018-12-31,384,233,75,0.08771213838474148,0.11247937574678071,0.09287486679885468,-0.024786550666760263,0.08769282508002045,0.08006557147462035,0.06937694851475018
2019-01-31,385,234,76,0.047507064616502864,0.030705921647139128,0.04402595736528778,0.01682779614075375,0.04749424410368235,0.0324160808511369,0.0691009152990194
2019-02-28,387,258,81,0.009214550681782998,0.0012922726773639856,0.008345554157988403,0.007946825808036583,0.009016876263178347,0.018100314942431917,0.0476867228445057
2019-03-31,388,268,77,0.036760947134401374,0.05295332115708141,0.041760898048069844,-0.016135505587080254,0.03668818594037152,0.04085289177538165,0.06364845960616972
2019-04-30,387,266,78,-0.07474264181439684,-0.06958720925939424,-0.07160102362287564,-0.005117688582557137,-0.07478182091887445,-0.06377169579153741,-0.08664680308593953
2019-05-31,387,268,78,0.08380802496268859,0.08148128027733602,0.08228868878779155,0.002416583950564974,0.0837632488432856,0.06958703245064513,0.08938283442599237
2019-06-30,388,268,79,0.00813033744738339,0.0067953227158533075,0.00847064409241302,0.001331614013600743,0.008107949387681898,0.015119152017944115,0.03498187359272542
2019-07-31,389,271,78,-0.03270466777023453,-0.03651611863974566,-0.031894958170458954,0.003808297989881068,-0.03272680799163674,-0.01674356858619752,-0.015352255460760356
2019-08-31,391,279,77,0.03365424381190646,0.041521772197275236,0.03445888666481974,-0.007822036243102445,0.033584351338788176,0.019458305084902427,0.01572857298324437
2019-09-30,392,281,76,0.016575771391264232,0.0065110132227754166,0.01349764950724269,0.010087704972574411,0.01655975715638879,0.022104220283084564,0.03899152976980136
2019-10-31,393,281,78,0.03744894508576701,0.03603987374292506,0.03507627014326991,0.0014560874939506252,0.03743826892918338,0.03619815799821091,0.05366350612194415
2019-11-30,394,285,77,0.03266367597315836,0.03363925168209931,0.032029012665373745,-0.0009494623486170639,0.03263209702578994,0.02905560298725507,0.043206076972554186
2019-12-31,397,289,77,-0.01980075311711597,-0.021105625899146253,-0.018267218551813503,0.0012880211215800068,-0.019837085297046766,-0.00040359792991706556,0.039925854005792516
2020-01-31,398,288,78,-0.0869943157155902,-0.10185893339359381,-0.09114796069561146,0.014878658135815695,-0.08699950602700889,-0.07916585498240936,-0.07300973835971725
2020-02-29,398,324,53,-0.17942877928474063,-0.2028384204204845,-0.18062168122251854,0.023796749397852146,-0.17961859409955544,-0.12487128331999076,-0.08577916507012118
2020-03-31,398,327,50,0.14372804220460386,0.1595535596187859,0.14330478239339495,-0.015758960377657893,0.14370969358075064,0.12698356433069846,0.13736457495253585
2020-04-30,399,335,46,0.05537368199918558,0.03549562261876876,0.05238143272554945,0.019957760872954138,0.0553333834917229,0.047645139889106236,0.07176451875665757
2020-05-31,402,328,53,0.010059988172835566,0.03161565203593301,0.012868465623625727,-0.02135467822524895,0.010006256829551984,0.017734829459038037,0.0694905551720244
2020-06-30,404,335,51,0.049339825677995164,0.042935626457587604,0.0483590648784328,0.006424982098470075,0.04930400478247277,0.05889159357965568,0.05684734114513357
2020-07-31,404,338,49,0.050272022761294236,0.026251921085825056,0.046865261779806475,0.02411555938518028,0.05024983341218181,0.069796989475434,0.11880844103044308
2020-08-31,404,347,45,-0.020231361948987822,-0.039706276118116966,-0.022846843513272562,0.019663616162894946,-0.02028755791440569,-0.037443841684613344,-0.05335114914230976
2020-09-30,402,345,45,-0.0015071765165801407,0.003861943570151431,-0.0018178379513293097,-0.005348755053110054,-0.0015201448162919563,-0.024933312898884452,-0.05004250522213849
2020-10-31,404,351,43,0.14310025293329653,0.17231742595574068,0.14526168978034312,-0.02917614738141852,0.1430746119076555,0.10877660958923152,0.11383706703756369
2020-11-30,405,354,40,0.03918673223908895,0.04282511268849924,0.03961790366816534,-0.0034545018526424554,0.03916130851027539,0.037048645040591355,0.05541626087016582
2020-12-31,406,357,39,-0.014518707333290104,-0.010456002313615799,-0.012979028437914023,-0.004037810061691113,-0.014531312375306912,-0.010190450890421698,-0.008383324362675526
2021-01-31,408,360,37,0.059806544225112585,0.07135473223311962,0.05853608798125091,-0.011487931597750634,0.05978987755844592,0.027805257248252557,0.013651041391673724
2021-02-28,408,356,36,0.059153168450101844,0.06381360911083434,0.06092892033246236,-0.004349742462534292,0.059099001783435176,0.04539935432505615,0.018366720307969153
2021-03-31,409,360,35,0.04499132624140481,0.042237693088432476,0.04470614843782776,0.0028494664863056712,0.04496215957473815,0.052910493301890016,0.05187859000734352
2021-04-30,409,359,36,0.018771859453000854,0.03453270920323408,0.019826519815063535,-0.015727516416899887,0.01876352611966752,0.00656605549801359,-0.00930543059912703
2021-05-31,411,361,38,0.0011353275534190666,-0.007259359237300484,0.0006909428208247123,0.008668925017866366,0.0010937763068816705,0.02242737354966251,0.06886301467732237
2021-06-30,412,362,38,0.01270553785189463,-0.0025059093650472023,0.011946706659167807,0.015207303570532994,0.012701394205485791,0.024412735065397095,0.03887317687601799
2021-07-31,413,363,38,0.02220791059017512,0.029489794361355886,0.023270730703817098,-0.00717999164416902,0.022191381664555285,0.029759785718343812,0.0355929999600324
2021-08-31,415,365,39,-0.03992708162862313,-0.03450903704818618,-0.03919722023252738,-0.005327317499298913,-0.039951739162869704,-0.04660562166197413,-0.05839939582155118
2021-09-30,413,364,37,0.058457963626240686,0.04587458412999849,0.0569120750129992,0.012652083395083086,0.058449744448158494,0.07016362155059053,0.08177060954144721
2021-10-31,413,365,37,-0.02035176206411712,-0.046934939861143686,-0.022550965073637526,0.02657906820798547,-0.020355871653158216,-0.008034916411653215,0.04451177705517284
2021-11-30,413,363,38,0.0650908636631801,0.05420293609764014,0.06378289663139906,0.010919182071668303,0.06508264448509792,0.046247935580096655,0.03247357458743694
2021-12-31,414,364,38,-0.048085134469002574,-0.022533926388881152,-0.045634767584312626,-0.025524097033273532,-0.04809749710636521,-0.052741313242262944,-0.06844201770648384
2022-01-31,415,365,39,-0.011805486179676352,-0.01578239615809061,-0.011236862106515134,0.004011261927834702,-0.011809595768717448,-0.02951705356871237,-0.04877417463586986
2022-02-28,417,372,31,0.027821253928617756,0.012732190557894029,0.027000574919766002,0.015463753197026458,0.027772866831843563,0.03759038646900881,0.03345010105845003
2022-03-31,418,372,31,-0.06167693907791068,-0.04620448285620639,-0.06052023194329605,-0.015428101382994608,-0.06168097133597519,-0.08776896103095588,-0.11017435589556013
2022-04-30,418,370,33,0.008749212312829997,0.031999709922221946,0.011263947693117669,-0.02317974980880544,0.008729051022507416,0.002257212867133651,-0.006858971895093879
2022-05-31,420,371,33,-0.09006067935613782,-0.105546007457572,-0.09244101992545743,0.01563884439645992,-0.09008898124293027,-0.08246041331842979,-0.09255721444380749
2022-06-30,419,371,33,0.09377768200087977,0.07797887452793625,0.09247294763413552,0.01578667809288961,0.09376555262082586,0.09208741038619395,0.13451828922302478
2022-07-31,419,376,33,-0.0316777908139511,-0.02925750744380758,-0.030618134098936305,-0.0023078559039926456,-0.03170172698416386,-0.04080192582726849,-0.06212719292988578
2022-08-31,419,378,29,-0.08742313201119607,-0.09738507351527573,-0.08922666855168501,0.010173341215479373,-0.08743900502706908,-0.09244583967285314,-0.1196711881672633
2022-09-30,417,376,29,0.10241339398440616,0.080714065223847,0.10310076489353084,0.02169139225262265,0.10240545747646965,0.08127535380539452,0.07652793602970198
2022-10-31,418,377,29,0.07034155566185417,0.09356373255115794,0.0716202285600269,-0.023226155669144613,0.07033757688201332,0.05559159480862075,0.06326764929454187
2022-11-30,420,378,29,-0.0471324411209569,-0.026162679611619374,-0.04629200643757507,-0.020977698017274032,-0.04714037762889341,-0.05762816397495363,-0.08210279186895453
2022-12-31,421,379,29,0.0695331790177425,0.05899365906607911,0.06908328468945694,0.010535562168022226,0.06952922123410134,0.06288721938291597,0.09257486030326612
2023-01-31,421,379,29,-0.028830348255015306,-0.04515062150228864,-0.029966286053417533,0.016320273247273337,-0.028830348255015306,-0.025142576990475618,0.00411865601484851
2023-02-28,421,384,25,0.001047555597594757,0.00339531514577609,0.0009046866019385875,-0.0019213048068020223,0.001008493097594757,0.037077776932969986,0.1085801415121721
2023-03-31,423,382,27,0.001063095768077573,0.015426737044613557,0.0028247286774216907,-0.014264248915424873,0.001051377018077573,0.01597491903384407,-0.0011918871115587093
2023-04-30,424,383,27,-0.03380303217019256,-0.05231529268997885,-0.035940367157357135,0.018607705834552755,-0.033818697966537206,0.004616200902126888,0.08917309552627883
2023-05-31,426,380,30,0.08050942889693763,0.08727542727536894,0.08040047808391328,-0.0064590793183790934,0.08046634795698984,0.0647997917538703,0.06053209640118551
2023-06-30,427,381,30,0.034053464275597085,0.04107717046229363,0.03531597429651976,-0.007027643194570561,0.03404952726772307,0.032733186796475966,0.025825203155233067
2023-07-31,428,382,30,-0.031378281675492184,-0.028316006546304114,-0.031305714485316286,-0.002974055233900111,-0.031390061780204224,-0.016251875457252485,-0.015082900318640236
2023-08-31,429,379,33,-0.05047038182039948,-0.03322379790841153,-0.048585520925448863,-0.01713378048504839,-0.05049394202982356,-0.04743453935938391,-0.0647832816240198
2023-09-30,429,381,31,-0.04329995742982825,-0.03793760836724665,-0.04198112577630067,-0.005192341904385472,-0.0433117684534503,-0.021708589051735117,0.0004882987827679042
2023-10-31,431,384,31,0.09416910655273769,0.08981371617078784,0.0937660860832604,0.00442872707549824,0.09414566905273769,0.0913438546150167,0.12895534701297806
2023-11-30,431,382,36,0.07024436139590089,0.040697803287350814,0.0671282900640008,0.029739266441883398,0.07022873639590088,0.04565525434007034,0.04182677390968603
2023-12-31,431,381,36,-0.00787848665712569,0.009137562605381379,-0.006026485178347586,-0.01702782936721911,-0.007890266761837732,0.01592645482102828,0.027015814194048637
2024-01-31,431,381,36,0.0462246980199761,0.02899307117026004,0.04446266296619868,0.017231626849716058,0.0462246980199761,0.05218683226060983,0.047045715221508244
2024-02-29,432,389,29,0.04540287593398328,0.04602710121059819,0.04588485643929633,-0.00029549777018817586,0.045356603440410016,0.032702086078586046,0.007894183190092496
2024-03-31,433,387,30,-0.049912837245353135,-0.038759715681008756,-0.04946751993104376,-0.0111185457288688,-0.04992826140987756,-0.04031956643058143,-0.057617495882957614
2024-04-30,432,386,31,0.024026194078791932,0.036357831517445253,0.024927917545992256,-0.012250367121073927,0.02401069020282294,0.050579531573536896,0.07076984124982189
2024-05-31,434,386,34,-0.0035370061292004616,-0.02847587293541261,-0.005465115038410288,0.025180256626388925,-0.0035603221913766275,0.03528021556863159,0.07835384991735439
2024-06-30,435,386,35,0.04032479673759574,0.05685894784746894,0.04172821632946364,-0.01649906598774145,0.04031702471687035,0.012109000174276519,-0.032842650915239746
2024-07-31,436,386,36,0.022115220114044046,0.0243460077491348,0.02247698591080147,-0.0021930069787867816,0.02211133410368135,0.023365625082593544,0.00699265455752851
