lookback_days,tilt,cadence,total_return,annual_return,max_drawdown,win_rate,profit_loss_ratio,sortino,average_holding_days,turnover,annual_excess_QQQ,annual_excess_SPY,run_id,trades,closed_trades,trading_days,start,end,reused,seconds
10,0.5,monthly,3.1708543256683956,0.1307849569496864,-0.34730751610976407,0.8211678832116789,1.4514765418263336,0.7256010488052937,190.62591240875912,1.4271014659161967,-0.05888470999725448,-0.0077347279324333496,run-12c4c27d7a18411b,560,548,2929,2015-01-02,2026-08-26,False,0.3136
10,0.5,quarterly,3.656388343395287,0.14155288808874378,-0.34639468349831626,0.9221556886227545,1.5443546850519951,0.8131590574512684,656.1077844311377,0.4514725072503984,-0.048116778858197096,0.0030332032066240355,run-175d25d1f982e5b3,188,167,2929,2015-01-02,2026-08-26,False,0.2527
10,0.75,monthly,3.1794712885671634,0.13098583339972047,-0.3426776166574581,0.759927797833935,1.1406449607357232,0.7041269673857254,130.74548736462094,3.4540403430673754,-0.0586838335472204,-0.0075338514823992675,run-b8d4ba61df172ca4,560,554,2929,2015-01-02,2026-08-26,False,0.2759
10,0.75,quarterly,4.245514967112935,0.1533177564038155,-0.34357225262810487,0.8850574712643678,1.3158068729064527,0.8809825410197604,476.6954022988506,1.030784857863655,-0.036351910543125365,0.014798071521695766,run-4a89d4bef0373ce7,188,174,2929,2015-01-02,2026-08-26,False,0.2569
10,1.0,monthly,3.1697638049206738,0.13075950797459157,-0.3380487166072491,0.6666666666666666,1.3541592978023167,0.668446556877647,72.29166666666667,5.465710120329523,-0.0589101589723493,-0.007760176907528171,run-5d1a71491038bf67,257,168,2929,2015-01-02,2026-08-26,False,0.2746
10,1.0,quarterly,4.873021333983763,0.16458854195850048,-0.3408229096214357,0.7931034482758621,2.144600454152829,0.9246366489216291,172.10344827586206,1.6106677745247802,-0.025081124988440395,0.026068857076380736,run-8e5582f6d5d8a387,85,58,2929,2015-01-02,2026-08-26,False,0.2531
20,0.5,monthly,3.044164585394981,0.12778696508991239,-0.34990641953336366,0.8351851851851851,0.9384445963871065,0.7016201639703498,181.42592592592592,1.4388014394463682,-0.06188270185702849,-0.010732719792207357,run-01678c1f71a23bbe,560,540,2929,2015-01-02,2026-08-26,False,0.4359
20,0.5,quarterly,2.881620803804598,0.12381222213069143,-0.34639468185084765,0.9176470588235294,2.247269091507976,0.6696671991620501,508.84705882352944,0.48368159304068375,-0.06585744481624944,-0.014707462751428313,run-432a83fa85a1dd61,188,170,2929,2015-01-02,2026-08-26,False,0.2548
20,0.75,monthly,2.687710431258518,0.11886644684772962,-0.3448854586551864,0.8186813186813187,0.6421031927734924,0.6137949751818946,125.78571428571429,3.49419959206979,-0.07080322009921125,-0.01965323803439012,run-f3bfba9e47469e8a,560,546,2929,2015-01-02,2026-08-26,False,0.2912
20,0.75,quarterly,2.281565317682772,0.10768637041091811,-0.34357225226708676,0.9005524861878453,0.8301766771283745,0.5242625884888475,360.5966850828729,1.1400660779829614,-0.08198329653602277,-0.030833314471201634,run-f70cdc3675072784,188,181,2929,2015-01-02,2026-08-26,False,0.2524
20,1.0,monthly,2.343972979159748,0.10948382526037559,-0.33984881172166614,0.7602040816326531,0.7009548579134571,0.517388017626929,71.38265306122449,5.541724447489731,-0.08018584168656528,-0.029035859621744153,run-dfddf8cfa83b604f,291,196,2929,2015-01-02,2026-08-26,False,0.2979
20,1.0,quarterly,1.749448171702797,0.09094767031873796,-0.3408229096214357,0.7936507936507936,1.2655088759012827,0.3756531827691498,146.33333333333334,1.788154966183563,-0.09872199662820291,-0.04757201456338178,run-546abb40d1abc588,94,63,2929,2015-01-02,2026-08-26,False,0.2605
40,0.5,monthly,3.0342824302912925,0.12754951911391177,-0.34990641953336377,0.8330206378986866,2.006402601970968,0.7036835175489669,299.03001876172607,0.8939003727081898,-0.062120147833029105,-0.010970165768207973,run-31b78f5f649d92b1,560,533,2929,2015-01-02,2026-08-26,False,0.2984
40,0.5,quarterly,3.0037170611220043,0.1268117223831109,-0.34639468185084754,0.9467455621301775,2.3167762309344355,0.7019127673099014,691.189349112426,0.43886083338958964,-0.06285794456382998,-0.01170796249900885,run-aa310559f0c3ec1c,188,169,2929,2015-01-02,2026-08-26,False,0.2522
40,0.75,monthly,2.8247255190458764,0.12238492981957583,-0.3448854586551864,0.8076923076923077,1.3919019217572794,0.652989030330476,217.45787545787545,2.1251211168921045,-0.06728473712736505,-0.016134755062543915,run-fe0a91009da8f2a1,560,546,2929,2015-01-02,2026-08-26,False,0.4167
40,0.75,quarterly,2.4798415986090108,0.11329338092956842,-0.34357225226708676,0.9171270718232044,1.2138854011420503,0.5875361538349076,479.3977900552486,1.015453541252166,-0.07637628601737245,-0.02522630395255132,run-3d6dff96a78ea792,188,181,2929,2015-01-02,2026-08-26,False,0.2784
40,1.0,monthly,2.6067706026905975,0.11673139353836515,-0.33984881172166626,0.7212389380530974,1.7179386632538767,0.5888256215222782,116.21681415929204,3.344096963133592,-0.07293827340857573,-0.021788291343754596,run-48be79cf9acb32ba,284,226,2929,2015-01-02,2026-08-26,False,0.2845
40,1.0,quarterly,1.9993935567321417,0.09914795935322718,-0.3408229096214357,0.7560975609756098,2.5588138909098572,0.46182312202206705,173.53658536585365,1.5865260060869173,-0.0905217075937137,-0.039371725528892565,run-f106789fb078e3b3,110,82,2929,2015-01-02,2026-08-26,False,0.2747
60,0.5,monthly,3.0549002612522926,0.1280443190468965,-0.34990641953336366,0.8261682242990654,3.168778183983803,0.7048622446313272,347.30467289719627,0.8217859586623475,-0.06162534790004437,-0.010475365835223238,run-e25af6d579fe5d67,560,535,2929,2015-01-02,2026-08-26,False,0.3083
60,0.5,quarterly,3.168141144929913,0.13072162945198418,-0.34639468185084765,0.9675324675324676,15.498572712165654,0.7310123632560793,827.2727272727273,0.30097556834786887,-0.058948037494956695,-0.007798055430135564,run-5e2de483c9b410a2,188,154,2929,2015-01-02,2026-08-26,False,0.2981
60,0.75,monthly,2.691101609381134,0.118954962296836,-0.34488545865518627,0.8235294117647058,1.3012954262993632,0.6183098502046149,253.09007352941177,1.9183298184617823,-0.07071470465010488,-0.019564722585283745,run-4962174a4954dd01,560,544,2929,2015-01-02,2026-08-26,False,0.2863
60,0.75,quarterly,2.8222980692531126,0.1223236034484767,-0.34357225226708676,0.9302325581395349,3.4782804892167056,0.6536636050849125,677.8023255813954,0.6764330312479755,-0.06734606349846417,-0.01619608143364304,run-f00916b86e4c27c2,188,172,2929,2015-01-02,2026-08-26,False,0.2845
60,1.0,monthly,2.3382994604860157,0.10932169013217519,-0.33984881172166614,0.7292576419213974,1.5813644046791009,0.5220070804508234,133.67248908296943,3.0059475555272117,-0.08034797681476569,-0.029197994749944556,run-3be63fc531fe22e6,279,229,2929,2015-01-02,2026-08-26,False,0.3112
60,1.0,quarterly,2.4753736022723736,0.11317028395588036,-0.34082290962143547,0.8375,5.1623401460600284,0.5629337411617711,388.825,1.0444782284993455,-0.07649938299106052,-0.025349400926239385,run-c1efc86ff299a765,97,80,2929,2015-01-02,2026-08-26,False,0.3923
120,0.5,monthly,3.352598516664579,0.13494356184091072,-0.3469103946902262,0.9428007889546351,4.928637464346628,0.7565701384361774,592.4102564102565,0.48873005584326745,-0.054726105106030154,-0.003576123041209023,run-b332a6500624a2a8,560,507,2929,2015-01-02,2026-08-26,False,0.2739
