lookback_days,tilt,cadence,value,trades,verdict,neighbours,valid_neighbours,neighbourhood_mean,neighbour_mean,lift,peak_over_neighbourhood,is_local_peak,layer,siblings,weakest_sibling_mean,layer_drop
10,0.5,monthly,-0.006093327131187154,560,普通,3,3,-0.008527791188487677,-0.00933927920758785,0.0024344640573005227,,False,cadence=monthly,1,-0.006025566806349636,-0.0025022243821380408
10,0.5,quarterly,0.003571404014460766,188,普通,3,3,-0.006025566806349636,-0.009224557079953103,0.009596970820810402,,False,cadence=quarterly,1,-0.008527791188487677,0.0025022243821380408
10,0.75,monthly,-0.003576306287734976,560,普通,5,5,-0.009673339597705962,-0.010892746259700159,0.006097033309970986,,False,cadence=monthly,1,-0.006964498332192888,-0.0027088412655130742
10,0.75,quarterly,0.01597400507328639,188,普通,5,5,-0.006964498332192888,-0.011552199013288744,0.022938503405479278,,False,cadence=quarterly,1,-0.009673339597705962,0.0027088412655130742
10,1.0,monthly,-0.0014966877742388363,257,孤峰,3,3,-0.010740133152111031,-0.013821281611401762,0.009243445377872195,,True,cadence=monthly,1,-0.0078082817029625495,-0.0029318514491484815
10,1.0,quarterly,0.027880700077790088,85,孤峰,3,3,-0.0078082817029625495,-0.019704608963213428,0.03568898178075264,,True,cadence=quarterly,1,-0.010740133152111031,0.0029318514491484815
20,0.5,monthly,-0.008986177846604493,560,普通,5,5,-0.009597709966662427,-0.009720016390674014,0.0006115321200579338,,False,cadence=monthly,1,-0.009883211725620159,0.00028550175895773224
20,0.5,quarterly,-0.014125267195767899,188,普通,5,5,-0.009883211725620159,-0.009034800631590612,-0.00424205547014774,,False,cadence=quarterly,1,-0.009597709966662427,-0.00028550175895773224
20,0.75,monthly,-0.015455353488424084,560,普通,8,8,-0.011034234560113591,-0.01048159469407478,-0.004421118928310493,,False,cadence=monthly,1,-0.012724931736556212,0.0016906971764426206
20,0.75,quarterly,-0.0295224091173778,188,普通,8,8,-0.012724931736556212,-0.010625247063953513,-0.016797477380821588,,False,cadence=quarterly,1,-0.011034234560113591,-0.0016906971764426206
20,1.0,monthly,-0.022432185058046228,291,普通,5,5,-0.012390279645580038,-0.0103818985630868,-0.01004190541246619,,False,cadence=monthly,1,-0.015467495069752868,0.00307721542417283
20,1.0,quarterly,-0.045565422845548875,94,普通,5,5,-0.015467495069752868,-0.009447909514593667,-0.030097927775796007,,False,cadence=quarterly,1,-0.012390279645580038,-0.00307721542417283
40,0.5,monthly,-0.009886928189750455,560,普通,5,5,-0.012463903014777622,-0.012979297979783056,0.0025769748250271673,,False,cadence=monthly,1,-0.016966798238652585,0.0045028952238749635
40,0.5,quarterly,-0.011165552029181569,188,普通,5,5,-0.016966798238652585,-0.018127047480546787,0.005801246209471016,,False,cadence=quarterly,1,-0.012463903014777622,-0.0045028952238749635
40,0.75,monthly,-0.013588166856273398,560,普通,8,8,-0.015642754395649685,-0.01589957783807172,0.0020545875393762868,,False,cadence=monthly,1,-0.023242694205427225,0.00759993980977754
40,0.75,quarterly,-0.024031451099140844,188,普通,8,8,-0.023242694205427225,-0.023144099593713024,-0.0007887568937136186,,False,cadence=quarterly,1,-0.015642754395649685,-0.00759993980977754
40,1.0,monthly,-0.017792978408762705,284,普通,5,5,-0.018733487370843904,-0.018921589163260144,0.000940508962081199,,False,cadence=monthly,1,-0.029404898594144264,0.01067141122330036
