ticker,price,price_date,ret_win,rel_spy_win,ma200,px_vs_ma200,ma200_slope_40d,ma200_form,mdd_1y,debt_fixed,debt_before_fix,debt_after_fix,debt_est_combined,debt_est_parts,cash_before_fix,invest_before_fix,cash_after_fix,invest_after_fix,cash_src,cash_fixed,debt_yf,debt_gap_vs_yf,debt_doubt,name,asof,rev_ttm,op_margin,rev_growth_yoy,net_debt,ocf_ttm,net_debt_to_ocf,debt_gate,debt_note,diluted_shares,sbc_ttm,fin_notes,shares_src,shares_before_fix,shares_fixed,ps_now,ps_p50_4y,ps_p50_1y,ps_p25_1y,ps_ratio_4y,ps_ratio_1y,discount_grade,peer_n,peer_med,peer_basis,kill_type,self_rel_0904,n1_implied_g5,n2_per_share,n2_upside,n2_terminal_share,n2_unreliable,dilution_1y,n3_ret_1y,n3_ret_1y_p25,g_ref_used,margin_used,stress_price,stress_drop_raw,stress_drop,stress_floor_applied,odds,pass_bottom_line,position_pct,A_conclusion,consensus_growth_key,consensus_rev_growth,mispricing_label_auto,gap_vs_consensus_pp
MRCY,85.19020080566406,2026-09-08,-0.23445181757574474,-0.24390424480833295,90.69700141906738,-0.06071645729453645,0.04991183134825339,線附近,-0.34696142328801216,True,0.0,441500000.0,0.0,441500000.0,214306000.0,0.0,214306000.0,0.0,CashAndCashEquivalentsAtCarryingValue@2026-07-03,False,487720000.0,0.1046885617214044,True,"MERCURY SYSTEMS, INC",2026-07-03,983622000.0,0.0002846621974701664,0.07850924321835051,286609000.0,102388000.0,2.799244052037348,True,淨負債 ÷ 營運現金流 2.80 倍,59460000.0,41132000.0,"警告:短期有息負債 的候選標籤(LongTermDebtCurrent/DebtCurrent)全部缺 asof(2026-07-03)前後 200 日內的資料,最新只到 2017-06-30,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。; 警告:長期有息負債 的候選標籤(LongTermDebtNoncurrent/ConvertibleDebtNoncurrent/LongTermDebt)全部缺 asof(2026-07-03)前後 200 日內的資料,最新只到 2017-03-31,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。",XBRL 未拆季 2025-06-28→2026-07-03,74000.0,True,5.1497519777971466,3.0431554405400627,5.304777153611739,4.890942848794479,1.692240859337514,0.9707763075949299,都不過,6,-0.4232825617244474,四位 SIC 3670,行業殺,-0.2773200918146224,,-8.797080171334969,,-0.00708214577607909,每股值無解或 ≤ 0,0.008120172969233945,0.02180618271214807,-0.05790658165774798,0.07850924321835051,0.0002846621974701664,72.81794631912598,-0.1452309581328688,-0.34696142328801216,True,,False,0.05764329593321396,不入,+1y,0.111899994,資料不足,
SAIA,355.44500732421875,2026-09-08,-0.2628986636298021,-0.2723510908623903,385.46707511901855,-0.07788490829088335,0.04636974428865215,線附近,-0.31925116979660717,False,100000000.0,100000000.0,100000000.0,124000.0,84014000.0,0.0,84014000.0,0.0,CashAndCashEquivalentsAtCarryingValue@2026-06-30,False,269191000.0,1.69191,False,"Saia, Inc.",2026-06-30,3392316000.0,0.11044106740056056,0.04838792920950197,185053000.0,606389000.0,0.305172092501678,True,淨負債 ÷ 營運現金流 0.31 倍,26833000.0,0.0,"companyfacts 沒有可用的股權薪酬季度標籤,SBC 當 0 處理 —— 這會高估自由現金流。; 警告:短期有息負債 的候選標籤(LongTermDebtCurrent/DebtCurrent)全部缺 asof(2026-06-30)前後 200 日內的資料,最新只到 2015-03-31,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。",XBRL 未拆季 2026-04-01→2026-06-30,26833000.0,False,2.811547002558359,3.221915351263195,2.9392562090195096,2.6580827675887284,0.8726321755958157,0.956550502106874,都不過,12,-0.0811438870284086,四位 SIC 4213,混合,-0.275698975884034,0.4318504333496094,124.00236507518599,-0.6511348801642405,0.5147403721788272,,0.005,0.040221999183810864,-0.05928712100278444,0.04838792920950197,0.11044106740056056,302.43919918138016,-0.14912520094701853,-0.31925116979660717,True,-2.03956928514647,False,0.0626465989544905,不入,+1y,0.0727,市場比指引更樂觀,35.91504333496094
QCOM,173.35499572753906,2026-09-08,-0.2429582446002686,-0.2524106718328568,167.86962493896485,0.032676374838918054,-0.006382585970534205,回調,-0.41195921401493796,False,14772000000.0,14772000000.0,12781000000.0,2489000000.0,4533000000.0,3771000000.0,4533000000.0,3771000000.0,CashAndCashEquivalentsAtCarryingValue@2026-06-28; MarketableSecuritiesCurrent@2026-06-28,False,15270000000.0,0.0337124289195776,False,QUALCOMM INC/DE,2026-06-28,44069000000.0,0.23188636002632235,0.018771528307557128,6468000000.0,12401000000.0,0.5215708410612048,True,淨負債 ÷ 營運現金流 0.52 倍,1069000000.0,3242000000.0,"警告:長期投資 的候選標籤(AvailableForSaleSecuritiesDebtSecuritiesNoncurrent/MarketableSecuritiesNoncurrent/LongTermInvestments)全部缺 asof(2026-06-28)前後 200 日內的資料,最新只到 2021-09-26,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。; 警告:短期經營租賃負債 的候選標籤(OperatingLeaseLiabilityCurrent)全部缺 asof(2026-06-28)前後 200 日內的資料,最新只到 2025-09-28,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。; 警告:長期經營租賃負債 的候選標籤(OperatingLeaseLiabilityNoncurrent)全部缺 asof(2026-06-28)前後 200 日內的資料,最新只到 2025-09-28,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。; 警告:少數股東權益 的候選標籤(MinorityInterest)全部缺 asof(2026-06-28)前後 200 日內的資料,最新只到 2017-09-24,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。",XBRL 未拆季 2026-03-30→2026-06-28,1069000000.0,False,4.205143988580164,4.041527846160926,4.085974617818149,3.6745366566916187,1.0404837350247775,1.0291654701530304,都不過,20,-0.33513717355268424,四位 SIC 3663,行業殺,-0.2743392239013918,0.24834823608398438,78.02113612392439,-0.5499343079414354,0.4420752713103108,,0.01749439562787687,-0.04504530652859173,-0.14120464396957955,0.018771528307557128,0.23188636002632235,136.3328721528238,-0.21356248442302006,-0.41195921401493796,True,-1.3349241605298683,False,0.04854849538399883,不入,+1y,0.0436,市場比指引更樂觀,20.474823608398438
HLIT,12.119999885559082,2026-09-08,-0.23339661202533213,-0.24284903925792034,11.394600019454955,0.06366172264630521,0.03377697980180905,回調,-0.380479251704017,False,110611000.0,110611000.0,110611000.0,110611000.0,231862000.0,0.0,231862000.0,0.0,CashAndCashEquivalentsAtCarryingValue@2026-07-03,False,130123000.0,0.17640198533599727,False,HARMONIC INC.,2026-07-03,344518000.0,0.12818778699516425,-0.13697031032375073,-101739000.0,9798000.0,-10.383649724433559,True,淨現金 102 百萬,109682000.0,37187000.0,"警告:短期投資 的候選標籤(ShortTermInvestments/AvailableForSaleSecuritiesDebtSecuritiesCurrent/MarketableSecuritiesCurrent)全部缺 asof(2026-07-03)前後 200 日內的資料,最新只到 2023-09-29,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。",XBRL 未拆季 2026-04-04→2026-07-03,109682000.0,False,3.858567121160262,2.5826451842357163,3.9142592636908446,3.120885590668451,1.494036867593227,0.9857719842302758,都不過,20,-0.33513717355268424,四位 SIC 3663,行業殺,-0.2728762865423302,0.5929756164550781,2.4658399491497667,-0.7965478570599821,0.29717804796423053,,0.02797390959686725,-0.013172061496148024,-0.21319031615659223,-0.13697031032375073,0.12818778699516425,8.822606587528693,-0.2720621558717353,-0.380479251704017,True,-2.093538224469685,False,0.05256528420519086,不入,+1y,0.1071,市場比指引更樂觀,48.58756164550782
KRMN,39.97999954223633,2026-09-08,-0.25479965694033846,-0.26425208417292667,71.54145008087158,-0.44116313693610754,-0.06378168723186839,殺,-0.6532223156843449,True,5610000.0,768478000.0,768478000.0,756937000.0,51741000.0,0.0,51741000.0,0.0,CashAndCashEquivalentsAtCarryingValue@2026-06-30,False,875265000.0,0.13895908536093415,False,KARMAN HOLDINGS INC.,2026-06-30,589552000.0,0.16818872635492713,0.5023227249908899,732926000.0,5861000.0,125.05135642381846,False,淨負債 ÷ 營運現金流 125.05 倍,132531000.0,1444000.0,,XBRL 未拆季 2026-04-01→2026-06-30,132531000.0,False,8.987484258101276,17.761683367966846,21.471304848131066,13.939817162101251,0.5060040803514256,0.418581186456564,兩把尺都過,11,-0.0778064686563523,四位 SIC 3728,混合,-0.2727739460326767,0.4081382751464844,56.079410152236065,0.40268661316495846,0.9633429753377799,,0.005,1.3771371189544475,0.5433089438136065,0.5023227249908899,0.16818872635492713,55.80899848937988,0.39592293967940706,-0.6532223156843449,True,0.6164618132237047,True,0.03061744756690853,不入,+1y,0.2739,市場比指引更樂觀,13.42382751464844
PUMP,12.1899995803833,2026-09-08,-0.20534553721455984,-0.21479796444714805,12.732349996566773,-0.042596254134524614,0.07117858271112465,線附近,-0.4390110104315198,False,786328000.0,786328000.0,797243000.0,786328000.0,783958000.0,0.0,783958000.0,0.0,CashAndCashEquivalentsAtCarryingValue@2026-06-30,False,857891000.0,0.09100909544108826,False,ProPetro Holding Corp.,2026-06-30,1160087000.0,-0.009658758351744309,-0.15135600944850325,59965000.0,191483000.0,0.313160959458542,True,淨負債 ÷ 營運現金流 0.31 倍,122714000.0,19497000.0,,XBRL 未拆季 2026-04-01→2026-06-30,122714000.0,False,1.2894581255605453,0.8370712130568237,1.1506026461546348,0.92032880602629,1.5404401745601681,1.120680653629619,都不過,18,-0.045082640878985294,四位 SIC 1389,個別殺,-0.27025589581098,,-0.8806672823763957,,0.23388865757828636,現時營業利潤率 ≤ 0; 每股值無解或 ≤ 0,0.01303376806131152,-0.11916573006398723,-0.295449949931454,-0.15135600944850325,-0.009658758351744309,7.830364385782866,-0.3576403071921477,-0.4390110104315198,True,,False,0.04555694395988218,不入,+1y,0.1724,資料不足,
SANM,207.5050048828125,2026-09-08,-0.2166075163936353,-0.2260599436262235,183.64497486114502,0.12992476401659325,0.07122468344276034,回調,-0.4204513108515183,False,2172310000.0,2172310000.0,2172310000.0,2172310000.0,1844942000.0,0.0,1844942000.0,0.0,CashAndCashEquivalentsAtCarryingValue@2026-06-27,False,2172310000.0,0.0,False,Sanmina Corporation,2026-06-27,12763372000.0,0.04154826796555017,0.5856115197288774,587961000.0,901056000.0,0.652524371404219,True,淨負債 ÷ 營運現金流 0.65 倍,55133000.0,88735000.0,,XBRL 未拆季 2026-03-29→2026-06-27,55133000.0,False,0.8963441192659825,0.4446354448623435,0.9834348303087397,0.8564955383811562,2.0159079300200307,0.9114423158925377,都不過,11,-0.155021519602705,四位 SIC 3672,行業殺,-0.2686916042460068,,-411.5210851591015,,-2.9363863149004854,每股值無解或 ≤ 0,0.007756302756228449,0.08871771383021332,-0.051811227634304347,0.5856115197288774,0.04154826796555017,178.45199890136718,-0.14001110960120156,-0.4204513108515183,True,,False,0.04756793351290791,不入,+1y,0.1598,資料不足,
CRDO,172.72999572753906,2026-09-08,-0.23604603686539538,-0.2454984640979836,175.51062545776367,-0.015843084844420208,0.08750694494130307,線附近,-0.5358634366221902,False,0.0,0.0,0.0,0.0,466869000.0,297389000.0,466869000.0,297389000.0,CashAndCashEquivalentsAtCarryingValue@2026-08-01; ShortTermInvestments@2026-08-01,False,25448000.0,,False,Credo Technology Group Holding Ltd,2026-08-01,1591045000.0,0.3173782011193901,1.6511451590058903,-738053000.0,500355000.0,-1.475058708317095,True,淨現金 738 百萬,194378000.0,235162000.0,,XBRL 未拆季 2026-05-03→2026-08-01,194378000.0,False,21.102427090074503,26.612194540893032,35.192794658893405,30.636057781287775,0.7929608006452805,0.5996235108524355,兩把尺都過,96,-0.28412981437131385,四位 SIC 3674,行業殺,-0.2635735694120101,0.17315292358398438,2312.297670214405,12.386775472754474,0.92455754272814,,0.00700409896046658,0.656113543341623,0.44168119349299073,1.0,0.3173782011193901,225.68918240421294,0.30660098411749326,-0.5358634366221902,True,23.115545167317983,True,0.03732294206536987,觀察,+1y,0.5473,市場比指引更悲觀,-37.41470764160157
CLVT,1.875,2026-09-08,-0.31318681798531933,-0.32263924521790754,2.555175002813339,-0.2661950755092869,-0.1077988059114462,殺,-0.6250000133046081,True,0.0,4326800000.0,4326800000.0,1500000.0,242200000.0,0.0,242200000.0,0.0,CashAndCashEquivalentsAtCarryingValue@2026-03-31,False,4257500000.0,-0.016016455579180966,False,CLARIVATE PLC,2026-03-31,2447000000.0,0.050061299550469965,-0.03250039538193894,4135900000.0,592000000.0,6.986317567567568,False,淨負債 ÷ 營運現金流 6.99 倍,640700000.0,66600000.0,"警告:短期有息負債 的候選標籤(LongTermDebtCurrent/DebtCurrent)全部缺 asof(2026-03-31)前後 200 日內的資料,最新只到 2021-12-31,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。; 警告:長期有息負債 的候選標籤(LongTermDebtNoncurrent/ConvertibleDebtNoncurrent/LongTermDebt)全部缺 asof(2026-03-31)前後 200 日內的資料,最新只到 2021-12-31,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。",XBRL 未拆季 2026-01-01→2026-03-31,640700000.0,False,0.4909327748263179,1.7092537178277303,0.6758768919062715,0.5786461072500063,0.2872205394119244,0.7263641954700811,兩把尺都過,70,-0.051226048821965756,四位 SIC 7374,混合,-0.2597325606013182,,-5.160619511823915,,0.3899840725436488,每股值無解或 ≤ 0,0.055439363196503826,0.3044044872928111,0.11675452717814938,-0.03250039538193894,0.050061299550469965,1.9890000343322753,0.06080001831054682,-0.6250000133046081,True,,True,0.03199999931880408,不入,+1y,-0.065,資料不足,
MTSI,277.9200134277344,2026-09-08,-0.21444923057388732,-0.22390165780647553,264.17819953918456,0.05201721380689306,0.11235666063297445,回調,-0.44173498632414987,False,340465000.0,340465000.0,344316000.0,340465000.0,89604000.0,994301000.0,89604000.0,994301000.0,CashAndCashEquivalentsAtCarryingValue@2026-07-03; ShortTermInvestments@2026-07-03; AvailableForSaleSecuritiesDebtSecuritiesNoncurrent@2026-07-03,False,377493000.0,0.10875714096896894,False,"MACOM Technology Solutions Holdings, Inc.",2026-07-03,1163974000.0,0.18113634840640772,0.2836089184140238,-737079000.0,271186000.0,-2.7179832292227473,True,淨現金 737 百萬,78409000.0,83642000.0,"警告:長期經營租賃負債 的候選標籤(OperatingLeaseLiabilityNoncurrent)全部缺 asof(2026-07-03)前後 200 日內的資料,最新只到 2025-10-03,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。",XBRL 未拆季 2026-04-04→2026-07-03,78409000.0,False,18.721578259355642,10.642292903294505,17.971704613158767,14.13903801925529,1.7591677310027856,1.0417252376631998,都不過,96,-0.28412981437131385,四位 SIC 3674,行業殺,-0.2577775460775287,0.6783180236816406,88.3030902006744,-0.6822715675939068,0.7792178774626061,,0.005,-0.04482982686112835,-0.24853052709419943,0.2836089184140238,0.18113634840640772,188.9033832274636,-0.32029586175670344,-0.44173498632414987,True,-1.5445268967064534,False,0.04527601530145449,不入,+1y,0.35720003,市場比指引更樂觀,32.111799368164064
TDC,27.700000762939453,2026-09-08,-0.2478957538475306,-0.2573481810801188,29.822100038528443,-0.07115861300335524,0.04075842312673439,線附近,-0.3516367800048641,False,0.0,0.0,0.0,0.0,414000000.0,0.0,414000000.0,0.0,CashAndCashEquivalentsAtCarryingValue@2026-06-30,False,99000000.0,,False,TERADATA CORPORATION,2026-06-30,1691000000.0,0.07510348905972797,0.009552238805970115,-406000000.0,761000000.0,-0.533508541392904,True,淨現金 406 百萬,96200000.0,121000000.0,缺折舊攤銷標籤。,XBRL 未拆季 2026-04-01→2026-06-30,96200000.0,False,1.5758368263718365,1.8015059809260783,1.6367084825765021,1.5225353841706524,0.8747330528215983,0.9628084922558465,都不過,223,-0.0403119672832879,四位 SIC 7372,個別殺,-0.2563669623881329,0.4580192565917969,15.086855620431171,-0.4553481875489236,0.4411389870642176,,0.04540780588999463,-0.006485181273891971,-0.07579053795385537,0.009552238805970115,0.07510348905972797,24.086763005918044,-0.13044179268961076,-0.3516367800048641,True,-1.294939020720827,False,0.05687687163931869,不入,+1y,0.013300001,市場比指引更樂觀,44.47192555917969
LULU,102.22930145263672,2026-09-08,-0.22606325772671876,-0.23551568495930697,152.4614460372925,-0.32947440740112655,-0.06553886021567112,殺,-0.5339540562593265,False,0.0,0.0,0.0,0.0,1389737000.0,0.0,1389737000.0,0.0,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents@2026-08-02,False,2141127000.0,,False,lululemon athletica inc.,2026-08-02,11093955000.0,0.178365154717141,0.017417312268594776,751390000.0,1982033000.0,0.37910065069552323,True,淨負債 ÷ 營運現金流 0.38 倍,112919000.0,91231000.0,"警告:少數股東權益 的候選標籤(MinorityInterest)全部缺 asof(2026-08-02)前後 200 日內的資料,最新只到 2012-08-31,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。",XBRL 未拆季 2026-05-04→2026-08-02,112919000.0,False,1.0405333797306988,4.567339844905922,1.6934899996142712,1.2400027769929052,0.22782044145263988,0.6144313695195737,兩把尺都過,16,-0.1259997325154378,四位 SIC 2300,混合,-0.2562966193240098,-0.06583786010742188,145.52637608970886,0.42352900804210103,0.4432407091140895,,0.007903146247903543,0.6147593904438915,0.18235485818154484,0.017417312268594776,0.178365154717141,109.64391738370773,0.0725292633884056,-0.5339540562593265,True,0.7931937272078797,True,0.037456406156200384,入選,+1y,0.0005,市場比指引更悲觀,-6.633786010742187
DRS,37.04999923706055,2026-09-08,-0.22748123552288158,-0.2369336627554698,41.9328498840332,-0.11644452166920094,0.015296202151093174,線附近,-0.2835131186791525,False,358000000.0,358000000.0,139000000.0,10000000.0,270000000.0,0.0,270000000.0,0.0,CashAndCashEquivalentsAtCarryingValue@2026-06-30,False,267000000.0,-0.25418994413407825,False,"Leonardo DRS, Inc.",2026-06-30,3779000000.0,0.10531886742524478,0.1046477638117509,206000000.0,501000000.0,0.4111776447105788,True,淨負債 ÷ 營運現金流 0.41 倍,268900000.0,29000000.0,,XBRL 未拆季 2026-04-01→2026-06-30,268900000.0,False,2.636344216683139,2.0143712032963346,3.1778443924236877,2.8843358791711036,1.3087678241075935,0.8296014188008886,都不過,8,-0.21431510714564012,四位 SIC 3812,行業殺,-0.2533148096920238,0.4094734191894531,15.796361227530635,-0.5736474614625693,0.6413266168018751,,0.005,0.19940112573590607,0.08862337901945017,0.1046477638117509,0.10531886742524478,36.481646555034736,-0.015340153676907442,-0.2835131186791525,True,-2.023354207153135,True,0.07054347288470167,不入,+1y,0.0683,市場比指引更樂觀,34.11734191894531
ACLS,120.2699966430664,2026-09-08,-0.20043878402402127,-0.20989121125660948,116.88034999847412,0.02900099669992895,0.08234973251885047,回調,-0.4254175739513685,False,0.0,0.0,0.0,0.0,154996000.0,422049000.0,154996000.0,422049000.0,CashAndCashEquivalentsAtCarryingValue@2026-06-30; ShortTermInvestments@2026-06-30; AvailableForSaleSecuritiesDebtSecuritiesNoncurrent@2026-06-30,False,41567000.0,,False,AXCELIS TECHNOLOGIES INC,2026-06-30,866072000.0,0.10325123084454872,-0.033496710144539366,-548803000.0,75295000.0,-7.288704429244969,True,淨現金 549 百萬,31134000.0,21773000.0,"警告:短期有息負債 的候選標籤(LongTermDebtCurrent/DebtCurrent)全部缺 asof(2026-06-30)前後 200 日內的資料,最新只到 2014-12-31,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。; 警告:長期有息負債 的候選標籤(LongTermDebtNoncurrent/ConvertibleDebtNoncurrent/LongTermDebt)全部缺 asof(2026-06-30)前後 200 日內的資料,最新只到 2014-09-30,用這筆舊值代替 —— 可能失真,建議人手核對資產負債表。",XBRL 未拆季 2026-04-01→2026-06-30,31134000.0,False,4.323527461325651,3.1136643515312676,3.4071040876072134,3.065354734178123,1.3885656812043292,1.2689742814291405,都不過,12,-0.0692947876780049,四位 SIC 3559,混合,-0.2529164295529321,0.6401329040527344,36.96859129847244,-0.6926200022422326,0.38914397007940144,,0.005814683126356277,-0.21651766587990628,-0.29510481033568325,-0.033496710144539366,0.10325123084454872,76.74362802098041,-0.36190546135344304,-0.4254175739513685,True,-1.6280944762319793,False,0.04701263235139951,不入,+1y,0.1191,市場比指引更樂觀,52.10329040527344
