ticker,name,asof,price,price_date,is_closing_price,market_state,stale,stale_lag_days,latest_filing,latest_report,expired,debt_src,finance_lease_src,cash_src,invest_src,shares_src,ocf_ttm,mdd_1y,old_debt,old_finance_lease,old_cash,old_investments,old_lease_debt,old_net_debt,old_shares,old_net_debt_to_ocf,old_debt_gate,old_wacc,old_wacc_raw,old_wacc_net_cash,old_weight_debt,old_n1_implied_g5,old_n2_per_share,old_n2_upside,old_n2_terminal_share,old_n3_ret_1y,old_stress_drop,old_odds,old_pass_bottom_line,new_debt,new_finance_lease,new_cash,new_investments,new_lease_debt,new_net_debt,new_shares,new_net_debt_to_ocf,new_debt_gate,new_wacc,new_wacc_raw,new_wacc_net_cash,new_weight_debt,new_n1_implied_g5,new_n2_per_share,new_n2_upside,new_n2_terminal_share,new_n3_ret_1y,new_stress_drop,new_odds,new_pass_bottom_line,old_error
QCOM,QUALCOMM INC/DE,2026-06-28,174.08999633789062,2026-09-08,True,closed,False,0.0,2026-07-29,2026-06-28,False,DebtCurrent@2026-06-28 2489M; LongTermDebt@2026-06-28 12781M,,CashAndCashEquivalentsAtCarryingValue@2026-06-28 4533M,MarketableSecuritiesCurrent@2026-06-28 3771M,XBRL 未拆季 2026-03-30→2026-06-28,12401000000.0,-0.4119592140149379,14772000000.0,0.0,4533000000.0,3771000000.0,0.0,6468000000.0,1069000000.0,0.5215708410612048,True,0.095,0.09470268754449922,False,0.07353856071363458,0.22586441040039062,83.58743803333525,-0.5198607628717465,0.4649462524164396,-0.04900805176156975,-0.4119592140149379,-1.261922892330055,False,15270000000.0,0.0,4533000000.0,3771000000.0,0.0,6966000000.0,1069000000.0,0.5617288928312233,True,0.095,0.09459808696274888,False,0.07582972991585006,0.22661209106445312,83.12158209320428,-0.522536711805807,0.4649462524164396,-0.04900805176156975,-0.4119592140149379,-1.2684185570537074,False,
HLIT,HARMONIC INC.,2026-07-03,11.960000038146973,2026-09-08,True,closed,False,0.0,2026-08-17,2026-07-03,False,LongTermDebt@2026-07-03 111M,,CashAndCashEquivalentsAtCarryingValue@2026-07-03 232M,(無),XBRL 未拆季 2026-04-04→2026-07-03,9798000.0,-0.380479251704017,110611000.0,0.0,231862000.0,0.0,19512000.0,-101739000.0,109682000.0,-10.383649724433559,True,0.1,0.09806000232696534,True,0.0,0.5872611999511719,2.4658399491497667,-0.7938260918658147,0.29717804796423053,-0.0003342895601401441,-0.380479251704017,-2.0863847064211245,False,110611000.0,0.0,231862000.0,0.0,19512000.0,-101739000.0,109682000.0,-10.383649724433559,True,0.1,0.09806000232696534,True,0.0,0.5872611999511719,2.4658399491497667,-0.7938260918658147,0.29717804796423053,-0.0003342895601401441,-0.380479251704017,-2.0863847064211245,False,
KRMN,KARMAN HOLDINGS INC.,2026-06-30,39.689998626708984,2026-09-08,True,closed,False,0.0,2026-08-11,2026-06-30,False,LongTermDebtCurrent@2026-06-30 6M; NotesPayable@2026-06-30 757M,FinanceLeaseLiabilityCurrent@2026-06-30 5M+FinanceLeaseLiabilityNoncurrent@2026-06-30 97M,CashAndCashEquivalentsAtCarryingValue@2026-06-30 52M,(無),XBRL 未拆季 2026-04-01→2026-06-30,5861000.0,-0.6532223156843449,5610000.0,0.0,51741000.0,0.0,16189000.0,-29942000.0,132531000.0,-5.108684524825115,True,0.1,0.09806000232696534,True,0.0,0.3653602600097656,61.83555777052914,0.5579632126496856,0.9633429753377799,1.3945060271097356,-0.6532223156843449,0.8541704703782792,True,864686000.0,102139000.0,51741000.0,0.0,16189000.0,829134000.0,132531000.0,141.46630267872376,False,0.09,0.09161474100034629,False,0.1411768845323039,0.3442649841308594,71.31554196613007,0.7968139187119798,0.9672440469130772,1.3945060271097356,-0.6532223156843449,1.2198204188373478,True,
PUMP,ProPetro Holding Corp.,2026-06-30,12.029999732971191,2026-09-08,True,closed,False,0.0,2026-07-30,2026-06-30,False,DebtLongtermAndShorttermCombinedAmount@2026-06-30 797M,FinanceLeaseLiabilityCurrent@2026-06-30 3M+FinanceLeaseLiabilityNoncurrent@2026-06-30 0M,CashAndCashEquivalentsAtCarryingValue@2026-06-30 784M,(無),XBRL 未拆季 2026-04-01→2026-06-30,191483000.0,-0.4390110104315198,786328000.0,0.0,783958000.0,0.0,57595000.0,59965000.0,122714000.0,0.313160959458542,True,0.08,0.08219364484022092,False,0.34753640005305675,,-0.9612964152945147,-1.0799082657217227,0.31780786368954744,-0.10760327862806962,-0.4390110104315198,-2.459866017164904,False,800296000.0,3053000.0,783958000.0,0.0,57595000.0,73933000.0,122714000.0,0.3861073829008319,True,0.08,0.08201088063668936,False,0.3515396637767555,,-1.0751220586603898,-1.0893700816728824,0.31780786368954744,-0.10760327862806962,-0.4390110104315198,-2.481418588117189,False,
SANM,Sanmina Corporation,2026-06-27,205.41000366210938,2026-09-08,True,closed,False,0.0,2026-07-27,2026-06-27,False,LongTermDebt@2026-06-27 2172M,,CashAndCashEquivalentsAtCarryingValue@2026-06-27 1845M,(無),XBRL 未拆季 2026-03-29→2026-06-27,901056000.0,-0.4204513108515183,2172310000.0,0.0,1844942000.0,0.0,260593000.0,587961000.0,55133000.0,0.652524371404219,True,0.09,0.09071222972479659,False,0.16094547476946938,,-198.33468239203643,-1.9655551280661503,-7.928966953046898,0.09973534845677468,-0.4204513108515183,-4.674869782390291,False,2172310000.0,0.0,1844942000.0,0.0,260593000.0,587961000.0,55133000.0,0.652524371404219,True,0.09,0.09071222972479659,False,0.16094547476946938,,-198.33468239203643,-1.9655551280661503,-7.928966953046898,0.09973534845677468,-0.4204513108515183,-4.674869782390291,False,
CRDO,Credo Technology Group Holding Ltd,2026-08-01,167.75,2026-09-08,True,closed,False,0.0,2026-09-02,2026-08-01,False,,,CashAndCashEquivalentsAtCarryingValue@2026-08-01 467M,ShortTermInvestments@2026-08-01 297M,XBRL 未拆季 2026-05-03→2026-08-01,500355000.0,-0.5358634366221902,0.0,0.0,466869000.0,297389000.0,26205000.0,-738053000.0,194378000.0,-1.475058708317095,True,0.1,0.09806000232696534,True,0.0,0.16583633422851562,2312.297670214405,12.78418879412462,0.92455754272814,0.7049265597652408,-0.5358634366221902,23.857176885793194,True,0.0,0.0,466869000.0,297389000.0,26205000.0,-738053000.0,194378000.0,-1.475058708317095,True,0.1,0.09806000232696534,True,0.0,0.16583633422851562,2312.297670214405,12.78418879412462,0.92455754272814,0.7049265597652408,-0.5358634366221902,23.857176885793194,True,
CLVT,CLARIVATE PLC,2026-03-31,1.899999976158142,2026-09-08,True,closed,True,91.0,2026-07-29,2026-06-30,False,LongTermDebtAndCapitalLeaseObligationsIncludingCurrentMaturities@2026-03-31 4327M,FinanceLeaseLiability@2026-03-31 28M,CashAndCashEquivalentsAtCarryingValue@2026-03-31 242M,(無),XBRL 未拆季 2026-01-01→2026-03-31,592000000.0,-0.6250000133046081,0.0,0.0,242200000.0,0.0,51300000.0,-190900000.0,640700000.0,-0.32246621621621624,True,0.1,0.09806000232696534,True,0.0,,1.5926191334078623,-0.16177939295126376,0.3899840725436488,0.2881315758425089,-0.6250000133046081,-0.2588470232118489,True,4354400000.0,27600000.0,242200000.0,0.0,51300000.0,4163500000.0,640700000.0,7.0329391891891895,False,0.06,0.06238079504385925,False,0.7815166944446413,0.4496345520019531,-3.992150974974877,-3.101132118457774,0.6252414935821717,0.2881315758425089,-0.6250000133046081,-4.961811283908511,True,
MTSI,"MACOM Technology Solutions Holdings, Inc.",2026-07-03,274.79998779296875,2026-09-08,True,closed,False,0.0,2026-08-06,2026-07-03,False,LongTermDebtCurrent@2026-07-03 340M,FinanceLeaseLiabilityCurrent@2026-07-03 1M+FinanceLeaseLiabilityNoncurrent@2026-07-03 30M,CashAndCashEquivalentsAtCarryingValue@2026-07-03 90M,ShortTermInvestments@2026-07-03 573M+AvailableForSaleSecuritiesDebtSecuritiesNoncurrent@2026-07-03 421M,XBRL 未拆季 2026-04-04→2026-07-03,271186000.0,-0.4417349863241498,340465000.0,0.0,89604000.0,994301000.0,6361000.0,-737079000.0,78409000.0,-2.7179832292227473,True,0.095,0.09734983928429863,False,0.015555398112346071,0.6370887756347656,96.34022660697023,-0.6494169181712195,0.79301392338106,-0.03398501041957158,-0.4417349863241498,-1.4701505162071777,False,371132000.0,30667000.0,89604000.0,994301000.0,6361000.0,-706412000.0,78409000.0,-2.604898482960035,True,0.095,0.09728695529420398,False,0.016932807864819547,0.6376228332519531,95.94911079118378,-0.6508401926732589,0.79301392338106,-0.03398501041957158,-0.4417349863241498,-1.473372526113803,False,
TDC,TERADATA CORPORATION,2026-06-30,27.760000228881836,2026-09-08,True,closed,False,0.0,2026-08-05,2026-06-30,False,,FinanceLeaseLiabilityCurrent@2026-06-30 46M+FinanceLeaseLiabilityNoncurrent@2026-06-30 45M,CashAndCashEquivalentsAtCarryingValue@2026-06-30 414M,(無),XBRL 未拆季 2026-04-01→2026-06-30,761000000.0,-0.3516367800048641,0.0,0.0,414000000.0,0.0,8000000.0,-406000000.0,96200000.0,-0.533508541392904,True,0.1,0.09806000232696534,True,0.0,0.4591941833496094,15.086855620431171,-0.45652537838473695,0.4411389870642176,-0.00853945023110847,-0.3516367800048641,-1.298286767324004,False,91000000.0,91000000.0,414000000.0,0.0,8000000.0,-315000000.0,96200000.0,-0.41392904073587383,True,0.1,0.09806000232696534,True,0.0,0.4774589538574219,14.140909674485226,-0.49060124070990263,0.4411389870642176,-0.00853945023110847,-0.3516367800048641,-1.3951931896973813,False,
LULU,lululemon athletica inc.,2026-08-02,103.19000244140625,2026-09-08,True,closed,False,0.0,2026-09-03,2026-08-02,False,,,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents@2026-08-02 1390M,(無),XBRL 未拆季 2026-05-04→2026-08-02,1982033000.0,-0.5339540562593265,0.0,0.0,1389737000.0,0.0,2141127000.0,751390000.0,112919000.0,0.37910065069552323,True,0.1,0.09806000232696534,True,0.0,-0.06380844116210938,145.52637608970886,0.4102759244757477,0.4432407091140895,0.5998427391214682,-0.5339540562593265,0.7683730831637099,True,0.0,0.0,1389737000.0,0.0,2141127000.0,751390000.0,112919000.0,0.37910065069552323,True,0.1,0.09806000232696534,True,0.0,-0.06380844116210938,145.52637608970886,0.4102759244757477,0.4432407091140895,0.5998427391214682,-0.5339540562593265,0.7683730831637099,True,
DRS,"Leonardo DRS, Inc.",2026-06-30,36.939998626708984,2026-09-08,True,closed,False,0.0,2026-07-30,2026-06-30,False,DebtCurrent@2026-06-30 10M; LongTermDebtAndCapitalLeaseObligations@2026-06-30 139M,,CashAndCashEquivalentsAtCarryingValue@2026-06-30 270M,(無),XBRL 未拆季 2026-04-01→2026-06-30,501000000.0,-0.2835131186791525,358000000.0,0.0,270000000.0,0.0,118000000.0,206000000.0,268900000.0,0.4111776447105788,True,0.095,0.09647183815022614,False,0.03478711866528205,0.3680305480957031,17.248724631332966,-0.5330610375588509,0.6611849355127126,0.2029727245662294,-0.2835131186791525,-1.8801988424461866,True,149000000.0,0.0,270000000.0,0.0,118000000.0,-3000000.0,268900000.0,-0.005988023952095809,True,0.1,0.09806000232696534,True,0.0,0.4009284973144531,16.57360183742279,-0.5513372373154486,0.6413266168018751,0.2029727245662294,-0.2835131186791525,-1.9446621725444337,True,
ACLS,AXCELIS TECHNOLOGIES INC,2026-06-30,119.16999816894531,2026-09-08,True,closed,False,0.0,2026-08-06,2026-06-30,False,,FinanceLeaseLiabilityCurrent@2026-06-30 2M+FinanceLeaseLiabilityNoncurrent@2026-06-30 40M,CashAndCashEquivalentsAtCarryingValue@2026-06-30 155M,ShortTermInvestments@2026-06-30 247M+AvailableForSaleSecuritiesDebtSecuritiesNoncurrent@2026-06-30 175M,XBRL 未拆季 2026-04-01→2026-06-30,75295000.0,-0.4254175739513685,0.0,0.0,154996000.0,422049000.0,28242000.0,-548803000.0,31134000.0,-7.288704429244969,True,0.1,0.09806000232696534,True,0.0,0.6359138488769531,36.96859129847244,-0.6897827316732632,0.38914397007940144,-0.2093279254234207,-0.4254175739513685,-1.6214250983249592,False,41567000.0,41567000.0,154996000.0,422049000.0,28242000.0,-507236000.0,31134000.0,-6.7366491798924235,True,0.1,0.09806000232696534,True,0.0,0.6410408020019531,35.63349140767781,-0.7009860539129924,0.38914397007940144,-0.2093279254234207,-0.4254175739513685,-1.6477599818034914,False,
