流動性口徑,負債閘口徑,年份段,組,期,主口徑,樣本N,未成熟,其他不可判,公司數,中位期內最大跌幅,觸及負33比例,觸及負80比例,觸及負50比例,最大單筆超額,可信度,勝率,中位超額,平均超額,p25超額,p75超額,平均盈虧比,中位盈虧比,前1%事件數,前1%佔總超額比例,前5%事件數,前5%佔總超額比例,剔走前1%後平均,剔走前5%後平均,簇數,2020年觸發佔比,勝率下限,勝率上限,平均超額下限,平均超額上限
含流動性閘(與①池可比),A(資料不足當不過),全期 2010-2026,3 只不過現金流閘,12m,False,490,106,1,209,-0.3876648390534537,0.5857142857142857,0.06938775510204082,0.3673469387755102,6.508599321119126,高,0.3836734693877551,-0.16382965343023825,-0.03763611363082397,-0.48048657007358064,0.22720789569455116,1.3740825642379204,0.861955197996791,5.0,-1.0637106818341437,25.0,-2.697200728623175,-0.07847077188474426,-0.1466293563480198,320.0,0.06938775510204082,,,,
含流動性閘(與①池可比),A(資料不足當不過),全期 2010-2026,4 只不過市值閘,1m,False,213,1,0,136,-0.1042345082088606,0.03755868544600939,0.0,0.009389671361502348,1.661651513551652,高,0.5023474178403756,0.0002692863912068,0.0431917854940371,-0.0886258726147445,0.084114838168994,1.7907542249443347,0.9474983357653757,3.0,0.5043741045215573,11.0,1.079659660694315,0.021712781182263455,-0.003628004723521789,200.0,0.10328638497652583,,,,
含流動性閘(與①池可比),A(資料不足當不過),全期 2010-2026,4 只不過市值閘,3m,False,201,13,0,127,-0.1744022819507884,0.19900497512437812,0.0,0.03980099502487562,2.5657186350808536,高,0.44776119402985076,-0.0433476296245579,0.05468404406247656,-0.2046385865837466,0.1605690247267197,1.8413800298126148,1.1916352367096679,3.0,0.6033130813299274,11.0,1.529495442429765,0.02202111834773751,-0.030631291437087746,191.0,0.10945273631840796,,,,
含流動性閘(與①池可比),A(資料不足當不過),全期 2010-2026,4 只不過市值閘,6m,False,180,34,0,116,-0.24934587703418148,0.36666666666666664,0.0,0.10555555555555556,4.480743596090268,高,0.40555555555555556,-0.0800196286643826,0.039370653560920114,-0.2779344093402225,0.19920318110117108,1.8381751643824797,1.2271468432188164,2.0,0.8883969333083733,9.0,2.15743018878363,0.004443255177019188,-0.04796713998268487,173.0,0.12222222222222222,,,,
含流動性閘(與①池可比),A(資料不足當不過),全期 2010-2026,4 只不過市值閘,12m,False,164,50,0,108,-0.3330046254237622,0.5121951219512195,0.018292682926829267,0.24390243902439024,6.633764091673658,高,0.4329268292682927,-0.0997186069194058,0.1682867481341719,-0.4287254798640714,0.42141748560214554,2.3746459172608794,1.4433146809893243,2.0,0.4348137678813974,9.0,1.0616704658590852,0.09628759202052448,-0.010980934409526215,159.0,0.13414634146341464,,,,
含流動性閘(與①池可比),A(資料不足當不過),全期 2010-2026,4a 只不過市值閘(1 億至 5 億),1m,False,205,1,0,131,-0.1040100152534111,0.03902439024390244,0.0,0.00975609756097561,1.661651513551652,高,0.4926829268292683,-0.0041981994293323,0.037780292917576966,-0.0889255488366657,0.0810005517232166,1.746841782797484,0.9163844968707183,3.0,0.5991207486074693,11.0,1.2315344876187417,0.015370266268062866,-0.009243429671985659,193.0,0.1024390243902439,,,,
含流動性閘(與①池可比),A(資料不足當不過),全期 2010-2026,4a 只不過市值閘(1 億至 5 億),3m,False,194,12,0,123,-0.17708369860764905,0.20618556701030927,0.0,0.041237113402061855,2.280974557864144,高,0.4381443298969072,-0.0455571027710453,0.04167590861876602,-0.22782060663393555,0.1600619486422331,1.7530357976965838,1.047646815849687,2.0,0.5028483973941442,10.0,1.7619662470562905,0.020935070226123415,-0.03348148544827718,184.0,0.10824742268041238,,,,
含流動性閘(與①池可比),A(資料不足當不過),全期 2010-2026,4a 只不過市值閘(1 億至 5 億),6m,False,174,32,0,112,-0.25088288831009586,0.367816091954023,0.0,0.10919540229885058,1.8150746233659385,高,0.40804597701149425,-0.07148779242310305,0.020267843945373756,-0.2782664228285563,0.19926765317126102,1.641099524202651,1.2016685914959753,2.0,0.9150214113456548,9.0,3.384789388540771,0.0017423598988181254,-0.05097096857877462,167.0,0.1206896551724138,,,,
含流動性閘(與①池可比),A(資料不足當不過),全期 2010-2026,4a 只不過市值閘(1 億至 5 億),12m,False,158,48,0,104,-0.3315003273030109,0.5063291139240507,0.0189873417721519,0.22784810126582278,5.366672695005573,高,0.43670886075949367,-0.0892742830067145,0.14218628337624892,-0.3950190786993955,0.398490569089121,2.1967596256654134,1.511138558549905,2.0,0.38179424413865337,8.0,1.008986012617499,0.08902730672090563,-0.0013458310823984477,153.0,0.13291139240506328,,,,
含流動性閘(與①池可比),A(資料不足當不過),全期 2010-2026,4b 只不過市值閘(低於 1 億),1m,False,8,0,0,8,-0.13879096256461365,0.0,0.0,0.0,0.8640009799623509,"低(樣本不足,只報樣本數)",,,,,,,,,,,,,,,,,,,
含流動性閘(與①池可比),A(資料不足當不過),全期 2010-2026,4b 只不過市值閘(低於 1 億),3m,False,7,1,0,7,-0.1606694753504628,0.0,0.0,0.0,2.5657186350808536,"低(樣本不足,只報樣本數)",,,,,,,,,,,,,,,,,,,
含流動性閘(與①池可比),A(資料不足當不過),全期 2010-2026,4b 只不過市值閘(低於 1 億),6m,False,6,2,0,6,-0.20480177958007834,0.3333333333333333,0.0,0.0,4.480743596090268,"低(樣本不足,只報樣本數)",,,,,,,,,,,,,,,,,,,
含流動性閘(與①池可比),A(資料不足當不過),全期 2010-2026,4b 只不過市值閘(低於 1 億),12m,False,6,2,0,6,-0.563304523452375,0.6666666666666666,0.0,0.6666666666666666,6.633764091673658,"低(樣本不足,只報樣本數)",,,,,,,,,,,,,,,,,,,
含流動性閘(與①池可比),A(資料不足當不過),全期 2010-2026,5 不過兩閘(補完),1m,False,1760,25,2,820,-0.11868247317673675,0.06931818181818182,0.0017045454545454545,0.014204545454545454,1.6731830654544644,高,0.4647727272727273,-0.0134206465311067,0.01277868988335421,-0.10704006522783593,0.09331867503230576,1.3736766532316333,1.0086437245652455,18.0,0.7811537757092505,88.0,2.4125609068423737,0.0028254648317702913,-0.01900071344198766,911.0,0.0846590909090909,,,,
含流動性閘(與①池可比),A(資料不足當不過),全期 2010-2026,5 不過兩閘(補完),3m,False,1686,99,2,782,-0.19234013417134643,0.2372479240806643,0.004151838671411625,0.06583629893238434,8.563105696593869,高,0.4454329774614472,-0.03390020437962195,0.034937801605422335,-0.1972339281323306,0.17070359090135306,1.626224860323856,1.1134939437056686,17.0,0.6440765056731169,85.0,1.8083961039634506,0.012561845986525603,-0.029743085840285566,887.0,0.08837485172004746,,,,
含流動性閘(與①池可比),A(資料不足當不過),全期 2010-2026,5 不過兩閘(補完),6m,False,1569,216,2,733,-0.2727590084466204,0.4040790312300829,0.014021669853409816,0.1880178457616316,5.019270057208198,高,0.4327597195666029,-0.0672755466147153,0.03307129236822693,-0.3040544038472333,0.2227292753178551,1.5635576673502616,1.0323675516913189,16.0,0.9134921594904988,79.0,2.644354399517375,0.0028904011773079365,-0.057264209051855676,841.0,0.09496494582536648,,,,
含流動性閘(與①池可比),A(資料不足當不過),全期 2010-2026,5 不過兩閘(補完),12m,False,1415,370,2,671,-0.3745125190592654,0.5519434628975265,0.05512367491166078,0.3265017667844523,8.63523726688489,高,0.4268551236749117,-0.0831841428653,0.0776067428971423,-0.4313581075352274,0.3181348640159469,1.8059480232608653,1.048556196880916,15.0,0.7091328017590358,71.0,1.7427909976169627,0.022815112184003235,-0.06069085552038362,770.0,0.10530035335689046,,,,
含流動性閘(與①池可比),A(資料不足當不過),全期 2010-2026,6 三閘全不過,1m,False,366,6,1,242,-0.14125547858810295,0.1092896174863388,0.0,0.02185792349726776,2.372351894018505,高,0.44808743169398907,-0.0315760273578054,0.008826926691122255,-0.12932494167839675,0.09492018374329962,1.364439932499057,1.0284768084361242,4.0,1.6784054717425463,19.0,4.275203181162117,-0.006054403712512488,-0.03049294549448219,246.0,0.08743169398907104,,,,
含流動性閘(與①池可比),A(資料不足當不過),全期 2010-2026,6 三閘全不過,3m,False,340,32,1,223,-0.2327373625595512,0.29705882352941176,0.0,0.12058823529411765,16.6471220607926,高,0.42058823529411765,-0.0537474071891981,0.10003186914889464,-0.22307994158917355,0.18079766899550737,2.4009389312790073,1.309180529792382,4.0,0.8891199578927433,17.0,1.3873818988535151,0.011223579980717224,-0.04079003728080545,233.0,0.09411764705882353,,,,
含流動性閘(與①池可比),A(資料不足當不過),全期 2010-2026,6 三閘全不過,6m,False,320,52,1,207,-0.2776323430006213,0.428125,0.009375,0.221875,7.487853119910277,高,0.425,-0.0719134712887155,0.12796933540064606,-0.3144041207721414,0.3219439722476842,2.3269169937612992,1.339078666386057,4.0,0.4707769065404036,16.0,1.0216824933501656,0.06858159751766942,-0.0029207308040521845,219.0,0.1,,,,
含流動性閘(與①池可比),A(資料不足當不過),全期 2010-2026,6 三閘全不過,12m,False,276,96,1,175,-0.3555442683807048,0.5543478260869565,0.057971014492753624,0.3442028985507246,6.000356724088963,高,0.4420289855072464,-0.10256885960401746,0.19098995152881196,-0.43576418790021487,0.4764257438023156,2.3275564606640873,1.5006830660897514,3.0,0.268588451058111,14.0,0.8472278986291308,0.14122733601936552,0.030737062599520797,189.0,0.11594202898550725,,,,
含流動性閘(與①池可比),A(資料不足當不過),建表年份 2010-2021,0 全部觸發(不分閘),1m,False,3609,0,0,1443,-0.0997517848331576,0.08174009420892214,0.0013854253255749516,0.028539761706844,2.372351894018505,高,0.48960931005818786,-0.0030269817649062,0.0002753201718891614,-0.0800114260763978,0.0701884130243448,1.0476895662100687,0.9122092057613589,37.0,26.538271441736015,181.0,74.26187246917421,-0.007104032875328882,-0.021235481621346478,1634.0,0.2948185092823497,,,,
含流動性閘(與①池可比),A(資料不足當不過),建表年份 2010-2021,0 全部觸發(不分閘),3m,False,3609,0,0,1443,-0.1488739582124624,0.17761152673870878,0.0024937655860349127,0.05791077860903297,8.563105696593869,高,0.49598226655583266,-0.0020253182664462,0.028706584151124266,-0.1360368312449394,0.1403217495838951,1.3657847696300984,1.0546409333147702,37.0,0.653811652826942,181.0,1.5490288232419243,0.010040824937633142,-0.01659291665573961,1634.0,0.2948185092823497,,,,
含流動性閘(與①池可比),A(資料不足當不過),建表年份 2010-2021,0 全部觸發(不分閘),6m,False,3609,0,0,1443,-0.1982071492708333,0.28234968135217514,0.00831255195344971,0.1172069825436409,7.487853119910277,高,0.47215295095594345,-0.0209114282643986,0.036311401394940504,-0.2012262791008697,0.1961500459809624,1.453961219141282,1.1224688548041644,37.0,0.6708256870388627,181.0,1.7109730070408509,0.012076591604162879,-0.027179545594754453,1634.0,0.2948185092823497,,,,
含流動性閘(與①池可比),A(資料不足當不過),建表年份 2010-2021,0 全部觸發(不分閘),12m,False,3609,0,0,1443,-0.2771955093808063,0.4311443613189249,0.03380437794402882,0.23496813521751178,11.705683397360184,高,0.48960931005818786,-0.0130361950227181,0.0787353769514054,-0.2886716967529814,0.3071682774190043,1.5490092037823526,1.128759575999249,37.0,0.4882533858297122,181.0,1.196556021412841,0.04070992674026421,-0.01629304783803173,1634.0,0.2948185092823497,,,,
含流動性閘(與①池可比),A(資料不足當不過),建表年份 2010-2021,1 過三閘(現行①池),1m,False,685,0,0,372,-0.0926285672423006,0.06715328467153285,0.00145985401459854,0.021897810218978103,0.7289663457738649,高,0.5065693430656935,0.000827829429691,0.0037710330447218183,-0.0671699316801772,0.0733135664899056,1.0524282535597234,1.0589507378494183,7.0,1.509193344303762,35.0,4.406949364950102,-0.0019400098456526416,-0.013539518871216578,497.0,0.28905109489051095,,,,
含流動性閘(與①池可比),A(資料不足當不過),建表年份 2010-2021,1 過三閘(現行①池),3m,False,685,0,0,372,-0.1349846962970474,0.15328467153284672,0.00145985401459854,0.043795620437956206,1.1245123772670025,高,0.5124087591240876,0.0042188998701093,0.029961358077141044,-0.1221579667744772,0.1393102991615606,1.3412838253907087,1.0612345970141834,7.0,0.2984327841930355,35.0,1.1124722208961138,0.02123692625230547,-0.0035512723562151375,497.0,0.28905109489051095,,,,
含流動性閘(與①池可比),A(資料不足當不過),建表年份 2010-2021,1 過三閘(現行①池),6m,False,685,0,0,372,-0.172489453856104,0.2569343065693431,0.00291970802919708,0.09197080291970802,3.5697477446936787,高,0.47153284671532847,-0.0191364763572364,0.030152928374735634,-0.1812651541021809,0.1704060159774767,1.433764346320386,1.0838141688684015,7.0,0.6699138908440988,35.0,1.7615072491249342,0.010055823042342276,-0.024198071345690266,497.0,0.28905109489051095,,,,
