事件表,版本,年份段,進場格,期,口徑,樣本N,未成熟,無進場點,簇數,可信度,勝率,平均超額,中位超額,贏家數,輸家數,贏家平均,輸家平均,贏家中位,輸家中位,平均盈虧比(贏家平均/|輸家平均|),中位盈虧比(贏家中位/|輸家中位|)=原表賠率欄,驗算平均(p x 贏家平均 - (1-p) x |輸家平均|),驗算差(個百分點),最大單筆超額,剔走前三大贏家後平均,前1%事件數,前1%佔總超額比例,前5%事件數,前5%佔總超額比例,剔走前1%後平均,剔走前5%後平均
events.csv(正本),A(淨現金 N2),全期 2010-2026,跌勢衰竭,3m,正本(120 日冷卻),556,22,11,443,高,0.48381294964028776,0.022088279959538902,-0.006900375947679151,269,287,0.20244979101903382,-0.14696135932618973,0.1404846367339762,-0.1268683792247197,1.3775715735568568,1.1073258568641307,0.022088279959538923,2.0816681711721685e-15,2.921219219496061,0.011452533885420694,6,0.6888091512922149,28,1.6133146458692011,0.0069486560844179545,-0.014265470595249758
events.csv(正本),A(淨現金 N2),全期 2010-2026,跌勢衰竭,3m,同公司單注(365 曆日),438,19,9,364,高,0.4726027397260274,0.011709248647507437,-0.0088755749418851,207,231,0.18857325866893956,-0.14677927981325634,0.1336295512010612,-0.1269658973581364,1.284740318312344,1.052483808499604,0.011709248647507484,4.683753385137379e-15,1.8661342617849628,0.002545638212166591,5,1.0798363334423935,22,2.722829658997074,-0.0009456182077816354,-0.02123988436122541
events.csv(正本),A(淨現金 N2),全期 2010-2026,跌勢衰竭,6m,正本(120 日冷卻),523,55,11,423,高,0.4397705544933078,0.0073781841988944255,-0.0443549147637739,230,293,0.29079716276107626,-0.21510087747107762,0.19962845198628465,-0.1848432587898638,1.3519106299330497,1.0799877328132867,0.007378184198894425,8.673617379884035e-17,2.7093591860815387,-0.005131049640239751,6,2.7703117847936958,27,6.850679740050455,-0.013213272740633258,-0.04551723072593779
events.csv(正本),A(淨現金 N2),全期 2010-2026,跌勢衰竭,6m,同公司單注(365 曆日),421,36,9,352,高,0.43942992874109266,0.0037648208585321415,-0.0525559644537735,185,236,0.28640334309911014,-0.21779503767751413,0.1883052122455037,-0.18967585879458185,1.3150131708840094,0.9927737427536176,0.003764820858532178,3.642919299551295e-15,2.7093591860815387,-0.011822838678240265,5,5.771298873578366,22,13.375083811169496,-0.01817898799174955,-0.04915884438640501
events.csv(正本),A(淨現金 N2),全期 2010-2026,跌勢衰竭,12m,正本(120 日冷卻),490,88,11,397,高,0.46122448979591835,0.05613802887014402,-0.04213624622797775,226,264,0.445601265034706,-0.27726610511921584,0.25873617544193084,-0.23813279907510393,1.6071249128814762,1.0865205315977027,0.05613802887014399,2.7755575615628914e-15,4.59119401420062,0.03196209911271729,5,0.6173397097684166,25,1.6890471774028415,0.021703256218627603,-0.040761414334595
events.csv(正本),A(淨現金 N2),全期 2010-2026,跌勢衰竭,12m,同公司單注(365 曆日),396,61,9,333,高,0.4494949494949495,0.029723913880729893,-0.04667451987779345,178,218,0.4026152683121396,-0.2747470085449165,0.2507103951019336,-0.23461890529783652,1.4654036469566103,1.0685856486444252,0.029723913880729952,5.898059818321144e-15,4.59119401420062,0.005903929034131363,4,0.9899021268186206,20,2.6994674048665286,0.00030321105070778656,-0.05320178144415597
events.csv(正本),A(淨現金 N2),全期 2010-2026,買方回來,1m,正本(120 日冷卻),566,6,17,454,高,0.47703180212014135,5.001915184659447e-05,-0.0069901188790798,270,296,0.09703797058773839,-0.08841872033359524,0.0627122769436745,-0.0679270871823732,1.0974821872746354,0.9232292969563411,5.0019151846603105e-05,8.632959798415829e-16,0.560873599843575,-0.0024809871402912747,6,91.39492391443852,29,320.5851460266616,-0.004569921826424484,-0.016848647892021208
events.csv(正本),A(淨現金 N2),全期 2010-2026,買方回來,1m,同公司單注(365 曆日),449,4,13,375,高,0.46325167037861914,-0.0034835165272203423,-0.0085513219200793,208,241,0.09363172475587965,-0.08730082020724025,0.0591999536694456,-0.069239216883346,1.072518271118309,0.8550061126367949,-0.0034835165272203497,7.37257477290143e-16,0.560873599843575,-0.0066347456970498875,5,-1.3317434108052288,23,-4.432643585348198,-0.008214138180722834,-0.019946460019976648
events.csv(正本),A(淨現金 N2),全期 2010-2026,買方回來,3m,正本(120 日冷卻),545,27,17,439,高,0.47522935779816516,0.011783067228365056,-0.0113245413845222,259,286,0.1864306426034014,-0.14637679998189515,0.1255919503549403,-0.1339275435902982,1.2736351841716744,0.9377604261834476,0.011783067228365057,1.734723475976807e-16,2.3062305577382016,0.001609894000517879,6,1.3319587960871522,28,3.016851670988911,-0.003955034475290205,-0.0250517618215706
events.csv(正本),A(淨現金 N2),全期 2010-2026,買方回來,3m,同公司單注(365 曆日),432,21,13,363,高,0.45601851851851855,0.004309253595795394,-0.017358696449256653,197,235,0.18208072373446935,-0.14471619158428448,0.1293621465417531,-0.1289184356474748,1.2581917872570831,1.0034417955201662,0.004309253595795412,1.8214596497756474e-15,1.4945570917341993,-0.0041934202863383825,5,2.7889330532669687,22,7.208197257213931,-0.0077992351173978135,-0.02818820689012756
