事件表,版本,年份段,進場格,期,口徑,樣本N,未成熟,無進場點,簇數,可信度,勝率,平均超額,中位超額,贏家數,輸家數,贏家平均,輸家平均,贏家中位,輸家中位,平均盈虧比(贏家平均/|輸家平均|),中位盈虧比(贏家中位/|輸家中位|)=原表賠率欄,驗算平均(p x 贏家平均 - (1-p) x |輸家平均|),驗算差(個百分點),最大單筆超額,剔走前三大贏家後平均,前1%事件數,前1%佔總超額比例,前5%事件數,前5%佔總超額比例,剔走前1%後平均,剔走前5%後平均
events.csv(正本),"A2(N2,缺債務標籤當零負債)",建表年份 2010-2021,買方回來,1m,正本(120 日冷卻),1374,0,4,851,高,0.4810771470160116,-0.0002561363871751626,-0.005133120695859699,661,713,0.09815724926927799,-0.09149210822296133,0.068420813811501,-0.0728478800516226,1.0728493547232956,0.939228619460382,-0.0002561363871751779,1.5287250632045613e-15,0.5119884978389664,-0.0013411432835077075,14,-16.480891362090624,69,-60.58446919793965,-0.004523584191185361,-0.01660805227236515
events.csv(正本),"A2(N2,缺債務標籤當零負債)",建表年份 2010-2021,買方回來,1m,同公司單注(365 曆日),1110,0,3,733,高,0.4828828828828829,-0.0006339314267923451,-0.005133120695859699,536,574,0.09292643748610054,-0.08800040832106165,0.06503188662858415,-0.0702751729987321,1.0559773444126157,0.9253892072205565,-0.0006339314267923488,3.686287386450715e-16,0.5119884978389664,-0.001967497694140139,12,-6.9380490374446016,56,-23.144932206550074,-0.005087175241350528,-0.016119465625320722
events.csv(正本),"A2(N2,缺債務標籤當零負債)",建表年份 2010-2021,買方回來,3m,正本(120 日冷卻),1374,0,4,851,高,0.45414847161572053,-0.005962877108403061,-0.0202768803692844,624,750,0.1749552331397569,-0.15648674483487213,0.12553322735733152,-0.1300080767201614,1.1180195058972764,0.9655802202776843,-0.005962877108403056,5.204170427930421e-16,2.3062305577382016,-0.010211561138731439,14,-1.824353907712622,69,-4.950396774175267,-0.017014641331205237,-0.03735751723557577
events.csv(正本),"A2(N2,缺債務標籤當零負債)",建表年份 2010-2021,買方回來,3m,同公司單注(365 曆日),1110,0,3,733,高,0.4477477477477477,-0.010759326851485933,-0.024559064218444948,497,613,0.16245350585703,-0.15119452726932023,0.116583311202046,-0.12548528661197,1.0744668394488535,0.9290596081001034,-0.01075932685148595,1.734723475976807e-15,2.0062695247825992,-0.015149688673110026,12,-0.990325356489874,56,-2.5136701644224435,-0.021648599969867986,-0.03981332597679534
events.csv(正本),"A2(N2,缺債務標籤當零負債)",建表年份 2010-2021,買方回來,6m,正本(120 日冷卻),1374,0,4,851,高,0.45633187772925765,0.007370619219341328,-0.027122134116207952,627,747,0.2643124062314335,-0.2082953787145031,0.1880531558995881,-0.1761166196662372,1.2689307264646965,1.0677763192137806,0.007370619219341332,3.469446951953614e-16,2.0910620379283267,0.003157403825811389,14,1.9076983294375938,69,5.76477193994138,-0.0067591694747670605,-0.03697620320328753
events.csv(正本),"A2(N2,缺債務標籤當零負債)",建表年份 2010-2021,買方回來,6m,同公司單注(365 曆日),1110,0,3,733,高,0.44504504504504505,-0.0038371753424204192,-0.03527897548665255,494,616,0.24365324400468305,-0.20231163501363653,0.17626649254096927,-0.16769686155656505,1.204346176077614,1.0511019163081572,-0.0038371753424204236,4.3368086899420177e-16,2.0910620379283267,-0.008585247627823771,12,-3.4279021076040017,56,-10.092718387165062,-0.017176326805468056,-0.044826207853855916
events.csv(正本),"A2(N2,缺債務標籤當零負債)",建表年份 2010-2021,買方回來,12m,正本(120 日冷卻),1374,0,4,851,高,0.475254730713246,0.049138977960676025,-0.02333388879546305,653,721,0.4079034864739796,-0.2757892107483216,0.2674826950878954,-0.2304085770929163,1.4790407694600578,1.1609059804228916,0.049138977960675984,4.163336342344337e-15,7.021457922676005,0.03888094313359108,14,0.5507559093295468,69,1.5474564360062097,0.02230264218849715,-0.028323825247010215
events.csv(正本),"A2(N2,缺債務標籤當零負債)",建表年份 2010-2021,買方回來,12m,同公司單注(365 曆日),1110,0,3,733,高,0.46846846846846846,0.03840733698296102,-0.029098062620737747,520,590,0.3881716240467667,-0.2698594922936135,0.2547806973705832,-0.21613178279433395,1.438421234500904,1.1788210603575442,0.03840733698296098,4.163336342344337e-15,7.021457922676005,0.025832377459125623,12,0.7121247740293655,56,1.8875232103494952,0.011177357105937402,-0.035898498436719786
events.csv(正本),"A2(N2,缺債務標籤當零負債)",驗證年份 2022-2026,觸發日即買,1m,正本(120 日冷卻),1837,28,0,876,高,0.49101796407185627,0.004805301537563554,-0.0024406815764708,902,935,0.10263898279668035,-0.0895754262653491,0.0746082708905504,-0.0711919641498045,1.145838619764232,1.0479872522347775,0.004805301537563561,6.938893903907228e-16,0.8506280957372951,0.003559191123732157,19,1.0743226862848652,92,3.289996192809071,-0.0003608754354323984,-0.011584282252005751
events.csv(正本),"A2(N2,缺債務標籤當零負債)",驗證年份 2022-2026,觸發日即買,1m,同公司單注(365 曆日),1347,23,0,713,高,0.4951744617668894,0.00407671027685042,-0.0014829428600525,667,680,0.09968226652720395,-0.08970109269224634,0.0727256476390425,-0.07178571536426931,1.1112714855013173,1.0130935837304622,0.004076710276850429,8.673617379884035e-16,0.7225226504839646,0.002729349948469845,14,1.2170530749297959,68,3.85581712234633,-0.0008941558807956588,-0.012261321851803281
events.csv(正本),"A2(N2,缺債務標籤當零負債)",驗證年份 2022-2026,觸發日即買,3m,正本(120 日冷卻),1729,136,0,832,高,0.4898785425101215,0.010392805192280677,-0.005774921288018,847,882,0.18741102975704532,-0.15960088665166,0.1344261795549775,-0.1360363916123472,1.1742480489227036,0.9881633727689704,0.010392805192280682,5.204170427930421e-16,1.5379776085719985,0.00812276619654988,18,0.9305321247579937,87,2.9256751848926554,0.0007295612959736801,-0.02107354801893001
events.csv(正本),"A2(N2,缺債務標籤當零負債)",驗證年份 2022-2026,觸發日即買,3m,同公司單注(365 曆日),1258,112,0,675,高,0.48807631160572335,0.010712064889354327,-0.0066841708494766,614,644,0.18614717987534923,-0.15655060685195135,0.1303615777568525,-0.1320399835510361,1.189054348740961,0.9872886549282637,0.010712064889354347,2.0816681711721685e-15,1.5379776085719985,0.007702359287450007,13,0.916169473701767,63,2.8482271654927773,0.0009073747237498556,-0.020842090622091015
events.csv(正本),"A2(N2,缺債務標籤當零負債)",驗證年份 2022-2026,觸發日即買,6m,正本(120 日冷卻),1530,335,0,752,高,0.42091503267973857,-0.004629770597786736,-0.049784709004229155,644,886,0.28902430282723257,-0.2180758465410288,0.1929830154416616,-0.18632971910214885,1.325338442617741,1.0357071130229383,-0.004629770597786742,6.071532165918825e-16,3.397946482669285,-0.00977864866360268,16,-3.8102365208255358,77,-10.52152925068344,-0.022505644760338565,-0.05616883494185937
events.csv(正本),"A2(N2,缺債務標籤當零負債)",驗證年份 2022-2026,觸發日即買,6m,同公司單注(365 曆日),1119,251,0,611,高,0.40840035746201964,-0.00936461293535222,-0.0586737114987168,457,662,0.28557930325041225,-0.2129739327191806,0.1871504092002438,-0.1827635449029988,1.3409120055409145,1.0240029503672263,-0.009364612935352248,2.7755575615628914e-15,3.397946482669285,-0.016422445671475567,12,-1.9697725305790974,56,-5.110522195304967,-0.028112242019195675,-0.06023722816533113
events.csv(正本),"A2(N2,缺債務標籤當零負債)",驗證年份 2022-2026,觸發日即買,12m,正本(120 日冷卻),1308,557,0,650,高,0.40061162079510704,-0.024191293762353596,-0.1017208726249267,524,784,0.3934121017693951,-0.3033037673065325,0.2663551028247072,-0.2872406163257478,1.2970894007122404,0.9272891356097245,-0.024191293762353544,5.204170427930421e-15,3.061586771067589,-0.03051762324609384,14,-0.9628144240957333,66,-2.682382641096213,-0.047996746983960156,-0.09381540505855408
events.csv(正本),"A2(N2,缺債務標籤當零負債)",驗證年份 2022-2026,觸發日即買,12m,同公司單注(365 曆日),969,401,0,538,高,0.39215686274509803,-0.025180148874269802,-0.1118076556760949,380,589,0.3910082641001558,-0.2936888024061573,0.2637541237418331,-0.2774252184742005,1.3313693300414309,0.9507215140441937,-0.025180148874269837,3.469446951953614e-15,3.061586771067589,-0.033729658751719814,10,-0.9248851270988528,49,-2.577493418984861,-0.04897430484897202,-0.09487965278616278
events.csv(正本),"A2(N2,缺債務標籤當零負債)",驗證年份 2022-2026,跌勢衰竭,1m,正本(120 日冷卻),1787,44,39,856,高,0.5092333519865697,0.005730323920871992,0.0026525432738804,910,877,0.10363377099603854,-0.0958570612996543,0.0742978457489904,-0.075617078984306,1.0811281880640367,0.9825537662518092,0.005730323920872006,1.3877787807814457e-15,0.6301154964506914,0.004722139014179715,18,0.8513837652387937,90,2.9680242549937206,0.0008602845946871945,-0.011875511622507969
events.csv(正本),"A2(N2,缺債務標籤當零負債)",驗證年份 2022-2026,跌勢衰竭,1m,同公司單注(365 曆日),1306,37,30,697,高,0.5061255742725881,0.005550466690176964,0.00121135806918145,661,645,0.09970717596210438,-0.09094191288927113,0.071322374236423,-0.0699327882043069,1.0963830954766218,1.0198703078741327,0.005550466690176968,4.3368086899420177e-16,0.6301154964506914,0.004250403346920062,14,0.8931823640694441,66,3.0111902400499297,0.0005993122102041298,-0.011757206477514546
events.csv(正本),"A2(N2,缺債務標籤當零負債)",驗證年份 2022-2026,跌勢衰竭,3m,正本(120 日冷卻),1677,154,39,815,高,0.4836016696481813,0.006539610322782276,-0.0067419773292168,811,866,0.18242598014554673,-0.15817614709784358,0.1180968711433472,-0.138921897850102,1.1533090386422349,0.8500954347080314,0.006539610322782274,1.734723475976807e-16,3.1938156933140016,0.003048310731789867,17,1.6034314838581256,84,4.8209698390303695,-0.003986619721735134,-0.02630527019872084
events.csv(正本),"A2(N2,缺債務標籤當零負債)",驗證年份 2022-2026,跌勢衰竭,3m,同公司單注(365 曆日),1223,120,30,663,高,0.48160261651676206,0.0067822864538594554,-0.0082938368045688,589,634,0.18341821878395206,-0.15731639515879756,0.1197613002687365,-0.13477618383518905,1.1659192838661663,0.8885939404189283,0.006782286453859462,6.938893903907228e-16,3.1938156933140016,0.002612196698889148,13,1.560146041964873,62,4.6248018048648865,-0.003839887376951605,-0.025897308553825053
events.csv(正本),"A2(N2,缺債務標籤當零負債)",驗證年份 2022-2026,跌勢衰竭,6m,正本(120 日冷卻),1489,342,39,737,高,0.41302887844190733,-0.010169769219554958,-0.0548496453612844,615,874,0.28494086423001586,-0.21782770923269687,0.182317098709565,-0.1912197498303268,1.3081020097660054,0.9534428262318024,-0.010169769219554925,3.2959746043559335e-15,5.028545540148772,-0.01656031182622865,15,-1.7525421007841349,75,-4.793248211216073,-0.02827758276857026,-0.06204096183788134
events.csv(正本),"A2(N2,缺債務標籤當零負債)",驗證年份 2022-2026,跌勢衰竭,6m,同公司單注(365 曆日),1098,245,30,604,高,0.4034608378870674,-0.016158116029743624,-0.0633091139125794,443,655,0.28050617172366715,-0.21680281751792835,0.1725434422378149,-0.1903122323958388,1.2938308410151123,0.9066334836477257,-0.016158116029743624,0.0,5.028545540148772,-0.02484698484613416,11,-1.1624421292628222,55,-3.0065500312717885,-0.03529457951590941,-0.06815211285917569
events.csv(正本),"A2(N2,缺債務標籤當零負債)",驗證年份 2022-2026,跌勢衰竭,12m,正本(120 日冷卻),1288,543,39,641,高,0.406055900621118,-0.011670517397874924,-0.09251541886692291,523,765,0.4081664154022798,-0.2986962897566735,0.2486231851511284,-0.2755118746691505,1.3664930881290283,0.9024046076042586,-0.011670517397874919,5.204170427930421e-16,4.494961586543262,-0.020243174202722345,13,-2.3332713698102436,65,-6.46129636965254,-0.03929763917569642,-0.09170516725383279
events.csv(正本),"A2(N2,缺債務標籤當零負債)",驗證年份 2022-2026,跌勢衰竭,12m,同公司單注(365 曆日),956,387,30,531,高,0.3985355648535565,-0.01607459206684782,-0.09787530848224354,381,575,0.39908099866339924,-0.2911602965333246,0.2467466046376218,-0.271794812796398,1.3706573437897382,0.9078414782789108,-0.01607459206684783,1.0408340855860843e-15,3.56625000406416,-0.025391615441677014,10,-1.5475743728107507,48,-4.478476944244413,-0.04138410695091062,-0.09271966257400896
events.csv(正本),"A2(N2,缺債務標籤當零負債)",驗證年份 2022-2026,買方回來,1m,正本(120 日冷卻),1766,33,72,851,高,0.4733861834654587,-0.0008915069759391818,-0.0067980612475457,836,930,0.1042015868919451,-0.09536228813029538,0.07283419742735535,-0.07566711814841964,1.0926917645848893,0.9625607424944138,-0.0008915069759391769,4.87890977618477e-16,0.7141447229496054,-0.0019316248317800613,18,-5.44834192531119,89,-18.481102648181285,-0.005807939379778336,-0.018289250873451988
events.csv(正本),"A2(N2,缺債務標籤當零負債)",驗證年份 2022-2026,買方回來,1m,同公司單注(365 曆日),1294,27,53,694,高,0.46367851622874806,-0.001566956410615078,-0.0084111944205768,600,694,0.10478304709225189,-0.09351220439580266,0.0730451289227743,-0.07482950022234855,1.1205280398347142,0.9761541732301812,-0.001566956410615085,6.938893903907228e-16,0.7141447229496054,-0.0029889193294001188,13,-3.1734253873885865,65,-10.548764820710726,-0.0066059413821233336,-0.019053503600671384
events.csv(正本),"A2(N2,缺債務標籤當零負債)",驗證年份 2022-2026,買方回來,3m,正本(120 日冷卻),1632,167,72,802,高,0.47181372549019607,0.008130650619464644,-0.0130231700618379,770,862,0.1892064472520177,-0.15361919092005488,0.12728359784845655,-0.1291120173461992,1.2316589230735033,0.9858385026016598,0.008130650619464663,1.908195823574488e-15,3.396805041048303,0.004063080810112507,17,1.5232990555217008,82,4.179560120264386,-0.004299548756152708,-0.027219540965865055
events.csv(正本),"A2(N2,缺債務標籤當零負債)",驗證年份 2022-2026,買方回來,3m,同公司單注(365 曆日),1189,132,53,650,高,0.464255677039529,0.008795552068195777,-0.0144730672230259,552,637,0.19217212053217203,-0.15011161558033623,0.12275278842998345,-0.1222423051698486,1.2801948722570773,1.0041759950405513,0.008795552068195767,1.0408340855860843e-15,3.396805041048303,0.004048681559431132,12,1.3072076982849945,60,3.84638974107072,-0.0027296099344548187,-0.026366068864344873
events.csv(正本),"A2(N2,缺債務標籤當零負債)",驗證年份 2022-2026,買方回來,6m,正本(120 日冷卻),1446,353,72,728,高,0.4211618257261411,-0.01437281504803904,-0.0545575969326071,609,837,0.270149975638145,-0.22139118963332707,0.1682271011383496,-0.2009500328786346,1.220238149881092,0.8371588634670775,-0.014372815048039028,1.214306433183765e-15,3.3255009672308797,-0.01990005268844049,15,-1.2298893102743118,73,-3.3039290879821235,-0.03238573827603964,-0.06514854187694516
events.csv(正本),"A2(N2,缺債務標籤當零負債)",驗證年份 2022-2026,買方回來,6m,同公司單注(365 曆日),1068,253,53,596,高,0.4035580524344569,-0.018923187703194785,-0.061764137982234055,431,637,0.27520678035190616,-0.2179342021957356,0.168199986254101,-0.1976761789369489,1.2627975672434,0.8508864707858925,-0.018923187703194788,3.469446951953614e-16,3.3255009672308797,-0.026318276566268197,11,-0.9672817085972315,54,-2.5887497892409392,-0.03761465792559392,-0.0715271259581423
events.csv(正本),"A2(N2,缺債務標籤當零負債)",驗證年份 2022-2026,買方回來,12m,正本(120 日冷卻),1251,548,72,630,高,0.3876898481215028,-0.015642749049562858,-0.1023424916804026,485,766,0.4213358590025782,-0.29231980506168875,0.2467532128919902,-0.266390099294599,1.441352421925921,0.9262852243585356,-0.015642749049562893,3.469446951953614e-15,4.060093723241976,-0.02378658988402517,13,-1.6975301575082553,63,-4.88425925280311,-0.0426398876589009,-0.09692721762082769
events.csv(正本),"A2(N2,缺債務標籤當零負債)",驗證年份 2022-2026,買方回來,12m,同公司單注(365 曆日),928,393,53,520,高,0.3793103448275862,-0.01995415561466128,-0.10832485051224824,352,576,0.4121509993024557,-0.2840184169528994,0.25463787989118264,-0.2552360202499149,1.451141808775046,0.9976565205877033,-0.019954155614661268,1.3877787807814457e-15,4.060093723241976,-0.029965041584566518,10,-1.3229985027040028,47,-3.6322909574606324,-0.046858413415314826,-0.097364637781037
events.csv(正本),B(總債務/四季經營現金流<=3),全期 2010-2026,觸發日即買,1m,正本(120 日冷卻),1589,13,0,1080,高,0.4971680302076778,0.0004866516086699431,-0.0005675852175576,790,799,0.09220226802578967,-0.09019587275869499,0.06212881556928915,-0.0662424148752688,1.0222448678163187,0.9379008251174816,0.0004866516086699385,4.607859233063394e-16,0.914636785560262,-0.0010043104512241826,16,11.216582073065227,80,31.825241163747815,-0.005022488674147804,-0.015796442965383146
events.csv(正本),B(總債務/四季經營現金流<=3),全期 2010-2026,觸發日即買,1m,同公司單注(365 曆日),1272,11,0,898,高,0.5102201257861635,0.005078608874066067,0.0025986716476418,649,623,0.09176003431708572,-0.08522033994217751,0.0603509107325901,-0.0616859105555538,1.0767386562802428,0.9783581078573621,0.005078608874066068,8.673617379884035e-17,0.914636785560262,0.003226055717883334,13,1.1563180523536993,64,3.164594048304517,-0.000802075560983479,-0.011575543842733224
events.csv(正本),B(總債務/四季經營現金流<=3),全期 2010-2026,觸發日即買,3m,正本(120 日冷卻),1521,81,0,1047,高,0.4990138067061144,0.017365216199906493,-0.0007922592981119,759,762,0.17622158237851687,-0.14086573121422116,0.1287549388031008,-0.11680427521241585,1.2509897251768665,1.1023135802944877,0.017365216199906497,3.469446951953614e-16,1.5379776085719985,0.014623794975617865,16,0.5693240505434786,77,1.6901044201424942,0.007558289609356417,-0.012622838466766118
events.csv(正本),B(總債務/四季經營現金流<=3),全期 2010-2026,觸發日即買,3m,同公司單注(365 曆日),1215,68,0,869,高,0.49465020576131685,0.01747664880327227,-0.0026996815249322,601,614,0.17097620264788224,-0.1327729144876245,0.1191365503767583,-0.1071367060286445,1.2877340480751336,1.112004977499546,0.01747664880327225,1.734723475976807e-15,1.5379776085719985,0.014043362400087429,13,0.5756153165837604,61,1.6543317317930395,0.0074970372832841095,-0.012040003415096562
events.csv(正本),B(總債務/四季經營現金流<=3),全期 2010-2026,觸發日即買,6m,正本(120 日冷卻),1418,184,0,993,高,0.45557122708039494,0.011445439751747277,-0.02547335559760855,646,772,0.2595849180117601,-0.1961945899839629,0.1789280235947983,-0.16466445905206084,1.323099266055087,1.0866219986076526,0.011445439751747277,0.0,2.55430340500854,0.006715194678402817,15,1.3785116139652598,71,3.7756997561037413,-0.0043785493912188115,-0.03344364509004351
events.csv(正本),B(總債務/四季經營現金流<=3),全期 2010-2026,觸發日即買,6m,同公司單注(365 曆日),1131,152,0,824,高,0.4376657824933687,0.0031092339302821246,-0.0345055227698213,495,636,0.2502964273592772,-0.18927702510643574,0.1643706125399324,-0.1576519274706536,1.3223814523634263,1.0426172085370125,0.003109233930282132,7.37257477290143e-16,2.55430340500854,-0.002846710569936639,12,5.304439115429577,57,13.855192758624955,-0.01352703102411463,-0.04209110381996797
events.csv(正本),B(總債務/四季經營現金流<=3),全期 2010-2026,觸發日即買,12m,正本(120 日冷卻),1315,287,0,932,高,0.46539923954372625,0.03159328827778987,-0.0284270716760891,612,703,0.38238880504066625,-0.27379342048306404,0.25699035940154236,-0.2318032016565373,1.3966325573711862,1.1086575058714023,0.03159328827778993,5.551115123125783e-15,4.011141292429923,0.023171465884079995,14,0.8369717384620359,66,2.171805078525424,0.005206024217077266,-0.03897745875209761
events.csv(正本),B(總債務/四季經營現金流<=3),全期 2010-2026,觸發日即買,12m,同公司單注(365 曆日),1071,212,0,785,高,0.4668534080298786,0.027495702302498173,-0.0227782433560519,500,571,0.3658358117640207,-0.2687740958249296,0.25176117522582575,-0.2263190406338033,1.3611274949737486,1.1124171193054377,0.02749570230249815,2.42861286636753e-15,4.011141292429923,0.017579202945292857,11,0.9146019303779371,54,2.4276943747704403,0.0023724467664182403,-0.0413398201894608
events.csv(正本),B(總債務/四季經營現金流<=3),全期 2010-2026,跌勢衰竭,1m,正本(120 日冷卻),1569,17,19,1070,高,0.491395793499044,0.004387906244973336,-0.0026186567568029,771,798,0.09797317704118037,-0.08603094561451992,0.0674391318233318,-0.0687600622438856,1.1388132065892915,0.9807892782896476,0.004387906244973351,1.474514954580286e-15,0.8538246840434487,0.0029846481440411908,16,1.2204271525476773,79,3.7742039966372416,-0.0009771785336156068,-0.01281835832777675
events.csv(正本),B(總債務/四季經營現金流<=3),全期 2010-2026,跌勢衰竭,1m,同公司單注(365 曆日),1255,15,15,891,高,0.48685258964143424,0.0027350370906214228,-0.0037487832008017,611,644,0.09444922667439375,-0.08427951234367188,0.0646995272220445,-0.06827822383232304,1.1206665065793473,0.9475865596757896,0.002735037090621416,6.938893903907228e-16,0.6256721723559786,0.0013287324945062844,13,1.8467707238719921,63,5.851856953968481,-0.0023401903526473556,-0.01397135985990272
events.csv(正本),B(總債務/四季經營現金流<=3),全期 2010-2026,跌勢衰竭,3m,正本(120 日冷卻),1496,90,19,1037,高,0.48462566844919786,0.013700181597607568,-0.00773441843871425,725,771,0.17818423363816932,-0.140970295353634,0.1240620618214229,-0.1137157189333144,1.263984254208885,1.0909842806707826,0.01370018159760758,1.214306433183765e-15,1.8661342617849628,0.010874885976940134,15,0.7125982577573697,75,2.2222779775274955,0.003977335763705953,-0.017629249585717974
events.csv(正本),B(總債務/四季經營現金流<=3),全期 2010-2026,跌勢衰竭,3m,同公司單注(365 曆日),1192,78,15,859,高,0.46812080536912754,0.005928106932147797,-0.014264758046511651,558,634,0.1688261007984804,-0.1374426826221323,0.1167966208188433,-0.1118330367367039,1.228338224906667,1.0443838799962617,0.005928106932147806,8.673617379884035e-16,1.8661342617849628,0.0023608381469057142,12,1.7143111468936798,60,4.954981633253277,-0.004277575704271319,-0.024688251247026775
events.csv(正本),B(總債務/四季經營現金流<=3),全期 2010-2026,跌勢衰竭,6m,正本(120 日冷卻),1392,194,19,983,高,0.4511494252873563,0.005985683307674872,-0.029901780579935852,628,764,0.25909771974361645,-0.20206976025485301,0.17029461968169776,-0.17621692515821247,1.2822191673649685,0.9663919599595925,0.005985683307674863,8.673617379884035e-16,2.7093591860815387,0.0006898269035014081,14,2.5174579007335374,70,7.329952552373334,-0.00917530277047603,-0.0398953215831408
events.csv(正本),B(總債務/四季經營現金流<=3),全期 2010-2026,跌勢衰竭,6m,同公司單注(365 曆日),1116,154,15,818,高,0.4381720430107527,-0.0058724203789908835,-0.0375293091874367,489,627,0.24486523940301108,-0.2014238009745235,0.1587572640831183,-0.1763152309541757,1.215671823380903,0.9004171858776018,-0.005872420378990856,2.7755575615628914e-15,2.7093591860815387,-0.012513497518664696,12,-2.7504440510235657,56,-7.196861012416871,-0.022263577380664343,-0.050678416638518034
events.csv(正本),B(總債務/四季經營現金流<=3),全期 2010-2026,跌勢衰竭,12m,正本(120 日冷卻),1310,276,19,928,高,0.4763358778625954,0.04089984908576545,-0.024852780877524752,624,686,0.39010025036279,-0.27674016607001195,0.25837337770580215,-0.24052567789590457,1.409626422873864,1.0742028874672656,0.040899849085765466,1.3877787807814457e-15,4.59119401420062,0.031194007575873577,14,0.7005209428054507,66,1.753923389860074,0.012380963888211229,-0.032471312103241556
events.csv(正本),B(總債務/四季經營現金流<=3),全期 2010-2026,跌勢衰竭,12m,同公司單注(365 曆日),1066,204,15,781,高,0.46810506566604126,0.024442720952106322,-0.03285911396604875,499,567,0.3596274473105399,-0.2705434844321236,0.2466102345808571,-0.2342635589104306,1.3292777982268003,1.0527042094291208,0.02444272095210631,1.0408340855860843e-15,4.59119401420062,0.013800590011997488,11,0.9923649397492734,54,2.587710505349641,0.00018856746528305237,-0.04087874556729078
events.csv(正本),B(總債務/四季經營現金流<=3),全期 2010-2026,買方回來,1m,正本(120 日冷卻),1548,19,38,1065,高,0.48643410852713176,0.0005862067338238862,-0.0033553518962608003,753,795,0.09131406036796297,-0.08534847727436067,0.0598692782540819,-0.0685606559774403,1.069896772433624,0.8732308260554236,0.0005862067338238894,3.144186300207963e-16,0.9102662588263796,-0.0010967878745017938,16,9.926353312829555,78,27.727392195924814,-0.005287337907891906,-0.016499128730462057
events.csv(正本),B(總債務/四季經營現金流<=3),全期 2010-2026,買方回來,1m,同公司單注(365 曆日),1237,16,32,885,高,0.48100242522231207,-0.0014043059128514273,-0.0049354875328827,595,642,0.08645412022521118,-0.08283072889127394,0.0551916636839062,-0.06673909348812265,1.0437445303504864,0.8269765260405955,-0.001404305912851421,6.288372600415926e-16,0.9102662588263796,-0.0033684103241458274,13,-3.9003475768824494,62,-10.925763364883283,-0.006954675828880569,-0.017631113660088696
events.csv(正本),B(總債務/四季經營現金流<=3),全期 2010-2026,買方回來,3m,正本(120 日冷卻),1452,115,38,1019,高,0.46831955922865015,0.0051086286506815525,-0.0141111840836688,680,772,0.16867864565019952,-0.13896858839552598,0.1283171327278803,-0.12344807398992835,1.2137897318933266,1.0394421604208195,0.005108628650681568,1.5612511283791264e-15,1.4945570917341993,0.0025130202050608706,15,1.7525588128027847,73,5.22925841902532,-0.003884674446774707,-0.02274945031239019
events.csv(正本),B(總債務/四季經營現金流<=3),全期 2010-2026,買方回來,3m,同公司單注(365 曆日),1155,98,32,844,高,0.44675324675324674,-0.001285349957820606,-0.01917564047891,516,639,0.16309871570321927,-0.13402741236955235,0.11715973275187246,-0.117778713534604,1.2169056525056898,0.9947445445432745,-0.0012853499578206334,2.7538735181131813e-15,1.4945570917341993,-0.004566789691787526,12,-7.136667959252563,58,-20.651581930042433,-0.010568265984296166,-0.029301265458716037
events.csv(正本),B(總債務/四季經營現金流<=3),全期 2010-2026,買方回來,6m,正本(120 日冷卻),1373,194,38,977,高,0.4573925710123816,0.0009106719773160994,-0.036490509237995,628,745,0.2529598030141037,-0.21155490425235185,0.18296835421918084,-0.1891200921825675,1.195717035764684,0.9674717905834771,0.0009106719773160771,2.233456475320139e-15,2.3951213801980296,-0.0035490103114189865,14,16.18351764094063,69,46.665857783544276,-0.01396964763567502,-0.04378713584809042
events.csv(正本),B(總債務/四季經營現金流<=3),全期 2010-2026,買方回來,6m,同公司單注(365 曆日),1103,150,32,813,高,0.4397098821396192,-0.012394757790536289,-0.0418445828472817,485,618,0.2353036115874536,-0.20678587291727596,0.1705061757354053,-0.1858471351084578,1.1379095112633062,0.91745388292319,-0.012394757790536295,6.938893903907228e-16,2.3951213801980296,-0.017985376904055037,12,-1.2151827966867301,56,-3.2567428043503126,-0.027758652256685952,-0.05558329467840779
events.csv(正本),B(總債務/四季經營現金流<=3),全期 2010-2026,買方回來,12m,正本(120 日冷卻),1287,280,38,915,高,0.4467754467754468,0.03061112054876599,-0.0461066828304024,575,712,0.4018539484973862,-0.269198747527718,0.2605099141989784,-0.23584415835036665,1.4927779277873847,1.1045849768810838,0.030611120548765997,6.938893903907228e-16,5.764461747877843,0.019995178423905944,13,0.9310308916170849,65,2.3876524345189547,0.002132764769328422,-0.0447370425460849
events.csv(正本),B(總債務/四季經營現金流<=3),全期 2010-2026,買方回來,12m,同公司單注(365 曆日),1046,207,32,770,高,0.43881453154875716,0.015254205473749501,-0.0526971814918279,459,587,0.370172313913843,-0.2622711978891175,0.2557266105563858,-0.229880010111623,1.4114104670782175,1.112435180563166,0.015254205473749477,2.42861286636753e-15,4.318216874517566,0.00485710882204491,11,1.6124537096736449,53,4.1169829739650545,-0.009441786945049187,-0.05008485930032392
events.csv(正本),B(總債務/四季經營現金流<=3),建表年份 2010-2021,觸發日即買,1m,正本(120 日冷卻),690,0,0,512,高,0.4753623188405797,-0.008716848673125948,-0.0074018906693246005,328,362,0.08900227079404417,-0.09725792929531324,0.05860230570228625,-0.06183004329969195,0.9151158310578292,0.9477966143131945,-0.008716848673125936,1.214306433183765e-15,0.7289663457738649,-0.011511244642930797,7,-0.6193459996347914,35,-1.7199034820546957,-0.01426026336675163,-0.024975879496823807
