版本,年份段,進場格,期,表,樣本N,未成熟,無進場點,資料不足,可信度,中位超額,p25超額,p75超額,平均超額,中位期內最大跌幅,觸及負33比例,最大單筆超額,剔走前三大贏家後的平均超額,2020年觸發佔比,勝率,勝率下限,勝率上限,平均超額下限,平均超額上限,賠率,簇數,industry_kill,pos_sma200,pos_sma250
"A(淨現金 N2, gatefix)",建表年份 2010-2021,觸發日即買,12m,軸一 行業殺 vs 個別殺,118,0,0,0,高,0.1570586500500006,-0.07696297448447532,0.46023379417544996,0.19696168394805275,-0.2130630173538477,0.2627118644067797,1.2574204879185324,0.17020898171358453,0.5423728813559322,0.6694915254237288,0.5495204882301657,0.7874083162549886,0.09561493710703065,0.2943593876836395,1.9375407171067316,74.0,行業殺,,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,買方回來,1m,軸一 行業殺 vs 個別殺,564,0,3,0,高,-0.00670381055009375,-0.07482947149049794,0.05778496859179798,-0.005922823529151645,-0.08216514806013635,0.03723404255319149,0.5119884978389664,-0.008482329432285211,0.2375886524822695,0.4804964539007092,0.439280273937532,0.5220458553791887,-0.01629369112206399,0.005197138666331014,0.8580073817301035,436.0,個別殺,,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,買方回來,1m,軸一 行業殺 vs 個別殺,118,0,0,0,高,-0.0037638719877170004,-0.06385352886077161,0.06431516799802582,0.011712175943881834,-0.1047042178269264,0.0,0.3625591337089022,0.0029785363020137646,0.5423728813559322,0.4830508474576271,0.39654646761984863,0.5849226585075641,-0.010463450457849115,0.039108389209620946,1.1179427762038223,74.0,行業殺,,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,買方回來,3m,軸一 行業殺 vs 個別殺,564,0,3,0,高,-0.02469531079298075,-0.15173555298242097,0.09831189439620742,-0.010780213838999877,-0.1428911361922636,0.13829787234042554,2.3062305577382016,-0.01997834972216564,0.2375886524822695,0.43617021276595747,0.3930388198757764,0.4773119491699119,-0.03135643181590796,0.010750018139367639,0.9054508525091889,436.0,個別殺,,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,買方回來,3m,軸一 行業殺 vs 個別殺,118,0,0,0,高,-0.0303619085342247,-0.12264045646085302,0.14942926764770123,0.021174790157424638,-0.13397092406035585,0.03389830508474576,0.6581006107032707,0.006268219831730696,0.5423728813559322,0.4491525423728814,0.35336034759028717,0.5684262125902992,-0.02304811548319858,0.07547181963708012,1.4619946102978998,74.0,行業殺,,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,買方回來,6m,軸一 行業殺 vs 個別殺,564,0,3,0,高,-0.0490929270914201,-0.20686088603127537,0.1485012820172269,-0.0051414413135876195,-0.18537674851478425,0.2429078014184397,2.0910620379283267,-0.015140070003119127,0.2375886524822695,0.4379432624113475,0.3952297480960016,0.48363784584980235,-0.03421708892919057,0.02491598190938916,0.9444982329994107,436.0,個別殺,,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,買方回來,6m,軸一 行業殺 vs 個別殺,118,0,0,0,高,-0.0064376768392564,-0.13507297479776348,0.2048360861204303,0.06561091155714151,-0.16335930349688987,0.059322033898305086,1.3214999163761805,0.03931618687310511,0.5423728813559322,0.4830508474576271,0.38016528925619836,0.5918556311413453,0.0016340296859603024,0.14473247014744597,1.5728782847365976,74.0,行業殺,,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,買方回來,12m,軸一 行業殺 vs 個別殺,564,0,3,0,高,-0.04355179871796185,-0.2687994372111539,0.22302630262268813,0.041393621038785376,-0.2530586587535376,0.39361702127659576,7.021457922676005,0.017439207224709215,0.2375886524822695,0.450354609929078,0.4039711739490989,0.4949165339551814,-0.007160066615117335,0.09463105796363931,1.1460709396628979,436.0,個別殺,,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,買方回來,12m,軸一 行業殺 vs 個別殺,118,0,0,0,高,0.08639451310652846,-0.10888050034490532,0.31650723041236406,0.13763998536335825,-0.180919004182876,0.19491525423728814,2.2570250523836943,0.10273632052548848,0.5423728813559322,0.6016949152542372,0.4848406747891284,0.7037131519274376,0.03580906220384748,0.22545915389142104,1.9866608561134576,74.0,行業殺,,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,跌勢衰竭,1m,軸一 行業殺 vs 個別殺,567,0,0,0,高,0.0021581225056428,-0.06766550346325376,0.07475646167536795,0.008188948049261437,-0.07178116113078,0.03350970017636684,0.7576747152682597,0.004651106183403036,0.23633156966490299,0.5044091710758377,0.4614001111934766,0.5459274393567312,-0.00442740815872133,0.020824913783522546,1.097319762275729,439.0,個別殺,,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,跌勢衰竭,1m,軸一 行業殺 vs 個別殺,118,0,0,0,高,0.007095087346250251,-0.06235573804922285,0.1170621956132275,0.04335103307445736,-0.06677405438956285,0.0,0.6504215157449131,0.03193509935013851,0.5423728813559322,0.5508474576271186,0.4558741830065359,0.6666666666666666,0.015933734514099202,0.07567878178394148,1.6213080421010397,74.0,行業殺,,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,跌勢衰竭,3m,軸一 行業殺 vs 個別殺,567,0,0,0,高,-0.0003923188242601,-0.14063695680275268,0.12731670311682092,0.019780916858613957,-0.1181882563884199,0.1164021164021164,2.921219219496061,0.008702525393358055,0.23633156966490299,0.4991181657848324,0.45744439510367996,0.5392495934814073,-0.002702590714412772,0.04462153389738448,0.9056522327017469,439.0,個別殺,,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,跌勢衰竭,3m,軸一 行業殺 vs 個別殺,118,0,0,0,高,0.00680961324674015,-0.09744630630953442,0.18079287564089885,0.05680161566161861,-0.09623015459554325,0.03389830508474576,1.108143796587465,0.036787909151097045,0.5423728813559322,0.5084745762711864,0.4042516758962401,0.6216216216216216,0.008606932245477036,0.11352898820600198,1.8445904978672465,74.0,行業殺,,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,跌勢衰竭,6m,軸一 行業殺 vs 個別殺,567,0,0,0,高,-0.0239318954079954,-0.21192715793475259,0.17298048211163025,0.012750357887287905,-0.1625514333306428,0.2292768959435626,2.4755892741256345,0.0005859120996512846,0.23633156966490299,0.4620811287477954,0.4208557069976396,0.5044255674916789,-0.017233174400648258,0.04607882738382952,0.9515493212968497,439.0,個別殺,,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,跌勢衰竭,6m,軸一 行業殺 vs 個別殺,118,0,0,0,高,0.0459377614063829,-0.1307667443573764,0.2372063716317715,0.08978590818076501,-0.11891723975737716,0.07627118644067797,1.704129745530019,0.05950910919385968,0.5423728813559322,0.5847457627118644,0.49624060150375937,0.6737224471434996,0.024954761045674137,0.1664202506424654,1.1413565668749746,74.0,行業殺,,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,跌勢衰竭,12m,軸一 行業殺 vs 個別殺,567,0,0,0,高,-0.0396597336244236,-0.28141781231176793,0.25074553717501946,0.06260698376290294,-0.2459204144729154,0.3932980599647266,9.987976510363495,0.031171241444896695,0.23633156966490299,0.4444444444444444,0.3953039128115424,0.4921190893169877,0.0011074848402098801,0.12778113135259014,1.2701027336294506,439.0,個別殺,,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,跌勢衰竭,12m,軸一 行業殺 vs 個別殺,118,0,0,0,高,0.1289948793662961,-0.0794308373076536,0.4402750763421489,0.21001723495234184,-0.1280387818407372,0.19491525423728814,2.653162381898963,0.1694353100984577,0.5423728813559322,0.6271186440677966,0.5094295946890286,0.7259381551362684,0.0957587327520151,0.31529491554860284,2.734096034544706,74.0,行業殺,,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,觸發日即買,1m,軸二 200 日線位置,121,0,0,0,高,-0.0224201475968953,-0.0718840364050503,0.0526120920358084,-0.005310552958942557,-0.0791246233167106,0.049586776859504134,0.5261583729519421,-0.01678664457158196,0.256198347107438,0.4462809917355372,0.35833333333333334,0.5391304347826087,-0.028954015708926008,0.019800513346498096,0.9409209288452373,102.0,,線下 10% 內,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,觸發日即買,1m,軸二 200 日線位置,484,0,0,0,高,0.0127797223191853,-0.05767147182124435,0.08139507007725383,0.010622047804831732,-0.09350416296821876,0.0743801652892562,0.6269893497150107,0.007144335958418377,0.32231404958677684,0.5433884297520661,0.49686714625746314,0.587337797777541,-0.0005330332008907617,0.022184483649610662,1.1614565719953645,370.0,,線下逾 10%,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,觸發日即買,1m,軸二 200 日線位置,80,0,0,0,中,-0.02340136188544175,-0.09774123594299762,0.04378442889333633,-0.023941707423400783,-0.11771534837115791,0.05,0.7289663457738649,-0.040023326892516684,0.1375,0.375,0.26595408025855105,0.4875,-0.054807079135741184,0.009173036145542487,0.639588640913159,67.0,,線之上,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,觸發日即買,3m,軸二 200 日線位置,121,0,0,0,高,-0.0180988065378852,-0.1375478721883584,0.0965891098075562,-0.003787132048825855,-0.1186655149955964,0.1652892561983471,0.716217057428205,-0.021064061774856972,0.256198347107438,0.4132231404958678,0.3230708661417323,0.5042735042735043,-0.03855644633546997,0.03228528872813684,1.023779766042433,102.0,,線下 10% 內,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,觸發日即買,3m,軸二 200 日線位置,484,0,0,0,高,0.02126896036561805,-0.11503598331736081,0.1629120855578602,0.04467812385845161,-0.13494772339580996,0.15289256198347106,1.1245123772670025,0.03880369622621984,0.32231404958677684,0.5516528925619835,0.5083316115702479,0.5966395289924702,0.022846593690454633,0.0662841188745671,1.0310709603057358,370.0,,線下逾 10%,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,觸發日即買,3m,軸二 200 日線位置,80,0,0,0,中,-0.046013435618159654,-0.14481134090136347,0.1222116956774334,-0.008030483584262962,-0.16647996647215024,0.1375,0.7992374428238906,-0.03476897727620701,0.1375,0.425,0.3142857142857143,0.5333522727272726,-0.05818955493975722,0.0468569021558372,1.1742561886234772,67.0,,線之上,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,觸發日即買,6m,軸二 200 日線位置,121,0,0,0,高,-0.0274120810396764,-0.2254925591272019,0.1085867730159386,-0.02167903396854687,-0.1474747570105179,0.3305785123966942,0.948120560229579,-0.04214351486540656,0.256198347107438,0.4297520661157025,0.3412698412698413,0.5175438596491229,-0.07044846543626675,0.030437850182167693,0.7212117222007011,102.0,,線下 10% 內,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,觸發日即買,6m,軸二 200 日線位置,484,0,0,0,高,-0.009702921832939651,-0.1719427412196699,0.1812693433590951,0.04156668387682481,-0.172137258067947,0.24586776859504134,3.5697477446936787,0.028249762805820967,0.32231404958677684,0.4855371900826446,0.43737926929543586,0.5356451921915543,0.0056227686774809466,0.07936201850091647,1.1283471196959902,370.0,,線下逾 10%,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,觸發日即買,6m,軸二 200 日線位置,80,0,0,0,中,-0.0480848213408889,-0.13608629127809063,0.14794716808356942,0.039495550631310994,-0.1893145144586145,0.2125,2.883677630648528,-0.034530338560575635,0.1375,0.45,0.3420969353764157,0.5625220070422534,-0.05812472477306213,0.16127514498323225,1.3342199358872637,67.0,,線之上,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,觸發日即買,12m,軸二 200 日線位置,121,0,0,0,高,-0.1170016381830861,-0.3041533249294602,0.1219262363913966,-0.04920716257796727,-0.3241673297725773,0.49586776859504134,1.8894103837943388,-0.08162102911115572,0.256198347107438,0.39669421487603307,0.3114754098360656,0.4880047244094488,-0.11848170862062125,0.029152757480994104,0.7962204569760386,102.0,,線下 10% 內,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,觸發日即買,12m,軸二 200 日線位置,484,0,0,0,高,0.05897245967823925,-0.18760790676688155,0.3638117322777193,0.12365708657183845,-0.25065293411314754,0.35330578512396693,3.3397619190827053,0.10841933148503188,0.32231404958677684,0.5681818181818182,0.5100189676693018,0.6235955056179775,0.07064588909483799,0.1774725552422716,1.3639434668819863,370.0,,線下逾 10%,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,觸發日即買,12m,軸二 200 日線位置,80,0,0,0,中,-0.19271992366919874,-0.4577099200708663,0.05537131635182323,0.0450284374491485,-0.335645137306978,0.5125,11.705683397360184,-0.18013579417774722,0.1375,0.3,0.1922979797979798,0.42857142857142855,-0.20929859784219731,0.4222058985224794,0.6415560948337033,67.0,,線之上,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,買方回來,1m,軸二 200 日線位置,121,0,0,0,高,-0.0187520817050381,-0.0750141960715892,0.0421936185133366,-0.01481339414635232,-0.0863620803953674,0.024793388429752067,0.4973353533663072,-0.025272936042476518,0.256198347107438,0.4297520661157025,0.34710743801652894,0.5161356425171866,-0.037095239879062394,0.0072452047179879615,0.7027965196990573,102.0,,線下 10% 內,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,買方回來,1m,軸二 200 日線位置,482,0,2,0,高,0.00198534739506965,-0.06339308450441233,0.07001683534672845,0.003866103225556848,-0.0827732154334907,0.024896265560165973,0.5119884978389664,0.001211114057004865,0.3236514522821577,0.5062240663900415,0.46222174226061913,0.5513146245896431,-0.007114306957948067,0.016050787935404234,1.0814917012209453,368.0,,線下逾 10%,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,買方回來,1m,軸二 200 日線位置,79,0,1,0,中,-0.0485536336329956,-0.1262230730517562,0.04768222909428706,-0.025689579393332163,-0.1283915298763648,0.0759493670886076,0.3313784984456429,-0.03814544153929307,0.13924050632911392,0.4050632911392405,0.2820422535211268,0.5180834448906737,-0.05956224740618751,0.006525928790257501,0.7738487296123464,66.0,,線之上,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,買方回來,3m,軸二 200 日線位置,121,0,0,0,高,-0.047713521893745,-0.14185218700695,0.0722583734077955,-0.03275570963720899,-0.1436036561449118,0.12396694214876033,0.5414594858492707,-0.04593751005832898,0.256198347107438,0.3884297520661157,0.3017241379310345,0.4782701597918989,-0.06665677018494275,0.0029390851403254454,0.9587920919875944,102.0,,線下 10% 內,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,買方回來,3m,軸二 200 日線位置,482,0,2,0,高,-0.0125053335214656,-0.14193598096075732,0.11614776859542694,0.0027662549320339263,-0.1342281807202521,0.1078838174273859,2.3062305577382016,-0.006283152514907802,0.3236514522821577,0.46265560165975106,0.41393422804959257,0.5084388185654009,-0.02049669224988432,0.02788579709341477,1.0262114162434255,368.0,,線下逾 10%,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,買方回來,3m,軸二 200 日線位置,79,0,1,0,中,-0.0779424620546723,-0.17122413644092693,0.0631213958303128,-0.012041890857694783,-0.1904762510479722,0.189873417721519,1.4945570917341993,-0.05830253973239419,0.13924050632911392,0.3670886075949367,0.2714075630252101,0.4651322077094615,-0.07432015381491093,0.05635483713617618,1.1001879410701578,66.0,,線之上,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,買方回來,6m,軸二 200 日線位置,121,0,0,0,高,-0.0549870871447824,-0.2223546066591412,0.124441736372401,-0.03198718657682248,-0.2101758987581899,0.24793388429752067,0.7338272238232355,-0.050000117293650864,0.256198347107438,0.4214876033057851,0.3305785123966942,0.5126104287868993,-0.080156385828386,0.020722386493293683,1.0861392970558474,102.0,,線下 10% 內,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,買方回來,6m,軸二 200 日線位置,482,0,2,0,高,-0.021451707514478148,-0.18432214888255471,0.173465996355318,0.02296275864028221,-0.16666677356041684,0.1970954356846473,1.8745145258363929,0.012996726630483242,0.3236514522821577,0.46887966804979253,0.4203784480408437,0.5180011677282378,-0.0060898348312742575,0.053142193853731576,1.1261684802297576,368.0,,線下逾 10%,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,買方回來,6m,軸二 200 日線位置,79,0,1,0,中,-0.1015693614168655,-0.2305408810237414,0.08133925387826996,-0.029813739568876264,-0.2203706119760907,0.24050632911392406,2.0910620379283267,-0.09587199716156872,0.13924050632911392,0.34177215189873417,0.24389462163852407,0.45457422324510915,-0.1161281311912195,0.0732763958574467,0.8531981285537713,66.0,,線之上,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,買方回來,12m,軸二 200 日線位置,121,0,0,0,高,-0.0793394976437548,-0.293569398855234,0.1257112577890593,-0.022600426426127338,-0.2857975789467919,0.4297520661157025,1.7846921630808308,-0.06189494141501133,0.256198347107438,0.371900826446281,0.2892561983471074,0.46095252403846143,-0.10321167391227712,0.06335727082570722,1.0734960730654886,102.0,,線下 10% 內,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,買方回來,12m,軸二 200 日線位置,482,0,2,0,高,0.03022243401869555,-0.17580724529555564,0.2945159807633024,0.0932363626756692,-0.2040627510386434,0.3132780082987552,2.222932215619504,0.0815706473325217,0.3236514522821577,0.5414937759336099,0.4907759295096142,0.5941000998124735,0.047513221682456315,0.13796789451440516,1.363182641440131,368.0,,線下逾 10%,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,買方回來,12m,軸二 200 日線位置,79,0,1,0,中,-0.2156078627846063,-0.46993465709283966,-0.0333268497241552,-0.03313613510582193,-0.3682214947144266,0.5316455696202531,7.021457922676005,-0.213348085828121,0.13924050632911392,0.24050632911392406,0.1447295321637427,0.352112676056338,-0.23887477068795948,0.28025376221385984,0.8842443609940996,66.0,,線之上,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,跌勢衰竭,1m,軸二 200 日線位置,121,0,0,0,高,-0.0088611059572553,-0.0629513798137894,0.0730316276575955,0.006349284043593351,-0.0727456695381442,0.03305785123966942,0.6034346044121959,-0.0055526045943063325,0.256198347107438,0.47107438016528924,0.37497614503816795,0.5603448275862069,-0.02143623469206828,0.03278071653436076,1.2549847987940987,102.0,,線下 10% 內,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,跌勢衰竭,1m,軸二 200 日線位置,484,0,0,0,高,0.00381601729984865,-0.06438346765322323,0.07709666989408623,0.013983835496539145,-0.06703975231852866,0.026859504132231406,0.7576747152682597,0.010080451319674047,0.32231404958677684,0.518595041322314,0.4707009973149213,0.564613397202989,0.001003577647152148,0.027001536772566965,1.1083271028234103,370.0,,線下逾 10%,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,跌勢衰竭,1m,軸二 200 日線位置,80,0,0,0,中,0.0128884333235791,-0.10262710795656887,0.13551005010302983,0.027776446213968253,-0.08417354517620054,0.025,0.6588003368114648,0.011799773726609982,0.1375,0.5375,0.4142857142857143,0.6493668831168831,-0.011085479558315028,0.06490196952574691,1.0613563639039696,67.0,,線之上,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,跌勢衰竭,3m,軸二 200 日線位置,121,0,0,0,高,-0.0104568664141279,-0.1179320245413788,0.1086408414439508,0.010273864923414734,-0.1172355572187159,0.09090909090909091,0.9173784361227636,-0.007627644429519122,0.256198347107438,0.47107438016528924,0.3851221413721414,0.559322033898305,-0.02648494345595914,0.04889822228878924,0.9785490641745692,102.0,,線下 10% 內,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,跌勢衰竭,3m,軸二 200 日線位置,484,0,0,0,高,0.009660024506236,-0.12733667584923886,0.1468554913065166,0.030930114683572152,-0.11203018100720649,0.09710743801652892,2.921219219496061,0.020389355907799053,0.32231404958677684,0.5165289256198347,0.46825312752219533,0.5645269371466578,0.006365477604658747,0.05623668120659204,1.0713187250918574,370.0,,線下逾 10%,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,跌勢衰竭,3m,軸二 200 日線位置,80,0,0,0,中,-0.0172162854326615,-0.1643358183637826,0.1099066015324091,0.02131321680403756,-0.1453597089849864,0.15,1.8661342617849628,-0.036226269736994374,0.1375,0.45,0.3472222222222222,0.5555555555555556,-0.04879429523109264,0.10364563781770629,0.8948010739614125,67.0,,線之上,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,跌勢衰竭,6m,軸二 200 日線位置,121,0,0,0,高,-0.0683081419107816,-0.2290069873846357,0.1550402212204025,-0.01205611593025751,-0.1556738299968351,0.2396694214876033,1.311755947285533,-0.03763584606450667,0.256198347107438,0.4214876033057851,0.33076923076923076,0.509090909090909,-0.06492526737741418,0.04691605683254545,1.0414297573433942,102.0,,線下 10% 內,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,跌勢衰竭,6m,軸二 200 日線位置,484,0,0,0,高,0.0035878076017423497,-0.1749053115217069,0.18955277736464116,0.036388227208431635,-0.14513673023590662,0.1859504132231405,2.155237513861947,0.02598345506002193,0.32231404958677684,0.5082644628099173,0.46534330606973745,0.5509914403398121,0.005089469210068931,0.06923684602413666,1.0676562464284718,370.0,,線下逾 10%,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,跌勢衰竭,6m,軸二 200 日線位置,80,0,0,0,中,-0.05597346876353205,-0.2597349650749536,0.13650690068779622,0.020888476826284513,-0.18782672080295476,0.25,2.4755892741256345,-0.062036527057847075,0.1375,0.425,0.3176470588235294,0.5375,-0.08501585690780213,0.14410182094928023,0.7553101777169383,67.0,,線之上,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,跌勢衰竭,12m,軸二 200 日線位置,121,0,0,0,高,-0.1065547477279303,-0.3109225254118196,0.1662124732022059,0.004654822754617272,-0.2725880785018522,0.4462809917355372,3.3384090940801263,-0.056607379124506,0.256198347107438,0.371900826446281,0.28688524590163933,0.4601943055021161,-0.093119981211096,0.12866025962692576,1.207834837596867,102.0,,線下 10% 內,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,跌勢衰竭,12m,軸二 200 日線位置,484,0,0,0,高,0.033003014595084895,-0.16886078655596332,0.33208407764971287,0.11817996113562204,-0.1976175566464458,0.30991735537190085,3.1620849519155945,0.1036589395047291,0.32231404958677684,0.5330578512396694,0.4807291349276132,0.5851726611116971,0.06664720129890292,0.17188186600795816,1.7406322746635403,370.0,,線下逾 10%,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,跌勢衰竭,12m,軸二 200 日線位置,80,0,0,0,中,-0.1867859333941264,-0.48795325828148806,0.05116499551512655,0.031473234687406794,-0.3357214432446325,0.525,9.987976510363495,-0.1910970666424745,0.1375,0.2875,0.18084785952319918,0.410979049153908,-0.218414490394043,0.4135627859751408,0.6858947011922845,67.0,,線之上,
"A(淨現金 N2, gatefix)",建表年份 2010-2021,觸發日即買,1m,軸二 250 日線位置(緩衝對照),127,0,0,0,高,-0.018953970682816,-0.070048329347521,0.059412557130054944,-0.013327869302326071,-0.0746488394553637,0.06299212598425197,0.3827085241807986,-0.020696348187142305,0.2440944881889764,0.4409448818897638,0.3495838172667441,0.52893777345649,-0.034659844761021366,0.008055853298208389,1.072953087102979,114.0,,,線下 10% 內
"A(淨現金 N2, gatefix)",建表年份 2010-2021,觸發日即買,1m,軸二 250 日線位置(緩衝對照),445,0,0,0,高,0.0128100350609221,-0.0575890103813897,0.0818044631494445,0.013713411501707995,-0.0962318752122961,0.07640449438202247,0.6269893497150107,0.00989610702393379,0.3415730337078652,0.550561797752809,0.5049208801933265,0.5982617319638354,0.0020685072981797186,0.026032120361589303,1.1290341181413563,340.0,,,線下逾 10%
"A(淨現金 N2, gatefix)",建表年份 2010-2021,觸發日即買,1m,軸二 250 日線位置(緩衝對照),113,0,0,0,高,-0.0200515231864896,-0.0913362193025321,0.0443601110681179,-0.016165230807346904,-0.1077935606187997,0.035398230088495575,0.7289663457738649,-0.027210278709835667,0.13274336283185842,0.40707964601769914,0.3090909090909091,0.504950495049505,-0.04080521928675137,0.011090375966745265,0.7363175941026814,91.0,,,線之上
"A(淨現金 N2, gatefix)",建表年份 2010-2021,觸發日即買,3m,軸二 250 日線位置(緩衝對照),127,0,0,0,高,-0.0161750950129365,-0.11376990729952155,0.0986153759669881,-0.0008677918144671414,-0.1169273347315419,0.16535433070866143,0.731241176472126,-0.018111801478648163,0.2440944881889764,0.4566929133858268,0.36507936507936506,0.546875,-0.03648127339429086,0.03744656677439116,1.024968573068106,114.0,,,線下 10% 內
"A(淨現金 N2, gatefix)",建表年份 2010-2021,觸發日即買,3m,軸二 250 日線位置(緩衝對照),445,0,0,0,高,0.0259719375516476,-0.1184469270126679,0.1685717179028256,0.04719484520555434,-0.1374085289777488,0.15730337078651685,1.1245123772670025,0.04081916754251775,0.3415730337078652,0.550561797752809,0.5052965184589697,0.5968983092704297,0.024652950988856667,0.07056477434039507,1.062619590510734,340.0,,,線下逾 10%
"A(淨現金 N2, gatefix)",建表年份 2010-2021,觸發日即買,3m,軸二 250 日線位置(緩衝對照),113,0,0,0,高,-0.0282518674200169,-0.1471464018234439,0.1101124820957761,-0.0032563387008207384,-0.1555769000897858,0.12389380530973451,0.7992374428238906,-0.02184308033381496,0.13274336283185842,0.4247787610619469,0.3333333333333333,0.5210084033613446,-0.04147997857676433,0.033936066004752484,0.9864967104098642,91.0,,,線之上
"A(淨現金 N2, gatefix)",建表年份 2010-2021,觸發日即買,6m,軸二 250 日線位置(緩衝對照),127,0,0,0,高,-0.0215866331078159,-0.1726776616112408,0.13039068651495422,-0.013062401461396844,-0.1679059954747068,0.28346456692913385,0.948120560229579,-0.03281865103435785,0.2440944881889764,0.4409448818897638,0.3515520634541985,0.53125,-0.060446491849343836,0.036925850549926406,1.0264242056774842,114.0,,,線下 10% 內
"A(淨現金 N2, gatefix)",建表年份 2010-2021,觸發日即買,6m,軸二 250 日線位置(緩衝對照),445,0,0,0,高,-0.0070391355054277,-0.1801966742610604,0.1874064404043758,0.04705474349441638,-0.1713214109864077,0.2539325842696629,3.5697477446936787,0.03260004924939359,0.3415730337078652,0.48764044943820223,0.4365817159441321,0.5388031824703274,0.010552737086200938,0.08574463234017808,1.0997476704422326,340.0,,,線下逾 10%
"A(淨現金 N2, gatefix)",建表年份 2010-2021,觸發日即買,6m,軸二 250 日線位置(緩衝對照),113,0,0,0,高,-0.0508309848949908,-0.1941822729763767,0.1257435270720195,0.012162124489168345,-0.1894088402887669,0.23893805309734514,2.883677630648528,-0.04040145502175619,0.13274336283185842,0.4424778761061947,0.36034257942152675,0.532184532431997,-0.05953912922417995,0.09957465139231786,0.802505175586956,91.0,,,線之上
"A(淨現金 N2, gatefix)",建表年份 2010-2021,觸發日即買,12m,軸二 250 日線位置(緩衝對照),127,0,0,0,高,-0.1242287762533221,-0.30173072856397076,0.1781720617897627,-0.042366300839693005,-0.2744932442632795,0.4330708661417323,1.8894103837943388,-0.07315976099413035,0.2440944881889764,0.4015748031496063,0.31496062992125984,0.488,-0.11378401631221122,0.036009974482969345,0.9183179220734069,114.0,,,線下 10% 內
"A(淨現金 N2, gatefix)",建表年份 2010-2021,觸發日即買,12m,軸二 250 日線位置(緩衝對照),445,0,0,0,高,0.0726866982024452,-0.1746331595383476,0.3776336272520901,0.14041803298697195,-0.2421309262794642,0.35280898876404493,3.3397619190827053,0.1239495321781291,0.3415730337078652,0.5820224719101124,0.5239124626196979,0.6413864942528735,0.0854410224689429,0.19408143635534314,1.458566422846911,340.0,,,線下逾 10%
"A(淨現金 N2, gatefix)",建表年份 2010-2021,觸發日即買,12m,軸二 250 日線位置(緩衝對照),113,0,0,0,高,-0.1795735655186926,-0.4534607442352943,0.0851026368379646,0.003475519931027858,-0.3412371142129232,0.5309734513274337,11.705683397360184,-0.15527270359465695,0.13274336283185842,0.3274336283185841,0.23683014354066984,0.4210635058721182,-0.18467913731741664,0.29619195480605276,0.5943165302352686,91.0,,,線之上
