版本,年份段,進場格,期,表,樣本N,未成熟,無進場點,資料不足,可信度,中位超額,p25超額,p75超額,平均超額,中位期內最大跌幅,觸及負33比例,最大單筆超額,剔走前三大贏家後的平均超額,2020年觸發佔比,勝率,勝率下限,勝率上限,平均超額下限,平均超額上限,賠率,簇數,industry_kill,pos_sma200,pos_sma250
"A(淨現金 N2, gatefix)",全期 2010-2026,觸發日即買,6m,軸一 行業殺 vs 個別殺,289,63,0,1,高,0.0037132978887792,-0.1429678148550861,0.2144385100756005,0.07677185496308826,-0.160573079032265,0.14878892733564014,3.397946482669285,0.0549771505911649,0.22145328719723184,0.5051903114186851,0.4413717636131429,0.5734899654516517,0.027225936032290947,0.13686532497242743,1.4864667012393717,166.0,行業殺,,
"A(淨現金 N2, gatefix)",全期 2010-2026,觸發日即買,12m,軸一 行業殺 vs 個別殺,1169,240,0,5,高,-0.0912729512676291,-0.3232880022241611,0.2194934572175599,0.0059806680166447305,-0.2717873229373507,0.41317365269461076,11.705683397360184,-0.009995390018774005,0.1146278870829769,0.42857142857142855,0.3960431907082839,0.4606214703274136,-0.031129911325234745,0.047370131053585375,0.9440523701492697,846.0,個別殺,,
"A(淨現金 N2, gatefix)",全期 2010-2026,觸發日即買,12m,軸一 行業殺 vs 個別殺,1,1,0,0,"低(樣本不足,只報樣本數)",,,,,,,,,0.0,,,,,,,,行業不明,,
"A(淨現金 N2, gatefix)",全期 2010-2026,觸發日即買,12m,軸一 行業殺 vs 個別殺,256,96,0,1,高,0.07315589593178065,-0.16865023158061898,0.37236341981820925,0.1412727646040165,-0.1956258817221663,0.25,2.4576013817173674,0.11769221998561065,0.25,0.56640625,0.48979417109309475,0.6468401486988847,0.07056734383199512,0.21256678672592755,1.5108647091391119,148.0,行業殺,,
"A(淨現金 N2, gatefix)",全期 2010-2026,買方回來,1m,軸一 行業殺 vs 個別殺,1367,12,35,0,高,-0.0048548871201177,-0.07641614005650979,0.0592624188766033,-0.004066947778790326,-0.0769900200049223,0.029261155815654718,0.7141447229496054,-0.005393967522197063,0.0980248719824433,0.48500365764447695,0.45832874449339206,0.511607704952932,-0.010923576851069474,0.003192287222025079,0.8325599631200482,968.0,個別殺,,
"A(淨現金 N2, gatefix)",全期 2010-2026,買方回來,1m,軸一 行業殺 vs 個別殺,2,0,0,0,"低(樣本不足,只報樣本數)",,,,,,,,,0.0,,,,,,,,行業不明,,
"A(淨現金 N2, gatefix)",全期 2010-2026,買方回來,1m,軸一 行業殺 vs 個別殺,332,5,16,0,高,-0.00058459971665265,-0.06811784296677378,0.07339980640374302,0.0089601916174564,-0.08654340932764171,0.009036144578313253,0.4697212378988598,0.005185577767620978,0.1927710843373494,0.49698795180722893,0.4415849673202615,0.5531928709588284,-0.005491203516552048,0.024212785546881232,1.08408971148002,189.0,行業殺,,
"A(淨現金 N2, gatefix)",全期 2010-2026,買方回來,3m,軸一 行業殺 vs 個別殺,1306,73,35,0,高,-0.02317630541673795,-0.1444990620355455,0.10300610763330845,-0.009589144462002848,-0.13467337257146225,0.12327718223583461,2.3062305577382016,-0.013546612629558493,0.10260336906584992,0.4540581929555896,0.42689503005149254,0.4820266676045569,-0.02193247766577376,0.0033157572633091465,0.876573525173211,937.0,個別殺,,
"A(淨現金 N2, gatefix)",全期 2010-2026,買方回來,3m,軸一 行業殺 vs 個別殺,2,0,0,0,"低(樣本不足,只報樣本數)",,,,,,,,,0.0,,,,,,,,行業不明,,
"A(淨現金 N2, gatefix)",全期 2010-2026,買方回來,3m,軸一 行業殺 vs 個別殺,309,28,16,0,高,0.0124190295762514,-0.1076140186554044,0.1382282751336327,0.04646801166347745,-0.1196960193462279,0.05177993527508091,3.396805041048303,0.025190040629808876,0.20711974110032363,0.517799352750809,0.44600119134897365,0.5892886707663197,0.011607655187170069,0.0862729397056529,1.1704335283033054,176.0,行業殺,,
"A(淨現金 N2, gatefix)",全期 2010-2026,買方回來,6m,軸一 行業殺 vs 個別殺,1240,139,35,0,高,-0.062026292571169955,-0.22630195970883,0.13306395641854293,-0.02137955564772293,-0.18688663879057898,0.24435483870967742,2.3951213801980296,-0.026573441347727707,0.10806451612903226,0.4129032258064516,0.38461221122112216,0.44375356251601933,-0.040176709080516584,-0.0018612358819252383,0.8601376204385542,893.0,個別殺,,
"A(淨現金 N2, gatefix)",全期 2010-2026,買方回來,6m,軸一 行業殺 vs 個別殺,1,1,0,0,"低(樣本不足,只報樣本數)",,,,,,,,,0.0,,,,,,,,行業不明,,
"A(淨現金 N2, gatefix)",全期 2010-2026,買方回來,6m,軸一 行業殺 vs 個別殺,271,66,16,0,高,-0.0067259251971435,-0.1420744649293246,0.17667248305383831,0.057347872578950236,-0.1533594836204067,0.1070110701107011,3.32550096723088,0.034880830673874354,0.23616236162361623,0.4797047970479705,0.41311951249673673,0.5461538461538461,0.01178743755002809,0.10799238697921755,1.3339065000984638,162.0,行業殺,,
"A(淨現金 N2, gatefix)",全期 2010-2026,買方回來,12m,軸一 行業殺 vs 個別殺,1141,238,35,0,高,-0.0786603542216793,-0.3101455898289954,0.1973353936181816,0.004052662920263864,-0.2588780903730575,0.4014022787028922,7.021457922676005,-0.008764760271286438,0.11744084136722173,0.4127957931638913,0.38172490656823044,0.44474610147978666,-0.030509216164478468,0.040499047231467154,0.9457028699529081,831.0,個別殺,,
"A(淨現金 N2, gatefix)",全期 2010-2026,買方回來,12m,軸一 行業殺 vs 個別殺,1,1,0,0,"低(樣本不足,只報樣本數)",,,,,,,,,0.0,,,,,,,,行業不明,,
"A(淨現金 N2, gatefix)",全期 2010-2026,買方回來,12m,軸一 行業殺 vs 個別殺,254,83,16,0,高,0.013732303104339,-0.1650439642624782,0.27592582608753075,0.09428237668120643,-0.17496607877052217,0.2125984251968504,2.614167005250864,0.06845820719792337,0.25196850393700787,0.5118110236220472,0.44129256965944275,0.583944835604935,0.025637988284877747,0.17068884487992514,1.5305154054728274,147.0,行業殺,,
"A(淨現金 N2, gatefix)",全期 2010-2026,跌勢衰竭,1m,軸一 行業殺 vs 個別殺,1381,18,15,0,高,0.0009128627050465,-0.0731236293018144,0.0725059215915191,0.004306190938107848,-0.0732984447256784,0.027516292541636494,0.7576747152682597,0.0028497387728846323,0.09703113685734975,0.503982621288921,0.4755821312490676,0.5319156839809048,-0.00383602176662321,0.01163371923906279,0.9645493005238439,973.0,個別殺,,
"A(淨現金 N2, gatefix)",全期 2010-2026,跌勢衰竭,1m,軸一 行業殺 vs 個別殺,2,0,0,0,"低(樣本不足,只報樣本數)",,,,,,,,,0.0,,,,,,,,行業不明,,
"A(淨現金 N2, gatefix)",全期 2010-2026,跌勢衰竭,1m,軸一 行業殺 vs 個別殺,334,8,11,0,高,0.00614943546860665,-0.061528708887539675,0.09922584014375975,0.026193352894204047,-0.06706104521241596,0.008982035928143712,0.6504215157449131,0.021822526833605978,0.19161676646706588,0.5329341317365269,0.47039349369286554,0.5962333906892265,0.008963888931970889,0.04385429727326015,1.384512194178343,189.0,行業殺,,
"A(淨現金 N2, gatefix)",全期 2010-2026,跌勢衰竭,3m,軸一 行業殺 vs 個別殺,1337,62,15,0,高,-0.0050757490089363,-0.1466647978776594,0.1188990963869602,0.006017115033463487,-0.1272458313890956,0.11667913238593867,2.921219219496061,0.0013023442749329206,0.10022438294689603,0.4869109947643979,0.45933484311216444,0.515385048835462,-0.007923290602516942,0.02049443832628011,0.8703431805294709,949.0,個別殺,,
"A(淨現金 N2, gatefix)",全期 2010-2026,跌勢衰竭,3m,軸一 行業殺 vs 個別殺,2,0,0,0,"低(樣本不足,只報樣本數)",,,,,,,,,0.0,,,,,,,,行業不明,,
"A(淨現金 N2, gatefix)",全期 2010-2026,跌勢衰竭,3m,軸一 行業殺 vs 個別殺,316,26,11,0,高,0.00680961324674015,-0.09553808329114565,0.1272988135403209,0.04472707353650859,-0.10556259403760446,0.04430379746835443,3.1938156933140016,0.028430027962112508,0.20253164556962025,0.5126582278481012,0.44998853211009177,0.5770551274758235,0.014689851217906332,0.078812679309422,1.2750037664777645,180.0,行業殺,,
"A(淨現金 N2, gatefix)",全期 2010-2026,跌勢衰竭,6m,軸一 行業殺 vs 個別殺,1258,141,15,0,高,-0.05710340710670955,-0.22972720682734526,0.13695502983444952,-0.015339628244494379,-0.18344244625139555,0.24165341812400637,2.7093591860815387,-0.021315037849946174,0.10651828298887123,0.40779014308426076,0.3787869571628696,0.4358394673123486,-0.03554305067281412,0.005287863145564634,0.9443152047143271,902.0,個別殺,,
"A(淨現金 N2, gatefix)",全期 2010-2026,跌勢衰竭,6m,軸一 行業殺 vs 個別殺,1,1,0,0,"低(樣本不足,只報樣本數)",,,,,,,,,0.0,,,,,,,,行業不明,,
"A(淨現金 N2, gatefix)",全期 2010-2026,跌勢衰竭,6m,軸一 行業殺 vs 個別殺,278,64,11,0,高,0.02432387858298985,-0.1307667443573764,0.17632736001028565,0.08636461410717827,-0.1313937374226377,0.09352517985611511,5.028545540148772,0.057324570725513176,0.2302158273381295,0.5431654676258992,0.4877961360258764,0.6061670683976899,0.031986878206711145,0.15050856509510485,1.1702259293892021,163.0,行業殺,,
"A(淨現金 N2, gatefix)",全期 2010-2026,跌勢衰竭,12m,軸一 行業殺 vs 個別殺,1162,237,15,0,高,-0.0697441580573865,-0.3075913186547332,0.21048611932873376,0.019767947480991727,-0.2616652995335006,0.3984509466437177,9.987976510363495,0.0033617108384857886,0.1153184165232358,0.4225473321858864,0.3922569080493006,0.4551017736255987,-0.01674463773136721,0.06115558005694371,0.9833411226616315,840.0,個別殺,,
"A(淨現金 N2, gatefix)",全期 2010-2026,跌勢衰竭,12m,軸一 行業殺 vs 個別殺,1,1,0,0,"低(樣本不足,只報樣本數)",,,,,,,,,0.0,,,,,,,,行業不明,,
"A(淨現金 N2, gatefix)",全期 2010-2026,跌勢衰竭,12m,軸一 行業殺 vs 個別殺,256,86,11,0,高,0.03687648772511995,-0.14825463370629458,0.3315844231959814,0.1438716890728952,-0.15688265569297055,0.19921875,2.653162381898963,0.11761077060531952,0.25,0.53515625,0.4580152671755725,0.6130140266624678,0.06577503023346802,0.2232593876360338,1.7198658414112196,148.0,行業殺,,
"A(淨現金 N2, gatefix)",全期 2010-2026,觸發日即買,1m,軸二 200 日線位置,316,4,0,1,高,-0.014454117565448399,-0.0749130583240835,0.0733463131679956,-0.005073071157186281,-0.07794903060248465,0.0379746835443038,0.5261583729519421,-0.009723129605700024,0.0981012658227848,0.4462025316455696,0.38987319237510953,0.5000379939209725,-0.02022743023616538,0.009386131835534377,1.2176166884428408,263.0,,線下 10% 內,
"A(淨現金 N2, gatefix)",全期 2010-2026,觸發日即買,1m,軸二 200 日線位置,1236,5,0,2,高,0.0047614251880424,-0.0615446230215683,0.07461348837323425,0.00933832032031205,-0.08255756916187346,0.0372168284789644,0.7225226504839646,0.007800008779150335,0.1262135922330097,0.5218446601941747,0.49195596951735815,0.5503145909940321,0.001895558481894558,0.016557200299559354,1.0879206367502519,860.0,,線下逾 10%,
"A(淨現金 N2, gatefix)",全期 2010-2026,觸發日即買,1m,軸二 200 日線位置,195,7,0,3,高,-0.0225664538454669,-0.09588406642556285,0.06548532180318264,-0.011024366510265353,-0.1113688821327197,0.041025641025641026,0.7289663457738649,-0.020544032667040874,0.05641025641025641,0.4153846153846154,0.34554501538295457,0.484375,-0.03233318691413226,0.01087611703621337,1.0086678436408472,157.0,,線之上,
"A(淨現金 N2, gatefix)",全期 2010-2026,觸發日即買,3m,軸二 200 日線位置,302,18,0,1,高,-0.01640740357005145,-0.13882440884627767,0.10216883936968905,-0.0032163866189109866,-0.1183013101198365,0.1423841059602649,1.5379776085719985,-0.014868414705911267,0.10264900662251655,0.4503311258278146,0.3890672797818587,0.5099388088419545,-0.028250545013936618,0.023083665262073727,0.9219820909471875,251.0,,線下 10% 內,
"A(淨現金 N2, gatefix)",全期 2010-2026,觸發日即買,3m,軸二 200 日線位置,1213,28,0,2,高,0.0058362720975853,-0.1199745437953144,0.1443816601305563,0.02287705227802691,-0.1298163725885515,0.12201154163231658,1.1245123772670025,0.020409290728677726,0.12860676009892827,0.5210222588623248,0.49134681150093357,0.5507856970823012,0.00937340845390124,0.03652522668153528,1.0426997432509653,840.0,,線下逾 10%,
"A(淨現金 N2, gatefix)",全期 2010-2026,觸發日即買,3m,軸二 200 日線位置,166,36,0,3,高,-0.037634752953495096,-0.16627682828596546,0.11982973710835133,-0.006556309326872021,-0.16857953858591446,0.15060240963855423,0.8525058109459431,-0.021578529923003905,0.06626506024096386,0.43373493975903615,0.3588035584604212,0.508777182477151,-0.045233418774920923,0.0327754927436199,1.0155672409598657,143.0,,線之上,
"A(淨現金 N2, gatefix)",全期 2010-2026,觸發日即買,6m,軸二 200 日線位置,271,49,0,1,高,-0.0508309848949908,-0.2539309487690017,0.10814852276848744,-0.01985332586119979,-0.1648485121811996,0.2878228782287823,3.397946482669285,-0.04641520549086831,0.11439114391143912,0.3985239852398524,0.33573942753996905,0.46769271300608073,-0.06526367823240566,0.03307446570464309,0.8444953175671036,226.0,,線下 10% 內,
"A(淨現金 N2, gatefix)",全期 2010-2026,觸發日即買,6m,軸二 200 日線位置,1141,100,0,2,高,-0.037604450613331,-0.1857211322877191,0.1631229356361752,0.013971214759855771,-0.1796072822542994,0.22348816827344434,3.5697477446936787,0.007968245525724647,0.13672217353198948,0.44609991235758106,0.4132213984084289,0.47799864324799823,-0.006413577853261605,0.03562192413053326,1.0928801680172775,799.0,,線下逾 10%,
"A(淨現金 N2, gatefix)",全期 2010-2026,觸發日即買,6m,軸二 200 日線位置,155,47,0,3,高,-0.0588504162844174,-0.22252477889454314,0.1156597134832474,0.005521722771552666,-0.1959723585228328,0.2709677419354839,2.883677630648528,-0.03264877032946409,0.07096774193548387,0.4129032258064516,0.33535196687370605,0.4932454954954955,-0.056957877339445816,0.07539037809739882,0.9423656586096125,134.0,,線之上,
"A(淨現金 N2, gatefix)",全期 2010-2026,觸發日即買,12m,軸二 200 日線位置,255,65,0,1,高,-0.1612572973071806,-0.3502910317805819,0.1592544690360126,-0.055773270762719936,-0.2888239390446698,0.45098039215686275,2.4576013817173674,-0.07969842721675728,0.12156862745098039,0.39215686274509803,0.3291937611912167,0.4594594594594595,-0.11308004296696836,0.005648244550227191,0.7384545606987953,210.0,,線下 10% 內,
"A(淨現金 N2, gatefix)",全期 2010-2026,觸發日即買,12m,軸二 200 日線位置,1034,207,0,2,高,-0.01373065706775565,-0.26953740062502074,0.28394911287277474,0.05296477983681398,-0.24241270895551525,0.3529980657640232,3.3397619190827053,0.04461654720267323,0.15087040618955513,0.4864603481624758,0.45091692430317376,0.5218603776054449,0.018746244735069247,0.08555442525963573,1.1234798231215237,737.0,,線下逾 10%,
"A(淨現金 N2, gatefix)",全期 2010-2026,觸發日即買,12m,軸二 200 日線位置,137,65,0,3,高,-0.1668417965055646,-0.4534607442352943,0.0954211573883105,0.021934551209119992,-0.3211114322914902,0.48905109489051096,11.705683397360184,-0.10796789277588785,0.08029197080291971,0.32116788321167883,0.23075657894736842,0.41046882522869516,-0.14727754077674118,0.24815396241374457,0.7709908866481804,119.0,,線之上,
"A(淨現金 N2, gatefix)",全期 2010-2026,買方回來,1m,軸二 200 日線位置,308,3,10,0,高,-0.018865096624498902,-0.08938106602159132,0.048086139491848,-0.0169438991072648,-0.08074204042551886,0.022727272727272728,0.4973353533663072,-0.021572270595644413,0.10064935064935066,0.44155844155844154,0.38923618177378,0.49498733642887294,-0.031454917330667936,-0.0020617179769586423,0.7190126593848982,256.0,,線下 10% 內,
"A(淨現金 N2, gatefix)",全期 2010-2026,買方回來,1m,軸二 200 日線位置,1214,7,22,0,高,-7.662226955223151e-05,-0.06628562958198587,0.06588763706214956,0.003121085413351514,-0.07551119003842405,0.019769357495881382,0.560873599843575,0.001875244423263485,0.128500823723229,0.49917627677100496,0.4717269882514867,0.526021209147317,-0.003725340237755056,0.01025542390632409,0.9964988110259932,846.0,,線下逾 10%,
"A(淨現金 N2, gatefix)",全期 2010-2026,買方回來,1m,軸二 200 日線位置,179,7,19,0,高,-0.0060704257008118,-0.11527574989901065,0.0847119006404003,-0.007306757535321549,-0.103138822139959,0.0670391061452514,0.7141447229496054,-0.01634243513690368,0.061452513966480445,0.4860335195530726,0.4046242774566474,0.56,-0.031280201412229,0.015180829010037545,0.795386528492484,149.0,,線之上,
"A(淨現金 N2, gatefix)",全期 2010-2026,買方回來,3m,軸二 200 日線位置,288,23,10,0,高,-0.038873466459676,-0.1469797005239013,0.0867321895088741,-0.014704144064951567,-0.14012964618848825,0.11458333333333333,3.396805041048303,-0.03198839555219641,0.1076388888888889,0.4236111111111111,0.36298238735750044,0.48399138415433596,-0.046932261422984664,0.021467267539071615,0.8530446914171881,240.0,,線下 10% 內,
"A(淨現金 N2, gatefix)",全期 2010-2026,買方回來,3m,軸二 200 日線位置,1171,50,22,0,高,-0.0030158178930833,-0.12400215276776096,0.1150959137118512,0.0075526276755491,-0.1242799343642009,0.0990606319385141,2.3062305577382016,0.0028118478767851715,0.1332194705380017,0.4884713919726729,0.4577107983399067,0.5199645267980381,-0.006162618649188154,0.021728513926150703,0.9804196172020677,820.0,,線下逾 10%,
"A(淨現金 N2, gatefix)",全期 2010-2026,買方回來,3m,軸二 200 日線位置,158,28,19,0,高,-0.07251642033754824,-0.17337617212544992,0.08548628872955838,-0.017093884185626983,-0.1693042936700582,0.17721518987341772,1.4945570917341993,-0.04103693611937678,0.06962025316455696,0.3860759493670886,0.3092105263157895,0.4605391319207108,-0.060133414910952344,0.02791418520063635,0.9487017905080735,138.0,,線之上,
"A(淨現金 N2, gatefix)",全期 2010-2026,買方回來,6m,軸二 200 日線位置,265,46,10,0,高,-0.0788803976045753,-0.2550991877730958,0.1105466076495693,-0.027464126648360655,-0.1979882244146438,0.24150943396226415,3.32550096723088,-0.05394478079085766,0.1169811320754717,0.3886792452830189,0.32566365626710453,0.4549107347219043,-0.07511231214270707,0.02666866291617252,0.7679154370246852,220.0,,線下 10% 內,
"A(淨現金 N2, gatefix)",全期 2010-2026,買方回來,6m,軸二 200 日線位置,1098,123,22,0,高,-0.035334066126665856,-0.2015226413002306,0.1638846674772491,0.0025839172694222343,-0.17344638603251725,0.20765027322404372,1.8745145258363929,-0.001925932399602842,0.14207650273224043,0.44808743169398907,0.415295810564663,0.48158296071253626,-0.017745642559251356,0.023856132307275478,0.9663003192956987,783.0,,線下逾 10%,
"A(淨現金 N2, gatefix)",全期 2010-2026,買方回來,6m,軸二 200 日線位置,149,37,19,0,高,-0.1229857838076641,-0.2521054537753493,0.0597344209315171,-0.04433506263539892,-0.2156862759542025,0.2684563758389262,2.0910620379283267,-0.08255581135172976,0.0738255033557047,0.31543624161073824,0.2418187964841109,0.38848920863309355,-0.10686697608428068,0.02481634710874694,0.8819465826890162,131.0,,線之上,
"A(淨現金 N2, gatefix)",全期 2010-2026,買方回來,12m,軸二 200 日線位置,249,62,10,0,高,-0.1213756081954566,-0.3287639243958248,0.1414263993236373,-0.02927466075671743,-0.2857975789467919,0.43373493975903615,2.614167005250864,-0.0555562880311698,0.12449799196787148,0.3654618473895582,0.29956892255556666,0.43083164626112663,-0.09165183660165897,0.03584661699081171,1.0327576277606172,206.0,,線下 10% 內,
"A(淨現金 N2, gatefix)",全期 2010-2026,買方回來,12m,軸二 200 日線位置,1014,207,22,0,高,-0.034305344875055904,-0.24766999126530664,0.22703800028140952,0.03767430926043249,-0.2235052863106011,0.33629191321499013,3.2587107835514573,0.02945544360521958,0.15384615384615385,0.46646942800788954,0.4327280802899096,0.5009886625562925,0.006220924353221881,0.07129226950885677,1.0701998320589645,728.0,,線下逾 10%,
