閘,條件,格,期,樣本N,未成熟,其他不可判,公司數,中位期內最大跌幅,觸及負33比例,觸及負80比例,觸及負50比例,最大單筆超額,可信度,勝率,中位超額,平均超額,p25超額,p75超額,平均盈虧比,中位盈虧比,前1%事件數,前1%佔總超額比例,前5%事件數,前5%佔總超額比例,剔走前1%後平均,剔走前5%後平均,簇數,2020年觸發佔比,勝率下限,勝率上限,平均超額下限,平均超額上限
現金流閘,其他兩閘皆過,過現金流閘,12m,1426,337,6,602,-0.25419588584486935,0.38359046283309955,0.010518934081346423,0.17040673211781207,11.705683397360184,高,0.4537166900420757,-0.04827569352452135,0.030538872245737387,-0.30749278119845114,0.2522843181347988,1.427060332120549,0.9936646693241592,15,1.0352489454263267,72,2.5832030355964273,-0.0010879066596106816,-0.05092024332106483,958,0.1388499298737728,0.4232116437590792,0.4868815996868207,-0.003345265520695202,0.06853619405940811
現金流閘,其他兩閘皆過,不過現金流閘,1m,589,7,1,261,-0.115148677327116,0.05263157894736842,0.001697792869269949,0.015280135823429542,1.16568438388532,高,0.45161290322580644,-0.0124429774615757,-0.0008981238069338159,-0.1035953576538287,0.0917297514678303,1.198226300439761,1.1765831806679121,6,-8.807772595416761,30,-27.336915486228474,-0.008899248545268976,-0.026815893390708754,379,0.057724957555178265,,,,
現金流閘,其他兩閘皆過,不過現金流閘,3m,569,27,1,254,-0.1966725775963939,0.22144112478031636,0.0035149384885764497,0.07205623901581722,2.005349016365627,高,0.43233743409490333,-0.0339361536373716,-0.021305112380547858,-0.2150377266435583,0.1249972095762312,1.0860174972349492,0.8241499966890086,6,-0.6165121510559075,29,-1.8724804131054595,-0.034807006503258575,-0.06448510509056381,368,0.05975395430579965,,,,
現金流閘,其他兩閘皆過,不過現金流閘,6m,533,63,1,232,-0.2729574284323929,0.3902439024390244,0.020637898686679174,0.1801125703564728,5.701597369111421,高,0.41088180112570355,-0.0847402541602185,-0.01187172504641822,-0.3175482824382859,0.2009088467682076,1.3409255984676838,0.9832294176554573,6,-2.780820020620959,27,-6.352384686080691,-0.04539587876024897,-0.09194301554440369,350,0.06378986866791744,,,,
現金流閘,其他兩閘皆過,不過現金流閘,12m,490,106,1,209,-0.3876648390534537,0.5857142857142857,0.06938775510204082,0.3673469387755102,6.508599321119126,高,0.3836734693877551,-0.16382965343023825,-0.03763611363082397,-0.48048657007358064,0.22720789569455116,1.3740825642379204,0.861955197996791,5,-1.0637106818341437,25,-2.697200728623175,-0.07847077188474426,-0.1466293563480198,320,0.06938775510204082,0.33596366537331834,0.4341881097865539,-0.10193064091541836,0.03231738078431051
現金流閘,不設條件(全體可判),過現金流閘,1m,5433,43,8,1569,-0.0849171669738687,0.05080066261733849,0.0007362414872078042,0.01601325234676974,1.7398342065474424,高,0.49953984907049515,-9.015489648522834e-05,0.00419185978859518,-0.0743405098644984,0.0716058245149018,1.087676339089058,0.9669021779199666,55,1.6686316568163606,272,4.478515273431042,-0.002831474074994786,-0.015349933851364087,2537,0.13988588256948278,,,,
現金流閘,不設條件(全體可判),過現金流閘,3m,5242,234,8,1531,-0.1357838073665546,0.13697062190003814,0.0011446012972148034,0.03471957268218237,2.5657186350808536,高,0.4998092331171309,-0.0001046730646909,0.021894644249032567,-0.12995252078146985,0.13796502608785843,1.279958107984136,1.0618578657178812,53,0.5879785578853094,263,1.6516244199451056,0.009113203259145617,-0.015020698700382001,2480,0.14498283098054177,,,,
現金流閘,不設條件(全體可判),過現金流閘,6m,4859,617,8,1462,-0.187895739080493,0.24778761061946902,0.002675447622967689,0.08314467997530356,5.019270057208198,高,0.44659394937229885,-0.0342326340588928,0.016653470346957817,-0.2027260101795581,0.16459197668054498,1.4138297715492172,1.0819627513418943,49,1.2179870989806307,243,3.2264932630294303,-0.0036672233609838806,-0.03903078017625167,2356,0.1564107841119572,,,,
現金流閘,不設條件(全體可判),過現金流閘,12m,4466,1010,8,1392,-0.2560415076638486,0.3860277653381102,0.016345723242274967,0.17733990147783252,11.705683397360184,高,0.45947156291983876,-0.0399784125223297,0.04694973907775074,-0.2906784743235707,0.2553799780153209,1.5225320527878063,1.072012505858238,45,0.7297028843956325,224,1.8096656035934355,0.012819550518476457,-0.04002090705093168,2202,0.17017465293327363,,,,
現金流閘,不設條件(全體可判),不過現金流閘,1m,1481,27,3,582,-0.1196327424037765,0.0661715057393653,0.0006752194463200541,0.01688048615800135,1.6731830654544644,高,0.4523970290344362,-0.015590688727832,0.008106745898082147,-0.1091588470610612,0.0960236494750905,1.352466065355579,1.1172799031670224,15,1.2729477284014346,75,3.6992692893710033,-0.00223535823788484,-0.023049553232284588,770,0.06279540850776502,,,,
現金流閘,不設條件(全體可判),不過現金流閘,3m,1421,87,3,559,-0.2013889095849452,0.24771287825475016,0.0028149190710767065,0.08092892329345532,16.6471220607926,高,0.43771991555242784,-0.039223481449062,0.03028102996891861,-0.2117630610272409,0.1588403666570788,1.6018863539883856,1.0149587812889413,15,1.1842445496171659,72,2.4104130137313757,-0.005638635867207779,-0.04498824771369762,747,0.06544686840253343,,,,
現金流閘,不設條件(全體可判),不過現金流閘,6m,1337,171,3,525,-0.2734939586454638,0.40089753178758414,0.016454749439042633,0.18997756170531038,5.701597369111421,高,0.4293193717277487,-0.0720928351501367,0.028084666759104877,-0.3141007919394489,0.2322705152238915,1.5400289361662645,1.0317445357655695,14,1.0559736818736474,67,3.049757448498219,-0.001588637146645483,-0.06060374115903438,710,0.06955871353777113,,,,
現金流閘,不設條件(全體可判),不過現金流閘,12m,1190,318,3,471,-0.37556465794787436,0.5579831932773109,0.05966386554621849,0.34369747899159664,8.614873204074891,高,0.4184873949579832,-0.10665942356018951,0.04609580355643469,-0.4455745475796945,0.2996569968818253,1.6607842101495174,1.0338960429651975,12,1.0341426262156264,60,2.730550289840987,-0.0015898640332887581,-0.08400674016283105,644,0.07815126050420168,,,,
市值閘,其他兩閘皆過,過市值閘,1m,1747,16,6,679,-0.084462323241419,0.03777904979965655,0.0005724098454493417,0.009730967372638809,0.7289663457738649,高,0.4962793360045793,-0.0012775070489561,0.0044586845796983875,-0.0690105081123774,0.0739476183442091,1.1141853259377148,1.0875332390213914,18,1.2056139283459069,88,3.5187447003011787,-0.000926311791496459,-0.011825987587423765,1136,0.11333714939896966,,,,
市值閘,其他兩閘皆過,過市值閘,3m,1681,82,6,662,-0.1309115714487038,0.12849494348602022,0.000594883997620464,0.026174895895300417,1.5379776085719985,高,0.4997025580011898,-0.0002054996003511,0.015282670021460302,-0.132031708130653,0.1319143898135559,1.1976178512924107,1.0009635157115855,17,0.5952745981934523,85,2.025854326184233,0.006248475775332906,-0.01651276334410266,1097,0.11778703152885188,,,,
市值閘,其他兩閘皆過,過市值閘,6m,1567,196,6,637,-0.1785189147516517,0.2393107849393746,0.0012763241863433313,0.07211231652839821,3.5697477446936787,高,0.4345883854499043,-0.0425342887005777,0.007285750965029327,-0.19622566282659284,0.1502357073074923,1.3813749085039835,1.0320330874475494,16,2.5716513292485113,79,6.826930156060704,-0.011568784342869114,-0.044707480958354195,1036,0.1263560944479898,,,,
市值閘,其他兩閘皆過,過市值閘,12m,1426,337,6,602,-0.25419588584486935,0.38359046283309955,0.010518934081346423,0.17040673211781207,11.705683397360184,高,0.4537166900420757,-0.04827569352452135,0.030538872245737387,-0.30749278119845114,0.2522843181347988,1.427060332120549,0.9936646693241592,15,1.0352489454263267,72,2.5832030355964273,-0.0010879066596106816,-0.05092024332106483,958,0.1388499298737728,0.42239631679774253,0.486979609271996,-0.004461415751493712,0.06624557912642849
市值閘,其他兩閘皆過,不過市值閘,1m,213,1,0,136,-0.1042345082088606,0.03755868544600939,0.0,0.009389671361502348,1.661651513551652,高,0.5023474178403756,0.0002692863912068,0.0431917854940371,-0.0886258726147445,0.084114838168994,1.7907542249443347,0.9474983357653757,3,0.5043741045215573,11,1.079659660694315,0.021712781182263455,-0.003628004723521789,200,0.10328638497652583,,,,
市值閘,其他兩閘皆過,不過市值閘,3m,201,13,0,127,-0.1744022819507884,0.19900497512437812,0.0,0.03980099502487562,2.5657186350808536,高,0.44776119402985076,-0.0433476296245579,0.05468404406247656,-0.2046385865837466,0.1605690247267197,1.8413800298126148,1.1916352367096679,3,0.6033130813299274,11,1.529495442429765,0.02202111834773751,-0.030631291437087746,191,0.10945273631840796,,,,
市值閘,其他兩閘皆過,不過市值閘,6m,180,34,0,116,-0.24934587703418148,0.36666666666666664,0.0,0.10555555555555556,4.480743596090268,高,0.40555555555555556,-0.0800196286643826,0.039370653560920114,-0.2779344093402225,0.19920318110117108,1.8381751643824797,1.2271468432188164,2,0.8883969333083733,9,2.15743018878363,0.004443255177019188,-0.04796713998268487,173,0.12222222222222222,,,,
市值閘,其他兩閘皆過,不過市值閘,12m,164,50,0,108,-0.3330046254237622,0.5121951219512195,0.018292682926829267,0.24390243902439024,6.633764091673658,高,0.4329268292682927,-0.0997186069194058,0.1682867481341719,-0.4287254798640714,0.42141748560214554,2.3746459172608794,1.4433146809893243,2,0.4348137678813974,9,1.0616704658590852,0.09628759202052448,-0.010980934409526215,159,0.13414634146341464,0.3592500184815554,0.5120481927710844,0.033241397328233176,0.3356479833872302
市值閘,不設條件(全體可判),過市值閘,1m,5980,56,10,1644,-0.0873674940614589,0.050501672240802674,0.0006688963210702341,0.016220735785953178,1.7398342065474424,高,0.49247491638795987,-0.00212982666711935,0.001878770796816027,-0.0765302806701232,0.07266674767005135,1.0687958841173977,0.9879603668820041,60,3.242325292475485,299,9.489423959716154,-0.004255512728591238,-0.01678913875505788,2610,0.12558528428093646,,,,
市值閘,不設條件(全體可判),過市值閘,3m,5777,259,10,1610,-0.1409710103653186,0.1460965899255669,0.0012117015752120478,0.03981305175696728,2.005349016365627,高,0.4902198372857885,-0.0044087109980759,0.012333694204913292,-0.1379922955069688,0.1347745385972976,1.1944010852122455,1.0263676433787454,58,0.8681198564376357,289,2.680642252472164,0.0016430654321690432,-0.021820099125745965,2551,0.1299982689977497,,,,
市值閘,不設條件(全體可判),過市值閘,6m,5386,650,10,1532,-0.19559580299334434,0.2630894912736725,0.005569996286669142,0.09561826958782027,5.701597369111421,高,0.44077237281841813,-0.03887500013819995,0.006593456117500469,-0.21477900641201803,0.1637182788270828,1.335128040849605,1.0418427434730615,54,2.9135054530148614,270,7.995785644717565,-0.012744389397971994,-0.04856075466430739,2430,0.13943557370961754,,,,
市值閘,不設條件(全體可判),過市值閘,12m,4943,1093,10,1453,-0.2691832963700634,0.40906332186931016,0.024074448715355048,0.20149706655876998,11.705683397360184,高,0.44770382358891364,-0.0529016946203769,0.022644302207164974,-0.31191804420895597,0.24617488890877082,1.3958422394991132,0.9866610556584564,50,1.4176997165847312,248,3.5082148061293297,-0.009555172186787284,-0.05979690185950454,2259,0.15193202508598017,,,,
市值閘,不設條件(全體可判),不過市值閘,1m,934,14,1,490,-0.1257740142245066,0.07708779443254818,0.0010706638115631692,0.016059957173447537,1.6731830654544644,高,0.47002141327623126,-0.015172135392378,0.025209224348541143,-0.11544235496669178,0.09617773445732725,1.533930984675346,1.0285753997216638,10,0.5610526367833614,47,1.559006341031311,0.011185279294153591,-0.01483882366396459,648,0.10920770877944326,,,,
市值閘,不設條件(全體可判),不過市值閘,3m,886,62,1,464,-0.1982370784847743,0.255079006772009,0.003386004514672686,0.07562076749435666,16.6471220607926,高,0.46275395033860045,-0.029390416758098198,0.0976854597262731,-0.2079504470603941,0.21865518850058957,2.108853021580218,1.3167124071521585,9,0.5004608892412584,45,1.0591134234151467,0.04929848233700011,-0.006083503496884625,623,0.11512415349887133,,,,
市值閘,不設條件(全體可判),不過市值閘,6m,810,138,1,432,-0.26756854597099533,0.3987654320987654,0.006172839506172839,0.1765432098765432,5.019270057208198,高,0.4567901234567901,-0.04615722919638835,0.1024148854616466,-0.2911179168150848,0.30176324873287524,1.9354042838032135,1.2583842493844801,9,0.3741961894796606,41,1.0187435188748788,0.06481175620035089,-0.0020219615401330716,579,0.1259259259259259,,,,
市值閘,不設條件(全體可判),不過市值閘,12m,713,235,1,388,-0.3400576533222117,0.5133239831697055,0.03506311360448808,0.28751753155680226,7.686057820004676,高,0.4726507713884993,-0.0320568638370936,0.21402630454891394,-0.3916050998521532,0.5118466813157048,2.3103533809340213,1.446381132201832,8,0.28170337323288924,36,0.7518101266957277,0.15547887611574546,0.055943814010591904,529,0.14305750350631136,,,,
