事件表,版本,年份段,進場格,期,樣本N,觀察平均超額,觀察勝率,"缺失平均 -50 個百分點時,平均歸零所需缺失比例 m","缺失平均 -75 個百分點時,平均歸零所需缺失比例 m","缺失平均 -100 個百分點時,平均歸零所需缺失比例 m"
events.csv(正本),B(總債務/四季經營現金流<=3),驗證年份 2022-2026,觸發日即買,3m,831,0.0135986652745757,0.4825511432009627,0.02647722082242114,0.017808655112939303,0.013416222554803712
events.csv(正本),B(總債務/四季經營現金流<=3),驗證年份 2022-2026,觸發日即買,6m,728,-0.0016524354868724,0.4340659340659341,,,
events.csv(正本),B(總債務/四季經營現金流<=3),驗證年份 2022-2026,觸發日即買,12m,625,-0.0133043682233395,0.4112,,,
events.csv(正本),B(總債務/四季經營現金流<=3),驗證年份 2022-2026,跌勢衰竭,1m,879,-5.926672218340288e-05,0.4846416382252559,,,
events.csv(正本),B(總債務/四季經營現金流<=3),驗證年份 2022-2026,跌勢衰竭,3m,806,0.0023864745140253,0.4689826302729528,0.0047502762018699135,0.0031718732258800243,0.002380792812654725
events.csv(正本),B(總債務/四季經營現金流<=3),驗證年份 2022-2026,跌勢衰竭,6m,702,-0.0158363627804906,0.4045584045584046,,,
events.csv(正本),B(總債務/四季經營現金流<=3),驗證年份 2022-2026,跌勢衰竭,12m,620,-0.0148724709692956,0.4161290322580645,,,
events.csv(正本),B(總債務/四季經營現金流<=3),驗證年份 2022-2026,買方回來,1m,861,-0.0005029139432753,0.4750290360046457,,,
events.csv(正本),B(總債務/四季經營現金流<=3),驗證年份 2022-2026,買方回來,3m,765,0.0081290796815353,0.4718954248366013,0.01599806034842587,0.010722553585400066,0.008063530598783293
events.csv(正本),B(總債務/四季經營現金流<=3),驗證年份 2022-2026,買方回來,6m,686,-0.0145015479962599,0.4198250728862974,,,
events.csv(正本),B(總債務/四季經營現金流<=3),驗證年份 2022-2026,買方回來,12m,600,-0.0060786500888459,0.395,,,
events_gatefix.csv,"A(淨現金 N2, gatefix)",全期 2010-2026,觸發日即買,1m,1747,0.0044586845796983,0.4962793360045793,0.00883855252370798,0.005909779648414002,0.004438892956123899
events_gatefix.csv,"A(淨現金 N2, gatefix)",全期 2010-2026,觸發日即買,3m,1681,0.0152826700214603,0.4997025580011898,0.02965880847656649,0.01996996746448177,0.015052625709781164
