entity_id,ticker,trigger_date,月,日,close,adj_close,成交股數,該列代號
0001530721,CPRI,2020-08-28,2020-10,2020-10-30,21.219999313354492,21.219999313354492,3660100.0,CPRI
0001530721,CPRI,2020-08-28,2020-11,2020-11-30,35.380001068115234,35.380001068115234,5305300.0,CPRI
0001530721,CPRI,2020-08-28,2020-12,2020-12-31,42.0,42.0,6737500.0,CPRI
0001530721,CPRI,2020-08-28,2021-01,2021-01-29,41.65999984741211,41.65999984741211,2826300.0,CPRI
0001530721,CPRI,2020-08-28,2021-02,2021-02-26,46.66999816894531,46.66999816894531,1907700.0,CPRI
0001530721,CPRI,2020-08-28,2021-03,2021-03-31,51.0,51.0,1840200.0,CPRI
0001530721,CPRI,2020-08-28,2021-04,2021-04-30,55.08000183105469,55.08000183105469,1108100.0,CPRI
0001530721,CPRI,2020-08-28,2021-05,2021-05-28,56.709999084472656,56.709999084472656,2301900.0,CPRI
0001530721,CPRI,2020-08-28,2021-06,2021-06-30,57.189998626708984,57.189998626708984,2275700.0,CPRI
0001530721,CPRI,2020-08-28,2021-07,2021-07-30,56.310001373291016,56.310001373291016,6616700.0,CPRI
0001530721,CPRI,2020-08-28,2021-08,2021-08-31,56.5099983215332,56.5099983215332,1924400.0,CPRI
0000107687,WGO,2020-03-17,2019-12,2019-12-31,52.97999954223633,46.12342071533203,502800.0,WGO
0000107687,WGO,2020-03-17,2020-01,2020-01-31,54.7599983215332,47.771053314208984,478500.0,WGO
0000107687,WGO,2020-03-17,2020-02,2020-02-28,51.88999938964844,45.26735305786133,862300.0,WGO
0000107687,WGO,2020-03-17,2020-03,2020-03-31,27.809999465942383,24.26065444946289,1072800.0,WGO
0000107687,WGO,2020-03-17,2020-04,2020-04-30,44.369998931884766,38.838226318359375,956300.0,WGO
0000107687,WGO,2020-03-17,2020-05,2020-05-29,54.400001525878906,47.61773681640625,729700.0,WGO
0000107687,WGO,2020-03-17,2020-06,2020-06-30,66.62000274658203,58.408267974853516,488700.0,WGO
0000107687,WGO,2020-03-17,2020-07,2020-07-31,60.40999984741211,52.9637336730957,698800.0,WGO
0000107687,WGO,2020-03-17,2020-08,2020-08-31,53.97999954223633,47.32630920410156,944300.0,WGO
0000107687,WGO,2020-03-17,2020-09,2020-09-30,51.66999816894531,45.401607513427734,1317800.0,WGO
0000107687,WGO,2020-03-17,2020-10,2020-10-30,46.95000076293945,41.25420379638672,1019300.0,WGO
0000107687,WGO,2020-03-17,2020-11,2020-11-30,52.93000030517578,46.50873565673828,447800.0,WGO
0000107687,WGO,2020-03-17,2020-12,2020-12-31,59.939998626708984,52.668304443359375,1151400.0,WGO
0000107687,WGO,2020-03-17,2021-01,2021-01-29,69.05999755859375,60.79936981201172,944800.0,WGO
0000107687,WGO,2020-03-17,2021-02,2021-02-26,69.5999984741211,61.27477264404297,1098700.0,WGO
0000107687,WGO,2020-03-17,2021-03,2021-03-18,83.22000122070312,73.265625,754100.0,WGO
0001681459,FTI,2021-12-23,2021-09,2021-09-30,7.53000020980835,7.375177383422852,6533900.0,FTI
0001681459,FTI,2021-12-23,2021-10,2021-10-29,7.369999885559082,7.218466758728027,4111700.0,FTI
