entity_id,ticker,trigger_date,日,日變動,close,adj_close,成交股數
0001144879,APLD,2025-02-25,2025-06-04,0.29268292682926833,13.25,13.25,219053300.0
0001144879,APLD,2025-02-25,2025-12-15,-0.17516155639645026,22.979999542236328,22.979999542236328,43525300.0
0001144879,APLD,2025-02-25,2025-04-15,-0.3594040725268445,3.440000057220459,3.440000057220459,128377900.0
0000317788,APPS,2020-02-10,2020-06-03,0.3192419846351393,9.050000190734863,9.050000190734863,18757400.0
0000317788,APPS,2020-02-10,2020-08-06,0.3057089786587721,21.270000457763672,21.270000457763672,9694200.0
0000317788,APPS,2020-02-10,2021-02-04,0.1978584655019724,77.19000244140625,77.19000244140625,14503100.0
0000317788,APPS,2020-02-10,2020-03-16,-0.20335430450501157,3.799999952316284,3.799999952316284,2673600.0
0000317788,APPS,2020-02-10,2020-03-12,-0.22448982074329182,4.559999942779541,4.559999942779541,3643400.0
0001973832,AU,2024-11-11,2025-04-11,0.10141590618121077,42.790000915527344,40.18223571777344,6975300.0
0001973832,AU,2024-11-11,2025-04-09,0.09831123200447678,36.41999816894531,34.200443267822266,6360700.0
0001973832,AU,2024-11-11,2025-08-04,0.09044303246439078,53.16999816894531,50.07172775268555,3503700.0
0001973832,AU,2024-11-11,2025-05-12,-0.10357152896222732,40.15999984741211,37.7125129699707,5932100.0
0001973832,AU,2024-11-11,2025-10-21,-0.1130295477496911,66.77999877929688,63.8198356628418,5769800.0
0000756894,B,2024-12-18,2025-09-19,0.09710674761078186,32.9900016784668,32.4383659362793,71168500.0
0000756894,B,2024-12-18,2025-11-24,0.08180583049839996,39.540000915527344,38.878841400146484,25507800.0
0000756894,B,2024-12-18,2025-04-09,0.07305950947681739,18.799999237060547,18.28339385986328,41270100.0
0000756894,B,2024-12-18,2025-04-04,-0.08823524054156184,17.670000076293945,17.184444427490234,37354100.0
0000756894,B,2024-12-18,2025-10-21,-0.09300323826101065,31.5,30.97327995300293,25722400.0
0001064728,BTU,2021-11-16,2022-03-04,0.1471483938918703,26.350000381469727,25.128360748291016,30961400.0
0001064728,BTU,2021-11-16,2022-02-11,0.13922355687796184,17.020000457763672,16.230920791625977,12603600.0
0001064728,BTU,2021-11-16,2022-04-12,0.13380011110496537,29.149999618530273,27.79854965209961,12136300.0
0001064728,BTU,2021-11-16,2022-03-07,-0.16508522753580435,22.0,20.980039596557617,32778600.0
0001064728,BTU,2021-11-16,2022-02-24,-0.20319149354927624,14.979999542236328,14.28549861907959,21131000.0
0000723612,CAR,2020-03-31,2020-05-18,0.241582467757137,14.75,14.014081954956055,12052100.0
0000723612,CAR,2020-03-31,2020-11-09,0.22423262089369622,37.88999938964844,35.99956512451172,4599000.0
0000723612,CAR,2020-03-31,2020-05-27,0.1805479430480279,21.969999313354492,20.873855590820312,13396000.0
0000723612,CAR,2020-03-31,2020-06-11,-0.14728681021625512,23.100000381469727,21.947479248046875,9104100.0
0000723612,CAR,2020-03-31,2020-05-01,-0.15655340463684586,13.899999618530273,13.206490516662598,7920700.0
0001030894,CLS,2025-05-01,2025-07-29,0.16513817666926944,202.0,202.0,14567300.0
0001030894,CLS,2025-05-01,2025-11-24,0.15168182302594113,322.5400085449219,322.5400085449219,5153900.0
0001030894,CLS,2025-05-01,2025-09-05,0.09641274370183717,242.67999267578125,242.67999267578125,7696700.0
0001030894,CLS,2025-05-01,2026-01-29,-0.13101413419159358,300.0,300.0,8841900.0
0001030894,CLS,2025-05-01,2026-04-28,-0.1436962273229656,361.5400085449219,361.5400085449219,5607000.0
0001530721,CPRI,2020-08-28,2021-07-30,0.12507496966343856,56.310001373291016,56.310001373291016,6616700.0
0001530721,CPRI,2020-08-28,2020-09-10,0.11191538593226236,19.969999313354492,19.969999313354492,15889100.0
0001530721,CPRI,2020-08-28,2021-03-08,0.09832282079024379,52.38999938964844,52.38999938964844,4831600.0
0001530721,CPRI,2020-08-28,2020-09-29,-0.06501054636767534,17.690000534057617,17.690000534057617,4445100.0
0001530721,CPRI,2020-08-28,2021-03-23,-0.07243386271413732,49.43000030517578,49.43000030517578,3446600.0
0000916540,DAR,2020-03-18,2020-03-24,0.091076894906851,17.729999542236328,17.729999542236328,1527500.0
0000916540,DAR,2020-03-18,2020-04-06,0.08323770129672337,18.8700008392334,18.8700008392334,1306500.0
0000916540,DAR,2020-03-18,2021-03-05,0.08243778078850394,73.52999877929688,73.52999877929688,3770300.0
0000916540,DAR,2020-03-18,2020-06-11,-0.08138099253782183,22.350000381469727,22.350000381469727,1209800.0
0000916540,DAR,2020-03-18,2020-04-01,-0.10067815845042505,17.239999771118164,17.239999771118164,919900.0
0000910638,DDD,2020-09-30,2021-01-07,1.0427045864778144,22.959999084472656,22.959999084472656,193566700.0
0000910638,DDD,2020-09-30,2021-01-14,0.3621275881503492,32.0099983215332,32.0099983215332,36068000.0
0000910638,DDD,2020-09-30,2021-05-11,0.35227912592128585,24.030000686645508,24.030000686645508,60233200.0
0000910638,DDD,2020-09-30,2020-10-26,-0.16710179614476528,6.380000114440918,6.380000114440918,8613200.0
0000910638,DDD,2020-09-30,2021-03-02,-0.19644239905607142,31.170000076293945,31.170000076293945,8014800.0
0001477641,DQ,2020-05-14,2020-07-20,0.2525081386440946,22.222000122070312,22.222000122070312,4511500.0
0001477641,DQ,2020-05-14,2021-03-09,0.22126599443130468,87.9800033569336,87.9800033569336,4082600.0
0001477641,DQ,2020-05-14,2020-11-05,0.1859033131231944,44.284000396728516,44.284000396728516,2889500.0
0001477641,DQ,2020-05-14,2021-03-03,-0.14003638922629535,94.51000213623047,94.51000213623047,2258100.0
0001477641,DQ,2020-05-14,2020-10-21,-0.17719741362289454,39.821998596191406,39.821998596191406,6730000.0
0001372920,EDU,2022-03-10,2022-10-26,0.28300096908981076,27.020000457763672,26.443727493286133,10810800.0
0001372920,EDU,2022-03-10,2022-06-14,0.24385966631852152,21.270000457763672,20.816362380981445,22460100.0
0001372920,EDU,2022-03-10,2022-03-15,0.2325581790612714,10.600000381469727,10.373927116394043,4805570.0
0001372920,EDU,2022-03-10,2022-10-24,-0.16015808525794684,19.139999389648438,18.731786727905273,7002700.0
0001372920,EDU,2022-03-10,2022-05-09,-0.16393437909102304,10.199999809265137,9.982458114624023,4760600.0
0001463101,ENPH,2019-10-30,2020-02-19,0.4244461993762014,57.220001220703125,57.220001220703125,35435600.0
0001463101,ENPH,2019-10-30,2020-03-24,0.24827335030464548,34.34000015258789,34.34000015258789,7685500.0
0001463101,ENPH,2019-10-30,2020-05-06,0.18728874404635953,52.68000030517578,52.68000030517578,11216000.0
0001463101,ENPH,2019-10-30,2020-03-12,-0.2087227217833294,33.02000045776367,33.02000045776367,9793500.0
0001463101,ENPH,2019-10-30,2020-06-17,-0.26004544811378905,39.040000915527344,39.040000915527344,55172900.0
0001035983,FIX,2025-02-21,2025-07-25,0.22370878497400337,688.739990234375,686.8430786132812,1254100.0
0001035983,FIX,2025-02-21,2025-10-24,0.1898908888295492,981.6599731445312,979.6539306640625,1051800.0
0001035983,FIX,2025-02-21,2025-04-09,0.1427246212893103,356.7699890136719,355.4418640136719,796600.0
0001035983,FIX,2025-02-21,2025-12-17,-0.08746515595496873,883.7899780273438,882.528076171875,800100.0
0001035983,FIX,2025-02-21,2025-04-03,-0.09030615322355906,311.3699951171875,310.21087646484375,643000.0
0001039399,FORM,2025-03-24,2025-04-09,0.28386539417934475,29.760000228881836,29.760000228881836,2426800.0
0001039399,FORM,2025-03-24,2025-10-30,0.24161773856566104,59.25,59.25,5119600.0
0001039399,FORM,2025-03-24,2026-02-05,0.17185976113183243,83.87000274658203,83.87000274658203,3841100.0
0001039399,FORM,2025-03-24,2025-04-03,-0.12112772703390884,25.25,25.25,1066400.0
0001039399,FORM,2025-03-24,2025-07-31,-0.17460774669522183,28.40999984741211,28.40999984741211,4289200.0
0001274494,FSLR,2013-04-02,2013-04-09,0.4552513735872288,39.349998474121094,39.349998474121094,40171200.0
0001274494,FSLR,2013-04-02,2014-03-19,0.205698399411121,69.4000015258789,69.4000015258789,30879300.0
0001274494,FSLR,2013-04-02,2013-11-01,0.17551178245535026,59.13999938964844,59.13999938964844,28397600.0
0001274494,FSLR,2022-01-06,2022-07-28,0.15294420970616796,88.5,88.5,7707200.0
0001274494,FSLR,2022-01-06,2022-07-29,0.12056495106152898,99.16999816894531,99.16999816894531,9557500.0
0001274494,FSLR,2022-01-06,2022-10-31,0.09723380819562721,145.57000732421875,145.57000732421875,7117000.0
0001274494,FSLR,2022-01-06,2022-07-15,-0.08122190594172385,65.2699966430664,65.2699966430664,7231000.0
0001274494,FSLR,2022-01-06,2022-05-11,-0.08671205166583384,61.720001220703125,61.720001220703125,2230700.0
0001274494,FSLR,2013-04-02,2013-06-12,-0.10766878886099662,46.65999984741211,46.65999984741211,14003400.0
0001274494,FSLR,2013-04-02,2013-08-07,-0.1343315246908422,40.470001220703125,40.470001220703125,19931900.0
0001681459,FTI,2021-12-23,2022-07-29,0.10368363303546868,8.09000015258789,7.92366361618042,14574000.0
0001681459,FTI,2021-12-23,2022-07-28,0.10060068610366324,7.329999923706055,7.179288864135742,8791100.0
0001681459,FTI,2021-12-23,2022-03-02,0.09245010304056689,7.090000152587891,6.9442243576049805,16734800.0
0001681459,FTI,2021-12-23,2022-04-29,-0.08344360475309853,6.920000076293945,6.777719497680664,14111900.0
0001681459,FTI,2021-12-23,2022-05-09,-0.11840422420380758,6.849999904632568,6.709157943725586,12722300.0
0000719413,HL,2024-12-16,2025-08-07,0.18166941848285756,7.21999979019165,7.209625244140625,67812000.0
0000719413,HL,2024-12-16,2025-12-11,0.1256544816511984,19.350000381469727,19.33803367614746,34340600.0
0000719413,HL,2024-12-16,2025-09-08,0.12195115498418962,10.119999885559082,10.110716819763184,49598600.0
0000719413,HL,2024-12-16,2025-02-14,-0.14599682834137206,5.440000057220459,5.423856258392334,33117700.0
0000719413,HL,2024-12-16,2025-05-02,-0.17001827131340885,4.539999961853027,4.529864311218262,51731700.0
0001048268,IESC,2025-02-19,2025-10-24,0.14879858398696055,436.9800109863281,436.9800109863281,319200.0
0001048268,IESC,2025-02-19,2025-04-09,0.14867977094072948,189.6699981689453,189.6699981689453,323400.0
0001048268,IESC,2025-02-19,2025-05-02,0.1255314731442867,238.22999572753906,238.22999572753906,319600.0
0001048268,IESC,2025-02-19,2025-12-17,-0.10964573072833894,398.29998779296875,398.29998779296875,187300.0
0001048268,IESC,2025-02-19,2026-01-30,-0.19873154741313348,380.2900085449219,380.2900085449219,632000.0
0001760965,KTB,2020-05-22,2020-06-05,0.12845885116111244,22.84000015258789,18.71856689453125,2728100.0
0001760965,KTB,2020-05-22,2020-06-01,0.12448678274545766,16.440000534057617,13.473431587219238,2514400.0
0001760965,KTB,2020-05-22,2020-06-03,0.11502336388924594,19.0,15.571486473083496,3012200.0
0001760965,KTB,2020-05-22,2020-06-17,-0.0732718326496421,17.959999084472656,14.719149589538574,1213900.0
0001760965,KTB,2020-05-22,2020-06-24,-0.07530933678711138,17.190000534057617,14.08809757232666,1155700.0
0000018926,LUMN,2023-09-11,2024-08-06,0.9305019944773418,5.0,5.0,311863000.0
0000018926,LUMN,2023-09-11,2024-07-30,0.3762886585268437,2.6700000762939453,2.6700000762939453,161091500.0
0000018926,LUMN,2023-09-11,2024-08-07,0.32600002288818364,6.630000114440918,6.630000114440918,264638600.0
0000018926,LUMN,2023-09-11,2024-08-08,-0.18853694998848547,5.380000114440918,5.380000114440918,132850300.0
0000018926,LUMN,2023-09-11,2023-11-01,-0.3287671277616546,0.9800000190734863,0.9800000190734863,60632300.0
0000910329,MED,2020-03-17,2020-03-24,0.17541671821398608,65.5999984741211,55.561859130859375,378900.0
0000910329,MED,2020-03-17,2020-05-06,0.15624559736636878,87.0999984741211,75.07525634765625,1021600.0
0000910329,MED,2020-03-17,2020-04-06,0.11225746130632785,63.61000061035156,54.82822036743164,249500.0
0000910329,MED,2020-03-17,2020-06-11,-0.09013845580078472,99.83000183105469,86.04781341552734,262900.0
0000910329,MED,2020-03-17,2020-08-06,-0.09984671410475221,164.44000244140625,142.96546936035156,693900.0
0000723125,MU,2025-04-04,2025-04-09,0.18812918474229479,77.87000274658203,77.6720962524414,63132600.0
0000723125,MU,2025-04-04,2026-01-02,0.10514713355693561,315.4200134277344,315.2391052246094,42604300.0
0000723125,MU,2025-04-04,2025-12-18,0.10211953266442886,248.5500030517578,248.30711364746094,65006100.0
0000723125,MU,2025-04-04,2025-04-10,-0.10042357860318563,70.05000305175781,69.87198638916016,44882300.0
0000723125,MU,2025-04-04,2025-11-20,-0.10866675176102047,201.3699951171875,201.1732177734375,47420700.0
0001645113,NVCR,2020-06-24,2021-04-13,0.49628445954639244,197.3300018310547,197.3300018310547,16626300.0
0001645113,NVCR,2020-06-24,2020-07-30,0.12014703189625453,76.16999816894531,76.16999816894531,2231900.0
0001645113,NVCR,2020-06-24,2020-07-15,0.09459924419915366,63.63999938964844,63.63999938964844,1319100.0
0001645113,NVCR,2020-06-24,2020-11-24,-0.11159883633146983,119.41000366210938,119.41000366210938,1986700.0
0001645113,NVCR,2020-06-24,2021-02-25,-0.13995269625694762,148.89999389648438,148.89999389648438,1665500.0
0001852131,NXT,2024-10-18,2024-10-31,0.2455427134835948,39.81999969482422,39.81999969482422,10332400.0
0001852131,NXT,2024-10-18,2025-01-29,0.24280673917030815,49.2400016784668,49.2400016784668,11850800.0
0001852131,NXT,2024-10-18,2025-08-15,0.12205963970577582,60.58000183105469,60.58000183105469,6047400.0
0001852131,NXT,2024-10-18,2025-09-09,-0.07783830474333753,64.33000183105469,64.33000183105469,2235000.0
0001852131,NXT,2024-10-18,2025-07-30,-0.0927580942407712,58.880001068115234,58.880001068115234,8073200.0
0001680247,PUMP,2025-04-29,2025-10-29,0.5205479577326328,11.100000381469727,11.100000381469727,25627000.0
0001680247,PUMP,2025-04-29,2025-10-27,0.13946119214278152,7.190000057220459,7.190000057220459,3902000.0
0001680247,PUMP,2025-04-29,2025-05-12,0.10294116486933835,6.0,6.0,2215300.0
0001680247,PUMP,2025-04-29,2025-08-06,-0.08952376956031438,4.78000020980835,4.78000020980835,1894000.0
0001680247,PUMP,2025-04-29,2025-07-30,-0.11514195607322053,5.610000133514404,5.610000133514404,8350100.0
0001528849,RH,2017-02-10,2017-09-07,0.4475921401486791,71.54000091552734,71.54000091552734,12096200.0
0001528849,RH,2017-02-10,2017-11-16,0.2582232139111793,104.80999755859375,104.80999755859375,7090400.0
0001528849,RH,2017-02-10,2017-02-24,0.24414448146657608,31.34000015258789,31.34000015258789,14830800.0
0001528849,RH,2017-02-10,2017-08-15,-0.08327473675773245,52.18000030517578,52.18000030517578,1928500.0
0001528849,RH,2017-02-10,2017-06-02,-0.256943215449304,42.540000915527344,42.540000915527344,18527800.0
0001638833,SGRY,2020-03-06,2020-04-17,0.47465438463104825,9.600000381469727,9.600000381469727,11860700.0
0001638833,SGRY,2020-03-06,2020-04-08,0.3914591336123199,7.820000171661377,7.820000171661377,1215100.0
0001638833,SGRY,2020-03-06,2020-05-18,0.23809527950532616,12.220000267028809,12.220000267028809,1807400.0
0001638833,SGRY,2020-03-06,2020-06-11,-0.2284160195760616,11.350000381469727,11.350000381469727,1246400.0
0001638833,SGRY,2020-03-06,2020-03-16,-0.26760564536403453,4.679999828338623,4.679999828338623,1091900.0
0001329394,SIMO,2015-08-19,2015-08-27,0.08195313723422015,25.479999542236328,19.780303955078125,845800.0
0001329394,SIMO,2015-08-19,2016-03-30,0.0807372509728077,39.88999938964844,31.26369857788086,1696100.0
0001329394,SIMO,2015-08-19,2015-10-30,0.07507608487206419,31.790000915527344,24.678808212280273,472800.0
0001329394,SIMO,2015-08-19,2015-09-01,-0.04901141705386303,24.059999465942383,18.67795753479004,531800.0
0001329394,SIMO,2015-08-19,2016-01-07,-0.06322634061569843,27.40999984741211,21.37748908996582,345700.0
0001314727,SONO,2020-03-13,2020-11-19,0.2984201483870348,22.190000534057617,22.190000534057617,44783200.0
0001314727,SONO,2020-03-13,2020-05-21,0.19522327020762065,11.510000228881836,11.510000228881836,11406400.0
0001314727,SONO,2020-03-13,2020-06-22,0.17839197565302922,14.069999694824219,14.069999694824219,43661200.0
0001314727,SONO,2020-03-13,2020-06-18,-0.11491795746245037,12.399999618530273,12.399999618530273,10854300.0
0001314727,SONO,2020-03-13,2020-08-06,-0.18342857360839848,14.289999961853027,14.289999961853027,17964900.0
0001483934,STNG,2021-08-04,2021-11-11,0.11971829494510233,17.489999771118164,15.63099193572998,1595900.0
0001483934,STNG,2021-08-04,2022-07-07,0.10003407167715372,32.220001220703125,29.29380989074707,1386800.0
0001483934,STNG,2021-08-04,2022-05-13,0.09883719080154152,28.350000381469727,25.686767578125,1608100.0
0001483934,STNG,2021-08-04,2022-05-09,-0.1021706215905297,23.989999771118164,21.73634910583496,1662900.0
0001483934,STNG,2021-08-04,2022-07-06,-0.10864292633023542,29.290000915527344,26.629911422729492,3352900.0
0000874238,STRL,2025-02-11,2025-04-09,0.18185009764793736,134.52999877929688,134.52999877929688,1855700.0
0000874238,STRL,2023-11-28,2024-02-27,0.18087831933805187,106.22000122070312,106.22000122070312,1517900.0
0000874238,STRL,2023-11-28,2024-05-07,0.15782477764011826,122.0,122.0,979400.0
0000874238,STRL,2023-11-28,2024-11-06,0.11576133320781046,175.4199981689453,175.4199981689453,529000.0
0000874238,STRL,2025-02-11,2026-02-06,0.09921385075201794,401.2900085449219,401.2900085449219,631600.0
0000874238,STRL,2025-02-11,2025-08-05,0.09141089729364538,296.5799865722656,296.5799865722656,1288000.0
0000874238,STRL,2023-11-28,2024-09-03,-0.1043252852677431,107.05999755859375,107.05999755859375,407200.0
0000874238,STRL,2025-02-11,2025-12-17,-0.11142793536963636,283.57000732421875,283.57000732421875,1010400.0
0000874238,STRL,2023-11-28,2024-07-17,-0.14027500942624438,111.30000305175781,111.30000305175781,652000.0
0000874238,STRL,2025-02-11,2025-11-13,-0.14210665712848758,326.6000061035156,326.6000061035156,1460300.0
0000097210,TER,2025-05-15,2025-10-29,0.2047372913505312,173.94000244140625,173.67041015625,12203800.0
0000097210,TER,2025-05-15,2025-07-30,0.1888459321400502,107.6500015258789,107.3751220703125,19844300.0
0000097210,TER,2025-05-15,2026-02-03,0.13405203561867562,282.9800109863281,282.75494384765625,11795000.0
0000097210,TER,2025-05-15,2026-03-06,-0.10645334191188038,273.04998779296875,272.9468994140625,5896900.0
0000097210,TER,2025-05-15,2026-04-29,-0.19414415908512117,306.3299865722656,306.2143249511719,13070500.0
0000077543,TPC,2025-02-06,2025-02-28,0.3438499707608633,29.389999389648438,29.2882080078125,1870500.0
0000077543,TPC,2025-02-06,2025-05-08,0.26407107652613804,29.8700008392334,29.76654624938965,1544000.0
0000077543,TPC,2025-02-06,2025-08-07,0.16476320071804929,55.06999969482422,54.879268646240234,2656800.0
0000077543,TPC,2025-02-06,2025-04-03,-0.07918269490488417,21.6299991607666,21.555084228515625,567700.0
0000077543,TPC,2025-02-06,2025-03-10,-0.08427377831083038,24.34000015258789,24.255701065063477,597100.0
0001371285,TRUP,2019-08-29,2019-11-06,0.23211313274543,29.6200008392334,29.6200008392334,1615200.0
0001371285,TRUP,2019-08-29,2020-08-05,0.2268080921270339,64.80000305175781,64.80000305175781,1569800.0
0001371285,TRUP,2019-08-29,2020-08-06,0.14922835977679783,74.47000122070312,74.47000122070312,2081300.0
0001371285,TRUP,2019-08-29,2020-06-11,-0.11480443549139008,31.690000534057617,31.690000534057617,688500.0
0001371285,TRUP,2019-08-29,2020-02-14,-0.1894127585477562,29.399999618530273,29.399999618530273,2012100.0
0001511737,UI,2012-11-06,2013-08-09,0.24528307580379405,26.399999618530273,24.400461196899414,3054000.0
0001511737,UI,2012-11-06,2013-05-10,0.18621955788060962,19.110000610351562,17.662601470947266,1590300.0
0001511737,UI,2012-11-06,2012-11-09,0.10443375121319298,11.210000038146973,10.218481063842773,903500.0
0001511737,UI,2012-11-06,2013-09-12,-0.09683892651756276,31.43000030517578,29.049484252929688,1943300.0
0001511737,UI,2012-11-06,2013-06-05,-0.0974297008237579,15.100000381469727,13.956321716308594,5833600.0
0000891166,UVE,2017-09-05,2017-09-11,0.13212894062788827,20.049999237060547,14.218711853027344,2296500.0
0000891166,UVE,2017-09-05,2018-07-26,0.10512482576257987,42.04999923706055,30.52985954284668,549900.0
0000891166,UVE,2017-09-05,2017-09-08,0.08181817210993825,17.850000381469727,12.559268951416016,3416100.0
0000891166,UVE,2017-09-05,2018-02-12,-0.0590219498347726,27.899999618530273,19.988527297973633,395400.0
0000891166,UVE,2017-09-05,2017-09-07,-0.11528156544404145,16.5,11.609408378601074,2203800.0
0001293135,VET,2021-08-20,2022-07-07,0.13195990651347556,20.329999923706055,18.306697845458984,3363100.0
0001293135,VET,2021-08-20,2022-03-07,0.12081181683822972,22.079999923706055,19.793241500854492,5120300.0
0001293135,VET,2021-08-20,2022-06-27,0.1192611205739682,19.989999771118164,17.96027183532715,4234400.0
0001293135,VET,2021-08-20,2021-11-10,-0.11690506607618123,10.5,9.41254711151123,5731900.0
0001293135,VET,2021-08-20,2022-05-09,-0.1431924646329925,18.25,16.396944046020508,4728700.0
0000107687,WGO,2020-03-17,2020-03-25,0.21120328645073916,29.190000534057617,25.46452522277832,2140800.0
0000107687,WGO,2020-03-17,2020-04-08,0.14923021791619862,36.58000183105469,31.911346435546875,1254300.0
0000107687,WGO,2020-03-17,2020-04-06,0.11006133817511587,30.559999465942383,26.65966796875,877300.0
0000107687,WGO,2020-03-17,2020-10-21,-0.11720399561755279,50.38999938964844,44.276878356933594,3128100.0
0000107687,WGO,2020-03-17,2020-11-09,-0.12252011939377094,45.119998931884766,39.64622497558594,1871800.0
0001370450,WLDN,2025-01-29,2025-03-07,0.29733077757308535,41.79999923706055,41.79999923706055,606900.0
0001370450,WLDN,2025-01-29,2025-08-08,0.2753899758438183,113.6500015258789,113.6500015258789,1097200.0
0001370450,WLDN,2025-01-29,2025-11-07,0.06649473462599098,90.94000244140625,90.94000244140625,658700.0
0001370450,WLDN,2025-01-29,2025-09-23,-0.07247614235183719,98.02999877929688,98.02999877929688,603700.0
0001370450,WLDN,2025-01-29,2025-11-06,-0.09393267357298063,85.2699966430664,85.2699966430664,457300.0
