年份段,主成因,期,全期觸發宗數,樣本N,未成熟,其他不可判,公司數,中位期內最大跌幅,觸及負33比例,觸及負80比例,觸及負50比例,最大單筆超額,可信度,勝率,中位超額,平均超額,p25超額,p75超額,平均盈虧比,中位盈虧比,前1%事件數,前1%佔總超額比例,前5%事件數,前5%佔總超額比例,剔走前1%後平均,剔走前5%後平均,簇數,2020年觸發佔比,勝率下限,勝率上限,平均超額下限,平均超額上限
全期 2010-2026,收購或處置(8-K 2.01),1m,63,63,0,0,59,-0.0739263206400641,0.0,0.0,0.0,0.5387929261109912,中,0.49206349206349204,-0.0001083224125809,0.010837110787363423,-0.07355218309026,0.07573044789744475,1.2852510950051808,1.047484963610562,1.0,0.7891650123574242,4.0,1.791193681549168,0.002321694411175875,-0.009155558908749953,62.0,0.1111111111111111,0.36507936507936506,0.6190476190476191,-0.022335478991602518,0.045576654287334185
全期 2010-2026,收購或處置(8-K 2.01),3m,63,61,2,0,57,-0.1585520575033275,0.14754098360655737,0.0,0.01639344262295082,1.0956882008839657,中,0.47540983606557374,-0.0229933246729767,0.02375522007978394,-0.1706139748606112,0.1604826060867885,1.389018080947343,0.9849987214332698,1.0,0.7561328244279887,4.0,2.1586055450368633,0.005889670399714246,-0.02945436337172862,61.0,0.11475409836065574,0.36065573770491804,0.6065573770491803,-0.04029871897797995,0.09546255843965784
全期 2010-2026,收購或處置(8-K 2.01),6m,63,55,8,0,51,-0.2191929130195982,0.3090909090909091,0.0,0.07272727272727272,1.1695863032671974,中,0.45454545454545453,-0.0359378828845087,0.053926162765938604,-0.1951132057479688,0.1818332838860654,1.7804898784622456,1.135995232214931,1.0,0.3943393043975454,3.0,1.1403521972362431,0.033265789793693074,-0.00800530863076022,55.0,0.12727272727272726,0.32727272727272727,0.5818181818181818,-0.04076568098669346,0.16360745582059377
全期 2010-2026,收購或處置(8-K 2.01),12m,63,49,14,0,45,-0.3361760116950104,0.5102040816326531,0.061224489795918366,0.22448979591836735,1.1731186894800645,中,0.4489795918367347,-0.0773806173348046,0.03529093558311273,-0.2947812220129086,0.30912207005902,1.4496877938575385,1.4032681764212018,1.0,0.6783950991638589,3.0,1.88804955539034,0.011586190710259561,-0.03338401919653755,49.0,0.14285714285714285,0.30612244897959184,0.5918367346938775,-0.10495578107493439,0.18952860643643776
全期 2010-2026,高管離任(8-K 5.02),1m,1098,1090,8,0,758,-0.0931151358693937,0.06605504587155964,0.0,0.015596330275229359,0.9285751127365536,高,0.5027522935779817,0.0004440206876465,0.011732047013900945,-0.07814678930469166,0.0818555078634796,1.218949307788759,1.033307154797913,11.0,0.6072903096670869,55.0,1.8542869010616896,0.0046542581272309945,-0.010555132516339013,769.0,0.13211009174311927,0.4712425421443921,0.5344895497107793,0.0015240439535290223,0.021783180318098356
全期 2010-2026,高管離任(8-K 5.02),3m,1098,1039,59,0,725,-0.1556320004999886,0.17709335899903753,0.0009624639076034649,0.04908565928777671,2.2825754700265213,高,0.4850818094321463,-0.0097259662838575,0.019608898576829646,-0.16243056887639706,0.13958882864867034,1.2865083211309547,0.9139277894506372,11.0,0.8670068431481579,52.0,2.3039436985022,0.0026357543266156253,-0.0269159947552634,744.0,0.13859480269489893,0.4521320658785931,0.5159403107267898,0.0006063504977566419,0.03942770482163682
全期 2010-2026,高管離任(8-K 5.02),6m,1098,978,120,0,684,-0.21379773141287875,0.29243353783231085,0.005112474437627812,0.11247443762781185,3.897865530471031,高,0.4498977505112474,-0.0407027895066804,0.038702202332185125,-0.22662976441826355,0.2022975824736427,1.5799137226451627,1.1757706122203972,10.0,0.6942462006464974,49.0,1.866748501017962,0.011955590710198846,-0.0353144070921959,705.0,0.147239263803681,0.4178849941755798,0.48283872565203034,0.008608246216778066,0.07163039516905834
全期 2010-2026,高管離任(8-K 5.02),12m,1098,914,184,0,641,-0.2940360895054108,0.45295404814004375,0.02516411378555799,0.23960612691466082,6.508599321119126,高,0.449671772428884,-0.05123376880712155,0.05014484981336289,-0.35291508032757846,0.2850397883143739,1.5613482669627468,1.0520947698664362,10.0,0.7678185801497476,46.0,1.9546123802219104,0.011771493383904496,-0.05040572524733988,660.0,0.1575492341356674,0.4141700603722359,0.4857806674808132,0.00693658632931828,0.09487901628095895
全期 2010-2026,指引或其他重大訊息(8-K 7.01/8.01),1m,1548,1538,8,2,950,-0.10234620284585205,0.06631989596879063,0.0013003901170351106,0.0247074122236671,1.5155898175432123,高,0.47334200260078024,-0.0068037061999752495,0.00684132031545365,-0.08596749454522695,0.08033079600880053,1.2483219708632938,1.0715329344967288,16.0,1.3100273707628265,77.0,3.641836295697555,-0.0021432934913387506,-0.01902619515122681,963.0,0.18530559167750324,0.44697513083067686,0.5017006192959582,-0.0026169695233871845,0.017201401465981765
全期 2010-2026,指引或其他重大訊息(8-K 7.01/8.01),3m,1548,1503,43,2,934,-0.1560176337215156,0.17897538256819695,0.0013306719893546241,0.05189620758483034,2.280974557864144,高,0.5063206919494344,0.0029022984672222,0.02783136342390696,-0.1313581218774837,0.1424507747622261,1.2980594655413271,1.0334047928770356,16.0,0.5440493952737396,76.0,1.5042183471642019,0.012826267421775726,-0.014780466257594717,947.0,0.18962075848303392,0.474736095477643,0.53744139565148,0.010341773049182051,0.04580770061752681
全期 2010-2026,指引或其他重大訊息(8-K 7.01/8.01),6m,1548,1420,126,2,884,-0.20829221302627582,0.2823943661971831,0.006338028169014085,0.10633802816901408,4.383040245156447,高,0.4507042253521127,-0.0332298301932186,0.03597775802218064,-0.20550216798016485,0.18874370455868425,1.5686497440600413,1.1917052287835677,15.0,0.6454555478372619,71.0,1.848340908975798,0.012891896513441286,-0.032127793624682134,897.0,0.2007042253521127,0.41990742797646413,0.48434665231769725,0.010956162591347534,0.06257294379404939
全期 2010-2026,指引或其他重大訊息(8-K 7.01/8.01),12m,1548,1318,228,2,820,-0.2620918368292471,0.3899848254931715,0.02959028831562974,0.19347496206373294,7.670001350347471,高,0.4954476479514416,-0.0065041314145402,0.09235435848813595,-0.28080666220716355,0.3169315037164104,1.614737437106486,1.151589645333292,14.0,0.3881064376171374,66.0,1.0576100047509482,0.05711775100878859,-0.005601010520141308,833.0,0.21623672230652505,0.457463045833354,0.5352433909506863,0.04735913600692024,0.13514713070853962
全期 2010-2026,重大合約或舉債(8-K 1.01/2.03),1m,302,298,4,0,250,-0.11385725661700849,0.08053691275167785,0.0,0.006711409395973154,0.7622495529773472,高,0.4395973154362416,-0.017715292596274752,-0.01410874329273952,-0.1071101617302071,0.06754248413720676,1.0014716849926495,0.8521028379578988,3.0,-0.4610273330797578,15.0,-1.3357425799493603,-0.02082288595477033,-0.03470109170533973,257.0,0.1610738255033557,0.38636158516573677,0.4948805460750853,-0.03208053567173648,0.003915654115808498
全期 2010-2026,重大合約或舉債(8-K 1.01/2.03),3m,302,283,19,0,240,-0.1666665879809593,0.1978798586572438,0.0,0.053003533568904596,1.1847542667828423,高,0.4416961130742049,-0.0211787113135428,0.004527049938664055,-0.16899535089955695,0.13158107580632816,1.323492240940026,0.9979679999584392,3.0,2.4505176252540446,15.0,9.029709754039063,-0.0066369217877921445,-0.03838546218288094,249.0,0.1696113074204947,0.38406285039123256,0.5017670988267545,-0.027500380897167272,0.03778512814719276
全期 2010-2026,重大合約或舉債(8-K 1.01/2.03),6m,302,275,27,0,235,-0.2241889176890437,0.3381818181818182,0.01090909090909091,0.13818181818181818,1.7530136208562288,高,0.4290909090909091,-0.0556575136335982,-0.0078039877205878325,-0.22536844655932364,0.13663281858727366,1.2586372895116302,1.089169048277757,3.0,-2.3409872613456644,14.0,-7.034821436569109,-0.02636059367500013,-0.06606706188784615,241.0,0.17454545454545456,0.3645758928571428,0.4909107318674106,-0.05407781918060178,0.04074776173288291
全期 2010-2026,重大合約或舉債(8-K 1.01/2.03),12m,302,258,44,0,221,-0.28287423382784255,0.44573643410852715,0.03488372093023256,0.2558139534883721,2.218453422361524,高,0.4418604651162791,-0.06815619504109065,0.016448665712346645,-0.3100345519365603,0.2349428908503904,1.378561047480357,1.0926952198958708,3.0,1.4493489519723188,13.0,4.455582594680575,-0.00747814588388233,-0.05985570824023058,224.0,0.18604651162790697,0.37955915870863505,0.5094375768090798,-0.051268998091375265,0.08460182649306663
全期 2010-2026,內部人擬售(Form 144),1m,866,833,27,6,605,-0.089285715806241,0.031212484993997598,0.0024009603841536613,0.004801920768307323,1.16568438388532,高,0.4729891956782713,-0.0076746345619418,0.0017248010443481469,-0.0861822546196434,0.0770991336333515,1.149221833042211,1.0521397254544127,9.0,4.153742460534613,42.0,11.90920423103712,-0.0054989911592024454,-0.019815297479940753,392.0,0.0012004801920768306,0.4338111722298824,0.5124556725569063,-0.01019683919852996,0.01441349688868832
全期 2010-2026,內部人擬售(Form 144),3m,866,757,103,6,554,-0.1550802748111924,0.15587846763540292,0.005284015852047556,0.02906208718626156,2.005349016365627,高,0.4464993394980185,-0.0258541065986166,0.0016359410486231187,-0.1838018426368859,0.1454852774121775,1.258602128650232,0.9881112879980231,8.0,9.172817129548926,38.0,25.160147605708,-0.013513053401889553,-0.04161349784032164,366.0,0.001321003963011889,0.4048581703300396,0.49086225329860506,-0.025437572581781937,0.03204699685515667
全期 2010-2026,內部人擬售(Form 144),6m,866,647,213,6,486,-0.2362117136586188,0.31375579598145287,0.012364760432766615,0.11591962905718702,5.701597369111421,高,0.38176197836166925,-0.0953926238119284,-0.01819741878786932,-0.2945612232291624,0.1376200648057605,1.4434446539480912,0.9504259733754687,7.0,-1.6546625125713392,33.0,-3.9838262865030236,-0.04883637429167438,-0.09556714143918918,314.0,0.0015455950540958269,0.335353800340329,0.4315325970226633,-0.06744907023318272,0.03797449718842568
全期 2010-2026,內部人擬售(Form 144),12m,866,512,348,6,397,-0.31245441123129536,0.474609375,0.029296875,0.220703125,9.355625301048798,高,0.37890625,-0.14603279073299746,0.06552914934347942,-0.38794301385105057,0.20961660340726096,2.132413174726738,1.0948325734254098,6.0,1.1938602099479312,26.0,2.4801271188665877,-0.01285412897334265,-0.10218031514816002,250.0,0.001953125,0.3291857953011072,0.43502852662484987,-0.04473699767465035,0.1969244348499242
全期 2010-2026,定期報告(10-K/10-Q),1m,262,262,0,0,230,-0.09133605768769334,0.061068702290076333,0.0,0.011450381679389313,0.5892171290611836,高,0.46564885496183206,-0.010940288501542949,-0.015398365932960076,-0.10064537242992812,0.0675924057296752,0.8710425471932023,0.7886557449369489,3.0,-0.3566519012670734,14.0,-1.0557996583034257,-0.021132194107611503,-0.03344298516505457,195.0,0.14885496183206107,0.3877333556373369,0.5510244255182387,-0.0371565158736914,0.008233803945254315
全期 2010-2026,定期報告(10-K/10-Q),3m,262,254,8,0,224,-0.14403680960598886,0.1377952755905512,0.0,0.031496062992125984,1.0889458497505324,高,0.4251968503937008,-0.040766450115097705,-0.005797424748427507,-0.16279715416396412,0.1193333990694936,1.2704043649634118,1.099092417052414,3.0,-2.0808325512103805,13.0,-6.113754150184245,-0.01807437170936103,-0.043466097131057195,190.0,0.15354330708661418,0.358203147685696,0.4933935132639517,-0.03946127558687665,0.03149844544705965
全期 2010-2026,定期報告(10-K/10-Q),6m,262,230,32,0,201,-0.21268650263859934,0.23043478260869565,0.008695652173913044,0.043478260869565216,2.786702769843024,高,0.3869565217391304,-0.0615703067638132,0.010961452773771262,-0.23687593409139182,0.15535464372969904,1.7158262757892067,1.0011319168290922,3.0,3.0996671371049023,12.0,6.508050275897028,-0.02331957047455255,-0.06369969534038854,171.0,0.16956521739130434,0.3131559477076225,0.4692015441781812,-0.053805819981701884,0.08564203696867081
全期 2010-2026,定期報告(10-K/10-Q),12m,262,222,40,0,194,-0.28097240781938765,0.4189189189189189,0.02252252252252252,0.17117117117117117,4.011141292429923,高,0.46846846846846846,-0.0204226577432365,0.06300519197742833,-0.28358751752920536,0.26785891454654376,1.5899814275754807,1.071066021016445,3.0,0.5315147572274161,12.0,1.3617721442183242,0.029921345161663393,-0.02409601044990774,164.0,0.17567567567567569,0.39188840902758426,0.5473406054456281,-0.010882471248885426,0.14294393425853485
全期 2010-2026,其他申報,1m,1050,1045,5,0,644,-0.0862036838714696,0.03349282296650718,0.0009569377990430622,0.0066985645933014355,1.2925240104214453,高,0.48708133971291867,-0.0052480449949773,0.007783421466115312,-0.0853793110179906,0.0853031926648766,1.2071302656137068,1.0614663228210919,11.0,0.9269687730317747,53.0,2.663912126406714,0.0005744799773374087,-0.013642864096483624,713.0,0.09952153110047847,0.4520264229411804,0.5190494400437039,-0.0028978961650711664,0.018342715994270495
全期 2010-2026,其他申報,3m,1050,993,57,0,613,-0.1358325045945384,0.13595166163141995,0.002014098690835851,0.03625377643504532,1.7433813641528555,高,0.49647532729103727,-0.0010240692126591,0.028273497929252298,-0.1387089186775232,0.1487878997433875,1.368328396229701,1.0999282092083753,10.0,0.44993712493679394,50.0,1.3859332086878198,0.015710413172069913,-0.011490243906922696,688.0,0.10473313192346426,0.46311085139473757,0.5295308645211652,0.008757717776327759,0.04783534662426338
全期 2010-2026,其他申報,6m,1050,915,135,0,568,-0.1919880886811354,0.2644808743169399,0.006557377049180328,0.1092896174863388,2.4249454197243,高,0.4710382513661202,-0.0206778371988046,0.023093499431105474,-0.20876417999509528,0.18637785324652512,1.3348603152273038,1.039196688912269,10.0,0.7780911785416682,46.0,2.329535449960122,0.005181277222681015,-0.0323289044118747,646.0,0.11366120218579236,0.43525344079206973,0.507388351969817,-0.005384050273803363,0.051844892253774734
全期 2010-2026,其他申報,12m,1050,848,202,0,524,-0.2629074980169833,0.39622641509433965,0.02240566037735849,0.19929245283018868,4.469051709227744,高,0.45047169811320753,-0.05711372954436425,0.036923752101277546,-0.310880765232475,0.27819439142398744,1.478409539633392,1.133794883440621,9.0,0.821384845341977,43.0,2.236725445596086,0.006665888146509344,-0.04810376784771558,600.0,0.12264150943396226,0.4127556150510019,0.4866442117078016,-0.003017565364156047,0.07848548123867737
全期 2010-2026,無申報,1m,345,345,0,0,307,-0.098457927827865,0.06666666666666667,0.0,0.008695652173913044,0.83501982911889,高,0.5072463768115942,0.0026842205249519,0.00782546878975626,-0.0949957864253899,0.0756006644206224,1.101315066689251,0.787321968413802,4.0,1.1011925976573738,18.0,3.3195959938599553,-0.0008011684239857461,-0.019151114644966924,278.0,0.08115942028985507,0.4517887026595608,0.5584840243065765,-0.011143519166102832,0.02668854007176772
全期 2010-2026,無申報,3m,345,338,7,0,301,-0.13660200566304895,0.15680473372781065,0.0,0.04437869822485207,1.3681441436030828,高,0.5,-0.000754090823246,0.028108205121050025,-0.15175171655584618,0.15528580327191732,1.3169017594258035,1.011513382119799,4.0,0.4604160602340303,17.0,1.4339165913796934,0.015348373616558608,-0.012842543289418742,271.0,0.08284023668639054,0.4476341616380772,0.5538473053892216,-0.0025461124513753383,0.05857835702141643
全期 2010-2026,無申報,6m,345,337,8,0,300,-0.2104574839928237,0.3115727002967359,0.002967359050445104,0.10089020771513353,2.414141416836117,高,0.456973293768546,-0.0316718362050946,0.008337800878746852,-0.2615328781385234,0.2028090130829931,1.25818382250835,0.9481874201546328,4.0,2.417473496985957,17.0,6.752886864296297,-0.011960577075301638,-0.050514641488685376,270.0,0.0830860534124629,0.40547366108870164,0.5094448237338629,-0.033715869755856116,0.05214112903203478
全期 2010-2026,無申報,12m,345,308,37,0,275,-0.289642785461207,0.4253246753246753,0.032467532467532464,0.21103896103896103,1.9882941450747968,高,0.41883116883116883,-0.08508658591541196,-0.028163501127587247,-0.37827435418843697,0.22862956218349628,1.1947343607845344,0.9371604024769956,4.0,-0.8158733284501276,16.0,-2.4477677228271304,-0.051814263040378686,-0.102421824404268,245.0,0.09090909090909091,0.36222099366062216,0.478271560940841,-0.08471884355693614,0.03263736811334741
全期剔 2020,0 全部觸發(不分成因),1m,8092,7992,88,12,2294,-0.08754065113681825,0.03165665665665666,0.00037537537537537537,0.004254254254254255,2.372351894018505,高,0.48786286286286284,-0.00341551710067785,0.006484778120041661,-0.08092985256928276,0.07415830711125745,1.1819607322280032,0.9764580251703646,80.0,1.2191590807284263,400.0,3.3528635537984166,-0.0014355680621887018,-0.016061686296124675,2913.0,0.0,0.47279696105177177,0.5031902542463198,0.0015389106839229767,0.011577001827226135
全期剔 2020,0 全部觸發(不分成因),3m,8092,7655,425,12,2217,-0.1458459089423841,0.14683213585891575,0.0013063357282821686,0.03187459177008491,16.6471220607926,高,0.4637491835401698,-0.018113299552024,0.006862356516440158,-0.1584013399555687,0.12902982381202138,1.2410079376112473,0.966294549486859,77.0,2.2589960205990556,383.0,5.7956876639183434,-0.008727467263872567,-0.03464299986948773,2849.0,0.0,0.44754437279879233,0.478715213498348,-0.0037884882354412342,0.017550423062513653
全期剔 2020,0 全部觸發(不分成因),6m,8092,7058,1022,12,2071,-0.20905684157565524,0.2867667894587702,0.006517427033153868,0.10753754604703882,5.701597369111421,高,0.42320770756588266,-0.0531584885822199,-0.005708301635326357,-0.24612813584668713,0.1537107952202193,1.3078679781612068,0.9439451482994713,71.0,-3.813523727495651,353.0,-10.228254403774233,-0.027756259652012245,-0.06746865146562558,2712.0,0.0,0.4063612323625899,0.4391814791631651,-0.020599438489664095,0.009444850643292613
全期剔 2020,0 全部觸發(不分成因),12m,8092,6376,1704,12,1927,-0.29482762137576,0.4491844416562108,0.03262233375156838,0.23133626097867002,9.355625301048798,高,0.4013488080301129,-0.1022965663617443,-0.013076042399901636,-0.3721499513544685,0.19999764016263563,1.3948182637729472,0.9104506301874458,64.0,-2.5331216768649214,319.0,-6.583600791724027,-0.04666768229912007,-0.10438606298922803,2517.0,0.0,0.38514171828988203,0.4192434220217499,-0.03427752493204181,0.011213059584667097
全期剔 2020,重列或不可依賴(8-K 4.02),1m,8,8,0,0,8,-0.05812831380576271,0.0,0.0,0.0,0.139323470069089,"低(樣本不足,只報樣本數)",,,,,,,,,,,,,,,,,,,
全期剔 2020,重列或不可依賴(8-K 4.02),3m,8,8,0,0,8,-0.1870658939642853,0.125,0.0,0.125,0.2719770216309547,"低(樣本不足,只報樣本數)",,,,,,,,,,,,,,,,,,,
全期剔 2020,重列或不可依賴(8-K 4.02),6m,8,7,1,0,7,-0.2798571681927334,0.2857142857142857,0.0,0.14285714285714285,0.6436679838027681,"低(樣本不足,只報樣本數)",,,,,,,,,,,,,,,,,,,
全期剔 2020,重列或不可依賴(8-K 4.02),12m,8,7,1,0,7,-0.3591756154358231,0.7142857142857143,0.0,0.2857142857142857,0.8498386428512734,"低(樣本不足,只報樣本數)",,,,,,,,,,,,,,,,,,,
全期剔 2020,退市或不合規通知(8-K 3.01),1m,15,13,1,1,13,-0.1439884773625255,0.23076923076923078,0.0,0.0,1.2535425679632866,"低(樣本不足,只報樣本數)",,,,,,,,,,,,,,,,,,,
全期剔 2020,退市或不合規通知(8-K 3.01),3m,15,12,2,1,12,-0.19738202974398839,0.3333333333333333,0.0,0.3333333333333333,2.920629159680471,"低(樣本不足,只報樣本數)",,,,,,,,,,,,,,,,,,,
全期剔 2020,退市或不合規通知(8-K 3.01),6m,15,11,3,1,11,-0.2476852150794888,0.36363636363636365,0.0,0.36363636363636365,3.194321501805022,"低(樣本不足,只報樣本數)",,,,,,,,,,,,,,,,,,,
全期剔 2020,退市或不合規通知(8-K 3.01),12m,15,10,4,1,10,-0.5288937686551185,0.7,0.2,0.5,3.904266355596894,"低(樣本不足,只報樣本數)",,,,,,,,,,,,,,,,,,,
全期剔 2020,稀釋增發(S-1/S-3/424B),1m,359,357,2,0,313,-0.0914489280225075,0.058823529411764705,0.0,0.008403361344537815,2.372351894018505,高,0.5238095238095238,0.007658778899406,0.02813009416405866,-0.0853555039648392,0.0845488232797577,1.35445786621448,0.7979019809654944,4.0,0.5815996032354919,18.0,1.3253043485877856,0.011903009613761036,-0.009636727371438112,284.0,0.0,0.4702472174491865,0.5771479873717443,0.0016373633218159974,0.05696686308260192
全期剔 2020,稀釋增發(S-1/S-3/424B),3m,359,335,24,0,297,-0.1719744807619484,0.1791044776119403,0.0029850746268656717,0.05373134328358209,1.6102484749011694,高,0.4597014925373134,-0.0208332489657986,0.019333091361960448,-0.182982855796022,0.13215720124326163,1.3953839899113647,0.9451242116719868,4.0,0.875888409125977,17.0,2.6386181646393134,0.002428457229680733,-0.03337311578381706,270.0,0.0,0.401744612289436,0.5174624060150377,-0.01815339808475353,0.06168424613906325
全期剔 2020,稀釋增發(S-1/S-3/424B),6m,359,313,46,0,276,-0.2379799172320448,0.3194888178913738,0.003194888178913738,0.15654952076677317,4.937137710699399,高,0.40894568690095845,-0.0594351759498488,0.02382774663954746,-0.2829065073827277,0.2002255567601825,1.660140913602056,1.1136167671337582,4.0,1.4581825233914532,16.0,3.5069428782998977,-0.011058783387309206,-0.06295283609379013,253.0,0.0,0.35047821901816617,0.46579804560260585,-0.03532841345198766,0.08880964219959767
全期剔 2020,稀釋增發(S-1/S-3/424B),12m,359,278,81,0,246,-0.3176989531343827,0.4856115107913669,0.046762589928057555,0.30935251798561153,3.2105002299804823,高,0.37410071942446044,-0.12485177602475409,-0.01337462707008716,-0.4531219884604241,0.22694556689849812,1.5782540191633738,0.8793987002574729,3.0,-2.400343107580839,14.0,-7.40452824678297,-0.04597444811213571,-0.11836843112956259,229.0,0.0,0.31520892884007823,0.43704861111111104,-0.09345513038625268,0.07851166959662426
全期剔 2020,業績(8-K 2.02),1m,2832,2796,33,3,1317,-0.084169839177275,0.02467811158798283,0.0,0.002503576537911302,1.7398342065474424,高,0.4917739628040057,-0.0025390334329779,0.004187247922181237,-0.0747092755887793,0.0675568309826609,1.1254423733941583,0.9399316221074674,28.0,1.7206526656942878,140.0,4.506750994659933,-0.003048075740683382,-0.015457622643647218,1502.0,0.0,0.4702075136647349,0.5125932937391735,-0.0018074276973929855,0.010576548222476235
全期剔 2020,業績(8-K 2.02),3m,2832,2728,101,3,1285,-0.1404198603649594,0.13929618768328444,0.0007331378299120235,0.026759530791788857,16.6471220607926,高,0.46224340175953077,-0.01749206337481435,0.007639645848629731,-0.15446205979593006,0.12051194593324142,1.2608681756911553,0.9535675134254836,28.0,2.5809520225383324,137.0,5.455179464357404,-0.012203165992743414,-0.03583565793971272,1470.0,0.0,0.4426872991497944,0.4831379800692522,-0.008274119854968948,0.027361500210939624
全期剔 2020,業績(8-K 2.02),6m,2832,2526,303,3,1211,-0.20500425513414444,0.28068091844813936,0.005146476642913698,0.10490894695170229,5.371946352213611,高,0.4259699129057799,-0.04990666668063335,-0.01749034860205508,-0.23897142930112747,0.13963030550821348,1.1775193326392805,0.8313965539852585,26.0,-1.1907142026965114,127.0,-2.9698749745619843,-0.03871484518559854,-0.0731102709281627,1385.0,0.0,0.405726139678407,0.447068825132303,-0.035157946816859076,0.0005962521782595732
全期剔 2020,業績(8-K 2.02),12m,2832,2308,521,3,1136,-0.29632860712944076,0.45667244367417675,0.032062391681109186,0.23353552859618718,7.160865750051727,高,0.39731369150779894,-0.10830650356669735,-0.037773239934032886,-0.37222332316226736,0.17106753533687663,1.2333460048452445,0.8247882829166359,24.0,-0.7915561325352288,116.0,-1.950739251713089,-0.06838397820978159,-0.1173573585085193,1285.0,0.0,0.37401821340748936,0.4206115741843296,-0.06457613910731098,-0.010109335828682887
全期剔 2020,收購或處置(8-K 2.01),1m,56,56,0,0,54,-0.06747289333366335,0.0,0.0,0.0,0.2933980550458126,中,0.48214285714285715,-0.0017584764212773,0.0017313480324700832,-0.07321249035025659,0.07124915204541876,1.1166441015309916,1.0211778936375124,1.0,3.0261108019317144,3.0,7.049940776946148,-0.003571683004136141,-0.011067452290578664,55.0,0.0,0.35698621553884713,0.6140350877192983,-0.02702563083217499,0.031149960611287813
全期剔 2020,收購或處置(8-K 2.01),3m,56,54,2,0,52,-0.15454105720310474,0.14814814814814814,0.0,0.0,0.6542352404757084,中,0.4444444444444444,-0.041858856386117554,-0.01394580112710096,-0.18222977921884528,0.15535602620917394,1.0706365075416588,0.9675828553453247,1.0,-0.8687537779864621,3.0,-2.11947155434912,-0.02655299059130492,-0.04606256109028378,54.0,0.0,0.3148148148148148,0.5740740740740741,-0.07356492352513354,0.0464443519117178
全期剔 2020,收購或處置(8-K 2.01),6m,56,48,8,0,46,-0.21974390588376813,0.3333333333333333,0.0,0.0625,1.1299034762515796,中,0.4375,-0.038823554016570755,0.019518669976366188,-0.19470663200058655,0.17023200825497486,1.5050877807347285,0.9983673418992088,1.0,1.2060071605157416,3.0,3.1506747166221962,-0.004106538667787288,-0.04477686402161441,48.0,0.0,0.2916666666666667,0.5625,-0.07448462900176998,0.11392805100561752
全期剔 2020,收購或處置(8-K 2.01),12m,56,42,14,0,40,-0.3769807687156098,0.5714285714285714,0.07142857142857142,0.23809523809523808,1.096726419904682,中,0.38095238095238093,-0.12228977271181404,-0.040390269192293216,-0.3792682935167687,0.25301386946327037,1.3273323481329946,1.1307834114913962,1.0,-0.6465055650640925,3.0,-1.7350421504864992,-0.06812482258490236,-0.118966710918912,42.0,0.0,0.23809523809523808,0.5238095238095238,-0.18972859346852194,0.11359335976875665
全期剔 2020,高管離任(8-K 5.02),1m,954,946,8,0,680,-0.08646790315666869,0.03699788583509514,0.0,0.003171247357293869,0.9285751127365536,高,0.5010570824524313,0.00018428658284906809,0.012887675401223807,-0.07808008458712833,0.08053869148513675,1.257122324207407,1.0293656365019057,10.0,0.5878880284488089,48.0,1.7264233829848252,0.0053679085375228485,-0.009862322595238166,684.0,0.0,0.46693349429901054,0.5348300439292559,0.0020605194084084696,0.02342114101050112
全期剔 2020,高管離任(8-K 5.02),3m,954,895,59,0,645,-0.1506482690931697,0.15307262569832403,0.0011173184357541898,0.03687150837988827,1.5908957829598256,高,0.464804469273743,-0.0184743333578943,0.0010806224370050505,-0.1661181853434297,0.12740082194268804,1.1643995080826839,0.9003979615379472,9.0,11.482215031157567,45.0,34.96455637801782,-0.011442379789166502,-0.0386459543624507,659.0,0.0,0.42871510688025904,0.49666952789699564,-0.018234543458401205,0.01901357432929091
全期剔 2020,高管離任(8-K 5.02),6m,954,834,120,0,602,-0.21568043357963645,0.2829736211031175,0.005995203836930456,0.1079136690647482,3.897865530471031,高,0.434052757793765,-0.045927125878577,0.015587602857611916,-0.23889867577490453,0.16717814343156653,1.4522649207830736,1.1144269480146343,9.0,1.600208688427701,42.0,4.266485285003537,-0.009457878099628942,-0.05361680208665684,620.0,0.0,0.3979185993853405,0.46882986873611987,-0.016700805394553528,0.046169068880117334
全期剔 2020,高管離任(8-K 5.02),12m,954,770,184,0,556,-0.30566891489735737,0.4675324675324675,0.02857142857142857,0.2558441558441558,4.704286811503468,高,0.3961038961038961,-0.1038657506329083,-0.019443669757216342,-0.3872743133702936,0.20336457497079885,1.3810248632007494,0.9535149385930385,8.0,-1.5107322243951118,39.0,-4.2533305412502,-0.049330371560831504,-0.1075935685507072,575.0,0.0,0.3616744327721485,0.4308326728749752,-0.060543616429390545,0.023099144995432152
全期剔 2020,指引或其他重大訊息(8-K 7.01/8.01),1m,1263,1253,8,2,805,-0.0920176907226052,0.028731045490822026,0.0007980845969672786,0.007182761372705506,1.5155898175432123,高,0.47326416600159615,-0.005777107430628,0.007819647477424075,-0.0851409359655118,0.0792312485623618,1.2764769692140256,1.0682097225179366,13.0,1.1009801949745452,63.0,3.059302377629141,-0.000797907900974853,-0.01695553139414188,839.0,0.0,0.44588756198473983,0.5027852335708629,-0.0021049526951946273,0.018375209117223266
