事件表,版本,名次,entity_id,primary_ticker,name,trigger_date,trigger_year,entry_A_date,超額,mcap,shares,cash,total_debt,has_total_debt,ttm_ocf,ttm_method,split_basis_suspect,dollar_vol_60d,rel60,px_vs_sma200,industry_kill,sic2,sic_description,is_foreign_filer,panel_period_end,panel_filed,currency,entry_date,exit_date,entry_close,entry_adj,exit_close,exit_adj,股票總回報,大市總回報,股票價格回報,大市價格回報,超額_總回報口徑,超額_價格口徑,口徑差,存檔超額,重算對照差,股票除息因子,大市除息因子,窗內最大單日升,窗內最大單日跌,窗內交易日,窗內代號,窗內代號數,代號可對應實體數,代號時段起,代號時段止,觸發日在代號時段內,觸發前股數,一年後股數,股數比,疑似拆股(股數比<=0.5 或 >=1.8),疑似單日異常(升>=80% 或 跌<=-50%),窗內換過代號
events.csv(正本),A(淨現金 N2),11,0001680247,PUMP,ProPetro Holding Corp.,2025-04-29,2025,2025-04-30,1.5389838917216303,576406567.7838545,102929746.0,46566000.0,45000000.0,True,284103000.0,YTD_diff,False,11083928.022909164,-0.3173836767673492,-0.3061724624212845,個別殺,13.0,"Oil & Gas Field Services, NEC",False,2024-09-30,2024-10-31,USD,2025-04-30,2026-05-01,4.980000019073486,4.980000019073486,16.6200008392334,16.6200008392334,2.3373495533290174,0.31444298020576755,2.3373495533290174,0.2995456648186472,1.5389838917216303,1.5680894820996905,-0.029105590378060153,1.5389838917216303,0.0,0.0,0.011463479730201787,0.5205479577326328,-0.11514195607322053,253,PUMP,1,1,2016-07-22,,True,103909812.0,122616976.0,1.1800326998955595,False,False,False
events.csv(正本),A(淨現金 N2),12,0001852131,NXT,Nextpower Inc.,2024-10-18,2024,2024-10-21,1.379743254075005,4576902081.464161,136542423.0,471879000.0,146923000.0,True,324052000.0,YTD_diff,False,91799283.4039688,-0.3359726369380951,-0.2903547779102783,個別殺,36.0,Semiconductors & Related Devices,False,2024-06-28,2024-08-06,USD,2024-10-21,2025-10-23,32.599998474121094,32.599998474121094,90.37999725341797,90.37999725341797,1.7723926835507204,0.16499655112094702,1.7723926835507204,0.1510032111877253,1.379743254075005,1.4086750207150822,-0.02893176664007724,1.379743254075005,0.0,0.0,0.012157515980152578,0.2455427134835948,-0.0927580942407712,253,NXT,1,1,2021-04-08,,True,136542423.0,,,False,False,False
events.csv(正本),A(淨現金 N2),13,0001274494,FSLR,"FIRST SOLAR, INC.",2022-01-06,2022,2022-01-07,1.3714350940160285,8928253128.793335,106326700.0,1367464000.0,278612000.0,True,389410000.0,YTD_diff,False,140003729.5928955,-0.2634272575378418,-0.080982338196438,個別殺,36.0,Semiconductors & Related Devices,False,2021-09-30,2021-11-05,USD,2022-01-07,2023-01-10,84.68000030517578,84.68000030517578,171.00999450683594,171.00999450683594,1.019485048305834,-0.1484122616715461,1.019485048305834,-0.16200735986378956,1.3714350940160283,1.409907857875195,-0.03847276385916665,1.3714350940160285,-2.220446049250313e-16,0.0,0.016223410017101703,0.15294420970616796,-0.08671205166583384,253,FSLR,1,1,2003-12-23,,True,106333764.0,106609094.0,1.0025892998577572,False,False,False
events.csv(正本),A(淨現金 N2),14,0000874238,STRL,"STERLING INFRASTRUCTURE, INC.",2023-11-28,2023,2023-11-29,1.3141585426533808,1940956706.230168,30838207.0,409398000.0,356731000.0,True,419684000.0,YTD_diff,False,23739280.308151245,-0.251736432313919,0.1085718727857074,個別殺,16.0,Heavy Construction Other Than Bldg Const - Contractors,False,2023-09-30,2023-11-07,USD,2023-11-29,2024-11-29,62.54999923706055,62.54999923706055,194.4499969482422,194.4499969482422,2.108713018705068,0.3433448752135462,2.108713018705068,0.3254218059618734,1.3141585426533808,1.3454518438747431,-0.03129330122136231,1.3141585426533808,0.0,0.0,0.013522539897150576,0.18087831933805187,-0.14027500942624438,253,STRL,1,1,1995-02-10,,True,30838207.0,30603090.0,0.9923757889036804,False,False,False
events.csv(正本),A(淨現金 N2),15,0001018840,ANF,ABERCROMBIE & FITCH CO /DE/,2017-07-24,2017,2017-07-25,1.2574204879185324,799095938.65872,86016786.0,421441000.0,263353000.0,True,176612000.0,YTD_diff,False,36427871.936273575,-0.2513635158538818,-0.2544284067885148,行業殺,56.0,Retail-Family Clothing Stores,False,2017-04-29,2017-06-05,USD,2017-07-25,2018-07-25,9.569999694824219,8.457942962646484,24.18000030517578,22.326566696166992,1.639715920853293,0.16935056405342475,1.526645880485571,0.1478862333985429,1.2574204879185324,1.2011291772399249,0.0562913106786076,1.2574204879185324,0.0,0.044751043761618314,0.018699005206580743,0.23904369862911712,-0.11094571419761234,253,ANF,1,1,1996-07-17,,True,86016786.0,66749930.0,0.7760105103206251,False,False,False
events.csv(正本),A(淨現金 N2),16,0001048268,IESC,"IES Holdings, Inc.",2025-02-19,2025,2025-02-20,1.2472445128946017,4130368702.4446106,20006630.0,59073000.0,0.0,True,246711000.0,YTD_diff,False,48288600.0,-0.3059413731098175,0.0517191295188184,行業殺,17.0,Electrical Work,False,2024-12-31,2025-02-04,USD,2025-02-20,2026-02-23,198.9600067138672,198.9600067138672,505.7300109863281,505.7300109863281,1.5418676815468744,0.13110418869052132,1.5418676815468744,0.11797570233227139,1.2472445128946017,1.2736341015678092,-0.02638958867320751,1.2472445128946017,0.0,0.0,0.011743087377357186,0.14879858398696055,-0.19873154741313348,253,IESC,1,1,1997-10-24,,True,20006630.0,19927999.0,0.9960697528769213,False,False,False
events.csv(正本),A(淨現金 N2),17,0001329394,SIMO,Silicon Motion Technology CORP,2015-08-19,2015,2015-08-20,1.2395192009914415,3147788259.794281,135622076.0,194211000.0,762000.0,True,68725000.0,FY_latest,False,16800817.114639282,-0.2590730786323547,-0.1715265524735503,個別殺,36.0,Semiconductors & Related Devices,True,2014-12-31,2015-04-30,USD,2015-08-20,2016-08-19,22.450000762939453,17.428102493286133,54.150001525878906,42.725341796875,1.4515199984240499,0.09466353194862309,1.4120267120556154,0.07143203401594533,1.2395192009914417,1.251217655883265,-0.011698454891823307,1.2395192009914415,2.220446049250313e-16,0.01637348631797564,0.02168266133093044,0.08195313723422015,-0.06322634061569843,253,SIMO,1,1,2005-06-09,,True,135622076.0,139521260.0,1.0287503636207427,False,False,False
events.csv(正本),A(淨現金 N2),18,0001274494,FSLR,"FIRST SOLAR, INC.",2013-04-02,2013,2013-04-03,1.2201973022139194,2288730156.368544,87156517.0,901294000.0,562572000.0,True,762209000.0,FY_latest,False,119165531.63089752,-0.2939587831497192,0.0802316505497899,個別殺,36.0,Semiconductors & Related Devices,False,2012-12-31,2013-02-27,USD,2013-04-03,2014-04-02,26.100000381469727,26.100000381469727,71.93000030517578,71.93000030517578,1.755938668730598,0.24130349405543905,1.755938668730598,0.21677517284955794,1.2201973022139194,1.2649530745079907,-0.04475577229407124,1.2201973022139194,0.0,0.0,0.020158466209035497,0.4552513735872288,-0.1343315246908422,253,FSLR,1,1,2003-12-23,,True,87792199.0,100124701.0,1.1404737794527735,False,False,False
events.csv(正本),A(淨現金 N2),19,0001371285,TRUP,"TRUPANION, INC.",2019-08-29,2019,2019-08-30,1.137444900285903,851662660.2343369,34790142.0,27379000.0,19056000.0,True,17950000.0,YTD_diff,False,6166731.440925598,-0.2591033279895782,-0.182963749175536,個別殺,63.0,Hospital & Medical Service Plans,False,2019-06-30,2019-07-31,USD,2019-08-30,2020-08-31,24.09000015258789,24.09000015258789,62.72999954223633,62.72999954223633,1.6039850205437838,0.21827001023300152,1.6039850205437838,0.19442633947065846,1.137444900285903,1.1801135277189285,-0.04266862743302546,1.137444900285903,0.0,0.0,0.019962445547634156,0.23211313274543,-0.1894127585477562,253,TRUP,1,1,2006-07-24,,True,34790142.0,35578580.0,1.0226626841592081,False,False,False
events.csv(正本),A(淨現金 N2),20,0000891166,UVE,"UNIVERSAL INSURANCE HOLDINGS, INC.",2017-09-05,2017,2017-09-06,1.1197453574612617,645337059.4208393,35072667.0,160364000.0,13971000.0,True,149657000.0,YTD_diff,False,3963455.0320625305,-0.2968356907367706,-0.261329761486037,個別殺,63.0,"Fire, Marine & Casualty Insurance",False,2017-03-31,2017-05-01,USD,2017-09-06,2018-09-06,18.649999618530273,13.122150421142578,45.54999923706055,33.070987701416016,1.5202414726272009,0.18893595580065248,1.442359258377837,0.16711223485458526,1.1197453574612615,1.092651576634478,0.027093780826783487,1.1197453574612617,-2.220446049250313e-16,0.031888107362670226,0.01869890512182537,0.13212894062788827,-0.11528156544404145,253,UVE,1,1,1996-07-19,,True,34846561.0,34938872.0,1.0026490705926476,False,False,False
events.csv(正本),"A2(N2,缺債務標籤當零負債)",1,0000317788,APPS,"Digital Turbine, Inc.",2020-02-10,2020,2020-02-11,11.705683397360184,560347483.4689102,86741096.0,33714000.0,,False,22186000.0,YTD_diff,False,14976599.338626862,-0.2840596735477447,0.0327407807758819,個別殺,67.0,Patent Owners & Lessors,False,2019-12-31,2020-02-10,USD,2020-02-11,2021-02-10,5.900000095367432,5.900000095367432,88.8499984741211,88.8499984741211,14.059321531856318,0.18524293899729471,14.059321531856318,0.16351481002749013,11.705683397360184,11.942956464387862,-0.2372730670276777,11.705683397360184,0.0,0.0,0.01867456158060521,0.3192419846351393,-0.22448982074329182,253,APPS,1,1,1995-12-22,,True,86741096.0,89413606.0,1.0308101940515024,False,False,False
events.csv(正本),"A2(N2,缺債務標籤當零負債)",2,0001293135,VET,VERMILION ENERGY INC.,2021-08-20,2021,2021-08-23,3.777265425248849,912662085.75,158723841.0,6904000.0,,False,500152000.0,FY_latest,False,14010737.915754318,-0.2659544348716736,-0.1113722160686362,行業殺,13.0,Crude Petroleum & Natural Gas,True,2020-12-31,2021-03-08,CAD,2021-08-23,2022-08-23,6.21999979019165,5.575815200805664,27.65999984741211,24.907197952270508,3.467005640479549,-0.0649450589723386,3.446945463089775,-0.07805304051306317,3.7772654252488493,3.823428742109523,-0.04616331686067365,3.777265425248849,4.440892098500626e-16,0.004511001440488993,0.014217717630978788,0.13195990651347556,-0.1431924646329925,253,VET,1,1,2004-07-02,,True,158723841.0,162260989.0,1.0222849193776755,False,False,False
