事件表,版本,名次,entity_id,primary_ticker,name,trigger_date,trigger_year,entry_A_date,超額,mcap,shares,cash,total_debt,has_total_debt,ttm_ocf,ttm_method,split_basis_suspect,dollar_vol_60d,rel60,px_vs_sma200,industry_kill,sic2,sic_description,is_foreign_filer,panel_period_end,panel_filed,currency
events_gatefix.csv,"A(淨現金 N2, gatefix)",11,0000916540,DAR,DARLING INGREDIENTS INC.,2020-03-18,2020,2020-03-19,1.9968962513482875,2299821982.458173,163921741.0,72935000.0,,False,362621000.0,FY_latest,False,31143032.467079163,-0.3124309182167053,-0.3719054384633007,個別殺,20.0,Fats & Oils,False,2019-12-28,2020-02-25,USD
events_gatefix.csv,"A(淨現金 N2, gatefix)",12,0001528849,RH,RH,2017-02-10,2017,2017-02-13,1.9441776552402965,1033120502.9080504,40802548.0,55426000.0,,False,130392000.0,YTD_diff,False,50074466.662597656,-0.3211470544338226,-0.1983922159523244,個別殺,57.0,Retail-Furniture Stores,False,2016-10-29,2016-12-08,USD
events_gatefix.csv,"A(淨現金 N2, gatefix)",13,0001638833,SGRY,"Surgery Partners, Inc.",2020-03-06,2020,2020-03-09,1.8894103837943388,532687659.45108986,49506287.0,111300000.0,,False,149646000.0,YTD_diff,False,6750713.737726212,-0.2598488628864288,-0.0170346321572057,個別殺,80.0,"Services-General Medical & Surgical Hospitals, NEC",False,2019-09-30,2019-11-06,USD
events_gatefix.csv,"A(淨現金 N2, gatefix)",14,0001144879,APLD,Applied Digital Corp.,2025-02-25,2025,2025-02-26,1.8822074319603224,969642377.7053548,122739540.0,4435000.0,,False,52487000.0,YTD_diff,False,157245591.82300568,-0.2586992383003235,0.1798573175682898,個別殺,73.0,Services-Computer Processing & Data Preparation,False,2024-02-29,2024-04-11,USD
events_gatefix.csv,"A(淨現金 N2, gatefix)",15,0001511737,UI,Ubiquiti Inc.,2012-11-06,2012,2012-11-07,1.869105228604632,986841190.5079994,88984777.0,122060000.0,29591000.0,True,81788000.0,FY_latest,False,4440445.081520081,-0.2771627306938171,-0.4125271674552728,個別殺,36.0,Radio & Tv Broadcasting & Communications Equipment,False,2012-06-30,2012-09-28,USD
events_gatefix.csv,"A(淨現金 N2, gatefix)",16,0000910329,MED,MEDIFAST INC,2020-03-17,2020,2020-03-18,1.8239792470574727,627435684.3626404,11765154.0,76974000.0,,False,84261000.0,FY_latest,False,25402756.518554688,-0.2853513956069946,-0.4805158089417903,個別殺,20.0,Miscellaneous Food Preparations & Kindred Products,False,2019-12-31,2020-03-02,USD
events_gatefix.csv,"A(淨現金 N2, gatefix)",17,0001039399,FORM,FORMFACTOR INC,2025-03-24,2025,2025-03-25,1.8141115653811544,2505527924.06971,77450635.0,184506000.0,13586000.0,True,90871000.0,YTD_diff,False,28345280.53998947,-0.2716180086135864,-0.2793399304371443,個別殺,36.0,Semiconductors & Related Devices,False,2024-09-28,2024-11-05,USD
events_gatefix.csv,"A(淨現金 N2, gatefix)",18,0001645113,NVCR,NovoCure Ltd,2020-06-24,2020,2020-06-25,1.7457979870197664,5961131354.9902725,100440295.0,181919000.0,149465000.0,True,32892000.0,YTD_diff,False,54593555.33409119,-0.2740841805934906,-0.2164855718386463,個別殺,38.0,Surgical & Medical Instruments & Apparatus,False,2020-03-31,2020-04-30,USD
events_gatefix.csv,"A(淨現金 N2, gatefix)",19,0000874238,STRL,"STERLING INFRASTRUCTURE, INC.",2025-02-11,2025,2025-02-12,1.7274700170721498,4449714802.366333,30713105.0,648127000.0,322610000.0,True,470204000.0,YTD_diff,False,59242276.19934082,-0.2564602494239807,0.020772360656009,個別殺,16.0,Heavy Construction Other Than Bldg Const - Contractors,False,2024-09-30,2024-11-07,USD
events_gatefix.csv,"A(淨現金 N2, gatefix)",20,0000756894,B,BARRICK MINING CORP,2024-12-18,2024,2024-12-19,1.5675212053920906,27228884184.357983,1755569554.0,4148000000.0,,False,3732000000.0,FY_latest,False,393182159.3932152,-0.2559854090213775,-0.1289543499164432,行業殺,10.0,Gold and Silver Ores,True,2023-12-31,2024-03-15,USD
events_gatefix.csv,"A2(N2, gatefix, 資料不足當過閘)",1,0000317788,APPS,"Digital Turbine, Inc.",2020-02-10,2020,2020-02-11,11.705683397360184,560347483.4689102,86741096.0,33714000.0,,False,22186000.0,YTD_diff,False,14976599.338626862,-0.2840596735477447,0.0327407807758819,個別殺,67.0,Patent Owners & Lessors,False,2019-12-31,2020-02-10,USD
events_gatefix.csv,"A2(N2, gatefix, 資料不足當過閘)",2,0001293135,VET,VERMILION ENERGY INC.,2021-08-20,2021,2021-08-23,3.777265425248849,912662085.75,158723841.0,6904000.0,,False,500152000.0,FY_latest,False,14010737.915754318,-0.2659544348716736,-0.1113722160686362,行業殺,13.0,Crude Petroleum & Natural Gas,True,2020-12-31,2021-03-08,CAD
events_gatefix.csv,"A2(N2, gatefix, 資料不足當過閘)",3,0001463101,ENPH,"Enphase Energy, Inc.",2019-10-30,2019,2019-10-31,3.600580356905249,2295957167.011881,122385775.0,203046000.0,104062000.0,True,38671000.0,YTD_diff,False,136733109.31549072,-0.3847314119338989,0.0905867394430952,個別殺,36.0,Semiconductors & Related Devices,False,2019-09-30,2019-10-29,USD
events_gatefix.csv,"A2(N2, gatefix, 資料不足當過閘)",4,0000910638,DDD,3D SYSTEMS CORP,2020-09-30,2020,2020-10-01,3.3397619190827053,594773342.15625,121135104.0,63922000.0,21528000.0,True,7012000.0,YTD_diff,False,11753804.256486893,-0.3078320026397705,-0.3675248177175819,個別殺,73.0,Services-Prepackaged Software,False,2020-06-30,2020-08-05,USD
events_gatefix.csv,"A2(N2, gatefix, 資料不足當過閘)",5,0001372920,EDU,New Oriental Education & Technology Group Inc.,2022-03-10,2022,2022-03-11,3.061586771067589,19266935865.284824,1690082150.0,1612211000.0,0.0,True,1130085000.0,FY_latest,False,35674610.935087204,-0.4337650537490845,-0.6431310750098225,個別殺,82.0,Services-Educational Services,True,2021-05-31,2021-09-24,USD
events_gatefix.csv,"A2(N2, gatefix, 資料不足當過閘)",6,0001308648,AG,FIRST MAJESTIC SILVER CORP,2025-01-17,2025,2025-01-21,2.664097942208954,1676936859.4151115,287146715.0,125581000.0,,False,55614000.0,FY_latest,False,66892687.4114275,-0.2504680454730987,-0.0803431750933443,行業殺,10.0,Gold and Silver Ores,True,2023-12-31,2024-04-02,USD
events_gatefix.csv,"A2(N2, gatefix, 資料不足當過閘)",7,0001035983,FIX,COMFORT SYSTEMS USA INC,2025-02-21,2025,2025-02-24,2.4576013817173674,12941314568.0,35553062.0,549939000.0,68335000.0,True,849057000.0,FY_latest,False,169252158.9691162,-0.2673274278640747,-0.0504530403289579,行業殺,17.0,Electrical Work,False,2024-12-31,2025-02-20,USD
events_gatefix.csv,"A2(N2, gatefix, 資料不足當過閘)",8,0001030894,CLS,CELESTICA INC,2025-05-01,2025,2025-05-02,2.437321261174755,10258434430.521698,114991980.0,303000000.0,,False,496100000.0,YTD_diff,False,442033085.00938416,-0.2738290131092071,0.1242064386737691,個別殺,36.0,Printed Circuit Boards,True,2025-03-31,2025-04-24,USD
events_gatefix.csv,"A2(N2, gatefix, 資料不足當過閘)",9,0000927003,AEIS,ADVANCED ENERGY INDUSTRIES INC,2025-04-04,2025,2025-04-07,2.3645734951592674,2981143613.0830383,37721671.0,722086000.0,564695000.0,True,130747000.0,FY_latest,False,31462409.16595459,-0.2664451003074646,-0.2803215904616896,行業殺,36.0,"Electronic Components, NEC",False,2024-12-31,2025-02-18,USD
events_gatefix.csv,"A2(N2, gatefix, 資料不足當過閘)",10,0001314727,SONO,Sonos Inc,2020-03-13,2020,2020-03-16,2.3636732860384813,929515780.5188084,110001870.0,408419000.0,32631000.0,True,147426000.0,YTD_diff,False,22132045.25952339,-0.3125176131725311,-0.350424741911913,個別殺,36.0,Household Audio & Video Equipment,False,2019-12-28,2020-02-06,USD
events_gatefix.csv,"A2(N2, gatefix, 資料不足當過閘)",11,0000018926,LUMN,"Lumen Technologies, Inc.",2023-09-11,2023,2023-09-12,2.3185573553942818,1380940961.8064525,1007986100.0,411000000.0,,False,2459000000.0,YTD_diff,False,32386106.19508624,-0.4112266600131988,-0.5579432972809673,個別殺,48.0,Telephone Communications (No Radiotelephone),False,2023-06-30,2023-08-01,USD
events_gatefix.csv,"A2(N2, gatefix, 資料不足當過閘)",12,0001064728,BTU,PEABODY ENERGY CORP,2021-11-16,2021,2021-11-17,2.166467393352981,1341521965.9805298,127400000.0,587000000.0,,False,4000000.0,YTD_diff,False,94041223.26455116,-0.272975742816925,0.1542570357550488,個別殺,12.0,Bituminous Coal & Lignite Surface Mining,False,2021-09-30,2021-11-05,USD
events_gatefix.csv,"A2(N2, gatefix, 資料不足當過閘)",13,0000097210,TER,"TERADYNE, INC",2025-05-15,2025,2025-05-16,2.123185812106185,13313279275.435295,160420287.0,475632000.0,,False,826534000.0,YTD_diff,False,274123895.772934,-0.2589316666126251,-0.2565974764784995,個別殺,38.0,Instruments For Meas & Testing of  Electricity & Elec Signals,False,2025-03-30,2025-05-02,USD
events_gatefix.csv,"A2(N2, gatefix, 資料不足當過閘)",14,0001483934,STNG,Scorpio Tankers Inc.,2021-08-04,2021,2021-08-05,2.039033253311533,892310717.9753008,58093147.0,187511000.0,,False,419381000.0,FY_latest,False,17243255.32836914,-0.2662756443023681,-0.0417617495532334,行業殺,44.0,Deep Sea Foreign Transportation of  Freight,True,2020-12-31,2021-03-31,USD
events_gatefix.csv,"A2(N2, gatefix, 資料不足當過閘)",15,0000916540,DAR,DARLING INGREDIENTS INC.,2020-03-18,2020,2020-03-19,1.9968962513482875,2299821982.458173,163921741.0,72935000.0,,False,362621000.0,FY_latest,False,31143032.467079163,-0.3124309182167053,-0.3719054384633007,個別殺,20.0,Fats & Oils,False,2019-12-28,2020-02-25,USD
events_gatefix.csv,"A2(N2, gatefix, 資料不足當過閘)",16,0001528849,RH,RH,2017-02-10,2017,2017-02-13,1.9441776552402965,1033120502.9080504,40802548.0,55426000.0,,False,130392000.0,YTD_diff,False,50074466.662597656,-0.3211470544338226,-0.1983922159523244,個別殺,57.0,Retail-Furniture Stores,False,2016-10-29,2016-12-08,USD
events_gatefix.csv,"A2(N2, gatefix, 資料不足當過閘)",17,0001973832,AU,AngloGold Ashanti PLC,2024-11-11,2024,2024-11-12,1.941572179824529,10539416940.342772,419729856.0,964000000.0,,False,971000000.0,FY_latest,False,60973664.7403717,-0.2582444250583648,0.0098341337045586,個別殺,10.0,Gold and Silver Ores,True,2023-12-31,2024-04-25,USD
events_gatefix.csv,"A2(N2, gatefix, 資料不足當過閘)",18,0001638833,SGRY,"Surgery Partners, Inc.",2020-03-06,2020,2020-03-09,1.8894103837943388,532687659.45108986,49506287.0,111300000.0,,False,149646000.0,YTD_diff,False,6750713.737726212,-0.2598488628864288,-0.0170346321572057,個別殺,80.0,"Services-General Medical & Surgical Hospitals, NEC",False,2019-09-30,2019-11-06,USD
events_gatefix.csv,"A2(N2, gatefix, 資料不足當過閘)",19,0001144879,APLD,Applied Digital Corp.,2025-02-25,2025,2025-02-26,1.8822074319603224,969642377.7053548,122739540.0,4435000.0,,False,52487000.0,YTD_diff,False,157245591.82300568,-0.2586992383003235,0.1798573175682898,個別殺,73.0,Services-Computer Processing & Data Preparation,False,2024-02-29,2024-04-11,USD
events_gatefix.csv,"A2(N2, gatefix, 資料不足當過閘)",20,0001511737,UI,Ubiquiti Inc.,2012-11-06,2012,2012-11-07,1.869105228604632,986841190.5079994,88984777.0,122060000.0,29591000.0,True,81788000.0,FY_latest,False,4440445.081520081,-0.2771627306938171,-0.4125271674552728,個別殺,36.0,Radio & Tv Broadcasting & Communications Equipment,False,2012-06-30,2012-09-28,USD
events_gatefix.csv,"B(總債務/四季經營現金流<=3, gatefix)",1,0000317788,APPS,"Digital Turbine, Inc.",2020-02-10,2020,2020-02-11,11.705683397360184,560347483.4689102,86741096.0,33714000.0,,False,22186000.0,YTD_diff,False,14976599.338626862,-0.2840596735477447,0.0327407807758819,個別殺,67.0,Patent Owners & Lessors,False,2019-12-31,2020-02-10,USD
events_gatefix.csv,"B(總債務/四季經營現金流<=3, gatefix)",2,0001477641,DQ,DAQO NEW ENERGY CORP.,2020-05-14,2020,2020-05-15,4.011141292429923,3385947156.114716,347419152.0,52684734.0,329678633.0,True,180990569.0,FY_latest,False,13294181.86712265,-0.2591696679592132,-0.0206402634109195,個別殺,36.0,Semiconductors & Related Devices,True,2019-12-31,2020-04-24,USD
events_gatefix.csv,"B(總債務/四季經營現金流<=3, gatefix)",3,0001463101,ENPH,"Enphase Energy, Inc.",2019-10-30,2019,2019-10-31,3.600580356905249,2295957167.011881,122385775.0,203046000.0,104062000.0,True,38671000.0,YTD_diff,False,136733109.31549072,-0.3847314119338989,0.0905867394430952,個別殺,36.0,Semiconductors & Related Devices,False,2019-09-30,2019-10-29,USD
events_gatefix.csv,"B(總債務/四季經營現金流<=3, gatefix)",4,0000723125,MU,MICRON TECHNOLOGY INC,2025-04-04,2025,2025-04-07,3.532489196045592,72329230462.22305,1117571525.0,7552000000.0,11541000000.0,True,13073000000.0,YTD_diff,False,1931297122.059632,-0.2614284455776214,-0.3639565118592027,行業殺,36.0,Semiconductors & Related Devices,False,2025-02-27,2025-03-21,USD
events_gatefix.csv,"B(總債務/四季經營現金流<=3, gatefix)",5,0001372920,EDU,New Oriental Education & Technology Group Inc.,2022-03-10,2022,2022-03-11,3.061586771067589,19266935865.284824,1690082150.0,1612211000.0,0.0,True,1130085000.0,FY_latest,False,35674610.935087204,-0.4337650537490845,-0.6431310750098225,個別殺,82.0,Services-Educational Services,True,2021-05-31,2021-09-24,USD
events_gatefix.csv,"B(總債務/四季經營現金流<=3, gatefix)",6,0000723612,CAR,"AVIS BUDGET GROUP, INC.",2020-03-31,2020,2020-04-01,2.4924322238772105,1026172698.237854,73825376.0,615000000.0,3483000000.0,True,2445000000.0,YTD_diff,False,60045832.99207688,-0.4709104001522064,-0.5429969375402492,行業殺,75.0,Services-Auto Rental & Leasing (No Drivers),False,2019-09-30,2019-11-01,USD
events_gatefix.csv,"B(總債務/四季經營現金流<=3, gatefix)",7,0001035983,FIX,COMFORT SYSTEMS USA INC,2025-02-21,2025,2025-02-24,2.4576013817173674,12941314568.0,35553062.0,549939000.0,68335000.0,True,849057000.0,FY_latest,False,169252158.9691162,-0.2673274278640747,-0.0504530403289579,行業殺,17.0,Electrical Work,False,2024-12-31,2025-02-20,USD
events_gatefix.csv,"B(總債務/四季經營現金流<=3, gatefix)",8,0001314727,SONO,Sonos Inc,2020-03-13,2020,2020-03-16,2.3636732860384813,929515780.5188084,110001870.0,408419000.0,32631000.0,True,147426000.0,YTD_diff,False,22132045.25952339,-0.3125176131725311,-0.350424741911913,個別殺,36.0,Household Audio & Video Equipment,False,2019-12-28,2020-02-06,USD
events_gatefix.csv,"B(總債務/四季經營現金流<=3, gatefix)",9,0000018926,LUMN,"Lumen Technologies, Inc.",2023-09-11,2023,2023-09-12,2.3185573553942818,1380940961.8064525,1007986100.0,411000000.0,,False,2459000000.0,YTD_diff,False,32386106.19508624,-0.4112266600131988,-0.5579432972809673,個別殺,48.0,Telephone Communications (No Radiotelephone),False,2023-06-30,2023-08-01,USD
events_gatefix.csv,"B(總債務/四季經營現金流<=3, gatefix)",10,0000719413,HL,HECLA MINING CO/DE/,2024-12-16,2024,2024-12-17,2.235411545519791,3376181932.301052,637015436.0,22273000.0,,False,151691000.0,YTD_diff,False,66217724.65224266,-0.2650299072265625,-0.0524814566956096,個別殺,14.0,Mining & Quarrying of  Nonmetallic Minerals (No Fuels),False,2024-09-30,2024-11-07,USD
events_gatefix.csv,"B(總債務/四季經營現金流<=3, gatefix)",11,0001064728,BTU,PEABODY ENERGY CORP,2021-11-16,2021,2021-11-17,2.166467393352981,1341521965.9805298,127400000.0,587000000.0,,False,4000000.0,YTD_diff,False,94041223.26455116,-0.272975742816925,0.1542570357550488,個別殺,12.0,Bituminous Coal & Lignite Surface Mining,False,2021-09-30,2021-11-05,USD
events_gatefix.csv,"B(總債務/四季經營現金流<=3, gatefix)",12,0000097210,TER,"TERADYNE, INC",2025-05-15,2025,2025-05-16,2.123185812106185,13313279275.435295,160420287.0,475632000.0,,False,826534000.0,YTD_diff,False,274123895.772934,-0.2589316666126251,-0.2565974764784995,個別殺,38.0,Instruments For Meas & Testing of  Electricity & Elec Signals,False,2025-03-30,2025-05-02,USD
events_gatefix.csv,"B(總債務/四季經營現金流<=3, gatefix)",13,0000077543,TPC,TUTOR PERINI CORP,2025-02-06,2025,2025-02-07,2.057862042741794,1282030973.35458,52434803.0,287403000.0,655706000.0,True,301630000.0,YTD_diff,False,11510954.189491272,-0.2798569500446319,0.0324341458222423,行業殺,15.0,General Bldg Contractors - Nonresidential Bldgs,False,2024-09-30,2024-11-06,USD
events_gatefix.csv,"B(總債務/四季經營現金流<=3, gatefix)",14,0001760965,KTB,"Kontoor Brands, Inc.",2020-05-22,2020,2020-05-26,2.037083389517621,801752611.3016214,57104887.0,479366000.0,1392223000.0,True,525884000.0,YTD_diff,False,24694783.03089142,-0.5796748995780945,-0.5603104394989686,行業殺,23.0,"Men's & Boys' Furnishgs, Work Clothg, & Allied Garments",False,2020-03-28,2020-05-08,USD
events_gatefix.csv,"B(總債務/四季經營現金流<=3, gatefix)",15,0001370450,WLDN,"Willdan Group, Inc.",2025-01-29,2025,2025-01-30,2.0277775328040093,520642532.5211334,14124865.0,53106000.0,91894000.0,True,53713000.0,YTD_diff,False,4827611.973571777,-0.257743775844574,0.0036637265724879,個別殺,87.0,Services-Engineering Services,False,2024-09-27,2024-11-01,USD
events_gatefix.csv,"B(總債務/四季經營現金流<=3, gatefix)",16,0000916540,DAR,DARLING INGREDIENTS INC.,2020-03-18,2020,2020-03-19,1.9968962513482875,2299821982.458173,163921741.0,72935000.0,,False,362621000.0,FY_latest,False,31143032.467079163,-0.3124309182167053,-0.3719054384633007,個別殺,20.0,Fats & Oils,False,2019-12-28,2020-02-25,USD
events_gatefix.csv,"B(總債務/四季經營現金流<=3, gatefix)",17,0001528849,RH,RH,2017-02-10,2017,2017-02-13,1.9441776552402965,1033120502.9080504,40802548.0,55426000.0,,False,130392000.0,YTD_diff,False,50074466.662597656,-0.3211470544338226,-0.1983922159523244,個別殺,57.0,Retail-Furniture Stores,False,2016-10-29,2016-12-08,USD
events_gatefix.csv,"B(總債務/四季經營現金流<=3, gatefix)",18,0001638833,SGRY,"Surgery Partners, Inc.",2020-03-06,2020,2020-03-09,1.8894103837943388,532687659.45108986,49506287.0,111300000.0,,False,149646000.0,YTD_diff,False,6750713.737726212,-0.2598488628864288,-0.0170346321572057,個別殺,80.0,"Services-General Medical & Surgical Hospitals, NEC",False,2019-09-30,2019-11-06,USD
events_gatefix.csv,"B(總債務/四季經營現金流<=3, gatefix)",19,0001144879,APLD,Applied Digital Corp.,2025-02-25,2025,2025-02-26,1.8822074319603224,969642377.7053548,122739540.0,4435000.0,,False,52487000.0,YTD_diff,False,157245591.82300568,-0.2586992383003235,0.1798573175682898,個別殺,73.0,Services-Computer Processing & Data Preparation,False,2024-02-29,2024-04-11,USD
events_gatefix.csv,"B(總債務/四季經營現金流<=3, gatefix)",20,0001511737,UI,Ubiquiti Inc.,2012-11-06,2012,2012-11-07,1.869105228604632,986841190.5079994,88984777.0,122060000.0,29591000.0,True,81788000.0,FY_latest,False,4440445.081520081,-0.2771627306938171,-0.4125271674552728,個別殺,36.0,Radio & Tv Broadcasting & Communications Equipment,False,2012-06-30,2012-09-28,USD
