arm,單位,單位數,事件數,未成交單位,未成交比例,單位_中位絕對,單位_平均絕對,單位_中位超額,單位_最差,事件_中位絕對,事件_平均絕對,事件_中位超額,事件_勝率絕對,事件_勝率超額
A,候選,11,7,0,0.0,0.2660096323881309,0.4762447874284714,0.003962400106389152,-0.09796699964081701,0.3412591404913823,0.666757993187797,0.05226329528164442,0.7142857142857143,0.8571428571428571
B,候選,11,7,0,0.0,0.08512873923981656,0.6977360509797988,0.003962400106389152,-0.09796699964081701,0.14927647320334048,1.0702117900420185,0.10310882651255349,0.7142857142857143,0.7142857142857143
C,候選,11,7,0,0.0,0.17556918581397374,0.5869904192041351,0.003962400106389152,-0.09796699964081701,0.24526780684736138,0.8684848916149076,0.07768606089709895,0.7142857142857143,0.7142857142857143
D,成員,104,7,10,0.09615384615384616,-0.0157106315948512,0.22985213092112122,-0.07307893330028392,-0.5213383425923717,0.15430258187338763,0.21629840768012282,0.015494919658077129,0.7142857142857143,0.5714285714285714
