win,0,1,4
m1,0.044,-2.762,-2.595
m2,0.514,-0.183,1.118
m3,1.115,0.238,0.892
w1,-1.352,,
w10,1.569,0.97,2.273
w11,1.36,1.03,1.962
w12,2.621,1.483,0.294
w13,1.866,-0.408,1.458
w2,-1.416,-3.895,
w3,1.627,-2.262,
w4,0.13,-2.804,
w5,-1.416,-1.974,-1.522
w6,-1.244,-1.38,-1.571
w7,-0.2,-0.705,0.62
w8,-0.339,0.128,0.871
w9,1.388,-0.124,1.936
