win,0,1,4
m1,-2.254,-0.519,-3.758
m2,0.518,1.422,1.952
m3,0.059,-0.666,0.398
w1,-1.178,,
w10,0.47,0.475,1.149
w11,0.649,1.201,0.695
w12,1.377,1.278,0.3
w13,-0.182,0.065,1.699
w2,-0.082,-0.925,
w3,-1.269,-0.3,
w4,-1.433,-0.19,
w5,-2.125,-0.557,-1.652
w6,0.271,0.56,-1.013
w7,0.291,-0.178,1.046
w8,0.68,1.439,1.174
w9,0.277,0.957,1.375
