combo,decide_month,holding_month,picks,spy_fill_w,score_top
MAD250-high,2012-09,2012-10,XLV|XLY|XLK,0.0,0.1185|0.1100|0.1068
MAD250-high,2012-10,2012-11,XLF|XLV|XLY,0.0,0.1007|0.0939|0.0733
MAD250-high,2012-11,2012-12,XLY|XLV|XLF,0.0,0.0889|0.0819|0.0713
MAD250-high,2012-12,2013-01,XLF|XLY|XLV,0.0,0.1001|0.0760|0.0617
MAD250-high,2013-01,2013-02,XLF|XLV|XLY,0.0,0.1436|0.1246|0.1170
MAD250-high,2013-02,2013-03,XLF|XLV|XLI,0.0,0.1391|0.1212|0.1210
MAD250-high,2013-03,2013-04,XLV|XLF|XLY,0.0,0.1694|0.1644|0.1497
MAD250-high,2013-04,2013-05,XLV|XLF|XLY,0.0,0.1762|0.1749|0.1636
MAD250-high,2013-05,2013-06,XLF|XLY|XLV,0.0,0.2112|0.1664|0.1638
MAD250-high,2013-06,2013-07,XLF|XLY|XLV,0.0,0.1599|0.1498|0.1308
MAD250-high,2013-07,2013-08,XLF|XLV|XLY,0.0,0.1845|0.1813|0.1766
MAD250-high,2013-08,2013-09,XLY|XLV|XLI,0.0,0.1143|0.1117|0.0938
MAD250-high,2013-09,2013-10,XLY|XLI|XLV,0.0,0.1498|0.1349|0.1231
MAD250-high,2013-10,2013-11,XLY|XLI|XLV,0.0,0.1706|0.1595|0.1436
MAD250-high,2013-11,2013-12,XLY|XLI|XLV,0.0,0.1787|0.1707|0.1670
MAD250-high,2013-12,2014-01,XLI|XLY|XLV,0.0,0.1884|0.1726|0.1450
MAD250-high,2014-01,2014-02,XLV|XLI|XLK,0.0,0.1268|0.1116|0.0930
MAD250-high,2014-02,2014-03,XLV|XLI|XLB,0.0,0.1698|0.1360|0.1338
MAD250-high,2014-03,2014-04,XLV|XLI|XLB,0.0,0.1279|0.1238|0.1230
MAD250-high,2014-04,2014-05,XLU|XLE|XLI,0.0,0.1328|0.1167|0.1145
MAD250-high,2014-05,2014-06,XLB|XLE|XLK,0.0,0.1256|0.1193|0.1193
MAD250-high,2014-06,2014-07,XLE|XLU|XLB,0.0,0.1578|0.1417|0.1203
MAD250-high,2014-07,2014-08,XLK|XLE|XLV,0.0,0.1147|0.0966|0.0945
MAD250-high,2014-08,2014-09,XLK|XLV|XLE,0.0,0.1292|0.1259|0.1031
MAD250-high,2014-09,2014-10,XLV|XLK|XLB,0.0,0.1077|0.1014|0.0648
MAD250-high,2014-10,2014-11,XLV|XLU|XLK,0.0,0.1434|0.1238|0.1008
MAD250-high,2014-11,2014-12,XLV|XLK|XLP,0.0,0.1612|0.1354|0.1290
MAD250-high,2014-12,2015-01,XLU|XLV|XLP,0.0,0.1343|0.1195|0.1026
MAD250-high,2015-01,2015-02,XLU|XLV|XLP,0.0,0.1360|0.1129|0.0758
MAD250-high,2015-02,2015-03,XLV|XLY|XLK,0.0,0.1413|0.1283|0.1079
MAD250-high,2015-03,2015-04,XLV|XLY|XLP,0.0,0.1255|0.1073|0.0670
MAD250-high,2015-04,2015-05,XLV|XLY|XLK,0.0,0.0896|0.0889|0.0677
MAD250-high,2015-05,2015-06,XLV|XLY|XLK,0.0,0.1168|0.0870|0.0728
MAD250-high,2015-06,2015-07,XLV|XLY|XLF,0.0,0.0903|0.0776|0.0307
MAD250-high,2015-07,2015-08,XLY|XLV|XLP,0.0,0.1134|0.1010|0.0625
MAD250-high,2015-08,2015-09,XLY|XLV|XLP,0.0,0.0282|-0.0018|-0.0107
MAD250-high,2015-09,2015-10,XLY|XLU|XLP,0.0,0.0129|-0.0081|-0.0122
MAD250-high,2015-10,2015-11,XLY|XLK|XLP,0.0,0.0869|0.0534|0.0344
MAD250-high,2015-11,2015-12,XLY|XLK|XLP,0.0,0.0703|0.0547|0.0210
MAD250-high,2015-12,2016-01,XLP|XLY|XLK,0.0,0.0452|0.0288|0.0268
MAD250-high,2016-01,2016-02,XLU|XLP|XLK,0.0,0.0603|0.0483|-0.0120
MAD250-high,2016-02,2016-03,XLU|XLP|XLK,0.0,0.0770|0.0478|-0.0160
MAD250-high,2016-03,2016-04,XLU|XLP|XLK,0.0,0.1497|0.0879|0.0665
MAD250-high,2016-04,2016-05,XLU|XLP|XLB,0.0,0.1101|0.0633|0.0627
MAD250-high,2016-05,2016-06,XLU|XLB|XLP,0.0,0.1134|0.0660|0.0614
MAD250-high,2016-06,2016-07,XLU|XLP|XLE,0.0,0.1758|0.1051|0.0803
MAD250-high,2016-07,2016-08,XLU|XLB|XLK,0.0,0.1462|0.1104|0.1046
MAD250-high,2016-08,2016-09,XLK|XLB|XLI,0.0,0.1013|0.0949|0.0888
MAD250-high,2016-09,2016-10,XLE|XLK|XLI,0.0,0.1085|0.1069|0.0771
MAD250-high,2016-10,2016-11,XLK|XLE|XLF,0.0,0.0862|0.0717|0.0584
MAD250-high,2016-11,2016-12,XLF|XLE|XLI,0.0,0.1965|0.1554|0.1306
MAD250-high,2016-12,2017-01,XLF|XLE|XLI,0.0,0.2179|0.1505|0.1152
MAD250-high,2017-01,2017-02,XLF|XLB|XLI,0.0,0.1901|0.1120|0.1118
MAD250-high,2017-02,2017-03,XLF|XLK|XLI,0.0,0.2180|0.1367|0.1327
MAD250-high,2017-03,2017-04,XLF|XLK|XLI,0.0,0.1480|0.1383|0.1031
MAD250-high,2017-04,2017-05,XLK|XLF|XLI,0.0,0.1421|0.1175|0.1097
MAD250-high,2017-05,2017-06,XLK|XLI|XLY,0.0,0.1586|0.1094|0.1032
MAD250-high,2017-06,2017-07,XLF|XLI|XLK,0.0,0.1250|0.1031|0.0994
MAD250-high,2017-07,2017-08,XLK|XLF|XLV,0.0,0.1268|0.1186|0.0957
MAD250-high,2017-08,2017-09,XLK|XLV|XLU,0.0,0.1361|0.1061|0.1001
MAD250-high,2017-09,2017-10,XLK|XLF|XLV,0.0,0.1245|0.1086|0.1032
MAD250-high,2017-10,2017-11,XLK|XLB|XLF,0.0,0.1705|0.1194|0.1105
MAD250-high,2017-11,2017-12,XLK|XLF|XLI,0.0,0.1559|0.1287|0.1148
MAD250-high,2017-12,2018-01,XLK|XLF|XLI,0.0,0.1357|0.1320|0.1210
MAD250-high,2018-01,2018-02,XLY|XLK|XLF,0.0,0.1845|0.1836|0.1812
MAD250-high,2018-02,2018-03,XLK|XLF|XLY,0.0,0.1557|0.1302|0.1254
MAD250-high,2018-03,2018-04,XLK|XLY|XLF,0.0,0.0883|0.0809|0.0670
MAD250-high,2018-04,2018-05,XLE|XLY|XLK,0.0,0.1007|0.0920|0.0693
MAD250-high,2018-05,2018-06,XLK|XLE|XLY,0.0,0.1194|0.1173|0.0975
MAD250-high,2018-06,2018-07,XLY|XLE|XLK,0.0,0.1168|0.1067|0.0929
MAD250-high,2018-07,2018-08,XLY|XLE|XLK,0.0,0.1157|0.1068|0.0926
MAD250-high,2018-08,2018-09,XLY|XLK|XLV,0.0,0.1460|0.1379|0.1064
MAD250-high,2018-09,2018-10,XLY|XLV|XLK,0.0,0.1286|0.1263|0.1164
MAD250-high,2018-10,2018-11,XLU|XLP|XLV,0.0,0.0506|0.0406|0.0384
MAD250-high,2018-11,2018-12,XLV|XLU|XLP,0.0,0.1104|0.0869|0.0598
MAD250-high,2018-12,2019-01,XLU|XLV|XLP,0.0,0.0395|0.0011|-0.0315
MAD250-high,2019-01,2019-02,XLU|XLV|XLP,0.0,0.0685|0.0475|0.0251
MAD250-high,2019-02,2019-03,XLU|XLV|XLI,0.0,0.0988|0.0509|0.0482
MAD250-high,2019-03,2019-04,XLU|XLP|XLK,0.0,0.1117|0.0757|0.0735
MAD250-high,2019-04,2019-05,XLK|XLU|XLY,0.0,0.1252|0.1063|0.1012
MAD250-high,2019-05,2019-06,XLU|XLP|XLK,0.0,0.0800|0.0402|0.0186
MAD250-high,2019-06,2019-07,XLK|XLU|XLP,0.0,0.1017|0.0955|0.0804
MAD250-high,2019-07,2019-08,XLK|XLP|XLY,0.0,0.1262|0.0903|0.0829
MAD250-high,2019-08,2019-09,XLU|XLK|XLP,0.0,0.1153|0.1011|0.1011
MAD250-high,2019-09,2019-10,XLU|XLK|XLP,0.0,0.1433|0.1096|0.1073
MAD250-high,2019-10,2019-11,XLK|XLU|XLP,0.0,0.1363|0.1131|0.0875
MAD250-high,2019-11,2019-12,XLK|XLF|XLV,0.0,0.1716|0.1266|0.1027
MAD250-high,2019-12,2020-01,XLK|XLF|XLV,0.0,0.1866|0.1319|0.1254
MAD250-high,2020-01,2020-02,XLK|XLU|XLP,0.0,0.1927|0.1462|0.0828
MAD250-high,2020-02,2020-03,XLK|XLU|XLV,0.0,0.0755|0.0149|-0.0017
MAD250-high,2020-03,2020-04,XLK|XLV|XLP,0.0,-0.0266|-0.0396|-0.0774
MAD250-high,2020-04,2020-05,XLK|XLV|XLY,0.0,0.0966|0.0728|-0.0075
MAD250-high,2020-05,2020-06,XLK|XLV|XLY,0.0,0.1520|0.0955|0.0537
MAD250-high,2020-06,2020-07,XLK|XLY|XLV,0.0,0.2003|0.0768|0.0584
MAD250-high,2020-07,2020-08,XLK|XLY|XLV,0.0,0.2342|0.1436|0.1017
MAD250-high,2020-08,2020-09,XLK|XLY|XLB,0.0,0.3321|0.2285|0.1224
MAD250-high,2020-09,2020-10,XLK|XLY|XLB,0.0,0.2209|0.1839|0.1261
MAD250-high,2020-10,2020-11,XLY|XLK|XLB,0.0,0.1265|0.1215|0.1031
MAD250-high,2020-11,2020-12,XLB|XLK|XLY,0.0,0.2212|0.2152|0.2134
MAD250-high,2020-12,2021-01,XLK|XLB|XLY,0.0,0.2414|0.2288|0.2133
MAD250-high,2021-01,2021-02,XLK|XLY|XLB,0.0,0.2001|0.1941|0.1745
MAD250-high,2021-02,2021-03,XLE|XLF|XLI,0.0,0.3494|0.2860|0.2039
MAD250-high,2021-03,2021-04,XLE|XLF|XLI,0.0,0.3183|0.3006|0.2572
MAD250-high,2021-04,2021-05,XLF|XLE|XLI,0.0,0.3265|0.2801|0.2481
MAD250-high,2021-05,2021-06,XLF|XLE|XLB,0.0,0.3290|0.3090|0.2525
MAD250-high,2021-06,2021-07,XLE|XLF|XLK,0.0,0.3155|0.2372|0.1701
MAD250-high,2021-07,2021-08,XLF|XLK|XLE,0.0,0.1877|0.1803|0.1684
MAD250-high,2021-08,2021-09,XLF|XLK|XLV,0.0,0.2019|0.1909|0.1564
MAD250-high,2021-09,2021-10,XLE|XLF|XLK,0.0,0.1702|0.1382|0.0925
MAD250-high,2021-10,2021-11,XLE|XLF|XLY,0.0,0.2257|0.1757|0.1697
MAD250-high,2021-11,2021-12,XLK|XLY|XLE,0.0,0.1727|0.1584|0.1166
MAD250-high,2021-12,2022-01,XLK|XLY|XLV,0.0,0.1785|0.1352|0.1279
MAD250-high,2022-01,2022-02,XLE|XLP|XLK,0.0,0.2755|0.0866|0.0789
MAD250-high,2022-02,2022-03,XLE|XLP|XLU,0.0,0.3188|0.0573|0.0348
MAD250-high,2022-03,2022-04,XLE|XLU|XLP,0.0,0.3781|0.1252|0.0636
MAD250-high,2022-04,2022-05,XLE|XLP|XLU,0.0,0.2970|0.0751|0.0628
MAD250-high,2022-05,2022-06,XLE|XLU|XLP,0.0,0.4400|0.0967|0.0241
MAD250-high,2022-06,2022-07,XLE|XLU|XLP,0.0,0.1480|0.0340|-0.0039
MAD250-high,2022-07,2022-08,XLE|XLU|XLP,0.0,0.2219|0.0817|0.0233
MAD250-high,2022-08,2022-09,XLE|XLU|XLP,0.0,0.1995|0.0739|-0.0021
MAD250-high,2022-09,2022-10,XLE|XLU|XLV,0.0,0.0469|-0.0575|-0.0692
MAD250-high,2022-10,2022-11,XLE|XLV|XLP,0.0,0.2637|0.0210|-0.0031
MAD250-high,2022-11,2022-12,XLE|XLV|XLI,0.0,0.2263|0.0672|0.0662
MAD250-high,2022-12,2023-01,XLE|XLV|XLI,0.0,0.1463|0.0456|0.0372
MAD250-high,2023-01,2023-02,XLE|XLI|XLB,0.0,0.1449|0.0769|0.0747
MAD250-high,2023-02,2023-03,XLI|XLF|XLE,0.0,0.0641|0.0452|0.0445
MAD250-high,2023-03,2023-04,XLK|XLI|XLE,0.0,0.1253|0.0707|0.0337
MAD250-high,2023-04,2023-05,XLK|XLP|XLI,0.0,0.1232|0.0686|0.0564
MAD250-high,2023-05,2023-06,XLK|XLY|XLI,0.0,0.2085|0.0396|0.0165
MAD250-high,2023-06,2023-07,XLK|XLY|XLI,0.0,0.2515|0.1528|0.1158
MAD250-high,2023-07,2023-08,XLK|XLY|XLI,0.0,0.2534|0.1640|0.1284
MAD250-high,2023-08,2023-09,XLK|XLY|XLI,0.0,0.2137|0.1402|0.0930
MAD250-high,2023-09,2023-10,XLK|XLE|XLY,0.0,0.1096|0.0802|0.0694
MAD250-high,2023-10,2023-11,XLK|XLE|XLY,0.0,0.0817|0.0105|0.0012
MAD250-high,2023-11,2023-12,XLK|XLY|XLF,0.0,0.1874|0.0957|0.0667
MAD250-high,2023-12,2024-01,XLK|XLY|XLI,0.0,0.1990|0.1375|0.1150
MAD250-high,2024-01,2024-02,XLK|XLF|XLI,0.0,0.1906|0.1400|0.0920
MAD250-high,2024-02,2024-03,XLK|XLF|XLI,0.0,0.2086|0.1756|0.1547
MAD250-high,2024-03,2024-04,XLF|XLI|XLK,0.0,0.2063|0.1826|0.1810
MAD250-high,2024-04,2024-05,XLF|XLI|XLE,0.0,0.1310|0.1178|0.1051
MAD250-high,2024-05,2024-06,XLU|XLF|XLK,0.0,0.1544|0.1391|0.1305
MAD250-high,2024-06,2024-07,XLK|XLF|XLI,0.0,0.1925|0.1093|0.0860
MAD250-high,2024-07,2024-08,XLF|XLU|XLK,0.0,0.1569|0.1474|0.1264
MAD250-high,2024-08,2024-09,XLF|XLU|XLI,0.0,0.1836|0.1814|0.1382
MAD250-high,2024-09,2024-10,XLU|XLI|XLF,0.0,0.2320|0.1534|0.1497
MAD250-high,2024-10,2024-11,XLU|XLF|XLI,0.0,0.1795|0.1411|0.1067
MAD250-high,2024-11,2024-12,XLF|XLY|XLU,0.0,0.2234|0.2064|0.1960
MAD250-high,2024-12,2025-01,XLY|XLF|XLU,0.0,0.1897|0.1276|0.0798
MAD250-high,2025-01,2025-02,XLY|XLF|XLU,0.0,0.2030|0.1740|0.0901
MAD250-high,2025-02,2025-03,XLF|XLY|XLU,0.0,0.1647|0.0993|0.0857
MAD250-high,2025-03,2025-04,XLF|XLU|XLE,0.0,0.0976|0.0684|0.0485
MAD250-high,2025-04,2025-05,XLF|XLU|XLP,0.0,0.0607|0.0525|0.0370
MAD250-high,2025-05,2025-06,XLF|XLI|XLU,0.0,0.0895|0.0860|0.0784
MAD250-high,2025-06,2025-07,XLK|XLI|XLF,0.0,0.1290|0.1093|0.1037
MAD250-high,2025-07,2025-08,XLK|XLI|XLU,0.0,0.1557|0.1218|0.1009
MAD250-high,2025-08,2025-09,XLK|XLI|XLF,0.0,0.1332|0.1032|0.0968
MAD250-high,2025-09,2025-10,XLK|XLY|XLI,0.0,0.1944|0.1143|0.1086
MAD250-high,2025-10,2025-11,XLK|XLU|XLI,0.0,0.2438|0.1098|0.1005
MAD250-high,2025-11,2025-12,XLK|XLV|XLU,0.0,0.1636|0.1332|0.1164
MAD250-high,2025-12,2026-01,XLK|XLV|XLI,0.0,0.1501|0.1067|0.0827
MAD250-high,2026-01,2026-02,XLE|XLI|XLK,0.0,0.1805|0.1364|0.1281
MAD250-high,2026-02,2026-03,XLE|XLB|XLI,0.0,0.2700|0.1995|0.1927
MAD250-high,2026-03,2026-04,XLE|XLB|XLU,0.0,0.3600|0.1113|0.0892
MAD250-high,2026-04,2026-05,XLE|XLK|XLI,0.0,0.2811|0.1708|0.1250
MAD250-high,2026-05,2026-06,XLK|XLE|XLI,0.0,0.3520|0.1725|0.0960
MAD250-high,2026-06,2026-07,XLK|XLI|XLV,0.0,0.2987|0.1538|0.0905
MAX5x20-low,2000-05,2000-06,XLY|XLB|XLK,0.0,-0.0378|-0.0376|-0.0319
MAX5x20-low,2000-06,2000-07,XLB|XLF|XLU,0.0,-0.0312|-0.0233|-0.0196
MAX5x20-low,2000-07,2000-08,XLK|XLY|XLE,0.0,-0.0346|-0.0197|-0.0191
MAX5x20-low,2000-08,2000-09,XLY|XLB|XLP,0.0,-0.0242|-0.0199|-0.0095
MAX5x20-low,2000-09,2000-10,XLK|XLB|XLY,0.0,-0.0697|-0.0531|-0.0283
MAX5x20-low,2000-10,2000-11,XLE|XLK|XLY,0.0,-0.0315|-0.0227|-0.0003
MAX5x20-low,2000-11,2000-12,XLK|XLV|XLF,0.0,-0.0695|-0.0435|-0.0289
MAX5x20-low,2000-12,2001-01,XLK|XLV|XLU,0.0,-0.0711|-0.0134|-0.0046
MAX5x20-low,2001-01,2001-02,XLB|XLI|XLU,0.0,-0.0058|0.0024|0.0025
MAX5x20-low,2001-02,2001-03,XLK|XLF|XLY,0.0,-0.1088|-0.0384|-0.0264
MAX5x20-low,2001-03,2001-04,XLI|XLE|XLB,0.0,-0.0427|-0.0383|-0.0335
MAX5x20-low,2001-04,2001-05,XLP|XLU|XLF,0.0,0.0096|0.0223|0.0262
MAX5x20-low,2001-05,2001-06,XLK|XLB|XLY,0.0,-0.0169|-0.0080|-0.0009
MAX5x20-low,2001-06,2001-07,XLE|XLI|XLB,0.0,-0.0411|-0.0279|-0.0276
MAX5x20-low,2001-07,2001-08,XLU|XLB|XLK,0.0,-0.0139|-0.0131|-0.0064
MAX5x20-low,2001-08,2001-09,XLK|XLF|XLY,0.0,-0.0379|-0.0298|-0.0295
MAX5x20-low,2001-09,2001-10,XLE|XLK|XLV,0.0,-0.0906|-0.0878|-0.0847
MAX5x20-low,2001-10,2001-11,XLU|XLV|XLE,0.0,-0.0363|-0.0085|-0.0041
MAX5x20-low,2001-11,2001-12,XLE|XLU|XLF,0.0,-0.0237|-0.0174|0.0097
MAX5x20-low,2001-12,2002-01,XLK|XLB|XLV,0.0,-0.0200|-0.0086|0.0026
MAX5x20-low,2002-01,2002-02,XLK|XLU|XLI,0.0,-0.0371|-0.0241|-0.0185
MAX5x20-low,2002-02,2002-03,XLK|XLF|XLU,0.0,-0.0469|0.0019|0.0057
MAX5x20-low,2002-03,2002-04,XLK|XLI|XLY,0.0,-0.0312|-0.0261|-0.0078
MAX5x20-low,2002-04,2002-05,XLK|XLI|XLB,0.0,-0.0476|-0.0419|-0.0267
MAX5x20-low,2002-05,2002-06,XLK|XLY|XLE,0.0,-0.0135|-0.0134|-0.0076
MAX5x20-low,2002-06,2002-07,XLK|XLP|XLU,0.0,-0.0640|-0.0454|-0.0308
MAX5x20-low,2002-07,2002-08,XLK|XLE|XLU,0.0,-0.0612|-0.0444|-0.0422
MAX5x20-low,2002-08,2002-09,XLP|XLB|XLI,0.0,-0.0058|0.0042|0.0067
MAX5x20-low,2002-09,2002-10,XLK|XLB|XLU,0.0,-0.0721|-0.0556|-0.0547
MAX5x20-low,2002-10,2002-11,XLE|XLP|XLV,0.0,-0.0083|0.0015|0.0078
MAX5x20-low,2002-11,2002-12,XLP|XLV|XLE,0.0,-0.0106|0.0018|0.0073
MAX5x20-low,2002-12,2003-01,XLK|XLY|XLF,0.0,-0.0278|-0.0271|-0.0148
MAX5x20-low,2003-01,2003-02,XLK|XLI|XLB,0.0,-0.0611|-0.0508|-0.0502
MAX5x20-low,2003-02,2003-03,XLB|XLP|XLU,0.0,-0.0122|-0.0113|-0.0071
MAX5x20-low,2003-03,2003-04,XLE|XLK|XLP,0.0,0.0071|0.0128|0.0140
MAX5x20-low,2003-04,2003-05,XLE|XLP|XLV,0.0,-0.0001|0.0043|0.0108
MAX5x20-low,2003-05,2003-06,XLV|XLB|XLI,0.0,-0.0028|0.0102|0.0105
MAX5x20-low,2003-06,2003-07,XLF|XLE|XLB,0.0,-0.0154|-0.0143|-0.0122
MAX5x20-low,2003-07,2003-08,XLU|XLE|XLV,0.0,-0.0158|-0.0120|-0.0096
MAX5x20-low,2003-08,2003-09,XLV|XLF|XLP,0.0,-0.0125|-0.0049|0.0070
MAX5x20-low,2003-09,2003-10,XLB|XLK|XLY,0.0,-0.0272|-0.0265|-0.0254
MAX5x20-low,2003-10,2003-11,XLE|XLV|XLU,0.0,-0.0155|-0.0036|-0.0003
MAX5x20-low,2003-11,2003-12,XLF|XLK|XLE,0.0,-0.0034|-0.0019|0.0005
MAX5x20-low,2003-12,2004-01,XLP|XLV|XLK,0.0,0.0102|0.0172|0.0194
MAX5x20-low,2004-01,2004-02,XLB|XLY|XLK,0.0,-0.0260|-0.0024|-0.0006
MAX5x20-low,2004-02,2004-03,XLK|XLI|XLV,0.0,-0.0157|-0.0065|-0.0044
MAX5x20-low,2004-03,2004-04,XLE|XLV|XLF,0.0,-0.0166|-0.0153|-0.0052
MAX5x20-low,2004-04,2004-05,XLB|XLF|XLK,0.0,-0.0233|-0.0187|-0.0180
MAX5x20-low,2004-05,2004-06,XLV|XLP|XLE,0.0,-0.0076|0.0016|0.0035
MAX5x20-low,2004-06,2004-07,XLV|XLP|XLY,0.0,-0.0102|-0.0082|-0.0010
MAX5x20-low,2004-07,2004-08,XLP|XLV|XLY,0.0,-0.0230|-0.0195|-0.0091
MAX5x20-low,2004-08,2004-09,XLE|XLK|XLU,0.0,0.0075|0.0088|0.0106
MAX5x20-low,2004-09,2004-10,XLP|XLF|XLV,0.0,-0.0193|-0.0147|-0.0140
MAX5x20-low,2004-10,2004-11,XLV|XLF|XLE,0.0,-0.0085|-0.0048|-0.0033
MAX5x20-low,2004-11,2004-12,XLP|XLV|XLF,0.0,-0.0029|-0.0024|0.0025
MAX5x20-low,2004-12,2005-01,XLK|XLE|XLI,0.0,0.0019|0.0036|0.0068
MAX5x20-low,2005-01,2005-02,XLK|XLY|XLV,0.0,-0.0179|-0.0164|-0.0086
MAX5x20-low,2005-02,2005-03,XLF|XLY|XLK,0.0,-0.0153|-0.0102|-0.0086
MAX5x20-low,2005-03,2005-04,XLF|XLB|XLE,0.0,-0.0269|-0.0264|-0.0210
MAX5x20-low,2005-04,2005-05,XLB|XLY|XLE,0.0,-0.0317|-0.0237|-0.0151
MAX5x20-low,2005-05,2005-06,XLB|XLV|XLU,0.0,-0.0052|0.0022|0.0035
MAX5x20-low,2005-06,2005-07,XLB|XLI|XLP,0.0,-0.0209|-0.0166|-0.0137
MAX5x20-low,2005-07,2005-08,XLF|XLU|XLV,0.0,0.0027|0.0027|0.0073
MAX5x20-low,2005-08,2005-09,XLB|XLY|XLF,0.0,-0.0285|-0.0151|-0.0100
MAX5x20-low,2005-09,2005-10,XLY|XLV|XLB,0.0,-0.0176|-0.0121|-0.0083
MAX5x20-low,2005-10,2005-11,XLV|XLU|XLY,0.0,-0.0147|-0.0087|-0.0023
MAX5x20-low,2005-11,2005-12,XLV|XLP|XLY,0.0,0.0033|0.0084|0.0145
MAX5x20-low,2005-12,2006-01,XLE|XLK|XLY,0.0,-0.0188|-0.0157|-0.0091
MAX5x20-low,2006-01,2006-02,XLV|XLK|XLF,0.0,-0.0071|-0.0061|-0.0044
MAX5x20-low,2006-02,2006-03,XLE|XLY|XLK,0.0,-0.0145|0.0054|0.0056
MAX5x20-low,2006-03,2006-04,XLU|XLV|XLP,0.0,-0.0121|-0.0074|-0.0044
MAX5x20-low,2006-04,2006-05,XLV|XLK|XLY,0.0,-0.0113|-0.0053|0.0028
MAX5x20-low,2006-05,2006-06,XLB|XLE|XLK,0.0,-0.0346|-0.0269|-0.0217
MAX5x20-low,2006-06,2006-07,XLV|XLF|XLY,0.0,-0.0079|-0.0001|0.0010
MAX5x20-low,2006-07,2006-08,XLI|XLB|XLY,0.0,-0.0205|-0.0116|-0.0033
MAX5x20-low,2006-08,2006-09,XLE|XLI|XLY,0.0,-0.0108|0.0045|0.0055
MAX5x20-low,2006-09,2006-10,XLE|XLP|XLV,0.0,-0.0045|-0.0028|0.0036
MAX5x20-low,2006-10,2006-11,XLI|XLV|XLF,0.0,-0.0011|0.0035|0.0052
MAX5x20-low,2006-11,2006-12,XLF|XLP|XLV,0.0,-0.0022|-0.0016|-0.0009
MAX5x20-low,2006-12,2007-01,XLE|XLK|XLB,0.0,-0.0171|-0.0046|-0.0020
MAX5x20-low,2007-01,2007-02,XLK|XLF|XLI,0.0,-0.0031|-0.0014|-0.0005
MAX5x20-low,2007-02,2007-03,XLF|XLV|XLY,0.0,-0.0173|-0.0114|-0.0112
MAX5x20-low,2007-03,2007-04,XLY|XLF|XLV,0.0,0.0032|0.0045|0.0060
MAX5x20-low,2007-04,2007-05,XLB|XLY|XLP,0.0,0.0077|0.0087|0.0104
MAX5x20-low,2007-05,2007-06,XLU|XLF|XLV,0.0,-0.0184|0.0006|0.0027
MAX5x20-low,2007-06,2007-07,XLF|XLV|XLU,0.0,-0.0192|-0.0114|-0.0104
MAX5x20-low,2007-07,2007-08,XLF|XLB|XLY,0.0,-0.0504|-0.0424|-0.0407
MAX5x20-low,2007-08,2007-09,XLU|XLF|XLP,0.0,-0.0113|-0.0040|-0.0030
MAX5x20-low,2007-09,2007-10,XLY|XLF|XLV,0.0,-0.0007|0.0125|0.0146
MAX5x20-low,2007-10,2007-11,XLF|XLY|XLI,0.0,-0.0222|-0.0140|-0.0106
MAX5x20-low,2007-11,2007-12,XLK|XLF|XLE,0.0,-0.0172|-0.0169|-0.0149
MAX5x20-low,2007-12,2008-01,XLF|XLY|XLV,0.0,-0.0148|-0.0114|-0.0074
MAX5x20-low,2008-01,2008-02,XLU|XLV|XLE,0.0,-0.0565|-0.0411|-0.0380
MAX5x20-low,2008-02,2008-03,XLU|XLF|XLK,0.0,-0.0122|-0.0108|-0.0028
MAX5x20-low,2008-03,2008-04,XLE|XLV|XLU,0.0,-0.0057|-0.0029|-0.0022
MAX5x20-low,2008-04,2008-05,XLB|XLP|XLV,0.0,-0.0032|-0.0013|0.0029
MAX5x20-low,2008-05,2008-06,XLF|XLY|XLI,0.0,-0.0431|-0.0177|-0.0096
MAX5x20-low,2008-06,2008-07,XLF|XLY|XLI,0.0,-0.0639|-0.0488|-0.0457
MAX5x20-low,2008-07,2008-08,XLE|XLU|XLK,0.0,-0.0432|-0.0310|-0.0030
MAX5x20-low,2008-08,2008-09,XLF|XLV|XLP,0.0,-0.0166|-0.0076|-0.0059
MAX5x20-low,2008-09,2008-10,XLY|XLB|XLI,0.0,-0.0470|-0.0450|-0.0431
MAX5x20-low,2008-10,2008-11,XLB|XLF|XLI,0.0,-0.0569|-0.0431|-0.0313
MAX5x20-low,2008-11,2008-12,XLF|XLB|XLV,0.0,-0.1057|-0.0601|-0.0455
MAX5x20-low,2008-12,2009-01,XLB|XLF|XLK,0.0,-0.0190|-0.0160|-0.0060
MAX5x20-low,2009-01,2009-02,XLF|XLI|XLY,0.0,-0.0935|-0.0466|-0.0420
MAX5x20-low,2009-02,2009-03,XLI|XLF|XLE,0.0,-0.0939|-0.0912|-0.0798
MAX5x20-low,2009-03,2009-04,XLV|XLP|XLE,0.0,0.0353|0.0396|0.0412
MAX5x20-low,2009-04,2009-05,XLV|XLU|XLP,0.0,-0.0030|-0.0029|0.0024
MAX5x20-low,2009-05,2009-06,XLI|XLY|XLU,0.0,-0.0125|-0.0084|-0.0061
MAX5x20-low,2009-06,2009-07,XLE|XLB|XLI,0.0,-0.0447|-0.0295|-0.0285
MAX5x20-low,2009-07,2009-08,XLP|XLU|XLV,0.0,0.0278|0.0326|0.0427
MAX5x20-low,2009-08,2009-09,XLB|XLU|XLP,0.0,0.0029|0.0122|0.0133
MAX5x20-low,2009-09,2009-10,XLB|XLV|XLI,0.0,-0.0017|0.0015|0.0068
MAX5x20-low,2009-10,2009-11,XLB|XLF|XLI,0.0,-0.0375|-0.0374|-0.0228
