combo,decide_month,holding_month,picks,spy_fill_w,score_top
MAX50x100-low,2016-05,2016-06,XLV|XLP|XLK,0.0,0.0241|0.0252|0.0326
MAX50x100-low,2016-06,2016-07,XLK|XLP|XLY,0.0,0.0072|0.0119|0.0158
MAX50x100-low,2016-07,2016-08,XLY|XLF|XLK,0.0,0.0054|0.0096|0.0099
MAX50x100-low,2016-08,2016-09,XLF|XLY|XLB,0.0,0.0079|0.0117|0.0150
MAX50x100-low,2016-09,2016-10,XLU|XLP|XLE,0.0,0.0018|0.0044|0.0109
MAX50x100-low,2016-10,2016-11,XLU|XLP|XLV,0.0,-0.0206|-0.0116|-0.0097
MAX50x100-low,2016-11,2016-12,XLV|XLU|XLP,0.0,-0.0242|-0.0224|-0.0207
MAX50x100-low,2016-12,2017-01,XLV|XLP|XLU,0.0,-0.0231|-0.0157|-0.0125
MAX50x100-low,2017-01,2017-02,XLV|XLP|XLU,0.0,-0.0057|-0.0041|-0.0004
MAX50x100-low,2017-02,2017-03,XLP|XLV|XLU,0.0,0.0139|0.0142|0.0193
MAX50x100-low,2017-03,2017-04,XLE|XLI|XLB,0.0,-0.0156|0.0227|0.0246
MAX50x100-low,2017-04,2017-05,XLE|XLF|XLB,0.0,-0.0308|0.0125|0.0127
MAX50x100-low,2017-05,2017-06,XLE|XLF|XLB,0.0,-0.0268|-0.0084|0.0067
MAX50x100-low,2017-06,2017-07,XLE|XLF|XLP,0.0,-0.0276|-0.0035|0.0112
MAX50x100-low,2017-07,2017-08,XLE|XLP|XLY,0.0,-0.0222|0.0088|0.0132
MAX50x100-low,2017-08,2017-09,XLE|XLP|XLY,0.0,-0.0178|-0.0029|0.0023
MAX50x100-low,2017-09,2017-10,XLP|XLE|XLY,0.0,-0.0027|-0.0027|0.0003
MAX50x100-low,2017-10,2017-11,XLP|XLY|XLU,0.0,-0.0056|0.0015|0.0143
MAX50x100-low,2017-11,2017-12,XLP|XLU|XLY,0.0,-0.0063|0.0108|0.0116
MAX50x100-low,2017-12,2018-01,XLP|XLV|XLU,0.0,0.0060|0.0086|0.0105
MAX50x100-low,2018-01,2018-02,XLU|XLV|XLP,0.0,-0.0096|0.0165|0.0262
MAX50x100-low,2018-02,2018-03,XLU|XLP|XLV,0.0,-0.0392|0.0187|0.0207
MAX50x100-low,2018-03,2018-04,XLU|XLP|XLE,0.0,-0.0407|-0.0081|-0.0045
MAX50x100-low,2018-04,2018-05,XLP|XLE|XLB,0.0,-0.0337|-0.0217|-0.0183
MAX50x100-low,2018-05,2018-06,XLP|XLB|XLF,0.0,-0.0408|-0.0229|-0.0223
MAX50x100-low,2018-06,2018-07,XLP|XLF|XLI,0.0,-0.0264|-0.0104|-0.0069
MAX50x100-low,2018-07,2018-08,XLF|XLI|XLP,0.0,-0.0060|0.0011|0.0033
MAX50x100-low,2018-08,2018-09,XLB|XLF|XLE,0.0,0.0003|0.0018|0.0026
MAX50x100-low,2018-09,2018-10,XLE|XLB|XLF,0.0,-0.0060|0.0025|0.0143
MAX50x100-low,2018-10,2018-11,XLB|XLE|XLF,0.0,-0.0135|-0.0093|0.0019
MAX50x100-low,2018-11,2018-12,XLB|XLE|XLK,0.0,-0.0344|-0.0267|-0.0225
MAX50x100-low,2018-12,2019-01,XLE|XLI|XLK,0.0,-0.0686|-0.0531|-0.0517
MAX50x100-low,2019-01,2019-02,XLE|XLK|XLI,0.0,-0.0706|-0.0536|-0.0480
MAX50x100-low,2019-02,2019-03,XLE|XLK|XLF,0.0,-0.0415|-0.0208|-0.0199
MAX50x100-low,2019-03,2019-04,XLP|XLV|XLE,0.0,0.0059|0.0115|0.0182
MAX50x100-low,2019-04,2019-05,XLV|XLP|XLF,0.0,0.0141|0.0285|0.0341
MAX50x100-low,2019-05,2019-06,XLV|XLE|XLB,0.0,-0.0040|0.0099|0.0178
MAX50x100-low,2019-06,2019-07,XLE|XLV|XLI,0.0,-0.0187|-0.0071|0.0058
MAX50x100-low,2019-07,2019-08,XLE|XLI|XLV,0.0,-0.0248|0.0039|0.0104
MAX50x100-low,2019-08,2019-09,XLE|XLI|XLF,0.0,-0.0184|0.0047|0.0073
MAX50x100-low,2019-09,2019-10,XLE|XLV|XLF,0.0,-0.0196|0.0008|0.0053
MAX50x100-low,2019-10,2019-11,XLE|XLV|XLB,0.0,-0.0205|-0.0045|-0.0036
MAX50x100-low,2019-11,2019-12,XLE|XLY|XLB,0.0,-0.0051|0.0030|0.0099
MAX50x100-low,2019-12,2020-01,XLU|XLY|XLP,0.0,0.0051|0.0109|0.0125
MAX50x100-low,2020-01,2020-02,XLE|XLU|XLY,0.0,0.0100|0.0113|0.0144
MAX50x100-low,2020-02,2020-03,XLE|XLB|XLI,0.0,-0.0040|0.0096|0.0182
MAX50x100-low,2020-03,2020-04,XLE|XLF|XLB,0.0,-0.1356|-0.0613|-0.0554
MAX50x100-low,2020-04,2020-05,XLE|XLF|XLI,0.0,-0.2333|-0.1415|-0.1246
MAX50x100-low,2020-05,2020-06,XLE|XLF|XLI,0.0,-0.1815|-0.1368|-0.1204
MAX50x100-low,2020-06,2020-07,XLF|XLU|XLI,0.0,-0.0260|-0.0218|-0.0090
MAX50x100-low,2020-07,2020-08,XLU|XLP|XLV,0.0,0.0280|0.0315|0.0453
MAX50x100-low,2020-08,2020-09,XLE|XLU|XLV,0.0,-0.0045|0.0114|0.0253
MAX50x100-low,2020-09,2020-10,XLE|XLU|XLV,0.0,-0.0417|0.0169|0.0249
MAX50x100-low,2020-10,2020-11,XLE|XLV|XLF,0.0,-0.0760|0.0130|0.0152
MAX50x100-low,2020-11,2020-12,XLE|XLV|XLP,0.0,-0.0563|0.0065|0.0147
MAX50x100-low,2020-12,2021-01,XLP|XLV|XLK,0.0,0.0147|0.0187|0.0227
MAX50x100-low,2021-01,2021-02,XLU|XLP|XLV,0.0,0.0066|0.0175|0.0330
MAX50x100-low,2021-02,2021-03,XLU|XLP|XLV,0.0,-0.0093|0.0037|0.0303
MAX50x100-low,2021-03,2021-04,XLP|XLU|XLV,0.0,-0.0057|-0.0048|0.0147
MAX50x100-low,2021-04,2021-05,XLP|XLV|XLU,0.0,0.0101|0.0104|0.0107
MAX50x100-low,2021-05,2021-06,XLY|XLK|XLV,0.0,0.0189|0.0198|0.0238
MAX50x100-low,2021-06,2021-07,XLY|XLK|XLU,0.0,0.0160|0.0202|0.0236
MAX50x100-low,2021-07,2021-08,XLU|XLY|XLB,0.0,0.0047|0.0127|0.0131
MAX50x100-low,2021-08,2021-09,XLE|XLB|XLI,0.0,-0.0127|-0.0084|0.0032
MAX50x100-low,2021-09,2021-10,XLE|XLB|XLI,0.0,-0.0363|-0.0041|-0.0002
MAX50x100-low,2021-10,2021-11,XLI|XLB|XLP,0.0,-0.0026|0.0023|0.0047
MAX50x100-low,2021-11,2021-12,XLU|XLV|XLP,0.0,-0.0064|-0.0064|-0.0000
MAX50x100-low,2021-12,2022-01,XLU|XLV|XLI,0.0,0.0111|0.0114|0.0134
MAX50x100-low,2022-01,2022-02,XLF|XLI|XLV,0.0,0.0046|0.0072|0.0142
MAX50x100-low,2022-02,2022-03,XLY|XLI|XLK,0.0,-0.0249|-0.0071|-0.0037
MAX50x100-low,2022-03,2022-04,XLY|XLK|XLB,0.0,-0.0618|-0.0447|-0.0213
MAX50x100-low,2022-04,2022-05,XLY|XLK|XLF,0.0,-0.0442|-0.0439|-0.0225
MAX50x100-low,2022-05,2022-06,XLY|XLF|XLK,0.0,-0.0375|-0.0360|-0.0324
MAX50x100-low,2022-06,2022-07,XLY|XLF|XLK,0.0,-0.0815|-0.0616|-0.0590
MAX50x100-low,2022-07,2022-08,XLY|XLF|XLK,0.0,-0.0824|-0.0556|-0.0515
MAX50x100-low,2022-08,2022-09,XLB|XLE|XLF,0.0,-0.0480|-0.0382|-0.0198
MAX50x100-low,2022-09,2022-10,XLB|XLE|XLV,0.0,-0.0177|-0.0055|0.0032
MAX50x100-low,2022-10,2022-11,XLK|XLB|XLP,0.0,-0.0297|-0.0198|-0.0138
MAX50x100-low,2022-11,2022-12,XLY|XLK|XLU,0.0,-0.0554|-0.0507|-0.0479
MAX50x100-low,2022-12,2023-01,XLY|XLU|XLK,0.0,-0.0532|-0.0200|-0.0132
MAX50x100-low,2023-01,2023-02,XLY|XLK|XLU,0.0,-0.0277|0.0185|0.0197
MAX50x100-low,2023-02,2023-03,XLY|XLE|XLV,0.0,-0.0001|0.0030|0.0070
MAX50x100-low,2023-03,2023-04,XLV|XLU|XLE,0.0,-0.0212|-0.0196|-0.0161
MAX50x100-low,2023-04,2023-05,XLF|XLE|XLV,0.0,-0.0288|-0.0180|-0.0176
MAX50x100-low,2023-05,2023-06,XLF|XLE|XLB,0.0,-0.0432|-0.0222|-0.0150
MAX50x100-low,2023-06,2023-07,XLE|XLF|XLB,0.0,-0.0202|-0.0142|-0.0048
MAX50x100-low,2023-07,2023-08,XLU|XLE|XLP,0.0,-0.0099|-0.0031|-0.0030
MAX50x100-low,2023-08,2023-09,XLU|XLP|XLV,0.0,-0.0127|-0.0035|0.0070
MAX50x100-low,2023-09,2023-10,XLU|XLP|XLV,0.0,-0.0137|-0.0065|0.0105
MAX50x100-low,2023-10,2023-11,XLU|XLP|XLY,0.0,-0.0347|-0.0300|-0.0202
MAX50x100-low,2023-11,2023-12,XLU|XLP|XLY,0.0,-0.0323|-0.0322|-0.0280
MAX50x100-low,2023-12,2024-01,XLE|XLV|XLP,0.0,-0.0243|-0.0051|-0.0048
MAX50x100-low,2024-01,2024-02,XLE|XLP|XLU,0.0,-0.0244|0.0213|0.0226
MAX50x100-low,2024-02,2024-03,XLE|XLU|XLP,0.0,-0.0050|0.0117|0.0309
MAX50x100-low,2024-03,2024-04,XLU|XLE|XLY,0.0,-0.0029|0.0196|0.0208
MAX50x100-low,2024-04,2024-05,XLY|XLU|XLV,0.0,0.0100|0.0163|0.0193
MAX50x100-low,2024-05,2024-06,XLV|XLY|XLK,0.0,-0.0010|0.0001|0.0073
MAX50x100-low,2024-06,2024-07,XLY|XLV|XLI,0.0,-0.0064|-0.0015|0.0067
MAX50x100-low,2024-07,2024-08,XLE|XLB|XLI,0.0,-0.0137|-0.0030|0.0006
MAX50x100-low,2024-08,2024-09,XLE|XLB|XLI,0.0,-0.0092|0.0013|0.0088
MAX50x100-low,2024-09,2024-10,XLE|XLK|XLB,0.0,-0.0105|-0.0101|0.0109
MAX50x100-low,2024-10,2024-11,XLE|XLK|XLV,0.0,-0.0031|0.0035|0.0187
MAX50x100-low,2024-11,2024-12,XLV|XLP|XLE,0.0,-0.0071|0.0094|0.0159
MAX50x100-low,2024-12,2025-01,XLV|XLB|XLP,0.0,-0.0303|-0.0076|-0.0045
MAX50x100-low,2025-01,2025-02,XLV|XLB|XLP,0.0,-0.0304|-0.0295|-0.0097
MAX50x100-low,2025-02,2025-03,XLB|XLE|XLV,0.0,-0.0339|-0.0140|-0.0137
MAX50x100-low,2025-03,2025-04,XLK|XLY|XLB,0.0,-0.0189|-0.0171|-0.0079
MAX50x100-low,2025-04,2025-05,XLY|XLK|XLI,0.0,-0.0684|-0.0564|-0.0225
MAX50x100-low,2025-05,2025-06,XLY|XLK|XLE,0.0,-0.0441|-0.0363|-0.0298
MAX50x100-low,2025-06,2025-07,XLV|XLE|XLB,0.0,-0.0355|-0.0242|0.0012
MAX50x100-low,2025-07,2025-08,XLV|XLE|XLP,0.0,-0.0181|0.0060|0.0071
MAX50x100-low,2025-08,2025-09,XLV|XLP|XLE,0.0,0.0007|0.0037|0.0275
MAX50x100-low,2025-09,2025-10,XLP|XLV|XLB,0.0,-0.0017|0.0090|0.0147
MAX50x100-low,2025-10,2025-11,XLP|XLB|XLF,0.0,-0.0110|0.0041|0.0131
MAX50x100-low,2025-11,2025-12,XLP|XLB|XLF,0.0,-0.0168|-0.0123|0.0014
MAX50x100-low,2025-12,2026-01,XLP|XLB|XLF,0.0,-0.0099|-0.0088|0.0014
MAX50x100-low,2026-01,2026-02,XLU|XLK|XLY,0.0,-0.0093|0.0061|0.0063
MAX50x100-low,2026-02,2026-03,XLU|XLK|XLY,0.0,-0.0060|-0.0032|0.0107
MAX50x100-low,2026-03,2026-04,XLF|XLK|XLY,0.0,-0.0222|-0.0151|-0.0148
MAX50x100-low,2026-04,2026-05,XLF|XLY|XLV,0.0,-0.0316|-0.0280|-0.0184
MAX50x100-low,2026-05,2026-06,XLV|XLF|XLY,0.0,-0.0293|-0.0122|-0.0108
MAX50x100-low,2026-06,2026-07,XLU|XLV|XLP,0.0,-0.0096|-0.0072|-0.0038
MOM12_1-high,2000-05,2000-06,XLK|XLV|XLI,0.0,0.4890|0.0847|0.0630
MOM12_1-high,2000-06,2000-07,XLK|XLE|XLV,0.0,0.2173|0.1629|0.0112
MOM12_1-high,2000-07,2000-08,XLK|XLE|XLV,0.0,0.3542|0.0785|0.0445
MOM12_1-high,2000-08,2000-09,XLK|XLF|XLV,0.0,0.2388|0.1191|0.0775
MOM12_1-high,2000-09,2000-10,XLK|XLF|XLE,0.0,0.3705|0.3007|0.1931
MOM12_1-high,2000-10,2000-11,XLE|XLF|XLU,0.0,0.2310|0.1502|0.1107
MOM12_1-high,2000-11,2000-12,XLU|XLE|XLF,0.0,0.2151|0.1996|0.1928
MOM12_1-high,2000-12,2001-01,XLU|XLP|XLF,0.0,0.2417|0.2114|0.1596
MOM12_1-high,2001-01,2001-02,XLF|XLU|XLP,0.0,0.2969|0.2469|0.2444
MOM12_1-high,2001-02,2001-03,XLF|XLU|XLP,0.0,0.4490|0.3396|0.3066
MOM12_1-high,2001-03,2001-04,XLP|XLU|XLF,0.0,0.2669|0.2327|0.1428
MOM12_1-high,2001-04,2001-05,XLU|XLP|XLF,0.0,0.1404|0.1196|0.0979
MOM12_1-high,2001-05,2001-06,XLU|XLF|XLB,0.0,0.1981|0.1128|0.0669
MOM12_1-high,2001-06,2001-07,XLU|XLF|XLB,0.0,0.2489|0.2210|0.2116
MOM12_1-high,2001-07,2001-08,XLU|XLB|XLF,0.0,0.1681|0.1596|0.1141
MOM12_1-high,2001-08,2001-09,XLY|XLB|XLU,0.0,0.1703|0.1306|0.1142
MOM12_1-high,2001-09,2001-10,XLB|XLY|XLP,0.0,0.2484|0.0666|0.0166
MOM12_1-high,2001-10,2001-11,XLB|XLP|XLY,0.0,0.0118|-0.0506|-0.0563
MOM12_1-high,2001-11,2001-12,XLB|XLY|XLP,0.0,0.0661|0.0186|-0.0881
MOM12_1-high,2001-12,2002-01,XLY|XLB|XLV,0.0,0.0783|0.0529|-0.0317
MOM12_1-high,2002-01,2002-02,XLB|XLY|XLP,0.0,0.0494|0.0099|-0.0284
MOM12_1-high,2002-02,2002-03,XLY|XLB|XLF,0.0,0.1233|0.0602|-0.0378
MOM12_1-high,2002-03,2002-04,XLB|XLY|XLP,0.0,0.1751|0.1461|0.0524
MOM12_1-high,2002-04,2002-05,XLY|XLB|XLP,0.0,0.1092|0.0945|0.0490
MOM12_1-high,2002-05,2002-06,XLY|XLB|XLP,0.0,0.0531|0.0042|-0.0046
MOM12_1-high,2002-06,2002-07,XLB|XLY|XLP,0.0,0.0917|0.0560|0.0321
MOM12_1-high,2002-07,2002-08,XLB|XLV|XLY,0.0,0.0760|-0.0414|-0.0422
MOM12_1-high,2002-08,2002-09,XLV|XLB|XLY,0.0,-0.0194|-0.0421|-0.0756
MOM12_1-high,2002-09,2002-10,XLV|XLY|XLB,0.0,0.1577|0.0899|0.0808
MOM12_1-high,2002-10,2002-11,XLV|XLY|XLB,0.0,0.0805|-0.0569|-0.0843
MOM12_1-high,2002-11,2002-12,XLV|XLY|XLF,0.0,0.0247|-0.1116|-0.1139
MOM12_1-high,2002-12,2003-01,XLV|XLB|XLF,0.0,0.0314|-0.0078|-0.0985
MOM12_1-high,2003-01,2003-02,XLV|XLB|XLE,0.0,0.0000|-0.0749|-0.1153
MOM12_1-high,2003-02,2003-03,XLV|XLF|XLB,0.0,-0.0472|-0.1335|-0.1652
MOM12_1-high,2003-03,2003-04,XLV|XLE|XLB,0.0,-0.1195|-0.2113|-0.2116
MOM12_1-high,2003-04,2003-05,XLV|XLB|XLE,0.0,-0.0825|-0.1674|-0.1809
MOM12_1-high,2003-05,2003-06,XLV|XLF|XLY,0.0,-0.0653|-0.0960|-0.1200
MOM12_1-high,2003-06,2003-07,XLK|XLV|XLF,0.0,0.0743|0.0275|-0.0075
MOM12_1-high,2003-07,2003-08,XLK|XLY|XLU,0.0,0.1953|0.1270|0.1167
MOM12_1-high,2003-08,2003-09,XLK|XLB|XLY,0.0,0.2428|0.1195|0.1142
MOM12_1-high,2003-09,2003-10,XLK|XLB|XLY,0.0,0.5630|0.3222|0.2858
MOM12_1-high,2003-10,2003-11,XLU|XLK|XLB,0.0,0.2495|0.2418|0.1945
MOM12_1-high,2003-11,2003-12,XLU|XLY|XLF,0.0,0.2226|0.1960|0.1850
MOM12_1-high,2003-12,2004-01,XLK|XLY|XLB,0.0,0.3446|0.3192|0.2514
MOM12_1-high,2004-01,2004-02,XLB|XLK|XLY,0.0,0.4463|0.4203|0.4193
MOM12_1-high,2004-02,2004-03,XLK|XLI|XLB,0.0,0.4738|0.4298|0.4200
MOM12_1-high,2004-03,2004-04,XLB|XLF|XLK,0.0,0.4849|0.4623|0.4585
MOM12_1-high,2004-04,2004-05,XLE|XLB|XLK,0.0,0.3506|0.3305|0.3006
MOM12_1-high,2004-05,2004-06,XLE|XLB|XLI,0.0,0.2418|0.2308|0.2182
MOM12_1-high,2004-06,2004-07,XLE|XLB|XLI,0.0,0.2541|0.2541|0.2226
MOM12_1-high,2004-07,2004-08,XLE|XLI|XLB,0.0,0.3812|0.2565|0.2210
MOM12_1-high,2004-08,2004-09,XLE|XLU|XLI,0.0,0.3383|0.1868|0.1757
MOM12_1-high,2004-09,2004-10,XLE|XLB|XLI,0.0,0.3455|0.2362|0.2097
MOM12_1-high,2004-10,2004-11,XLE|XLU|XLB,0.0,0.4628|0.1759|0.1740
MOM12_1-high,2004-11,2004-12,XLE|XLU|XLI,0.0,0.4602|0.2304|0.1528
MOM12_1-high,2004-12,2005-01,XLE|XLU|XLI,0.0,0.3782|0.2062|0.1490
MOM12_1-high,2005-01,2005-02,XLE|XLU|XLB,0.0,0.3099|0.2109|0.1874
MOM12_1-high,2005-02,2005-03,XLE|XLU|XLI,0.0,0.2866|0.2137|0.1416
MOM12_1-high,2005-03,2005-04,XLE|XLU|XLB,0.0,0.5120|0.2266|0.2081
MOM12_1-high,2005-04,2005-05,XLE|XLU|XLB,0.0,0.4582|0.2956|0.2331
MOM12_1-high,2005-05,2005-06,XLE|XLU|XLB,0.0,0.3835|0.3197|0.1139
MOM12_1-high,2005-06,2005-07,XLE|XLU|XLI,0.0,0.3386|0.2964|0.0682
MOM12_1-high,2005-07,2005-08,XLE|XLU|XLV,0.0,0.3892|0.3531|0.0865
MOM12_1-high,2005-08,2005-09,XLE|XLU|XLK,0.0,0.5109|0.3295|0.1554
MOM12_1-high,2005-09,2005-10,XLE|XLU|XLK,0.0,0.4644|0.3297|0.1121
MOM12_1-high,2005-10,2005-11,XLE|XLU|XLV,0.0,0.5472|0.3216|0.1277
MOM12_1-high,2005-11,2005-12,XLE|XLU|XLV,0.0,0.3185|0.1842|0.0722
MOM12_1-high,2005-12,2006-01,XLE|XLU|XLF,0.0,0.3770|0.1539|0.0618
MOM12_1-high,2006-01,2006-02,XLE|XLU|XLV,0.0,0.3559|0.1397|0.0984
MOM12_1-high,2006-02,2006-03,XLE|XLU|XLF,0.0,0.3307|0.1428|0.1025
MOM12_1-high,2006-03,2006-04,XLE|XLF|XLU,0.0,0.2314|0.1705|0.1451
MOM12_1-high,2006-04,2006-05,XLE|XLB|XLK,0.0,0.3571|0.1820|0.1813
MOM12_1-high,2006-05,2006-06,XLE|XLB|XLF,0.0,0.3868|0.2319|0.1875
MOM12_1-high,2006-06,2006-07,XLE|XLB|XLI,0.0,0.2603|0.2064|0.1711
MOM12_1-high,2006-07,2006-08,XLE|XLB|XLI,0.0,0.2068|0.1491|0.1267
MOM12_1-high,2006-08,2006-09,XLE|XLB|XLF,0.0,0.1723|0.1545|0.1503
MOM12_1-high,2006-09,2006-10,XLB|XLF|XLP,0.0,0.1802|0.1540|0.1135
MOM12_1-high,2006-10,2006-11,XLB|XLF|XLI,0.0,0.1775|0.1650|0.1401
MOM12_1-high,2006-11,2006-12,XLU|XLB|XLE,0.0,0.1777|0.1594|0.1391
MOM12_1-high,2006-12,2007-01,XLE|XLU|XLB,0.0,0.2149|0.1987|0.1762
MOM12_1-high,2007-01,2007-02,XLU|XLF|XLY,0.0,0.1803|0.1785|0.1635
MOM12_1-high,2007-02,2007-03,XLB|XLY|XLF,0.0,0.2006|0.1882|0.1646
MOM12_1-high,2007-03,2007-04,XLU|XLB|XLY,0.0,0.2819|0.1778|0.1460
MOM12_1-high,2007-04,2007-05,XLU|XLB|XLP,0.0,0.3072|0.1642|0.1413
MOM12_1-high,2007-05,2007-06,XLU|XLB|XLV,0.0,0.3494|0.2313|0.2073
MOM12_1-high,2007-06,2007-07,XLU|XLB|XLK,0.0,0.3252|0.2973|0.2715
MOM12_1-high,2007-07,2007-08,XLB|XLK|XLI,0.0,0.3405|0.3039|0.2452
MOM12_1-high,2007-08,2007-09,XLB|XLE|XLI,0.0,0.2666|0.2551|0.2430
MOM12_1-high,2007-09,2007-10,XLE|XLB|XLI,0.0,0.3185|0.2581|0.1976
MOM12_1-high,2007-10,2007-11,XLE|XLB|XLI,0.0,0.3581|0.2825|0.2199
MOM12_1-high,2007-11,2007-12,XLE|XLB|XLK,0.0,0.2826|0.2800|0.2177
MOM12_1-high,2007-12,2008-01,XLE|XLB|XLU,0.0,0.2642|0.2079|0.1864
MOM12_1-high,2008-01,2008-02,XLE|XLU|XLB,0.0,0.3816|0.1884|0.1734
MOM12_1-high,2008-02,2008-03,XLE|XLB|XLI,0.0,0.2372|0.0948|0.0623
MOM12_1-high,2008-03,2008-04,XLE|XLB|XLP,0.0,0.2719|0.0942|0.0353
MOM12_1-high,2008-04,2008-05,XLE|XLB|XLP,0.0,0.1816|0.0629|0.0396
MOM12_1-high,2008-05,2008-06,XLE|XLB|XLP,0.0,0.2101|0.0571|0.0180
MOM12_1-high,2008-06,2008-07,XLE|XLB|XLP,0.0,0.2567|0.1180|0.0702
MOM12_1-high,2008-07,2008-08,XLE|XLU|XLB,0.0,0.2961|0.1028|0.0819
MOM12_1-high,2008-08,2008-09,XLE|XLB|XLP,0.0,0.0769|0.0541|0.0395
MOM12_1-high,2008-09,2008-10,XLP|XLE|XLU,0.0,0.0207|0.0061|-0.0326
MOM12_1-high,2008-10,2008-11,XLP|XLV|XLE,0.0,-0.0073|-0.1509|-0.1653
MOM12_1-high,2008-11,2008-12,XLP|XLV|XLE,0.0,-0.1557|-0.2579|-0.2924
MOM12_1-high,2008-12,2009-01,XLP|XLU|XLV,0.0,-0.1504|-0.2716|-0.2845
MOM12_1-high,2009-01,2009-02,XLP|XLV|XLU,0.0,-0.1002|-0.1965|-0.2327
MOM12_1-high,2009-02,2009-03,XLP|XLV|XLU,0.0,-0.1629|-0.1844|-0.2013
MOM12_1-high,2009-03,2009-04,XLV|XLP|XLU,0.0,-0.2514|-0.2547|-0.3124
MOM12_1-high,2009-04,2009-05,XLV|XLP|XLK,0.0,-0.2143|-0.2172|-0.3327
MOM12_1-high,2009-05,2009-06,XLP|XLV|XLY,0.0,-0.2078|-0.2299|-0.2645
MOM12_1-high,2009-06,2009-07,XLP|XLV|XLY,0.0,-0.1172|-0.1410|-0.1747
MOM12_1-high,2009-07,2009-08,XLP|XLV|XLK,0.0,-0.1364|-0.1584|-0.1702
MOM12_1-high,2009-08,2009-09,XLP|XLK|XLV,0.0,-0.1032|-0.1181|-0.1265
MOM12_1-high,2009-09,2009-10,XLK|XLV|XLY,0.0,0.0237|-0.0310|-0.0461
MOM12_1-high,2009-10,2009-11,XLK|XLB|XLY,0.0,0.2770|0.2271|0.2201
MOM12_1-high,2009-11,2009-12,XLK|XLY|XLB,0.0,0.3768|0.3360|0.3029
MOM12_1-high,2009-12,2010-01,XLB|XLK|XLY,0.0,0.4515|0.4302|0.3440
MOM12_1-high,2010-01,2010-02,XLB|XLF|XLK,0.0,0.5998|0.5930|0.5885
MOM12_1-high,2010-02,2010-03,XLF|XLY|XLI,0.0,0.9071|0.6797|0.6467
MOM12_1-high,2010-03,2010-04,XLF|XLI|XLY,0.0,0.6863|0.5939|0.5734
MOM12_1-high,2010-04,2010-05,XLF|XLI|XLY,0.0,0.5078|0.4674|0.4312
MOM12_1-high,2010-05,2010-06,XLY|XLI|XLK,0.0,0.5286|0.4802|0.3452
MOM12_1-high,2010-06,2010-07,XLY|XLI|XLF,0.0,0.4175|0.3685|0.2397
MOM12_1-high,2010-07,2010-08,XLI|XLY|XLF,0.0,0.1720|0.1688|0.0734
MOM12_1-high,2010-08,2010-09,XLI|XLY|XLP,0.0,0.2352|0.2186|0.1178
MOM12_1-high,2010-09,2010-10,XLY|XLI|XLU,0.0,0.1107|0.0862|0.0837
MOM12_1-high,2010-10,2010-11,XLY|XLI|XLB,0.0,0.2630|0.2617|0.1539
MOM12_1-high,2010-11,2010-12,XLY|XLI|XLK,0.0,0.2491|0.1933|0.1352
MOM12_1-high,2010-12,2011-01,XLY|XLI|XLE,0.0,0.2245|0.1893|0.1140
MOM12_1-high,2011-01,2011-02,XLB|XLY|XLI,0.0,0.3195|0.3125|0.2973
MOM12_1-high,2011-02,2011-03,XLE|XLI|XLB,0.0,0.3254|0.2801|0.2636
MOM12_1-high,2011-03,2011-04,XLE|XLY|XLI,0.0,0.3841|0.2149|0.2027
MOM12_1-high,2011-04,2011-05,XLE|XLB|XLI,0.0,0.3539|0.2205|0.1793
MOM12_1-high,2011-05,2011-06,XLE|XLB|XLI,0.0,0.5430|0.3778|0.3331
MOM12_1-high,2011-06,2011-07,XLE|XLB|XLY,0.0,0.5715|0.4460|0.4056
MOM12_1-high,2011-07,2011-08,XLE|XLY|XLB,0.0,0.4222|0.2995|0.2764
MOM12_1-high,2011-08,2011-09,XLE|XLY|XLB,0.0,0.5173|0.3345|0.2709
MOM12_1-high,2011-09,2011-10,XLE|XLY|XLP,0.0,0.2385|0.1389|0.1319
MOM12_1-high,2011-10,2011-11,XLU|XLP|XLV,0.0,0.1054|0.0607|0.0385
MOM12_1-high,2011-11,2011-12,XLU|XLV|XLE,0.0,0.1816|0.1311|0.1289
MOM12_1-high,2011-12,2012-01,XLU|XLP|XLV,0.0,0.1578|0.1101|0.0916
MOM12_1-high,2012-01,2012-02,XLU|XLP|XLV,0.0,0.1821|0.1579|0.1176
MOM12_1-high,2012-02,2012-03,XLU|XLV|XLP,0.0,0.1255|0.1184|0.1092
MOM12_1-high,2012-03,2012-04,XLP|XLU|XLK,0.0,0.1366|0.1297|0.1245
MOM12_1-high,2012-04,2012-05,XLK|XLY|XLP,0.0,0.1454|0.1297|0.1124
MOM12_1-high,2012-05,2012-06,XLY|XLK|XLU,0.0,0.1458|0.1444|0.0965
MOM12_1-high,2012-06,2012-07,XLP|XLU|XLK,0.0,0.1051|0.1043|0.0992
MOM12_1-high,2012-07,2012-08,XLU|XLP|XLV,0.0,0.1604|0.1601|0.1381
MOM12_1-high,2012-08,2012-09,XLK|XLP|XLY,0.0,0.2156|0.1865|0.1774
MOM12_1-high,2012-09,2012-10,XLY|XLK|XLF,0.0,0.3229|0.3068|0.3022
MOM12_1-high,2012-10,2012-11,XLV|XLY|XLK,0.0,0.2208|0.2183|0.2039
MOM12_1-high,2012-11,2012-12,XLF|XLY|XLV,0.0,0.2644|0.2082|0.2065
