日期,舊來源(yfinance),新來源(Cboe),絕對差,相對差
2021-10-06,21.0,21.0,0.0,0.0
2021-10-07,19.540000915527344,19.54,9.155273446026513e-07,4.68540072521252e-08
2021-10-08,18.770000457763672,18.77,4.5776367230132564e-07,2.4388048009449293e-08
2021-10-11,20.0,20.0,0.0,0.0
2021-10-12,19.850000381469727,19.85,3.8146972514141453e-07,1.9217618025716626e-08
2021-10-13,18.639999389648438,18.64,6.103515630684342e-07,3.274418364023057e-08
2021-10-14,16.860000610351562,16.86,6.103515630684342e-07,3.62011590138197e-08
2021-10-15,16.299999237060547,16.3,7.629394538355427e-07,4.680610365311447e-08
2021-10-18,16.309999465942383,16.31,5.340576159085231e-07,3.274418353131844e-08
2021-10-19,15.699999809265137,15.7,1.9073486257070726e-07,1.214871750878288e-08
2021-10-20,15.489999771118164,15.49,2.2888183615066282e-07,1.4776103262275304e-08
2021-10-21,15.010000228881836,15.01,2.2888183615066282e-07,1.524862309530513e-08
2021-10-22,15.430000305175781,15.43,3.051757815342171e-07,1.977808007118769e-08
2021-10-25,15.239999771118164,15.24,2.2888183615066282e-07,1.501849341129417e-08
2021-10-26,15.979999542236328,15.98,4.5776367230132564e-07,2.864603788575977e-08
2021-10-27,16.979999542236328,16.98,4.5776367230132564e-07,2.6958992028396516e-08
2021-10-28,16.530000686645508,16.53,6.866455066756316e-07,4.153935137040669e-08
2021-10-29,16.260000228881836,16.26,2.2888183437430598e-07,1.4076373379611305e-08
2021-11-01,16.40999984741211,16.41,1.5258789076710855e-07,9.29846996867413e-09
2021-11-02,16.030000686645508,16.03,6.866455066756316e-07,4.2835026653970866e-08
2021-11-03,15.100000381469727,15.1,3.8146972691777137e-07,2.5262895184155076e-08
2021-11-04,15.4399995803833,15.44,4.196166987213701e-07,2.71772480651164e-08
2021-11-05,16.479999542236328,16.48,4.5776367230132564e-07,2.7776922634501925e-08
2021-11-08,17.219999313354492,17.22,6.866455066756316e-07,3.987488583365522e-08
2021-11-09,17.780000686645508,17.78,6.866455066756316e-07,3.861898088628132e-08
2021-11-10,18.729999542236328,18.73,4.5776367230132564e-07,2.4440132594187427e-08
2021-11-11,17.65999984741211,17.66,1.5258789076710855e-07,8.640310990119784e-09
2021-11-12,16.290000915527344,16.29,9.155273446026513e-07,5.620179822887466e-08
2021-11-15,16.489999771118164,16.49,2.2888183437430598e-07,1.3880038662898405e-08
2021-11-16,16.3700008392334,16.37,8.392333974427402e-07,5.126654577997207e-08
2021-11-17,17.110000610351562,17.11,6.103515630684342e-07,3.5672211647916076e-08
2021-11-18,17.59000015258789,17.59,1.5258789076710855e-07,8.674695249770045e-09
2021-11-19,17.90999984741211,17.91,1.5258789076710855e-07,8.519703633004587e-09
2021-11-22,19.170000076293945,19.17,7.629394360719743e-08,3.979861413852797e-09
2021-11-23,19.3799991607666,19.38,8.392333974427402e-07,4.330409875051528e-08
2021-11-24,18.579999923706055,18.58,7.629394360719743e-08,4.106240254062363e-09
2021-11-26,28.6200008392334,28.62,8.392333974427402e-07,2.932331840788372e-08
2021-11-29,22.959999084472656,22.96,9.155273446026513e-07,3.987488593681183e-08
2021-11-30,27.190000534057617,27.19,5.340576159085231e-07,1.9641691997746518e-08
2021-12-01,31.1200008392334,31.12,8.392333974427402e-07,2.6967653432216732e-08
2021-12-02,27.950000762939453,27.95,7.629394538355427e-07,2.7296580787474214e-08
2021-12-03,30.670000076293945,30.67,7.629394360719743e-08,2.487575592351173e-09
2021-12-06,27.18000030517578,27.18,3.051757815342171e-07,1.1227953572763708e-08
2021-12-07,21.889999389648438,21.89,6.103515630684342e-07,2.7882666975178783e-08
2021-12-08,19.899999618530273,19.9,3.8146972514141453e-07,1.9169333289142454e-08
2021-12-09,21.579999923706055,21.58,7.629394360719743e-08,3.535400550367335e-09
2021-12-10,18.690000534057617,18.69,5.340576159085231e-07,2.8574510468062498e-08
2021-12-13,20.309999465942383,20.31,5.340576159085231e-07,2.6295304281227504e-08
2021-12-14,21.889999389648438,21.89,6.103515630684342e-07,2.7882666975178783e-08
2021-12-15,19.290000915527344,19.29,9.155273446026513e-07,4.746123904357642e-08
2021-12-16,20.56999969482422,20.57,3.051757815342171e-07,1.4835964319970544e-08
2021-12-17,21.56999969482422,21.57,3.051757815342171e-07,1.4148158824844345e-08
2021-12-20,22.8700008392334,22.87,8.392333974427402e-07,3.6695818392933265e-08
2021-12-21,21.010000228881836,21.01,2.2888183437430598e-07,1.0893947257538283e-08
2021-12-22,18.6299991607666,18.63,8.392333974427402e-07,4.504742003478473e-08
2021-12-23,17.959999084472656,17.96,9.155273446026513e-07,5.0975912654370444e-08
2021-12-27,17.68000030517578,17.68,3.051757815342171e-07,1.7261073318244094e-08
2021-12-28,17.540000915527344,17.54,9.155273446026513e-07,5.2196539157086227e-08
2021-12-29,16.950000762939453,16.95,7.629394538355427e-07,4.5011175191430165e-08
2021-12-30,17.329999923706055,17.33,7.629394360719743e-08,4.4024203083136436e-09
2021-12-31,17.219999313354492,17.22,6.866455066756316e-07,3.987488583365522e-08
2022-01-03,16.600000381469727,16.6,3.8146972514141453e-07,2.2980103396096433e-08
