名稱,類別,參數,annual_excess:SPY,total_return,annual_return,max_drawdown,win_rate,profit_loss_ratio,sortino,average_holding_days,turnover,annual_excess_QQQ,annual_excess_SPY,裁決,鄰域平均,成交筆數,對「固定權重·動能95價值5(quarterly)」的差距,對「固定權重·各佔25%(quarterly)」的差距,run_id,備註
宏觀·VIX 水平開關·最優格,宏觀驅動器,threshold=16、tilt=1、cadence=monthly,0.006806451012522308,3.8383897232876913,0.14532613589464205,-0.3355818780559867,0.6944444444444444,3.2174810213919853,0.8538751021612422,133.91203703703704,3.4011170527445436,-0.044343531052298824,0.006806451012522308,孤峰,-0.006049994473614012,269,-0.005198693648463593,0.013554162690881055,run-84c9142129cb4e81,序列 VIX
宏觀·VIX 水平開關·鄰域平均最高,宏觀驅動器,threshold=16、tilt=0.5、cadence=monthly,0.001108329446852796,3.5659731560311707,0.13962801432897254,-0.3499495334067566,0.8903107861060329,2.716268002763365,0.8085794493790147,352.14808043875684,0.9197037813346141,-0.050041652617968335,0.001108329446852796,普通,-0.003632626064348249,560,-0.010896815214133104,0.007856041125211544,run-0987e23325ad92e7,穩健平原的中心
宏觀·VIX 期限結構開關·最優格,宏觀驅動器,threshold=1.1、tilt=1、cadence=monthly,0.005813209564769606,3.78986106367178,0.14433289444688935,-0.33984881172166614,0.5172413793103449,24.33480068497773,0.7106345550961084,262.7068965517241,0.3303870124491976,-0.045336772500051525,0.005813209564769606,平原,0.002861190886456144,68,-0.0061919350962162945,0.012560921243128353,run-c7b65b53780666f0,序列 VIX、VIX_3M
宏觀·信用利差變化方向·最優格,宏觀驅動器,lookback_days=20、tilt=1、cadence=monthly,-0.005574004064514693,3.264400403034874,0.13294568081760505,-0.3355818780559868,0.6236559139784946,1.6477844860341215,0.6958698797885438,67.22043010752688,6.073299510408235,-0.056723986129335824,-0.005574004064514693,孤峰,-0.021088901636938568,287,-0.017579148725500593,0.001173707613844055,run-13a0e8b55e06d0e5,序列 HY_ETF、IG_ETF
宏觀·信用利差變化方向·鄰域平均最高,宏觀驅動器,lookback_days=60、tilt=0.5、cadence=monthly,-0.01309008713490889,2.9470274716546894,0.12542959774721085,-0.3499495347700371,0.8552875695732839,1.1405624865310877,0.6747277217601237,270.8256029684601,0.984523993247954,-0.06424006919973002,-0.01309008713490889,普通,-0.013317760201943954,560,-0.02509523179589479,-0.006342375456550142,run-cec29ea1e5a7ed63,穩健平原的中心
宏觀·曲線斜度變化方向·最優格,宏觀驅動器,lookback_days=20、tilt=1、cadence=monthly,0.04664128007980728,6.198175217174881,0.18516096496192702,-0.33771789608498837,0.6216216216216216,2.3579150426546542,1.2454809680339007,92.88288288288288,5.724955913551446,-0.004508701985013852,0.04664128007980728,孤峰,0.012138930366486963,174,0.03463613541882138,0.05338899175816603,run-a3d8dd0ad9cd2b78,序列 UST_10Y、UST_3M
宏觀·曲線斜度變化方向·鄰域平均最高,宏觀驅動器,lookback_days=40、tilt=1、cadence=monthly,0.03026991380669708,5.123951428735808,0.16878959868881682,-0.3377178960849885,0.6421052631578947,2.6316847891170347,1.1007889621958478,108.52631578947368,4.093515385241239,-0.02088006825812405,0.03026991380669708,普通,0.01749118657522562,142,0.01826476914571118,0.03701762548505583,run-a04d56e8839516ac,穩健平原的中心
宏觀·10 年息率趨勢·最優格,宏觀驅動器,lookback_days=20、tilt=1、cadence=monthly,0.023073797684650676,4.699902934172495,0.16159348256677042,-0.33771789608498826,0.6153846153846154,2.1449793879984993,1.0222985914321554,89.37606837606837,6.17809619859553,-0.028076184380170455,0.023073797684650676,孤峰,-0.010076872912906432,186,0.011068653023664776,0.029821509363009424,run-26184c78b2a6988b,序列 UST_10Y
宏觀·10 年息率趨勢·鄰域平均最高,宏觀驅動器,lookback_days=10、tilt=1、cadence=monthly,0.0014299793004113326,3.5809691427498844,0.13994966418253107,-0.3377178960849885,0.584070796460177,2.383297880245337,0.8570341235034429,92.53982300884955,5.477971481046646,-0.0497200027644098,0.0014299793004113326,普通,-0.005483137707838176,178,-0.010575165360574568,0.00817769097877008,run-03dccb402bc3a688,穩健平原的中心
宏觀·聯邦基金利率預期方向·最優格,宏觀驅動器,lookback_days=10、tilt=1、cadence=quarterly,0.026068857076380736,4.873021333983763,0.16458854195850048,-0.3408229096214357,0.7931034482758621,2.144600454152829,0.9246366489216291,172.10344827586206,1.6106677745247802,-0.025081124988440395,0.026068857076380736,孤峰,-0.012690190810321078,85,0.014063712415394836,0.032816568754739484,run-8e5582f6d5d8a387,序列 FF_FUTURE
宏觀·聯邦基金利率預期方向·鄰域平均最高,宏觀驅動器,lookback_days=120、tilt=0.5、cadence=monthly,-0.003576123041209023,3.352598516664579,0.13494356184091072,-0.3469103946902262,0.9428007889546351,4.928637464346628,0.7565701384361774,592.4102564102565,0.48873005584326745,-0.054726105106030154,-0.003576123041209023,普通,-0.007128117317747901,560,-0.015581267702194923,0.003171588637149725,run-b332a6500624a2a8,穩健平原的中心
價格·相對強弱對 SPY·最優格,價格驅動器,lookback_months=7、fallback=cash、cadence=monthly,0.041712417941550006,5.857927983975266,0.18023210282366975,-0.18861769970656583,0.7557603686635944,2.1749749435548007,1.2633588221244796,110.17972350230414,2.505075703926001,-0.009437564123271125,0.041712417941550006,不在掃描格上,,259,0.029707273280564106,0.048460129619908754,run-f09de92f37689030,KARST-043 加密重掃的最優格(孤峰)
價格·因子動量排名·最優格,價格驅動器,lookback_months=8、mode=winner、cadence=monthly,0.03316637672901934,5.302623265511924,0.17168606161113908,-0.3376161308275889,0.589041095890411,2.8655993552488304,0.9959270841184802,150.95890410958904,1.961164052864673,-0.01798360533580179,0.03316637672901934,不在掃描格上,,98,0.021161232068033442,0.03991408840737809,run-6fb38f3eef8546e0,KARST-043 加密重掃的最優格(孤峰)
固定權重·動能95價值5(monthly),對照,weight_quality=0、weight_value=0.05、weight_momentum=0.95、weight_low_vol=0、cadence=monthly,0.011974973870050531,4.09825020426888,0.15049465875217027,-0.34318658845117056,0.9783783783783784,28.82466441436841,0.7458487991525254,1272.4054054054054,0.037224895722622484,-0.0391750081947706,0.011974973870050531,不在掃描格上,,280,-3.0170790935368785e-05,0.01872268554840928,run-b404d7c6b59fceb3,KARST-029 固定權重
固定權重·動能95價值5(quarterly),對照,weight_quality=0、weight_value=0.05、weight_momentum=0.95、weight_low_vol=0、cadence=quarterly,0.0120051446609859,4.099803858015839,0.15052482954310564,-0.3429869506019846,1.0,,0.7462011139701465,1609.0892857142858,0.028727666376461534,-0.03914483740383523,0.0120051446609859,不在掃描格上,,94,0.0,0.018752856339344648,run-50bfaf5776ec5037,KARST-029 固定權重
固定權重·各佔25%(monthly),對照,weight_quality=0.25、weight_value=0.25、weight_momentum=0.25、weight_low_vol=0.25、cadence=monthly,-0.007315409240326476,3.1888602326794873,0.13120427564179327,-0.34995197704190617,0.9674267100977199,91.53645726004228,0.7531800416671462,1529.3485342019544,0.11267687018568806,-0.05846539130514761,-0.007315409240326476,不在掃描格上,,560,-0.019320553901312376,-0.0005676975619677282,run-31702ec75bad9a40,KARST-029 固定權重
固定權重·各佔25%(quarterly),對照,weight_quality=0.25、weight_value=0.25、weight_momentum=0.25、weight_low_vol=0.25、cadence=quarterly,-0.006747711678358748,3.2133508612897055,0.131771973203761,-0.34929292543415236,0.9777777777777777,316.64944236307554,0.7573840208318777,1473.0111111111112,0.07721770906958786,-0.05789769374317988,-0.006747711678358748,不在掃描格上,,188,-0.018752856339344648,0.0,run-62d79d7b6b7040f5,KARST-029 固定權重
