ticker,price,price_date,debt,cash,investments,lease_debt,market_cap,net_cash,cost_of_equity,cost_of_debt_after_tax,weight_debt,weight_equity,wacc_raw,wacc,old_rate,ps_before,ps_after,ps_diff,ps_diff_pct,alt_net_cash,alt_wacc,alt_ps,ps_raw_wacc,ps_raw_ke,ps_diff_leverage,ps_diff_rounding
SNOW,338.2799987792969,2026-09-08,2281903000.0,2084715000.0,2302777000.0,490192000.0,116838867058.38013,False,0.09802000045776368,0.05237540035247803,0.019156214309911344,0.9808437856900887,0.09714562271605663,0.095,0.1,42.72459657168948,47.94601636654849,5.22141979485901,0.12221109650731887,True,0.1,42.72459657168948,45.60814534795518,44.698499132749,0.9096462152061804,4.311773579652829
AXTI,69.75499725341797,2026-09-08,5200000.0,412167000.0,303631000.0,1797000.0,4427628695.663452,True,0.09802000045776368,0.05237540035247803,0.0,1.0,0.09802000045776368,0.1,0.1,15.596873433154974,15.596873433154974,0.0,0.0,True,0.1,15.596873433154974,15.857513408872826,15.857513408872826,0.0,0.0
LULU,102.06009674072266,2026-09-08,0.0,1389737000.0,0.0,2141127000.0,11524524063.865662,True,0.09802000045776368,0.05237540035247803,0.0,1.0,0.09802000045776368,0.1,0.1,156.76704390510486,156.76704390510486,0.0,0.0,True,0.1,156.76704390510486,161.11825079118643,161.11825079118643,0.0,0.0
TDC,27.760000228881836,2026-09-08,0.0,414000000.0,0.0,8000000.0,2670512022.0184326,True,0.09802000045776368,0.05237540035247803,0.0,1.0,0.09802000045776368,0.1,0.1,25.58607580485451,25.58607580485451,0.0,0.0,True,0.1,25.58607580485451,26.155805210932943,26.155805210932943,0.0,0.0
ON,71.77999877929688,2026-09-08,4459400000.0,3514500000.0,350000000.0,226300000.0,29027831506.347656,False,0.09802000045776368,0.05237540035247803,0.13316717445437973,0.8668328255456202,0.09194163803264271,0.09,0.1,33.1707133809939,39.07714631814787,5.906432937153966,0.17806167956997343,False,0.09,39.07714631814787,37.791153457591015,34.210698929524305,3.58045452806671,2.3259784090872557
ENPH,38.619998931884766,2026-09-08,572510000.0,497546000.0,433095000.0,39617000.0,5072234799.716949,False,0.09802000045776368,0.05237540035247803,0.10142354000285504,0.898576459997145,0.09339056353307092,0.095,0.1,24.49699874650535,26.190658211881114,1.693659465375763,0.06913742711512261,True,0.1,24.49699874650535,26.788733652758445,25.139831154871416,1.648902497887029,0.044756967488734034
ARM,261.6199951171875,2026-09-08,0.0,3058000000.0,847800000.0,464000000.0,282026354736.3281,True,0.09802000045776368,0.05237540035247803,0.0,1.0,0.09802000045776368,0.1,0.1,53.25005293244994,53.25005293244994,0.0,0.0,True,0.1,53.25005293244994,54.90475096539568,54.90475096539568,0.0,0.0
