entity_id,approx_mcap,pit_mcap,in_v1,甲,乙,rel
0000014177,54097919.06625366,56094820.20185852,True,True,True,0.035598672540868535
0000014272,138210081105.6045,302321772.984169,False,False,True,0.9978125924638366
0000014707,410802553.74383545,394343586.8719177,True,True,True,0.04006539570389589
0000014846,272314579.42856026,271186992.845253,True,True,True,0.004140749957910647
0000014930,4824168316.853943,4754187470.331451,True,True,True,0.014506302833175007
0000015615,19091698778.64826,19091698778.648254,False,False,False,1.9980921079119868e-16
0000016040,4277112430.801605,4164040793.3326645,True,True,True,0.026436442646364838
0000016058,13575084253.161621,13910776304.525574,False,False,False,0.024131798543460325
0000016160,3698004231.2820435,3707387504.102478,True,True,True,0.0025309662963613425
0000016732,7070469748.51403,7070469748.51403,False,False,False,0.0
0000016875,78211679632.37476,78211679632.37476,False,False,False,0.0
0000017313,1590797261.969902,1590797261.969902,True,True,True,0.0
0000017843,23444175110.967407,23444175110.967407,False,False,False,0.0
0000018230,364191234523.95776,358160274168.4554,False,False,False,0.01655987235218766
0000018498,361087673.5873146,361087673.5873146,True,True,True,0.0
0000018926,6580621795.559559,6580621795.559559,False,False,False,0.0
0000019584,6733251585.006409,6733251585.006409,False,False,False,0.0
0000019617,943523222363.812,82084787470.76137,False,False,False,0.9130018366001484
0000019745,3189284070.0670624,3189284070.0670624,True,True,True,0.0
0000019871,9757933.568550112,10105740.756855011,True,True,True,0.03441679305586498
0000020212,6039526162.304131,6039526162.304131,False,False,False,0.0
0000020286,26350645920.75226,26151123993.874435,False,False,False,0.007571804026279706
0000021076,11483900852.079071,11483900852.079071,False,False,False,0.0
0000021175,13172853257.62085,13172853257.62085,False,False,False,0.0
0000021344,378624333384.0,378618452784.0,False,False,False,1.55314898739905e-05
0000021535,2090465194.0567284,2090465194.0567284,True,True,True,0.0
0000021665,71450598473.76944,71450598473.76944,False,False,False,0.0
0000022356,8313328905.563919,8195714563.375946,False,False,False,0.014147683018923558
0000022444,7427317784.380264,7427317784.380264,False,False,False,0.0
0000022701,15501197.785366058,15501197.785366058,True,True,True,0.0
0000023194,4562863304.719265,4703801313.36882,True,True,True,0.029962576916034038
0000023197,44942146.5,47039448.2415396,True,True,True,0.044586019180546256
0000023217,7743192233.606644,7709692784.713287,False,False,False,0.0043263098580923216
0000023795,805937261.0,726347228.0,True,True,True,0.09875462626116253
0000024090,192950238.58217812,192950238.58217812,True,True,True,0.0
0000024741,124151904353.02771,125274439705.83344,False,False,False,0.008960609645843453
0000025232,4747123377.836281,4702680746.827438,True,True,True,0.009362013049068725
0000025445,2829713695.856842,2829713695.856842,True,True,True,0.0
0000025743,25116366.42305374,25116366.42305374,True,True,True,0.0
0000025895,30128803.086909533,30128803.086909533,True,True,True,0.0
0000026058,1606000454.7306252,1608065306.39225,True,True,True,0.0012840595798049236
0000026172,75873785370.99939,75873785370.99939,False,False,False,0.0
0000026324,21347738926.87207,21347738926.87207,False,False,False,0.0
0000026780,3159527152.511942,3159527152.511942,True,True,True,0.0
0000027093,250040848.08126926,250040848.08126926,True,True,True,0.0
0000027419,74391090520.0,74391090520.0,False,False,False,0.0
0000027904,50229245225.1844,50229245225.1844,False,False,False,0.0
0000027996,1046899097.2014426,1046899097.2014427,True,True,True,1.1386893910736001e-16
0000028823,2295807653.2029114,2262540141.9983826,True,True,True,0.014490548090175092
0000029002,4012484930.1652145,4012484930.1652145,True,True,True,0.0
0000029534,28920654193.177185,28920654193.177185,False,False,False,0.0
0000029644,10421563469.438965,10404176634.17273,False,False,False,0.0016683519048962196
0000029905,25579814147.82257,25579814147.82257,False,False,False,0.0
0000029989,23618443294.345062,24536182369.916138,False,False,False,0.03740349911550695
0000030305,2500523494.561737,2548087706.25,True,True,True,0.018666630497685185
0000030625,9881747245.657806,9741923381.616516,False,False,False,0.01414971062963901
0000030697,1576840408.3817673,1576840408.3817673,True,True,True,0.0
0000031107,162233358.1707611,162233358.1707611,True,True,True,0.0
0000031235,875225958.9195251,875225958.9195251,True,True,True,0.0
0000031462,78562090990.75,78562090990.75,False,False,False,0.0
0000031667,11423452.044551373,11508701.60325098,True,True,True,0.007407400212333817
0000031791,14125722093.948395,14125722093.948395,False,False,False,0.0
0000032604,83101041616.82129,82348016723.63281,False,False,False,0.009061557816094202
0000032621,10310899.680678366,10310899.680678368,True,True,True,1.8064816911383344e-16
0000033002,533540560.34020996,533540560.34020996,True,True,True,0.0
0000033185,21875687276.66455,21875687276.66455,False,False,False,0.0
0000033213,34872517000.0,34772434535.44617,False,False,False,0.0028699524199481503
0000033488,278900662.39080435,276973420.43294907,True,True,True,0.006910137614355223
0000033533,186406270.49713135,186406270.49713135,True,True,True,0.0
0000033992,283732212.3222065,283732212.3222065,True,True,True,0.0
0000034067,140500094.29430008,136802717.20569992,True,True,True,0.026315833502968383
0000034782,2044547064.1459503,2044547064.1459503,True,True,True,0.0
0000034903,10188742105.091124,10110127619.454437,False,False,False,0.007715818579548121
0000034956,67363048.81548858,67363048.81548858,True,True,True,0.0
0000035527,49334956865.40823,48074373295.45094,False,False,False,0.025551528774947874
0000036029,4672476509.49958,4672476509.49958,True,True,True,0.0
0000036104,95368327583.2213,95368327583.2213,False,False,False,0.0
0000036146,2623628686.5817337,2623628686.5817337,True,True,True,0.0
0000036270,33507461726.252834,33507461726.25284,False,False,False,1.1384620228145226e-16
0000036377,3133276325.5,3072436008.5,True,True,True,0.019417475728155338
0000036966,11640704627.474686,11384865432.056957,False,False,False,0.021977981883836335
0000037472,324147727.014801,324147727.014801,True,True,True,0.0
0000037785,1669273754.3159506,1487694861.6510744,True,True,True,0.10877718061246652
0000037808,6308127665.890205,6308127665.890205,False,False,False,0.0
0000038264,458589146.247035,458589146.247035,True,True,True,0.0
0000038725,4351734415.012268,4348857109.243347,True,True,True,0.0006611859765602876
0000038777,16771617946.309776,16817344945.73616,False,False,False,0.002719037967879556
0000039020,583025445.3778915,582137136.9418373,True,True,True,0.001523618639797903
0000039092,324575595.0,317002169.9529228,True,True,True,0.023333316379123264
0000039263,9839396096.391296,9839396096.391296,False,False,False,0.0
0000039311,815824091.25,815824091.25,True,True,True,0.0
0000039368,2894838443.605385,2894838443.605385,True,True,True,0.0
0000039911,7727943014.0,7727943014.0,False,False,False,0.0
0000040211,6205033956.90918,6125961763.000488,False,False,False,0.012743233068152048
0000040533,99946534395.76004,99899616370.01492,False,False,False,0.0004694312417010385
0000040545,343526568629.50256,343526568629.50256,False,False,False,0.0
0000040570,28566377.31219148,28566377.312191486,True,True,True,2.608164316916758e-16
0000040704,21930078073.07744,21930078073.07744,False,False,False,0.0
0000040729,12977158856.96281,12730756687.878105,False,False,False,0.01898737403160476
0000040987,18589009263.862488,18589009263.862488,False,False,False,0.0
0000041719,440698015.02227783,440698015.02227783,True,True,True,0.0
0000042582,1724513368.7352085,1724513368.7352085,True,True,True,0.0
0000042682,1952773431.8981323,1954093823.1516342,True,True,True,0.0006757051467325743
0000042888,12442912594.466309,12442912594.466309,False,False,False,0.0
0000045012,30659196869.971973,30659196869.971973,False,False,False,0.0
0000045919,31904148.763961792,31904148.763961792,True,True,True,0.0
0000046080,13145343893.966448,13145343893.966446,False,False,False,1.4509689881053243e-16
0000046129,1507952742.1000366,1469867024.0624542,True,True,True,0.025256572685787664
0000046195,3018349882.235138,2965880783.3193054,True,True,True,0.017383372028751776
0000046250,2600622114.0834804,2600622114.083481,True,True,True,1.8335503478988657e-16
0000046765,4618178556.953163,4618178556.953163,True,True,True,0.0
0000047217,28244092873.875237,28244092873.875237,False,False,False,0.0
0000048287,3425748161.9155884,3425748161.9155884,True,True,True,0.0
0000048898,23421206921.02423,23783026282.614655,False,False,False,0.015213344058527692
0000049071,47417312609.36963,47409885706.23779,False,False,False,0.00015662851231194378
0000049196,33175211597.06542,32677346763.67569,False,False,False,0.015007133622435378
0000049600,10619692669.715654,10758427926.037537,False,False,False,0.01289549525968523
0000049754,411422375.0,411422375.0,True,True,True,0.0
0000049826,76861825390.625,76861825390.625,False,False,False,0.0
0000049938,65256002142.74628,65256002142.74628,False,False,False,0.0
0000050471,144353038.17517757,144116367.3303008,True,True,True,0.001639527978549074
0000050725,4340592717.217101,4277633089.6228027,True,True,True,0.0145048456964338
0000050863,448764686157.22656,448764686157.22656,False,False,False,0.0
0000051143,218009892095.66806,218009892095.66803,False,False,False,1.399825385520036e-16
0000051253,21886763514.677643,21886763514.677643,False,False,False,0.0
0000051434,19308117886.86428,19308117886.86428,False,False,False,0.0
0000052827,6258549550.013655,6258549550.013655,False,False,False,0.0
0000052988,17126260161.934097,17126260161.934097,False,False,False,0.0
0000054187,85872224.9241638,85872224.92416382,True,True,True,1.735271353107165e-16
0000055242,2224833292.8853493,2224833292.8853493,True,True,True,0.0
0000055529,108128339.44412231,108128339.44412231,True,True,True,0.0
0000055785,35612563998.0104,35612563998.01041,False,False,False,2.142332276798783e-16
0000056047,7442159838.8671875,7442159838.8671875,False,False,False,0.0
0000056679,4305045127.601624,4305045127.601624,True,True,True,0.0
0000056701,32564547.261673927,32564547.261673927,True,True,True,0.0
0000056868,344753578.20434576,344753578.2043457,True,True,True,1.7289057617862104e-16
0000056873,35496782677.736984,35496782677.73699,False,False,False,2.149320010355483e-16
0000056978,4083764182.5087357,4083764182.5087357,True,True,True,0.0
0000057131,1248388994.1471405,1253251241.259407,True,True,True,0.003879706600075186
0000057515,3051952579.971313,3051952579.9713135,True,True,True,1.5624002854186121e-16
0000058361,174100862.364439,174100862.364439,True,True,True,0.0
0000058492,1256618727.9477167,1256618727.9477167,True,True,True,0.0
0000059255,512047167.27926433,512047167.27926445,True,True,True,2.3280919643437053e-16
0000059478,1091974195400.0,1091974195400.0,False,False,False,0.0
0000059527,14644606391.547913,14644606391.547913,False,False,False,0.0
0000059558,8188202648.3576355,8188202648.3576355,False,False,False,0.0
0000060086,22223337254.040833,22223337254.040833,False,False,False,0.0
0000060519,4811429671.38855,4811429671.38855,True,True,True,0.0
0000060667,112238858213.15099,112238858213.15099,False,False,False,0.0
0000060714,804932116.6918944,804932116.6918945,True,True,True,1.480985626970718e-16
0000061004,92832778.32403708,92832778.32403708,True,True,True,0.0
0000061986,683734899.2242813,683734899.2242813,True,True,True,0.0
0000062709,89515290525.23993,89515290525.23993,False,False,False,0.0
0000062996,13852416957.5,14171844199.25,False,False,False,0.022539567699093436
0000063276,4168363043.5943604,4168363043.5943604,True,True,True,0.0
0000063296,635812360.2051373,635812360.2051373,True,True,True,0.0
0000063330,319930999.1710663,319930999.1710663,True,True,True,0.0
0000063908,184772269793.56726,184772269793.56726,False,False,False,0.0
0000064040,129773905480.95703,130302157470.70312,False,False,False,0.004054054054054054
0000064463,256820092.08701253,256820092.08701253,True,True,True,0.0
0000064803,124827506062.8461,124827506062.8461,False,False,False,0.0
0000064996,5598682518.579604,5598682518.579605,False,False,False,1.7033905981298592e-16
0000065172,323933053.9068413,323933053.9068413,True,True,True,0.0
0000065270,653017360.0819931,653017360.0819931,True,True,True,0.0
0000065312,168070621.18009472,172574803.3663292,True,True,True,0.026099883055774514
0000065596,102752340.0,102752340.0,True,True,True,0.0
0000065770,40916091.6805923,40916091.6805923,True,True,True,0.0
0000065984,48997186594.488144,48997186594.488144,False,False,False,0.0
0000066004,1095775488.6535797,1095775488.6535797,True,True,True,0.0
0000066382,1498711236.0,1498711236.0,True,True,True,0.0
0000066418,19263089.921951294,19263089.921951294,True,True,True,0.0
0000066570,7229185552.163681,7229185552.163681,False,False,False,0.0
0000066740,87796587103.02785,87796587103.02785,False,False,False,0.0
0000067088,270939839398.16547,270939839398.16553,False,False,False,2.2527198800138234e-16
0000067215,8665242577.924255,8665242577.924255,False,False,False,0.0
0000067347,9608620198.784542,9608620198.784546,False,False,False,3.9700781035216113e-16
0000067716,4196471807.683899,4196471807.683899,True,True,True,0.0
0000068505,81297166800.96973,81297166800.96973,False,False,False,0.0
0000069422,74391869.14482117,74391869.14482117,True,True,True,0.0
0000069488,1173683812.7003098,1173683812.7003098,True,True,True,0.0
0000069633,1260479779.9161339,1260479779.9161339,True,True,True,0.0
0000069733,400341467.1949311,400341467.19493103,True,True,True,1.4888451399507013e-16
0000069891,2966567562.374256,2966567562.374256,True,True,True,0.0
0000070145,7967630823.202774,7967630823.202774,False,False,False,0.0
0000070318,21405170665.130615,21405170665.130615,False,False,False,0.0
0000070487,452123940.8531227,452123940.8531227,True,True,True,0.0
0000070858,437746036978.9127,433480482883.4459,False,False,False,0.009744357995575135
0000070866,1206730876.9183083,1206730876.9183083,True,True,True,0.0
0000071829,1124206977.1256676,1124206977.1256676,True,True,True,0.0
0000072162,328599482.2206373,328599482.2206373,True,True,True,0.0
0000072331,17511880330.43805,17511880330.43805,False,False,False,0.0
0000072633,83082933.24940681,83082933.24940681,True,True,True,0.0
0000072741,26532970591.3761,26555570157.0,False,False,False,0.0008510291999113476
0000072903,47403497101.093475,14054271885.0,False,False,False,0.7035182477143483
0000072971,263208904973.99408,263208904973.99408,False,False,False,0.0
0000073124,33422337350.032776,3439566136.815914,False,False,True,0.8970878038602366
0000073290,10095729.818819046,9590942.726125717,True,True,True,0.05000005960464348
0000073309,57154519882.49823,57154519882.49823,False,False,False,0.0
0000073756,5107861351.025963,5107861351.025963,False,False,False,0.0
0000074208,11845011521.99279,11979639779.062641,False,False,False,0.0112380889202651
0000074260,10072581800.557922,10072581800.557922,False,False,False,0.0
0000074303,1952519958.0420876,1952519958.0420876,True,True,True,0.0
0000075252,89978500.37960815,88440407.76644897,True,True,True,0.017094001418896262
0000075288,563493398.7410736,563493398.7410736,True,True,True,0.0
0000075362,64453386888.51165,64453386888.51164,False,False,False,1.1837073115252978e-16
0000075677,20414201831.829712,20414201831.829712,False,False,False,0.0
0000076267,689295888.2063999,689295888.2063999,True,True,True,0.0
0000076282,640313522.0009993,640313522.0009995,True,True,True,1.861733126894596e-16
0000076334,120008538145.27386,120008538145.27386,False,False,False,0.0
0000076605,2611214961.217163,2611214961.217163,True,True,True,0.0
0000077360,9650114199.29409,9769055076.745243,False,False,False,0.012175269411090305
0000077476,190798181729.11935,190798181729.11935,False,False,False,0.0
0000077543,4549331433.308464,4549331433.308464,True,True,True,0.0
0000078003,162725676617.44415,162725676617.44415,False,False,False,0.0
0000078128,11666138624.754715,11666138624.754715,False,False,False,0.0
0000078150,3917091019.4287777,3917091019.4287777,True,True,True,0.0
0000078239,3362064017.431343,3362064017.431343,True,True,True,0.0
0000078749,3201639056.134064,3172869031.8659363,True,True,True,0.008986029893971662
0000078814,2345613610.993225,2345613610.993225,True,True,True,0.0
0000078890,4426650016.260315,4531683394.409134,True,True,True,0.02317756317186713
0000079282,24105330424.62493,24108677242.99977,False,False,False,0.00013882214860259782
0000079879,24386309321.594242,24452129319.763184,False,False,False,0.0026917900403766945
0000080035,1899749238.438263,1899749238.438263,True,True,True,0.0
0000080172,1048573702.4020386,1048573702.4020386,True,True,True,0.0
0000080420,6271501544.723328,6271501544.723328,False,False,False,0.0
0000080424,339855373308.53485,339855373308.53485,False,False,False,0.0
0000080661,128215726252.54715,128215726252.54715,False,False,False,0.0
0000081362,2791089211.886261,2791089211.886261,True,True,True,0.0
0000081955,32044292.946710587,32044292.946710587,True,True,True,0.0
0000082020,3300596250.6999354,3300596250.699936,True,True,True,1.444700054125085e-16
0000082473,13069939.12549138,13069939.12549138,True,True,True,0.0
0000082811,10455588671.86995,10455588671.86995,False,False,False,0.0
0000084246,5813817509.46556,5813817509.465561,False,False,False,1.6403581895261743e-16
0000084748,2197626483.479118,2195191281.5214157,True,True,True,0.0011081054838067523
0000084839,17412651510.007336,17412651510.00734,False,False,False,2.1907618511934442e-16
0000085535,21528500874.847324,21528500874.84732,False,False,False,1.7719288898939895e-16
0000085961,9336695256.804502,9336695256.804504,False,False,False,2.0428519731566053e-16
0000086312,75904624806.93,75904624806.93,False,False,False,0.0
0000087050,14433313.160081625,14433313.160081625,True,True,True,0.0
0000087347,84818787916.27286,84818787916.27286,False,False,False,0.0
0000088121,3949348511.4785156,3949348511.4785156,True,True,True,0.0
0000088205,9622996526.359863,9622996526.359863,False,False,False,0.0
0000088941,12321105389.344727,12321105389.344727,False,False,False,0.0
0000089089,11124923809.512955,11124923809.512955,False,False,False,0.0
0000089439,13500912126.017609,13500912126.017609,False,False,False,0.0
0000089800,80098054885.80634,80098054885.80634,False,False,False,0.0
0000090168,134526294.71145633,134526294.7114563,True,True,True,2.2153529502628404e-16
0000090498,3212541463.3168373,3212541463.3168373,True,True,True,0.0
0000090896,4650721897.684982,4650721897.684982,True,True,True,0.0
0000091388,8599880753.124142,8599880753.124142,False,False,False,0.0
0000091419,14038702514.26091,14038702514.26091,False,False,False,0.0
0000091440,19718380300.234623,19718380300.23462,False,False,False,1.9345895593562572e-16
0000091576,22633795653.35463,22633795653.35463,False,False,False,0.0
0000091767,5348148927.357128,5347807403.096165,False,False,False,6.385840514209644e-05
0000092122,99303949594.52008,53963902357.17252,False,False,False,0.4565784887960747
0000092230,60397197057.071724,60397197057.07173,False,False,False,1.2632034105888522e-16
0000092380,18433365162.974495,18433365162.974495,False,False,False,0.0
0000093314,5323259.564743995,5323259.564743996,True,True,True,1.7495344032886123e-16
0000093389,842452428.5768509,842452428.5768509,True,True,True,0.0
0000093410,418428837995.88983,416986533407.2754,False,False,False,0.0034469531199678174
0000093556,14272583063.516352,14272583063.51635,False,False,False,1.3363724171892011e-16
0000093751,51586242605.03883,51586242605.03883,False,False,False,0.0
0000094049,1396914600.3435516,1396914600.3435516,True,True,True,0.0
0000094344,2094128092.0192719,2094128092.0192719,True,True,True,0.0
0000095029,606694399.824707,606694399.824707,True,True,True,0.0
0000095574,194371993.4991274,194371993.4991274,True,True,True,0.0
0000095953,137934729.21051693,136042743.73683357,True,True,True,0.013716527262657659
0000096021,39338574166.177,39338574166.177,False,False,False,0.0
0000096223,10626391224.278316,10722445793.152409,False,False,False,0.008958270410229976
0000096536,193468655.2630806,193468655.2630806,True,True,True,0.0
0000096869,434504817.4584274,434504817.4584274,True,True,True,0.0
0000096943,5952474149.525589,5952474149.525589,False,False,False,0.0
0000097134,1180152774.4721375,1180152774.4721375,True,True,True,0.0
0000097210,52446066659.080505,52446066659.080505,False,False,False,0.0
0000097216,6776847104.644775,6776847104.644775,False,False,False,0.0
0000097476,231362165426.82712,231362165426.8271,False,False,False,1.3190392676650406e-16
0000097745,222033245243.0,222033245243.0,False,False,False,0.0
0000098222,4782071391.778793,4782071391.778793,True,True,True,0.0
0000098362,8252560302.737396,8252560302.737396,False,False,False,0.0
0000099302,794460901.7325058,794460901.7325058,True,True,True,0.0
0000099780,2219591928.586395,2219591928.5863953,True,True,True,2.148310020692908e-16
0000100378,323359782.4403744,323359782.4403744,True,True,True,0.0
0000100517,33961199172.86404,33961199172.864044,False,False,False,1.1232516396750355e-16
0000100591,5757847071.16864,5678578549.5,False,False,False,0.013767041862845346
0000100726,137371502.9481225,137371502.9481225,True,True,True,0.0
0000100885,172650218328.00073,172650218328.00073,False,False,False,0.0
0000101199,1391949561.0733871,1391949561.0733871,True,True,True,0.0
0000101295,32757494.995778084,32757494.995778084,True,True,True,0.0
0000101382,10477306406.718903,1982295811.9726372,False,False,True,0.810801007909683
0000101538,700452691.4275475,700452691.4275475,True,True,True,0.0
0000101594,81364810.8969183,79265075.77938366,True,True,True,0.025806427795854008
0000101829,276506065758.6777,276506065758.67773,False,False,False,2.2073713313496993e-16
0000101984,59400137.54034138,59400137.54034138,True,True,True,0.0
0000102037,1149720897.1011658,1148602752.0052757,True,True,True,0.0009725361161211091
0000102109,16262845.963419914,16262845.963419914,True,True,True,0.0
0000102212,1148187401.2994385,1148187401.2994385,True,True,True,0.0
0000102729,9033901184.721497,9033901184.721497,False,False,False,0.0
0000102752,5563880699.0,1441136269.3762512,False,False,True,0.7409836142541181
0000103145,2570501315.361786,2570501315.361786,True,True,True,0.0
0000103379,5146131581.287575,5128265498.229313,False,False,False,0.0034717501439774172
0000104169,840342387319.5969,840342387319.5968,False,False,False,1.4526259098908755e-16
0000104894,150169827.35448885,149281238.77921855,True,True,True,0.005917224457964549
0000104918,3119792917.5,3152456470.0813293,True,True,True,0.010361301699587518
0000105132,2853995982.4841313,2853995982.484131,True,True,True,1.6707702503073734e-16
0000105319,162679829.7770691,162679829.7770691,True,True,True,0.0
0000105418,1731626981.125969,1731626981.125969,True,True,True,0.0
0000105634,32388136339.020752,32431804710.25,False,False,False,0.0013464675068004081
0000105744,3951589.082116127,3951589.082116127,True,True,True,0.0
0000105770,23832751371.760437,23832751371.760437,False,False,False,0.0
0000106040,162402063695.58694,162402063695.5869,False,False,False,1.879137335483827e-16
0000106532,422535503.95100784,422535503.95100784,True,True,True,0.0
0000106535,16850807075.134277,16850807075.134277,False,False,False,0.0
0000106640,2473664311.7822795,2473664311.78228,True,True,True,1.9276550821059584e-16
0000107263,92018893024.65198,92018893024.65198,False,False,False,0.0
0000107687,829126629.5332545,829126629.5332546,True,True,True,1.4377693986006512e-16
0000108312,19873641302.748413,19873641302.748413,False,False,False,0.0
0000108385,840817974.415283,840817974.4152832,True,True,True,2.8355552135688127e-16
0000108516,2776538845.9747925,2776538845.9747925,True,True,True,0.0
0000108985,553881486.8639946,553881486.8639946,True,True,True,0.0
0000109177,1979000935.6184082,1979000935.6184082,True,True,True,0.0
0000109198,146593547809.06622,146593547809.06622,False,False,False,0.0
0000109380,9685464726.882858,2583388970.8180428,False,False,True,0.7332715524070188
0000109563,11723449997.184082,11710971400.579102,False,False,False,0.0010644133431692692
0000109657,13036644.837343901,13036644.837343901,True,True,True,0.0
0000110471,1586342326.608835,1586342326.6088352,True,True,True,1.5029453296580444e-16
0000110621,13010462617.282074,13010462617.282074,False,False,False,0.0
0000200406,653540406403.9714,653540406403.9714,False,False,False,0.0
0000202058,49078723738.334465,49078723738.33447,False,False,False,1.5545217866557566e-16
0000203596,3786364453.817768,2469576641.75,True,True,True,0.3477710157404576
0000215466,20764287743.852165,20764287743.852165,False,False,False,0.0
0000216228,17366843508.911137,17366843508.911133,False,False,False,2.1965403578765668e-16
0000217346,13709076996.611275,13709076996.611275,False,False,False,0.0
0000217410,140413111811.55017,140413111811.55017,False,False,False,0.0
0000230557,5433299289.452843,931661041.611434,False,False,True,0.8285275682456917
0000275053,244049860.38635254,244049860.38635254,True,True,True,0.0
0000275880,4952566005.699532,4960593904.504612,True,True,True,0.0016183342074807708
0000276720,267721772.42682457,267721772.42682457,True,True,True,0.0
0000277135,61665022435.93945,61665022435.93945,False,False,False,0.0
0000277509,6934937462.966843,6934937462.966843,False,False,False,0.0
0000277948,90215529871.2262,90215529871.2262,False,False,False,0.0
0000278166,4251085707.970459,4251085707.970459,True,True,True,0.0
0000310142,5738743885.064835,5738743885.064835,False,False,False,0.0
0000310158,369730343176.5221,369730343176.5221,False,False,False,0.0
0000310354,3455501801.622925,3455501801.622925,True,True,True,0.0
0000310764,121746082459.25592,121746082459.25592,False,False,False,0.0
0000311094,1344375727.692215,1344375727.692215,True,True,True,0.0
0000311337,82340907341.42729,82340907341.42729,False,False,False,0.0
0000312069,363306547905.42334,362613198949.7883,False,False,False,0.0019084405707312044
0000312070,121906747265.27637,121906747265.27637,False,False,False,0.0
0000313143,4638424210.60402,4638424210.604019,True,True,True,2.0560308266458914e-16
0000313216,25604046456.80995,25604046456.80995,False,False,False,0.0
0000313616,145468899005.39636,145468899005.39636,False,False,False,0.0
0000313927,23585184545.398888,23585184545.398888,False,False,False,0.0
0000314203,1175016515.493565,1175016515.4935646,True,True,True,4.058131540413539e-16
0000314227,13272400.471173167,13272400.471173167,True,True,True,0.0
0000314489,2515294004.158539,2141220494.280487,True,True,True,0.14871959669907198
0000314808,6113128511.85038,953353598.32481,False,False,True,0.8440481667485443
0000315189,188298297661.90967,182288353152.81616,False,False,False,0.0319171473333465
0000315213,4457857531.304123,4457857531.304123,True,True,True,0.0
0000315293,70188064637.68872,69216526524.7782,False,False,False,0.013841927654304318
0000315374,135031316.17052078,135031316.17052078,True,True,True,0.0
0000315709,4331016997.001312,4331016997.001312,True,True,True,0.0
