名稱,類別,參數,annual_excess:SPY,total_return,annual_return,max_drawdown,win_rate,profit_loss_ratio,sortino,average_holding_days,turnover,annual_excess_QQQ,annual_excess_SPY,裁決,鄰域平均,成交筆數,對「固定權重·動能95價值5(quarterly)」的差距,對「固定權重·各佔25%(quarterly)」的差距,run_id,備註
因子動量排名·最優格,驅動器,lookback_months=3、mode=winner、cadence=monthly,0.03243911322594206,5.257318735015201,0.1709587981080618,-0.3408229096214357,0.6354166666666666,2.121313956588131,0.982472551538215,108.92708333333333,3.943041314834404,-0.01871086883887907,0.03243911322594206,孤峰,-0.0016679352260407694,144,0.02036426142983827,0.03906580487203848,run-e2056ff3857a10bf,因子動量排名
因子動量排名·鄰域平均最高,驅動器,lookback_months=6、mode=rank、cadence=monthly,-0.0008408073581578357,3.4760559131211597,0.1376788775239619,-0.3515400430250457,0.8195488721804511,1.1362028625463498,0.797538955134452,215.35714285714286,1.1677188307703896,-0.05199078942297897,-0.0008408073581578357,普通,0.00637020304622458,560,-0.012915659154261627,0.005785884287938581,run-3e44e2f10f1cc5f5,穩健平原的中心
相對強弱對 SPY·最優格,驅動器,lookback_months=6、fallback=cash、cadence=monthly,0.04037328967352294,5.768060309555619,0.17889297455564268,-0.21139346218326038,0.7589285714285714,1.5932339921556613,1.2381616769630448,100.70089285714286,3.227083568524782,-0.010776692391298193,0.04037328967352294,孤峰,0.0128211892251196,275,0.028298437877419147,0.046999981319619355,run-6d9d318722bb82d1,相對強弱對大市
逆波幅·最優格,驅動器,lookback_days=252、power=1、cadence=quarterly,-0.00853850059901995,3.1365372435426178,0.1299811842830998,-0.3465673774078236,0.9658119658119658,47.87132942029419,0.761878147248179,1418.6239316239316,0.12809614759368337,-0.05968848266384108,-0.00853850059901995,普通,-0.01232880107237852,188,-0.02061335239512374,-0.0019118089529235327,run-368f9549a14f8f27,逆波幅
逆波幅·鄰域平均最高,驅動器,lookback_days=252、power=1、cadence=monthly,-0.009580541426059241,3.0924314505278607,0.1289391434560605,-0.34730238224646337,0.9673024523160763,36.49027868827873,0.7543851016441628,1364.384196185286,0.1518117271656045,-0.06073052349088037,-0.009580541426059241,普通,-0.01232880107237852,560,-0.021655393222163033,-0.002953849779962825,run-ef909e6a5f21d7dc,穩健平原的中心
大市趨勢開關·最優格,驅動器,ma_days=50、tilt=0.5、cadence=monthly,-0.01055250223084614,3.0516797396693285,0.1279671826512736,-0.34454377577516615,0.8777777777777778,0.7930192387112547,0.7197704985851253,676.6444444444444,1.275523437351695,-0.06170248429566727,-0.01055250223084614,孤峰,-0.01851919580885983,560,-0.02262735402694993,-0.003925810584749723,run-155fadcfc362a78b,大市趨勢開關
固定權重·動能95價值5(monthly),對照,weight_quality=0、weight_value=0.05、weight_momentum=0.95、weight_low_vol=0、cadence=monthly,0.012054154127048466,4.102328537249969,0.1505738390091682,-0.34318591481785754,0.9783783783783784,29.643528712580448,0.7464004083792405,1271.7243243243242,0.03722599623551049,-0.039095827937772665,0.012054154127048466,不在掃描格上,,280,-2.0697669055325107e-05,0.018680845773144883,run-496f5fac69c3bf01,KARST-029 固定權重
固定權重·動能95價值5(quarterly),對照,weight_quality=0、weight_value=0.05、weight_momentum=0.95、weight_low_vol=0、cadence=quarterly,0.012074851796103792,4.103395102366707,0.15059453667822353,-0.3429869459783208,1.0,,0.7466880616372464,1609.0892857142858,0.028723756003127706,-0.03907513026871734,0.012074851796103792,不在掃描格上,,94,0.0,0.018701543442200208,run-6e68b8aed4e4b8f1,KARST-029 固定權重
固定權重·各佔25%(monthly),對照,weight_quality=0.25、weight_value=0.25、weight_momentum=0.25、weight_low_vol=0.25、cadence=monthly,-0.007152586306217623,3.1958711181373998,0.13136709857590212,-0.34994947346600147,0.9706840390879479,86.70419063019949,0.7545557510495734,1529.2084690553745,0.11270996069994522,-0.058302568371038754,-0.007152586306217623,不在掃描格上,,560,-0.019227438102321415,-0.0005258946601212067,run-bc650a4f67fceb9f,KARST-029 固定權重
固定權重·各佔25%(quarterly),對照,weight_quality=0.25、weight_value=0.25、weight_momentum=0.25、weight_low_vol=0.25、cadence=quarterly,-0.0066266916460964165,3.21858859084458,0.13189299323602333,-0.34929264433446217,0.978021978021978,400.3370144166992,0.7584157352459482,1457.4835164835165,0.07722345345210621,-0.05777667371091755,-0.0066266916460964165,不在掃描格上,,188,-0.018701543442200208,0.0,run-5110658680fb21c8,KARST-029 固定權重
