event_id,ticker,date,close,adj_close,shares,shares_source,mcap_recomputed,ps_recomputed,pb_recomputed,mcap_panel,ps_panel
E17,JPM,2011-08-05,37.599998474121094,25.112991333007812,3973684787,10-Q 覆蓋頁 2011-04-30(accn 0000950123-11-045948),149410541927.8382,1.4804116118685975,0.8169912451830893,97916809133.20702,0.9701937986941492
E17,STT,2011-08-05,38.7400016784668,26.47622299194336,504038676,10-Q 覆蓋頁 2011-04-29(accn 0001193125-11-131166),19526459154.252182,2.0627994035761867,0.9844942600712001,13344856425.542542,1.4097672116567233
E17,CME,2011-08-05,53.88399887084961,28.572458267211914,,"覆蓋頁 66,847 千股(2011-02-25);價格庫為拆股後基準,事後拆股不得引用 → 查不到",,,,,
E17,MET,2011-08-05,32.39750289916992,20.008621215820312,986585463,10-K 覆蓋頁 2011-02-25(accn 0000950123-11-018077),31962905397.8214,0.5478353454994755,0.5995780336870209,21158987419.92485,0.36265918380510165
E18,NVDA,2024-08-01,109.20999908447266,109.03028869628906,25000000000,10-K 覆蓋頁 2024-02-16 為 25 億股(拆股前)× 10(2024-06-10 生效的 1 拆 10;10-Q Note 15 載 2024-05-22 宣布),2730249977111.8164,34.22480980158719,55.558381366485214,268214510192.8711,3.3621795345961227
E18,MU,2024-08-01,101.51000213623047,100.87559509277344,1098000000,"10-K 資產負債表 1,098 百萬股(單位百萬;accn 0000723125-23-000054)",111457982345.58105,5.279116295437932,2.5202483288995152,111855028623.70999,5.29792206809596
E18,TXN,2024-08-01,193.3300018310547,182.94842529296875,913045963,10-Q 覆蓋頁 2024-07-16(accn 0000097476-24-000030),176519177698.62708,10.668389804099304,10.254396287825438,167040321150.9522,10.095510767010287
E18,ASML,2024-08-01,883.7100219726562,869.14306640625,393421721,20-F 覆蓋頁 FY2023 年底(accn 0000937966-24-000008),347670717709.43024,12.615734445250295,25.844512333072927,341939760980.76416,12.407778397981174
E19,CCL,2021-11-24,20.15999984741211,19.84115982055664,,,,,,19465139147.68285,29.808788893848163
E19,DAL,2021-11-24,39.689998626708984,38.310882568359375,,,,,,24519494223.52533,1.0437380479961405
E19,MAR,2021-11-24,157.61000061035156,151.10015869140625,324414150,10-K 覆蓋頁 2021-02-10 之 Class A(accn 0001628280-21-002433),51130914379.50668,4.4143066890707665,55.698163812098784,49210768093.10913,4.248533893905649
E19,BKNG,2021-11-24,92.92479705810547,90.99193572998047,,"覆蓋頁 4,096 萬股(2021-02);與價格庫水平相差約 25 倍 → 查不到",,,,3736445987.969017,0.35193048770547397
E20,WMT,2022-05-17,43.78333282470703,41.604888916015625,2751779629,10-K 覆蓋頁 2022-03-16(accn 0000104169-22-000012),120482083356.75583,0.2103557257684029,1.4471800818800022,114487485785.89969,0.19988945653090104
E20,TGT,2022-05-17,215.27999877929688,186.42379760742188,462418075,10-K 覆蓋頁 2022-03-03(accn 0000027419-22-000007),99549362621.52481,1.0195446853424772,7.212154069515671,89320100318.107,0.914780679408312
E20,TJX,2022-05-17,56.189998626708984,52.93717575073242,1192878394,10-Q 覆蓋頁 2021-11-19(accn 0000109198-21-000030),67027835320.69082,1.380594442253157,11.165737905479604,62213257482.70567,1.2814269937876737
E20,DG,2022-05-17,227.5500030517578,210.5488739013672,228868368,10-K 覆蓋頁(accn 0001558370-22-003921),52078997836.85083,1.53247780613844,8.413678862511222,48785543492.82263,1.4355645417249279
