lookback_days,tilt,cadence,層,annual_excess:SPY,舊裁決,新裁決,變了,舊鄰域格數,舊鄰域平均,舊落差,新鄰域格數,新鄰域平均,新落差,換層最差鄰域平均,換層代價,成交筆數
10,1.0,quarterly,cadence=quarterly,0.0260688570763807,孤峰,孤峰,,7,-0.01269019081032105,0.03875904788670175,3,-0.009384600109126725,0.03545345718550742,-0.015995781511515376,0.006611181402388651,85
10,0.75,quarterly,cadence=quarterly,0.0147980715216957,普通,普通,,11,-0.010971936146001109,0.02577000766769681,5,-0.0082021099968852,0.023000181518580902,-0.013741762295117017,0.005539652298231817,188
120,1.0,quarterly,cadence=quarterly,0.0061184536086225,孤峰,孤峰,,7,-0.0095557912617618,0.0156742448703843,3,-0.00831581817497105,0.01443427178359355,-0.01079576434855255,0.0024799461735815,87
120,1.0,monthly,cadence=monthly,0.004745780262841,普通,孤峰,是,7,-0.0095557912617618,0.014301571524602801,3,-0.01079576434855255,0.015541544611393551,-0.00831581817497105,-0.0024799461735815,243
10,0.5,quarterly,cadence=quarterly,0.003033203206624,普通,普通,,7,-0.009170504966967512,0.012203708173591513,3,-0.00692737562357755,0.009960578830201551,-0.011413634310357475,0.0044862586867799245,188
120,0.75,quarterly,cadence=quarterly,0.0021637560513756,普通,普通,,11,-0.008392341695558608,0.01055609774693421,5,-0.007245592346010151,0.00940934839738575,-0.009539091045107067,0.0022934986990969164,188
120,0.75,monthly,cadence=monthly,0.000833879678177,普通,普通,,11,-0.008392341695558608,0.009226221373735608,5,-0.009539091045107067,0.010372970723284067,-0.007245592346010151,-0.0022934986990969164,560
120,0.5,quarterly,cadence=quarterly,-0.0024122259460412,普通,普通,,7,-0.007128117317747875,0.004715891371706675,3,-0.006060651689611025,0.003648425743569825,-0.008195582945884725,0.0021349312562737,188
120,0.5,monthly,cadence=monthly,-0.003576123041209,普通,普通,,7,-0.007128117317747875,0.003551994276538875,3,-0.008195582945884725,0.004619459904675724,-0.006060651689611025,-0.0021349312562737,560
10,0.75,monthly,cadence=monthly,-0.0075338514823992,普通,孤峰,是,11,-0.010971936146001109,0.0034380846636019088,5,-0.013741762295117017,0.006207910812717817,-0.0082021099968852,-0.005539652298231817,560
10,0.5,monthly,cadence=monthly,-0.0077347279324333,普通,普通,,7,-0.009170504966967512,0.0014357770345342124,3,-0.011413634310357475,0.0036789063779241746,-0.00692737562357755,-0.0044862586867799245,560
10,1.0,monthly,cadence=monthly,-0.0077601769075281,普通,普通,,7,-0.01269019081032105,0.00493001390279295,3,-0.015995781511515376,0.008235604603987276,-0.009384600109126725,-0.006611181402388651,257
60,0.5,quarterly,cadence=quarterly,-0.0077980554301355,普通,普通,,11,-0.010088677152024576,0.002290621721889076,5,-0.0101961455350007,0.0023980901048652,-0.00998120876904845,-0.00021493676595225018,188
60,0.5,monthly,cadence=monthly,-0.0104753658352232,普通,普通,,11,-0.010088677152024576,-0.000386688683198624,5,-0.00998120876904845,-0.00049415706617475,-0.0101961455350007,0.00021493676595225018,560
20,0.5,monthly,cadence=monthly,-0.0107327197922073,普通,普通,,11,-0.011450268918170999,0.0007175491259636992,5,-0.012126576345363618,0.0013938565531563182,-0.010773961490978383,-0.0013526148543852347,560
40,0.5,monthly,cadence=monthly,-0.0109701657682079,普通,普通,,11,-0.016166678967985383,0.005196513199777483,5,-0.014588494512976016,0.0036183287447681158,-0.01774486342299475,0.0031563689100187337,560
40,0.5,quarterly,cadence=quarterly,-0.0117079624990088,普通,普通,,11,-0.016166678967985383,0.004458716468976583,5,-0.01774486342299475,0.00603690092398595,-0.014588494512976016,-0.0031563689100187337,188
20,0.5,quarterly,cadence=quarterly,-0.0147074627514283,普通,普通,,11,-0.011450268918170999,-0.003257193833257302,5,-0.010773961490978383,-0.0039335012604499175,-0.012126576345363618,0.0013526148543852347,188
40,0.75,monthly,cadence=monthly,-0.0161347550625439,普通,普通,,17,-0.021461968574987847,0.005327213512443946,8,-0.0186170125325888,0.0024822574700449004,-0.02430692461738689,0.005689912084798087,560
60,0.75,quarterly,cadence=quarterly,-0.016196081433643,普通,普通,,17,-0.012550405805647901,-0.0036456756279950996,8,-0.013308838450723722,-0.002887242982919279,-0.011791973160572077,-0.001516865290151645,188
60,0.75,monthly,cadence=monthly,-0.0195647225852837,普通,普通,,17,-0.012550405805647901,-0.007014316779635798,8,-0.011791973160572077,-0.0077727494247116224,-0.013308838450723722,0.001516865290151645,560
20,0.75,monthly,cadence=monthly,-0.0196532380343901,普通,普通,,17,-0.014270135439276235,-0.005383102595113863,8,-0.014593753993912044,-0.0050594840404780544,-0.01394651688464042,-0.0006472371092716232,560
40,1.0,monthly,cadence=monthly,-0.0217882913437545,普通,普通,,11,-0.026660308522797518,0.004872017179043019,5,-0.022562476899610134,0.000774185555855636,-0.030758140145984898,0.008195663246374763,284
40,0.75,quarterly,cadence=quarterly,-0.0252263039525513,普通,普通,,17,-0.021461968574987847,-0.0037643353775634533,8,-0.02430692461738689,-0.0009193793351644115,-0.0186170125325888,-0.005689912084798087,188
60,1.0,quarterly,cadence=quarterly,-0.0253494009262393,普通,普通,,11,-0.014913950498486385,-0.010435450427752917,5,-0.016310217030221334,-0.009039183896017967,-0.013517683966751433,-0.002792533063469901,97
20,1.0,monthly,cadence=monthly,-0.0290358596217441,普通,普通,,11,-0.017003550197525884,-0.012032309424218218,5,-0.016984362075393316,-0.012051497546350785,-0.01702273831965845,3.8376244265135584e-05,291
60,1.0,monthly,cadence=monthly,-0.0291979947499445,普通,普通,,11,-0.014913950498486385,-0.014284044251458116,5,-0.013517683966751433,-0.01568031078319307,-0.016310217030221334,0.002792533063469901,279
20,0.75,quarterly,cadence=quarterly,-0.0308333144712016,普通,普通,,17,-0.014270135439276235,-0.016563179031925362,8,-0.01394651688464042,-0.016886797586561177,-0.014593753993912044,0.0006472371092716232,188
40,1.0,quarterly,cadence=quarterly,-0.0393717255288925,普通,普通,,11,-0.026660308522797518,-0.012711417006094985,5,-0.030758140145984898,-0.008613585382907605,-0.022562476899610134,-0.008195663246374763,110
20,1.0,quarterly,cadence=quarterly,-0.0475720145633817,普通,普通,,11,-0.017003550197525884,-0.030568464365855814,5,-0.01702273831965845,-0.030549276243723247,-0.016984362075393316,-3.8376244265135584e-05,94
