lookback_months,0,1
1,-0.318,
2,-0.259,-1.627
3,-0.087,-1.433
4,-0.219,-0.909
5,-0.398,0.716
6,-0.288,0.307
7,0.602,0.488
8,0.708,0.551
9,0.44,0.586
10,0.187,-0.315
11,1.173,0.49
12,0.167,0.486
