lookback,0,1
1,-0.383,
2,-0.299,-2.73
3,-0.094,-2.428
4,-0.253,-1.404
5,-0.614,1.298
6,-0.357,0.495
7,1.192,0.971
8,1.341,1.034
9,0.94,1.044
10,0.423,-0.483
11,2.03,0.805
12,0.477,0.747
