lookback_months,0,1
1,31.98,
2,32.22,32.54
3,34.11,33.22
4,33.67,33.0
5,33.55,34.11
6,32.78,33.55
7,34.21,34.32
8,35.1,34.1
9,33.44,34.55
10,33.11,33.44
11,35.64,34.76
12,34.11,33.66
