group,holding_month,pick,decision_month,rel_1m_pct,rel_3m_pct,rel_6m_pct,fwd_rel_1m_pct,months_since_last_peak,cycle_phase_at_entry
main_12_1,2001-04,XLU,2001-03,4.417696447674491,6.460465553471884,21.21321980949782,-2.0758702276144625,,上升段(未見頂)
main_12_1,2001-04,XLF,2001-03,2.7633914007878513,1.2056304885350588,12.781975223072205,-3.1615804177939077,,上升段(未見頂)
main_12_1,2001-05,XLU,2001-04,-3.4254978811682713,13.787588665981353,10.117410662560111,-1.8124903104002499,,上升段(未見頂)
main_12_1,2001-05,XLP,2001-04,-6.082601770330854,2.9740024388931197,6.4580022300499085,0.24241128203081885,,上升段(未見頂)
main_12_1,2001-05,XLF,2001-04,-4.539075888906341,1.1470746166864387,8.090790848895303,3.255622197139574,,上升段(未見頂)
main_12_1,2001-06,XLU,2001-05,1.2689360450705456,2.12047662182977,3.2370313813857576,-2.1036564408471903,,上升段(未見頂)
main_12_1,2001-06,XLF,2001-05,4.988604125059504,2.9926480070131545,10.664716661549068,2.7854841899949023,,上升段(未見頂)
main_12_1,2001-06,XLB,2001-05,4.4314948488444195,7.145107961787001,28.225223630880624,-2.342993819854211,,上升段(未見頂)
main_12_1,2001-07,XLU,2001-06,-2.698942633307122,-4.839594320355511,1.3082109091220318,-0.29184039222072133,,上升段(未見頂)
main_12_1,2001-07,XLF,2001-06,1.7079276999965476,1.9348296542126109,3.1637870389600753,-0.6201019661922769,,上升段(未見頂)
main_12_1,2001-07,XLB,2001-06,-1.0944819759192925,5.30783863663673,10.579633357754625,1.3133804568471574,,上升段(未見頂)
main_12_1,2001-08,XLU,2001-07,0.12194900378335038,-1.344091084070509,12.258179831943083,4.051500323927282,,上升段(未見頂)
main_12_1,2001-08,XLB,2001-07,0.7553784849555267,4.068730149767585,19.559978602402616,4.621155052539338,,上升段(未見頂)
main_12_1,2001-08,XLF,2001-07,0.06969194989547844,6.856151849012959,8.081871643240902,-0.6882798676952184,,上升段(未見頂)
main_12_1,2001-09,XLY,2001-08,-2.9990443607489814,4.02945561490704,7.7866335465912595,-4.351979534302841,,上升段(未見頂)
main_12_1,2001-09,XLB,2001-08,5.872519259126618,5.504748859544262,13.043177070370948,-2.388644263741757,,上升段(未見頂)
main_12_1,2001-09,XLU,2001-08,2.519365077858926,-0.12592668359038273,1.9918796923531934,6.8422060470413655,,上升段(未見頂)
main_12_1,2001-10,XLB,2001-09,-4.008581393620691,2.39621322514747,7.83123899316478,1.1513929102314746,,上升段(未見頂)
main_12_1,2001-10,XLY,2001-09,-4.865713966313246,-2.6238471087381865,-1.7717106331711086,2.0970374741656084,,上升段(未見頂)
main_12_1,2001-10,XLP,2001-09,8.75737684151865,20.940454198928826,13.239203214292615,-2.8764503045851986,,上升段(未見頂)
main_12_1,2001-11,XLB,2001-10,1.3880502049300247,3.039188213819677,7.2315747307511336,2.82422698545588,,上升段(未見頂)
main_12_1,2001-11,XLP,2001-10,-1.9156804233832925,13.945539505132931,18.263393216139434,-3.151516345937533,,上升段(未見頂)
main_12_1,2001-11,XLY,2001-10,3.914591499665354,-4.106402703493773,5.884035541047128,6.135654293263015,,上升段(未見頂)
main_12_1,2001-12,XLB,2001-11,4.526734586182046,1.729419057657311,7.329368093054711,-2.6667483832331085,,上升段(未見頂)
main_12_1,2001-12,XLY,2001-11,5.119776320630298,3.9197339032233103,8.107133455983174,4.795302271561308,,上升段(未見頂)
main_12_1,2001-12,XLP,2001-11,-3.1356485956049895,3.329013380370638,12.264509989392636,-4.367861653770766,,上升段(未見頂)
main_12_1,2002-01,XLY,2001-12,3.957212440116664,13.557438695365786,10.577865123400287,3.8345563907282276,,上升段(未見頂)
main_12_1,2002-01,XLB,2001-12,-3.5388655771883437,2.227212691938285,4.676794682162133,4.833170597455871,,上升段(未見頂)
main_12_1,2002-01,XLV,2001-12,1.8450766084264103,4.613845355550494,-2.6636480646038962,1.203394499835575,,上升段(未見頂)
main_12_1,2002-02,XLB,2002-01,3.3470069747876696,4.202383236807994,7.369289786660271,5.148135032081069,,上升段(未見頂)
main_12_1,2002-02,XLY,2002-01,4.308861108201478,13.988294903860176,9.3074764802616,2.0603693097211995,,上升段(未見頂)
main_12_1,2002-02,XLP,2002-01,0.313673306633766,-5.273264721956372,7.936889568165895,2.818742644450367,,上升段(未見頂)
main_12_1,2002-03,XLY,2002-02,2.3778702842525146,11.01506565230621,15.366560818365272,-3.593525779289708,,上升段(未見頂)
main_12_1,2002-03,XLB,2002-02,7.214973956507653,6.882280874555247,8.730723409258623,0.19921254879757821,,上升段(未見頂)
main_12_1,2002-03,XLF,2002-02,0.06395303893447224,1.2762856254428856,0.0454205947553632,2.274306918083302,,上升段(未見頂)
main_12_1,2002-04,XLB,2002-03,-0.2438680535668425,10.533252355535394,12.995062980810035,1.5686111134186387,,上升段(未見頂)
main_12_1,2002-04,XLY,2002-03,-1.9886823178107638,4.6654927711244465,18.855452788772165,5.139453987991082,,上升段(未見頂)
main_12_1,2002-04,XLP,2002-03,-1.659211569665875,2.5611402292040397,-5.006287665245468,2.36243585862409,,上升段(未見頂)
main_12_1,2002-05,XLY,2002-04,3.205767040155272,3.5586272279833464,18.044713403022893,-0.039614561605971765,,上升段(未見頂)
main_12_1,2002-05,XLB,2002-04,1.1592778460325803,8.193399243647658,12.740100516795438,5.682261231978492,,上升段(未見頂)
main_12_1,2002-05,XLP,2002-04,2.2286836988299363,4.519055266110827,-0.9925112029590677,-0.25766366057097256,,上升段(未見頂)
main_12_1,2002-06,XLY,2002-05,0.0800735865555513,1.2343293010797618,12.385357136265561,1.9583937070136725,,上升段(未見頂)
main_12_1,2002-06,XLB,2002-05,5.584358777191922,6.547903352560414,13.88082932723329,5.230836769568015,,上升段(未見頂)
main_12_1,2002-06,XLP,2002-05,-0.5239848455805496,0.005718520288344742,1.6769359746994228,-3.1067133735166785,,上升段(未見頂)
main_12_1,2002-07,XLB,2002-06,6.130030049966639,13.355760332009336,25.295808627315775,-2.646402726678576,,上升段(未見頂)
main_12_1,2002-07,XLY,2002-06,2.282118678699141,5.6455716421123014,10.574458150088152,-3.717194648962141,,上升段(未見頂)
main_12_1,2002-07,XLP,2002-06,-3.0330569106716387,-1.3913863093151124,1.1341185653774177,3.4358935262459256,,上升段(未見頂)
main_12_1,2002-08,XLB,2002-07,-3.755113512030195,7.848854976178843,16.685342244079738,-1.5340176736540756,,上升段(未見頂)
main_12_1,2002-08,XLV,2002-07,5.418974868824478,7.7908069944641944,24.054940039963668,0.5395728007615563,,上升段(未見頂)
main_12_1,2002-08,XLY,2002-07,-4.4055184637822435,-2.1456461459590126,1.3366255340580668,1.2829774220163515,,上升段(未見頂)
main_12_1,2002-10,XLV,2002-09,4.793493081139011,10.787363248374682,19.5429511849365,-3.5186500297728074,,上升段(未見頂)
main_12_1,2002-10,XLY,2002-09,1.7540793885296502,-0.47017936319778686,5.148847966118764,-1.2215960230116396,,上升段(未見頂)
main_12_1,2002-10,XLB,2002-09,-2.7861554538352706,-7.565846764346428,4.779437206729731,-3.602454295852242,,上升段(未見頂)
main_12_1,2002-11,XLV,2002-10,-2.2147020095464875,2.76494665499436,10.771165306849051,-3.359613933961536,,上升段(未見頂)
main_12_1,2002-11,XLY,2002-10,-1.3668484662098912,2.6935835964687183,0.490142677883898,0.48270897166080573,,上升段(未見頂)
main_12_1,2002-11,XLB,2002-10,-2.3273980235612335,-6.194660438987187,1.1679846230688185,6.141970992051693,,上升段(未見頂)
main_12_1,2002-12,XLV,2002-11,-2.8991506878842777,-0.4982064585813406,5.451501270120085,2.8866603815655423,,上升段(未見頂)
main_12_1,2002-12,XLY,2002-11,-1.4505466273024181,-1.092560499922579,-1.0467491144988683,-3.7598774507091037,,上升段(未見頂)
main_12_1,2002-12,XLF,2002-11,-2.302678390291679,-2.5862088798601524,1.3862065805537283,0.07300193912439523,,上升段(未見頂)
main_12_1,2003-01,XLV,2002-12,2.0125654407237903,-3.138707121308293,7.3100723885882735,2.3023769161731766,,上升段(未見頂)
main_12_1,2003-01,XLB,2002-12,1.1412666662322435,4.243599535077558,-3.643311467385346,-3.1874169395573415,,上升段(未見頂)
main_12_1,2003-01,XLF,2002-12,0.2523946666441512,-1.2277177976708464,-1.6532857608518747,1.2360141492387955,,上升段(未見頂)
main_12_1,2003-02,XLV,2003-01,2.1740668660252593,1.208590848527047,4.006954395760309,-1.0500035230873839,,上升段(未見頂)
main_12_1,2003-02,XLB,2003-01,-2.5942207193605626,3.9588261422843107,-2.4810701335872487,-1.4797842826871577,,上升段(未見頂)
main_12_1,2003-02,XLE,2003-01,-0.04951261671557461,3.9338934891271604,2.294531946740852,3.590377543182921,,上升段(未見頂)
main_12_1,2003-07,XLK,2003-06,-0.35339631900529467,3.2373396882042993,3.440719794050895,1.908227826374187,,上升段(未見頂)
main_12_1,2003-07,XLV,2003-06,3.316062945418885,-4.795186423317421,-0.37160334796076944,-3.1976230838731023,,上升段(未見頂)
main_12_1,2003-07,XLF,2003-06,-0.6348098815794567,2.7485860339331314,0.9971848694473318,3.467299935810586,,上升段(未見頂)
main_12_1,2003-08,XLK,2003-07,1.2790092087404892,3.8875932467234753,4.662182261113057,3.6767937928317673,,上升段(未見頂)
main_12_1,2003-08,XLY,2003-07,0.04209852330132602,0.2642350888980127,6.424835033800713,3.3165825536539906,,上升段(未見頂)
main_12_1,2003-08,XLU,2003-07,-8.343160395514214,-4.051220414297041,-3.3240213709801125,-1.4584480126240251,,上升段(未見頂)
main_12_1,2003-09,XLK,2003-08,2.655392464532924,3.60094401474782,5.482147163894613,-0.2344828835253776,,上升段(未見頂)
main_12_1,2003-09,XLB,2003-08,0.6959492474301721,6.518260790245556,5.073927110061782,-3.4359597822494203,,上升段(未見頂)
main_12_1,2003-09,XLY,2003-08,2.9864187403059628,3.4218418512580007,8.61199151564589,-3.7657303034890233,,上升段(未見頂)
main_12_1,2003-10,XLK,2003-09,0.22543927367655314,4.202749912951376,7.576146892083613,1.8864995051528055,,上升段(未見頂)
main_12_1,2003-10,XLB,2003-09,-3.4513893698748466,3.007950466842546,1.0406015459689,3.382986968981938,,上升段(未見頂)
main_12_1,2003-10,XLY,2003-09,-3.7221542759325765,-0.8051526553057742,2.38612708718855,3.417652874255439,,上升段(未見頂)
main_12_1,2003-11,XLU,2003-10,-4.430623625444352,1.3518861288866146,-2.7541021722419234,-0.949963665437159,,上升段(未見頂)
main_12_1,2003-11,XLK,2003-10,1.8771786711412553,4.818187439276778,8.893092215504028,0.07207001124145407,,上升段(未見頂)
main_12_1,2003-11,XLB,2003-10,3.963329975939578,1.0737107621834996,4.495594997317065,1.8456278305081897,,上升段(未見頂)
main_12_1,2003-12,XLU,2003-11,-0.8560360293615843,0.5592915874225612,-7.6333118318931525,1.367629462378006,,上升段(未見頂)
main_12_1,2003-12,XLY,2003-11,-0.19267786934289433,-0.4890572393155379,2.91604984665097,-1.4552041077098732,,上升段(未見頂)
main_12_1,2003-12,XLF,2003-11,-1.4444090445417501,2.0273714295462986,0.6322692716315137,-0.9263587672535545,,上升段(未見頂)
main_12_1,2004-01,XLK,2003-12,-1.8049283270753502,0.369928306910805,4.588225381458866,2.595894663945697,,上升段(未見頂)
main_12_1,2004-01,XLY,2003-12,-0.9769099466492404,2.3483748745930733,1.5243142166279755,-2.7661387388354775,,上升段(未見頂)
main_12_1,2004-01,XLB,2003-12,4.543195721131776,9.94052259999878,13.247479062794554,-6.595972163991471,,上升段(未見頂)
main_12_1,2004-02,XLB,2004-01,-6.274176641864571,-0.8855718310166072,0.17863045111039533,4.036312710712009,,上升段(未見頂)
main_12_1,2004-02,XLK,2004-01,2.2474005422498777,0.7346728271803826,5.588258180336125,-4.378697828530564,,上升段(未見頂)
main_12_1,2004-02,XLY,2004-01,-2.4992878049096,-3.637809009804527,-1.05472508722102,0.9705332571970926,,上升段(未見頂)
main_12_1,2004-03,XLK,2004-02,-3.8460039187452,-3.4595530794778395,-1.0988831706401303,-0.5167960615659162,,上升段(未見頂)
main_12_1,2004-03,XLI,2004-02,-2.0688445219186224,-1.5242866677590339,-1.5400858713516707,0.8158978001996608,,上升段(未見頂)
main_12_1,2004-03,XLB,2004-02,3.8050217558049493,1.7122823665595366,3.2717303045797452,-0.44308615422623543,,上升段(未見頂)
main_12_1,2004-04,XLB,2004-03,-0.9943907143257436,-3.675352393094511,5.899820971639103,-3.5535427590781543,,上升段(未見頂)
main_12_1,2004-04,XLF,2004-03,0.16534896782947062,2.937186010947701,2.4798143225792657,-3.555563814036511,,上升段(未見頂)
main_12_1,2004-04,XLK,2004-03,-1.3490371048873295,-3.011343799853572,-2.6525553060768314,-2.2440654237328994,,上升段(未見頂)
main_12_1,2004-05,XLE,2004-04,3.6655971627661543,8.414264548649397,16.6895611950715,-0.644540976879604,,上升段(未見頂)
main_12_1,2004-05,XLB,2004-04,-2.791395012857012,-0.09600039504307212,-0.9807220736035238,1.5042870289021515,,上升段(未見頂)
main_12_1,2004-05,XLK,2004-04,-1.9644710582607972,-7.006592231155184,-6.323394933208437,1.0192663707775385,,上升段(未見頂)
main_12_1,2004-06,XLE,2004-05,-1.980053260857284,2.3331998255042397,14.730401291229601,3.684590686889977,,上升段(未見頂)
main_12_1,2004-06,XLB,2004-05,1.078154898496786,-2.720390822667562,-1.0546892284660658,3.1781056530721274,,上升段(未見頂)
main_12_1,2004-06,XLI,2004-05,0.7371038569965238,2.746442209195954,1.1802918890044367,5.249032360795058,,上升段(未見頂)
main_12_1,2004-07,XLE,2004-06,4.306806209144254,5.989236530953201,11.141459596052838,6.401745218477983,,上升段(未見頂)
main_12_1,2004-07,XLB,2004-06,3.1098436908087557,1.3122929998380162,-2.4112907854304644,0.7529334074596883,,上升段(未見頂)
main_12_1,2004-07,XLI,2004-06,4.243906968685596,6.997064529523578,3.8952479415036434,0.00950059586655172,,上升段(未見頂)
main_12_1,2004-08,XLE,2004-07,6.513005073931533,8.900468403980133,18.06364191020937,-2.228253360495336,,上升段(未見頂)
main_12_1,2004-08,XLI,2004-07,0.44484756069917974,5.4794374507136645,5.357635470056699,-0.0052745625228167725,,上升段(未見頂)
main_12_1,2004-08,XLB,2004-07,0.975492802331579,5.2382010208448015,5.13717193212857,1.3079735261045444,,上升段(未見頂)
main_12_1,2004-09,XLE,2004-08,-1.780115919267844,9.122599417869392,11.668647717072812,8.366125387268664,,上升段(未見頂)
main_12_1,2004-09,XLU,2004-08,3.810107327518897,8.764922427536149,8.148208564953263,-1.0471229504614321,,上升段(未見頂)
main_12_1,2004-09,XLI,2004-08,-0.17142255374728022,4.528140946791814,7.398945930242351,-0.3542187252581597,,上升段(未見頂)
main_12_1,2004-10,XLE,2004-09,8.672178960268372,13.689519251225768,20.49865347008526,-0.30213747833602866,,上升段(未見頂)
main_12_1,2004-10,XLB,2004-09,2.9852683401787816,5.481303229909318,6.865526988333315,-1.485501364067865,,上升段(未見頂)
main_12_1,2004-10,XLI,2004-09,1.1346132579704404,1.410369360043462,8.506118343793911,0.7213677126847173,,上升段(未見頂)
main_12_1,2004-11,XLE,2004-10,-0.6784987906141682,6.013474279196007,15.449170061377448,1.4400927317094414,,上升段(未見頂)
main_12_1,2004-11,XLU,2004-10,3.5362150468997378,7.088414184114877,11.637526120960517,-1.0282671548596634,,上升段(未見頂)
main_12_1,2004-11,XLB,2004-10,-2.203806466667446,2.1601346874749128,7.511487905570635,3.524171590012304,,上升段(未見頂)
main_12_1,2004-12,XLE,2004-11,2.195019574036672,10.304030395403307,20.366625230140855,-6.488646973742284,,上升段(未見頂)
main_12_1,2004-12,XLU,2004-11,0.0019072024209920713,3.1599516982238285,12.20184144085692,-0.5598646827440934,,上升段(未見頂)
main_12_1,2004-12,XLI,2004-11,1.748774585051538,2.6323717103186928,7.279710158397212,-0.7245820467957076,,上升段(未見頂)
main_12_1,2005-01,XLE,2004-12,-5.662292634711486,-4.245691581670408,8.862612903134925,7.321250225939446,,上升段(未見頂)
main_12_1,2005-01,XLU,2004-12,-0.5330348837881305,2.986295022998098,11.733528240124702,5.2409230408953285,,上升段(未見頂)
main_12_1,2005-01,XLI,2004-12,-0.5135785449215113,0.9597709229618889,2.383676598029405,-0.31704475921153774,,上升段(未見頂)
main_12_1,2005-02,XLE,2005-01,5.7577399233813775,1.9593856611178184,8.090687093075388,13.690038109502156,,上升段(未見頂)
main_12_1,2005-02,XLU,2005-01,4.460595393307365,3.9057656355318437,11.271036664954037,-0.0681618073341772,,上升段(未見頂)
main_12_1,2005-02,XLB,2005-01,-0.8375827645207612,0.9898169371266752,3.171333003602972,6.696215956710105,,上升段(未見頂)
main_12_1,2005-03,XLE,2005-02,14.38646395760339,14.12271989062608,25.88195963621718,1.026038189531131,,上升段(未見頂)
main_12_1,2005-03,XLU,2005-02,0.05336118013861135,3.9592282653887034,7.244289664421233,3.224770148592049,,上升段(未見頂)
main_12_1,2005-03,XLI,2005-02,-0.9123655608495596,-1.983996616860273,0.5961489277825249,1.1562020993439615,,上升段(未見頂)
main_12_1,2005-04,XLE,2005-03,-0.08145340126867184,20.874002812169266,15.742065450344933,-4.611572841266664,,上升段(未見頂)
main_12_1,2005-04,XLU,2005-03,2.9898864974255757,7.641256641369787,10.855742131143643,4.947043401328388,,上升段(未見頂)
main_12_1,2005-04,XLB,2005-03,-0.843939946453709,3.8982459695289906,3.481007223753463,-4.473178989330339,,上升段(未見頂)
main_12_1,2005-05,XLE,2005-04,-3.6058957784550483,10.171995290300151,12.330689568585695,0.559484341418881,,上升段(未見頂)
main_12_1,2005-05,XLU,2005-04,5.055615350961684,8.25439402324526,12.48255694395841,-3.2370373769500027,,上升段(未見頂)
main_12_1,2005-05,XLB,2005-04,-5.355555565113567,-0.83549754344866,0.14604949748369123,-3.6504030246106156,,上升段(未見頂)
main_12_1,2005-06,XLE,2005-05,-0.4220404194326344,-4.0909027663082025,9.454070385634306,6.165476047564411,,上升段(未見頂)
main_12_1,2005-06,XLU,2005-05,-3.1862970335529206,4.749192072716246,8.896451693025508,5.723673725515166,,上升段(未見頂)
main_12_1,2005-06,XLB,2005-05,-3.7443627605306062,-9.668221362881235,-6.887043396390546,-2.1298635316713277,,上升段(未見頂)
main_12_1,2005-07,XLE,2005-06,6.81739547066984,2.5311147647964605,23.933462544148565,3.7695899016182866,,上升段(未見頂)
main_12_1,2005-07,XLU,2005-06,5.793169490511119,7.600361625993068,15.822381404877195,-1.3331752108193262,,上升段(未見頂)
main_12_1,2005-07,XLI,2005-06,-2.7814174866577224,-4.585995340421755,-4.286536490070447,-0.3560300178179432,,上升段(未見頂)
main_12_1,2005-08,XLE,2005-07,3.140250268117595,9.706759791088615,20.86612623017907,8.335309599067141,,上升段(未見頂)
main_12_1,2005-08,XLU,2005-07,-1.5183925389760655,0.8671125376285671,9.193081446354668,0.90385452288686,,上升段(未見頂)
main_12_1,2005-08,XLV,2005-07,-1.5124226291693965,-4.038956855466402,3.431549216527796,0.2754550195773753,33.64271047227926,已見頂(下降段)
main_12_1,2005-09,XLE,2005-08,7.393401462765703,18.31716724312953,13.476926975362847,4.87538535407821,,上升段(未見頂)
main_12_1,2005-09,XLU,2005-08,1.6033083761443745,5.8572498122890115,10.88461392876967,4.32119740583754,,上升段(未見頂)
main_12_1,2005-09,XLK,2005-08,-0.012742856144121184,0.30240128122909216,2.0345223031574156,-0.8342783478048399,19.351129363449694,已見頂(下降段)
main_12_1,2005-10,XLE,2005-09,5.440164504771605,16.79166602858868,19.747797131490042,-8.221630226803756,,上升段(未見頂)
main_12_1,2005-10,XLU,2005-09,3.3984277243649164,3.46105751938679,11.324472032936894,-4.721191262062508,,上升段(未見頂)
main_12_1,2005-10,XLK,2005-09,-0.5582326218725675,1.197365187521382,1.5949046594673,-0.31860997154716797,20.33675564681725,已見頂(下降段)
main_12_1,2005-11,XLE,2005-10,-6.833271772200311,5.498070635581898,15.738514936410851,-1.6490101927610246,,上升段(未見頂)
main_12_1,2005-11,XLU,2005-10,-4.1314688903283265,0.7158581907019679,1.5891780244537523,-4.7967503917910825,,上升段(未見頂)
main_12_1,2005-11,XLV,2005-10,-0.714032770082107,-1.466173437426599,-5.445912180329038,-2.7052037800612494,36.73100616016427,已見頂(下降段)
main_12_1,2005-12,XLE,2005-11,-2.7778560058116075,-4.49367954885278,13.00037289594309,1.7586032535093166,,上升段(未見頂)
main_12_1,2005-12,XLU,2005-11,-4.362482449692717,-5.197824664840511,0.35497557202401886,1.440170009438413,,上升段(未見頂)
main_12_1,2005-12,XLV,2005-11,-3.0439203025563466,-5.0318333586873765,-6.549371257947733,2.985169480658967,37.71663244353183,已見頂(下降段)
main_12_1,2006-01,XLE,2005-12,1.9947580172734236,-7.6144836335673265,7.898583733471187,11.448482081474332,,上升段(未見頂)
main_12_1,2006-01,XLU,2005-12,1.0525419167050076,-7.348680171530497,-4.141964699796152,0.11511980083207529,,上升段(未見頂)
main_12_1,2006-01,XLF,2005-12,0.21214356643195487,6.145123321867518,3.150407497741514,-1.3745499615943402,,上升段(未見頂)
main_12_1,2006-02,XLE,2006-01,11.921660823979007,10.983187072214285,17.085121091064615,-8.872520964146391,,上升段(未見頂)
main_12_1,2006-02,XLU,2006-01,0.01924722727437711,-3.3372561716232485,-2.645288002570567,-0.6411533002793735,,上升段(未見頂)
