event_id,event,籃子,口徑,窗口,n,成熟數,中位,平均,Q1,Q3,四分位距,前20均,後20均,前後20差距,贏家比例,最好,最差,標準差,備註
E11,2018-03 劍橋分析私隱風暴殺社交平台,新聞點名,衝擊低點,12m,2,2,-0.1411,-0.1411,-0.2225,-0.0597,0.1628,0.0217,-0.304,0.3257,0.5,0.0217,-0.304,0.2303,
E11,2018-03 劍橋分析私隱風暴殺社交平台,新聞點名,衝擊結束日(新聞),3m,2,2,0.0004,0.0004,-0.1138,0.1147,0.2286,0.229,-0.2281,0.4571,0.5,0.229,-0.2281,0.3232,
E11,2018-03 劍橋分析私隱風暴殺社交平台,新聞點名,衝擊結束日(新聞),6m,2,2,-0.2651,-0.2651,-0.3822,-0.148,0.2342,-0.0309,-0.4993,0.4684,0.0,-0.0309,-0.4993,0.3312,
E11,2018-03 劍橋分析私隱風暴殺社交平台,新聞點名,衝擊結束日(新聞),12m,2,2,-0.1969,-0.1969,-0.2867,-0.107,0.1797,-0.0171,-0.3766,0.3594,0.0,-0.0171,-0.3766,0.2542,
E11,2018-03 劍橋分析私隱風暴殺社交平台,同SIC全體,衝擊低點,3m,250,250,0.0484,0.0887,-0.0434,0.1708,0.2142,0.4666,-0.2013,0.6679,0.648,2.2931,-0.8487,0.2822,
E11,2018-03 劍橋分析私隱風暴殺社交平台,同SIC全體,衝擊低點,6m,250,250,0.0104,0.0324,-0.1581,0.1743,0.3324,0.5351,-0.3701,0.9052,0.536,2.3054,-0.8251,0.3563,
E11,2018-03 劍橋分析私隱風暴殺社交平台,同SIC全體,衝擊低點,12m,250,250,0.0258,0.107,-0.2016,0.2569,0.4584,0.9248,-0.4668,1.3916,0.532,6.2023,-0.9831,0.6634,
E11,2018-03 劍橋分析私隱風暴殺社交平台,同SIC全體,衝擊結束日(新聞),3m,250,250,0.037,0.0637,-0.0626,0.1399,0.2026,0.4217,-0.2241,0.6458,0.592,2.2652,-0.8444,0.2743,
E11,2018-03 劍橋分析私隱風暴殺社交平台,同SIC全體,衝擊結束日(新聞),6m,250,250,0.0273,0.0583,-0.1327,0.1832,0.3158,0.5916,-0.3593,0.9509,0.552,2.4436,-0.8067,0.3815,
E11,2018-03 劍橋分析私隱風暴殺社交平台,同SIC全體,衝擊結束日(新聞),12m,250,250,0.039,0.1137,-0.2131,0.2512,0.4643,0.9394,-0.468,1.4074,0.56,5.2924,-0.983,0.6488,
E12,2019-05 華為實體清單殺半導體,新聞點名,衝擊低點,3m,8,8,0.0771,0.1135,0.0468,0.1625,0.1157,0.2708,0.0141,0.2568,1.0,0.2763,0.009,0.1041,
E12,2019-05 華為實體清單殺半導體,新聞點名,衝擊低點,6m,8,8,0.2227,0.2685,0.1906,0.3233,0.1327,0.4563,0.152,0.3042,1.0,0.4943,0.1252,0.127,
E12,2019-05 華為實體清單殺半導體,新聞點名,衝擊低點,12m,8,8,0.457,0.4119,0.2958,0.5831,0.2874,0.6272,0.1017,0.5255,1.0,0.6421,0.0699,0.2208,
E12,2019-05 華為實體清單殺半導體,新聞點名,衝擊結束日(新聞),3m,8,8,0.1121,0.1413,0.0762,0.2135,0.1373,0.2591,0.0482,0.2108,1.0,0.282,0.0479,0.089,
E12,2019-05 華為實體清單殺半導體,新聞點名,衝擊結束日(新聞),6m,8,8,0.252,0.2857,0.2051,0.3717,0.1665,0.4685,0.1307,0.3378,1.0,0.5495,0.0906,0.145,
E12,2019-05 華為實體清單殺半導體,新聞點名,衝擊結束日(新聞),12m,8,8,0.4359,0.4111,0.2029,0.5729,0.37,0.7512,0.0589,0.6923,1.0,0.8926,0.0142,0.2895,
E12,2019-05 華為實體清單殺半導體,同SIC全體,衝擊低點,3m,172,172,-0.003,0.0096,-0.1219,0.1134,0.2353,0.3801,-0.3193,0.6993,0.4884,2.3666,-0.7634,0.3009,
E12,2019-05 華為實體清單殺半導體,同SIC全體,衝擊低點,6m,172,172,0.0161,0.0117,-0.2086,0.2194,0.428,0.4577,-0.4307,0.8884,0.5291,1.1948,-0.6606,0.3214,
E12,2019-05 華為實體清單殺半導體,同SIC全體,衝擊低點,12m,172,172,0.0143,0.1285,-0.23,0.352,0.582,0.9538,-0.4499,1.4037,0.5058,2.469,-0.7539,0.5258,
E12,2019-05 華為實體清單殺半導體,同SIC全體,衝擊結束日(新聞),3m,172,172,-0.0003,0.027,-0.1233,0.1228,0.2461,0.4245,-0.3029,0.7274,0.5,2.7056,-0.7305,0.3287,
E12,2019-05 華為實體清單殺半導體,同SIC全體,衝擊結束日(新聞),6m,172,172,0.0114,0.019,-0.2011,0.2212,0.4223,0.4876,-0.4233,0.9108,0.5174,1.7638,-0.6712,0.3389,
E12,2019-05 華為實體清單殺半導體,同SIC全體,衝擊結束日(新聞),12m,172,172,-0.0149,0.1142,-0.2407,0.3414,0.5821,0.9638,-0.4687,1.4325,0.4884,2.7377,-0.7452,0.5409,
E13,2022-01 利率衝擊殺未獲利軟件股,新聞點名,衝擊低點,3m,14,14,-0.1317,-0.132,-0.261,0.0043,0.2653,0.1463,-0.4148,0.5611,0.2857,0.2584,-0.4767,0.2097,
E13,2022-01 利率衝擊殺未獲利軟件股,新聞點名,衝擊低點,6m,14,14,-0.2053,-0.2453,-0.3904,-0.1263,0.2641,0.0123,-0.5413,0.5536,0.0714,0.159,-0.5659,0.2099,
E13,2022-01 利率衝擊殺未獲利軟件股,新聞點名,衝擊低點,12m,14,14,-0.3574,-0.3618,-0.4354,-0.2425,0.1929,-0.1696,-0.5871,0.4175,0.0,-0.1318,-0.6599,0.1602,
E13,2022-01 利率衝擊殺未獲利軟件股,新聞點名,衝擊結束日(新聞),3m,14,14,-0.1395,-0.1207,-0.2872,0.0017,0.2889,0.1942,-0.4126,0.6067,0.2857,0.3219,-0.5007,0.2298,
E13,2022-01 利率衝擊殺未獲利軟件股,新聞點名,衝擊結束日(新聞),6m,14,14,-0.2055,-0.2502,-0.4056,-0.129,0.2766,0.0354,-0.5678,0.6032,0.1429,0.1999,-0.6164,0.2292,
E13,2022-01 利率衝擊殺未獲利軟件股,新聞點名,衝擊結束日(新聞),12m,14,14,-0.3708,-0.3618,-0.4629,-0.2339,0.229,-0.135,-0.6134,0.4783,0.0,-0.0835,-0.6961,0.1819,
E13,2022-01 利率衝擊殺未獲利軟件股,同SIC全體,衝擊低點,3m,391,391,-0.0684,-0.0681,-0.1963,0.0599,0.2562,0.2261,-0.3593,0.5854,0.3478,1.9162,-0.8586,0.2252,
E13,2022-01 利率衝擊殺未獲利軟件股,同SIC全體,衝擊低點,6m,391,391,-0.1396,-0.1262,-0.3111,0.0361,0.3472,0.2945,-0.5243,0.8188,0.2992,1.944,-0.9313,0.3047,
E13,2022-01 利率衝擊殺未獲利軟件股,同SIC全體,衝擊低點,12m,391,391,-0.14,-0.1335,-0.4036,0.086,0.4896,0.4172,-0.6424,1.0596,0.3376,1.8141,-0.9797,0.3898,
E13,2022-01 利率衝擊殺未獲利軟件股,同SIC全體,衝擊結束日(新聞),3m,391,391,-0.0823,-0.098,-0.229,0.0397,0.2687,0.1832,-0.3946,0.5778,0.3146,0.9447,-0.856,0.2107,
E13,2022-01 利率衝擊殺未獲利軟件股,同SIC全體,衝擊結束日(新聞),6m,391,391,-0.1418,-0.1368,-0.3099,0.0393,0.3491,0.2715,-0.5373,0.8088,0.3069,2.2086,-0.9399,0.3056,
E13,2022-01 利率衝擊殺未獲利軟件股,同SIC全體,衝擊結束日(新聞),12m,391,391,-0.1615,-0.1614,-0.4489,0.0571,0.506,0.3822,-0.6696,1.0519,0.3095,1.6237,-0.9825,0.385,
E14,2023-05 生成式 AI 殺教育科技,新聞點名,衝擊低點,3m,2,2,-0.0048,-0.0048,-0.0375,0.0279,0.0654,0.0606,-0.0703,0.1309,0.5,0.0606,-0.0703,0.0925,
E14,2023-05 生成式 AI 殺教育科技,新聞點名,衝擊低點,6m,2,2,-0.0561,-0.0561,-0.1747,0.0624,0.2371,0.181,-0.2932,0.4742,0.5,0.181,-0.2932,0.3353,
E14,2023-05 生成式 AI 殺教育科技,新聞點名,衝擊低點,12m,2,2,-0.0147,-0.0147,-0.3047,0.2753,0.58,0.5653,-0.5947,1.16,0.5,0.5653,-0.5947,0.8202,
E14,2023-05 生成式 AI 殺教育科技,新聞點名,衝擊結束日(新聞),3m,2,2,0.0204,0.0204,0.0121,0.0287,0.0166,0.037,0.0038,0.0331,1.0,0.037,0.0038,0.0234,
E14,2023-05 生成式 AI 殺教育科技,新聞點名,衝擊結束日(新聞),6m,2,2,-0.0192,-0.0192,-0.1145,0.076,0.1905,0.1713,-0.2097,0.381,0.5,0.1713,-0.2097,0.2694,
E14,2023-05 生成式 AI 殺教育科技,新聞點名,衝擊結束日(新聞),12m,2,2,0.013,0.013,-0.2822,0.3083,0.5905,0.6035,-0.5774,1.1809,0.5,0.6035,-0.5774,0.8351,
E14,2023-05 生成式 AI 殺教育科技,同SIC全體,衝擊低點,3m,33,33,-0.1421,-0.0814,-0.2408,0.0309,0.2717,0.2791,-0.3669,0.646,0.3333,0.5125,-0.4715,0.2356,
E14,2023-05 生成式 AI 殺教育科技,同SIC全體,衝擊低點,6m,33,33,-0.2465,-0.1205,-0.401,0.1923,0.5933,0.4327,-0.5647,0.9974,0.303,0.5572,-0.8734,0.3733,
E14,2023-05 生成式 AI 殺教育科技,同SIC全體,衝擊低點,12m,33,33,-0.3025,-0.1172,-0.5718,0.2712,0.843,0.8011,-0.7848,1.5859,0.4242,1.1607,-0.8881,0.5956,
E14,2023-05 生成式 AI 殺教育科技,同SIC全體,衝擊結束日(新聞),3m,33,33,-0.104,-0.0666,-0.2352,0.0788,0.314,0.3045,-0.3646,0.6691,0.3333,0.636,-0.4538,0.2492,
E14,2023-05 生成式 AI 殺教育科技,同SIC全體,衝擊結束日(新聞),6m,33,33,-0.2097,-0.1149,-0.3928,0.1939,0.5867,0.4335,-0.5562,0.9898,0.3333,0.5248,-0.8732,0.367,
E14,2023-05 生成式 AI 殺教育科技,同SIC全體,衝擊結束日(新聞),12m,33,33,-0.2774,-0.0974,-0.5679,0.2827,0.8506,0.8623,-0.7918,1.6541,0.3939,1.3479,-0.9056,0.622,
E15,2026-02 AI 代理殺應用軟件(SaaSpocalypse),新聞點名,衝擊低點,3m,24,24,-0.0131,0.0474,-0.1227,0.1054,0.2281,0.4669,-0.1819,0.6488,0.5,0.9558,-0.2228,0.2825,
E15,2026-02 AI 代理殺應用軟件(SaaSpocalypse),新聞點名,衝擊低點,6m,24,24,0.1858,0.2815,-0.0139,0.5353,0.5493,0.856,-0.1112,0.9672,0.7083,1.088,-0.18,0.366,
E15,2026-02 AI 代理殺應用軟件(SaaSpocalypse),新聞點名,衝擊低點,12m,0,0,,,,,,,,,,,,,無成熟樣本
E15,2026-02 AI 代理殺應用軟件(SaaSpocalypse),新聞點名,衝擊結束日(新聞),3m,24,24,-0.0493,0.0269,-0.1461,0.1236,0.2697,0.4112,-0.2039,0.6151,0.4167,0.8518,-0.2542,0.2625,
E15,2026-02 AI 代理殺應用軟件(SaaSpocalypse),新聞點名,衝擊結束日(新聞),6m,24,24,0.1886,0.2685,-0.0338,0.5184,0.5522,0.8276,-0.1404,0.9681,0.6667,1.0717,-0.1893,0.3659,
E15,2026-02 AI 代理殺應用軟件(SaaSpocalypse),新聞點名,衝擊結束日(新聞),12m,0,0,,,,,,,,,,,,,無成熟樣本
E15,2026-02 AI 代理殺應用軟件(SaaSpocalypse),同SIC全體,衝擊低點,3m,590,590,-0.0858,-0.0062,-0.2066,0.0967,0.3033,0.594,-0.4237,1.0177,0.3678,3.4428,-0.9936,0.4299,
E15,2026-02 AI 代理殺應用軟件(SaaSpocalypse),同SIC全體,衝擊低點,6m,590,590,-0.0571,0.0766,-0.2642,0.2611,0.5252,1.0589,-0.5931,1.6519,0.461,18.2919,-0.9996,0.9714,
E15,2026-02 AI 代理殺應用軟件(SaaSpocalypse),同SIC全體,衝擊低點,12m,0,0,,,,,,,,,,,,,無成熟樣本
E15,2026-02 AI 代理殺應用軟件(SaaSpocalypse),同SIC全體,衝擊結束日(新聞),3m,590,590,-0.0926,-0.0177,-0.212,0.0868,0.2988,0.5689,-0.4304,0.9994,0.3525,3.4246,-0.9951,0.4185,
E15,2026-02 AI 代理殺應用軟件(SaaSpocalypse),同SIC全體,衝擊結束日(新聞),6m,590,590,-0.0565,0.0552,-0.2848,0.229,0.5137,1.0097,-0.6044,1.6141,0.4322,17.6162,-0.9996,0.9394,
E15,2026-02 AI 代理殺應用軟件(SaaSpocalypse),同SIC全體,衝擊結束日(新聞),12m,0,0,,,,,,,,,,,,,無成熟樣本
E16,"2020-03 疫情加油價戰殺旅遊休閒與能源(另列,不入主樣本)",新聞點名,衝擊低點,3m,22,22,0.4057,0.6404,0.1042,0.8379,0.7337,2.0415,-0.0239,2.0654,0.9091,3.024,-0.1091,0.8489,
E16,"2020-03 疫情加油價戰殺旅遊休閒與能源(另列,不入主樣本)",新聞點名,衝擊低點,6m,22,22,0.1776,0.7949,0.0162,0.8404,0.8241,3.4821,-0.1234,3.6055,0.7727,7.4968,-0.2225,1.7494,
E16,"2020-03 疫情加油價戰殺旅遊休閒與能源(另列,不入主樣本)",新聞點名,衝擊低點,12m,22,22,0.6975,1.4786,0.3349,1.515,1.1801,5.193,0.1274,5.0656,0.9545,10.6448,-0.0458,2.4058,
E16,"2020-03 疫情加油價戰殺旅遊休閒與能源(另列,不入主樣本)",新聞點名,衝擊結束日(新聞),3m,22,22,0.019,0.1621,-0.1501,0.3806,0.5307,0.8884,-0.2117,1.1001,0.5455,1.2678,-0.2842,0.4264,
E16,"2020-03 疫情加油價戰殺旅遊休閒與能源(另列,不入主樣本)",新聞點名,衝擊結束日(新聞),6m,22,22,-0.136,0.1736,-0.2232,0.2155,0.4387,1.5372,-0.2768,1.8141,0.2727,3.1092,-0.3529,0.8144,
E16,"2020-03 疫情加油價戰殺旅遊休閒與能源(另列,不入主樣本)",新聞點名,衝擊結束日(新聞),12m,22,22,0.1491,0.5754,0.0337,0.7944,0.7608,2.2365,-0.066,2.3025,0.8636,3.8647,-0.1852,0.9679,
E16,"2020-03 疫情加油價戰殺旅遊休閒與能源(另列,不入主樣本)",同SIC全體,衝擊低點,3m,143,143,0.2374,0.4275,0.0369,0.6637,0.6268,1.394,-0.1494,1.5434,0.8182,3.9873,-0.555,0.6599,
E16,"2020-03 疫情加油價戰殺旅遊休閒與能源(另列,不入主樣本)",同SIC全體,衝擊低點,6m,143,143,0.1181,0.3172,-0.1083,0.4179,0.5261,1.4593,-0.3257,1.785,0.6224,7.4968,-0.6355,0.8925,
E16,"2020-03 疫情加油價戰殺旅遊休閒與能源(另列,不入主樣本)",同SIC全體,衝擊低點,12m,143,143,0.5715,1.7487,0.1957,1.5377,1.342,6.5426,-0.0723,6.6149,0.8811,81.5022,-0.4873,6.9334,
E16,"2020-03 疫情加油價戰殺旅遊休閒與能源(另列,不入主樣本)",同SIC全體,衝擊結束日(新聞),3m,143,143,0.1406,0.2482,-0.044,0.3141,0.3581,1.022,-0.2044,1.2264,0.6853,3.2298,-0.4459,0.4953,
E16,"2020-03 疫情加油價戰殺旅遊休閒與能源(另列,不入主樣本)",同SIC全體,衝擊結束日(新聞),6m,143,143,-0.0304,0.0817,-0.2104,0.2603,0.4707,0.8107,-0.3772,1.1879,0.4476,3.1092,-0.6246,0.5123,
E16,"2020-03 疫情加油價戰殺旅遊休閒與能源(另列,不入主樣本)",同SIC全體,衝擊結束日(新聞),12m,143,143,0.413,1.5211,0.0666,1.0847,1.0181,6.2287,-0.1497,6.3784,0.8182,101.3361,-0.506,8.4976,
E01,2013-05 縮減恐慌殺債券替代品,同SIC全體(成交額≥100萬),衝擊低點,3m,181,181,-0.0357,-0.0272,-0.0681,0.0137,0.0818,0.087,-0.1246,0.2116,0.2928,0.3027,-0.3451,0.0777,
E01,2013-05 縮減恐慌殺債券替代品,同SIC全體(成交額≥100萬),衝擊低點,6m,181,181,-0.0822,-0.0634,-0.1305,-0.0101,0.1204,0.1071,-0.1911,0.2982,0.232,0.3987,-0.4338,0.1106,
E01,2013-05 縮減恐慌殺債券替代品,同SIC全體(成交額≥100萬),衝擊低點,12m,181,181,-0.0452,-0.0253,-0.1185,0.0145,0.133,0.2194,-0.2016,0.421,0.2983,1.1581,-0.3921,0.1744,
E01,2013-05 縮減恐慌殺債券替代品,同SIC全體(成交額≥100萬),衝擊結束日(新聞),3m,181,181,-0.0348,-0.028,-0.0743,0.0004,0.0747,0.0785,-0.1109,0.1895,0.2597,0.223,-0.1984,0.0697,
E01,2013-05 縮減恐慌殺債券替代品,同SIC全體(成交額≥100萬),衝擊結束日(新聞),6m,181,181,-0.0925,-0.0837,-0.1588,-0.0159,0.1429,0.0863,-0.2303,0.3166,0.1989,0.3537,-0.423,0.1171,
E01,2013-05 縮減恐慌殺債券替代品,同SIC全體(成交額≥100萬),衝擊結束日(新聞),12m,181,181,-0.039,-0.01,-0.1004,0.0416,0.1419,0.2388,-0.1856,0.4245,0.3702,0.9686,-0.3702,0.1734,
E02,2015-09 藥價風暴殺專科藥與生物科技,同SIC全體(成交額≥100萬),衝擊低點,3m,174,174,-0.0323,-0.0575,-0.1746,0.0553,0.2299,0.2475,-0.3953,0.6428,0.3736,1.0318,-0.8526,0.2436,
E02,2015-09 藥價風暴殺專科藥與生物科技,同SIC全體(成交額≥100萬),衝擊低點,6m,174,174,-0.0779,-0.1063,-0.2457,0.0538,0.2995,0.231,-0.4916,0.7226,0.3276,0.886,-0.8807,0.2705,
E02,2015-09 藥價風暴殺專科藥與生物科技,同SIC全體(成交額≥100萬),衝擊低點,12m,174,174,-0.0594,-0.0798,-0.3009,0.1484,0.4493,0.4315,-0.5991,1.0306,0.4195,1.6182,-0.911,0.3769,
E02,2015-09 藥價風暴殺專科藥與生物科技,同SIC全體(成交額≥100萬),衝擊結束日(新聞),3m,174,174,0.0061,0.0342,-0.0782,0.1378,0.2161,0.3918,-0.2908,0.6826,0.523,1.3272,-0.807,0.2614,
E02,2015-09 藥價風暴殺專科藥與生物科技,同SIC全體(成交額≥100萬),衝擊結束日(新聞),6m,174,174,-0.0996,-0.1165,-0.2508,0.0245,0.2753,0.237,-0.5088,0.7458,0.3276,0.9549,-0.8686,0.2777,
E02,2015-09 藥價風暴殺專科藥與生物科技,同SIC全體(成交額≥100萬),衝擊結束日(新聞),12m,174,174,-0.0512,-0.0389,-0.2844,0.1663,0.4507,0.516,-0.547,1.063,0.4253,1.8838,-0.9094,0.3959,
E03,2017-06 亞馬遜收購全食殺雜貨零售,同SIC全體(成交額≥100萬),衝擊低點,3m,46,46,-0.0328,-0.0159,-0.1121,0.0413,0.1534,0.1791,-0.165,0.3441,0.3913,0.3495,-0.2934,0.1261,
E03,2017-06 亞馬遜收購全食殺雜貨零售,同SIC全體(成交額≥100萬),衝擊低點,6m,46,46,-0.0442,-0.0024,-0.0886,0.0781,0.1667,0.2294,-0.1686,0.398,0.3913,0.5939,-0.2613,0.1532,
E03,2017-06 亞馬遜收購全食殺雜貨零售,同SIC全體(成交額≥100萬),衝擊低點,12m,46,46,-0.0969,0.0067,-0.1992,0.0607,0.2598,0.5806,-0.3068,0.8874,0.3913,2.4517,-0.4906,0.4483,
E03,2017-06 亞馬遜收購全食殺雜貨零售,同SIC全體(成交額≥100萬),衝擊結束日(新聞),3m,46,46,-0.0328,-0.0159,-0.1121,0.0413,0.1534,0.1791,-0.165,0.3441,0.3913,0.3495,-0.2934,0.1261,
E03,2017-06 亞馬遜收購全食殺雜貨零售,同SIC全體(成交額≥100萬),衝擊結束日(新聞),6m,46,46,-0.0442,-0.0024,-0.0886,0.0781,0.1667,0.2294,-0.1686,0.398,0.3913,0.5939,-0.2613,0.1532,
E03,2017-06 亞馬遜收購全食殺雜貨零售,同SIC全體(成交額≥100萬),衝擊結束日(新聞),12m,46,46,-0.0969,0.0067,-0.1992,0.0607,0.2598,0.5806,-0.3068,0.8874,0.3913,2.4517,-0.4906,0.4483,
E04,2021-02 重開輪動殺居家股,同SIC全體(成交額≥100萬),衝擊低點,3m,274,274,0.0106,0.0199,-0.0894,0.1243,0.2136,0.3035,-0.2387,0.5422,0.5292,2.3877,-0.5591,0.2313,
E04,2021-02 重開輪動殺居家股,同SIC全體(成交額≥100萬),衝擊低點,6m,274,274,-0.0519,-0.0557,-0.233,0.1006,0.3336,0.3603,-0.4568,0.8171,0.3905,1.3041,-0.7175,0.2951,
E04,2021-02 重開輪動殺居家股,同SIC全體(成交額≥100萬),衝擊低點,12m,274,274,-0.2455,-0.2442,-0.5142,-0.0069,0.5073,0.2238,-0.6955,0.9193,0.2482,0.73,-0.8928,0.3327,
E04,2021-02 重開輪動殺居家股,同SIC全體(成交額≥100萬),衝擊結束日(新聞),3m,274,274,-0.0488,-0.0507,-0.1556,0.0365,0.1921,0.2054,-0.2961,0.5015,0.3467,2.6756,-0.5498,0.2322,
E04,2021-02 重開輪動殺居家股,同SIC全體(成交額≥100萬),衝擊結束日(新聞),6m,274,274,-0.0766,-0.0959,-0.2946,0.0784,0.373,0.3034,-0.4882,0.7915,0.3832,1.4998,-0.7492,0.2939,
E04,2021-02 重開輪動殺居家股,同SIC全體(成交額≥100萬),衝擊結束日(新聞),12m,274,274,-0.2662,-0.2832,-0.5471,-0.0471,0.5001,0.1619,-0.7351,0.897,0.2117,0.6209,-0.9076,0.3253,
E05,2023-03 地區銀行擠提,同SIC全體(成交額≥100萬),衝擊低點,3m,177,177,0.1141,0.1416,0.0419,0.218,0.176,0.4131,-0.069,0.4821,0.8249,0.9976,-0.3035,0.1828,
E05,2023-03 地區銀行擠提,同SIC全體(成交額≥100萬),衝擊低點,6m,177,177,0.0384,0.0603,-0.0341,0.1349,0.169,0.293,-0.1282,0.4212,0.6554,1.2211,-0.3218,0.1659,
E05,2023-03 地區銀行擠提,同SIC全體(成交額≥100萬),衝擊低點,12m,177,177,0.0698,0.1125,-0.0322,0.2166,0.2489,0.496,-0.1755,0.6715,0.6497,1.9707,-0.6888,0.284,
E05,2023-03 地區銀行擠提,同SIC全體(成交額≥100萬),衝擊結束日(新聞),3m,177,177,0.1005,0.1326,0.0354,0.2044,0.1691,0.3869,-0.0596,0.4465,0.8136,0.9696,-0.2804,0.1745,
E05,2023-03 地區銀行擠提,同SIC全體(成交額≥100萬),衝擊結束日(新聞),6m,177,177,0.053,0.0744,-0.0207,0.149,0.1697,0.3153,-0.1122,0.4275,0.678,1.2085,-0.3176,0.1683,
E05,2023-03 地區銀行擠提,同SIC全體(成交額≥100萬),衝擊結束日(新聞),12m,177,177,0.0152,0.0673,-0.0868,0.1656,0.2524,0.4622,-0.2077,0.6699,0.5254,2.1427,-0.7013,0.2974,
E06,2023-10 減肥藥殺食品與醫療器械,同SIC全體(成交額≥100萬),衝擊低點,3m,189,189,0.0298,0.0456,-0.0827,0.1188,0.2015,0.3727,-0.2173,0.5899,0.5608,1.5426,-0.5961,0.24,
E06,2023-10 減肥藥殺食品與醫療器械,同SIC全體(成交額≥100萬),衝擊低點,6m,189,189,-0.0423,-0.0212,-0.1909,0.1193,0.3102,0.3683,-0.3553,0.7236,0.4127,1.2941,-0.8507,0.2793,
E06,2023-10 減肥藥殺食品與醫療器械,同SIC全體(成交額≥100萬),衝擊低點,12m,189,189,-0.1403,-0.1022,-0.3465,0.0246,0.3711,0.5116,-0.5674,1.079,0.2751,1.7298,-0.8908,0.4078,
E06,2023-10 減肥藥殺食品與醫療器械,同SIC全體(成交額≥100萬),衝擊結束日(新聞),3m,189,189,-0.0075,0.0188,-0.1149,0.0895,0.2045,0.3712,-0.2382,0.6094,0.4868,2.3534,-0.4289,0.2743,
E06,2023-10 減肥藥殺食品與醫療器械,同SIC全體(成交額≥100萬),衝擊結束日(新聞),6m,189,189,-0.0595,-0.0122,-0.1882,0.1122,0.3004,0.4386,-0.3774,0.816,0.4286,1.6476,-0.7934,0.3176,
E06,2023-10 減肥藥殺食品與醫療器械,同SIC全體(成交額≥100萬),衝擊結束日(新聞),12m,189,189,-0.1721,-0.0829,-0.3063,0.0644,0.3707,0.5455,-0.5213,1.0668,0.2963,1.8371,-0.8944,0.4076,
E07,2025-01 DeepSeek 殺 AI 資本開支鏈,同SIC全體(成交額≥100萬),衝擊低點,3m,283,283,-0.0027,0.0402,-0.091,0.1151,0.2061,0.3994,-0.2034,0.6028,0.4912,1.9272,-0.6923,0.262,
E07,2025-01 DeepSeek 殺 AI 資本開支鏈,同SIC全體(成交額≥100萬),衝擊低點,6m,283,283,-0.052,0.1154,-0.1527,0.2199,0.3726,0.9026,-0.3009,1.2035,0.4311,5.5069,-0.8792,0.5596,
E07,2025-01 DeepSeek 殺 AI 資本開支鏈,同SIC全體(成交額≥100萬),衝擊低點,12m,283,283,0.0746,0.3715,-0.1121,0.4246,0.5367,1.8727,-0.3561,2.2288,0.6007,10.7704,-0.9002,1.1703,
E07,2025-01 DeepSeek 殺 AI 資本開支鏈,同SIC全體(成交額≥100萬),衝擊結束日(新聞),3m,283,283,-0.0002,-0.0367,-0.1574,0.121,0.2784,0.2179,-0.3705,0.5884,0.4982,0.5102,-0.7576,0.2164,
E07,2025-01 DeepSeek 殺 AI 資本開支鏈,同SIC全體(成交額≥100萬),衝擊結束日(新聞),6m,283,283,-0.0052,0.0003,-0.1717,0.0978,0.2695,0.4434,-0.3692,0.8126,0.4841,1.8341,-0.7993,0.3224,
E07,2025-01 DeepSeek 殺 AI 資本開支鏈,同SIC全體(成交額≥100萬),衝擊結束日(新聞),12m,283,283,0.0741,0.2326,-0.1275,0.3748,0.5023,1.2621,-0.3922,1.6543,0.576,4.6044,-0.9132,0.6991,
E08,2025-04 對等關稅殺零售與電子硬件,同SIC全體(成交額≥100萬),衝擊低點,3m,243,243,0.106,0.1651,-0.0348,0.289,0.3238,0.6938,-0.2066,0.9004,0.6708,1.6961,-0.9665,0.3457,
E08,2025-04 對等關稅殺零售與電子硬件,同SIC全體(成交額≥100萬),衝擊低點,6m,243,243,0.1728,0.4427,-0.0697,0.6276,0.6973,1.7955,-0.2761,2.0716,0.6749,9.2721,-0.9713,0.954,
E08,2025-04 對等關稅殺零售與電子硬件,同SIC全體(成交額≥100萬),衝擊低點,12m,243,243,0.2571,0.643,-0.0952,0.8273,0.9225,2.7003,-0.4136,3.1139,0.6626,10.5151,-0.9969,1.457,
E08,2025-04 對等關稅殺零售與電子硬件,同SIC全體(成交額≥100萬),衝擊結束日(新聞),3m,243,243,0.1269,0.1848,-0.0565,0.3272,0.3838,0.7653,-0.2191,0.9844,0.6708,1.7919,-0.9689,0.3803,
E08,2025-04 對等關稅殺零售與電子硬件,同SIC全體(成交額≥100萬),衝擊結束日(新聞),6m,243,243,0.1645,0.4201,-0.093,0.6284,0.7214,1.7611,-0.2949,2.056,0.6502,8.5023,-0.9751,0.9246,
E08,2025-04 對等關稅殺零售與電子硬件,同SIC全體(成交額≥100萬),衝擊結束日(新聞),12m,243,243,0.2613,0.6825,-0.1023,0.8991,1.0014,2.8504,-0.4121,3.2625,0.6708,10.6923,-0.9964,1.5277,
E09,2014-11 石油輸出國組織不減產殺頁岩油與油服,同SIC全體(成交額≥100萬),衝擊低點,3m,47,47,0.1021,0.1267,0.0209,0.2215,0.2007,0.401,-0.1274,0.5284,0.8085,0.5756,-0.5787,0.1947,
E09,2014-11 石油輸出國組織不減產殺頁岩油與油服,同SIC全體(成交額≥100萬),衝擊低點,6m,47,47,-0.1067,-0.1283,-0.2201,-0.0006,0.2194,0.0932,-0.4408,0.5341,0.2553,0.1728,-0.7528,0.1967,
