lookback_months,fallback,cadence,total_return,annual_return,max_drawdown,win_rate,profit_loss_ratio,sortino,average_holding_days,turnover,annual_excess_QQQ,annual_excess_SPY,run_id,trades,closed_trades,trading_days,start,end,reused,seconds
11,cash,quarterly,3.9193928276415155,0.14696393062969593,-0.3405671720244525,0.7586206896551724,2.647675357180122,0.8248727298722156,185.50574712643677,1.409617833501537,-0.0427057690674828,0.008444236133416716,run-2bf66113761fe5ef,111,87,2929,2015-01-02,2026-08-26,False,0.2169
11,equal,monthly,3.360478854743463,0.1351202636245168,-0.33885579124245524,0.69140625,1.9616386922535045,0.7105778626101761,122.80859375,2.0170122875172747,-0.05454943607266194,-0.003399430871762421,run-d602b8e2befdcd7e,293,256,2929,2015-01-02,2026-08-26,False,0.222
11,equal,quarterly,3.1868032881466464,0.13115645728037406,-0.3405671720244525,0.7032967032967034,2.0592548140768723,0.6831199577310627,186.95604395604394,1.437862756111507,-0.05851324241680467,-0.00736323721590515,run-b070619d2c0b44f2,116,91,2929,2015-01-02,2026-08-26,False,0.1916
12,cash,monthly,3.6879344164993757,0.14221644903568476,-0.3350531263659924,0.7644444444444445,1.8202543284155766,0.780444391588068,153.0311111111111,1.667195488288947,-0.04745325066149397,0.0036967545394055445,run-a1f27287a23ea067,263,225,2929,2015-01-02,2026-08-26,False,0.2546
12,cash,quarterly,4.0081320668389315,0.14873008910203356,-0.3405671720244525,0.7972972972972973,2.362354455337572,0.8365688786216582,197.66216216216216,1.0437844479759266,-0.04093961059514517,0.010210394605754347,run-8204e5b330881b25,96,74,2929,2015-01-02,2026-08-26,False,0.1747
12,equal,monthly,3.4763425305426017,0.13768514717742764,-0.3350531263659924,0.7344398340248963,1.684616424221674,0.7314644926550452,146.4232365145228,1.7699285738883175,-0.05198455251975109,-0.0008345473188515751,run-414cf6d9764698ea,283,241,2929,2015-01-02,2026-08-26,False,0.2531
12,equal,quarterly,3.2610738515172804,0.1328695904475492,-0.3405671720244525,0.7564102564102564,1.4308811583705052,0.6944499818127325,195.57692307692307,1.0938662770369216,-0.05680010924962953,-0.005650104048730009,run-7732621bb5e9f7ea,102,78,2929,2015-01-02,2026-08-26,False,0.1868
13,cash,monthly,3.792922899791508,0.14439583260779099,-0.33796476152486477,0.7422222222222222,1.760972620924488,0.7932292675733058,142.88444444444445,1.914202633855733,-0.04527386708938774,0.005876138111511775,run-b5002f7811c434f0,267,225,2929,2015-01-02,2026-08-26,False,0.3816
13,cash,quarterly,3.8629069810782317,0.1458244763349168,-0.3405671720244524,0.7922077922077922,2.373259147193138,0.8267185050041659,195.67532467532467,1.0514038640632892,-0.04384522336226193,0.007304781838637586,run-5cb7d4078868749e,99,77,2929,2015-01-02,2026-08-26,False,0.1716
13,equal,monthly,3.2982246670898734,0.13371630014805125,-0.33796476152486477,0.7257383966244726,1.3029228532030872,0.7028529199637558,138.54852320675104,2.0730496002433174,-0.05595339954912748,-0.004803394348227963,run-b3aa0cf79b68abf6,284,237,2929,2015-01-02,2026-08-26,False,0.2192
13,equal,quarterly,3.1480582404530635,0.1302517057221424,-0.3405671720244524,0.7415730337078652,1.3269144273364948,0.6732096553684607,187.64044943820224,1.1550190661220088,-0.05941799397503633,-0.008267988774136814,run-8b4c3d5f7de17569,115,89,2929,2015-01-02,2026-08-26,False,0.1908
14,cash,monthly,3.3929801440256533,0.1358459734686266,-0.340447665345848,0.7399103139013453,2.207379160364413,0.7200091574053634,160.04484304932734,1.7099294072939206,-0.05382372622855214,-0.00267372102765262,run-37105a6c420da997,263,223,2929,2015-01-02,2026-08-26,False,0.2326
14,cash,quarterly,3.722041211159574,0.1429292982393997,-0.33554005197393544,0.8701298701298701,1.9719113077459287,0.7969337878934493,221.0,1.0366399183226316,-0.046740401457779024,0.004409603743120494,run-f643d49d30080049,99,77,2929,2015-01-02,2026-08-26,False,0.1986
14,equal,monthly,3.295054440725698,0.13364430861187593,-0.340447665345848,0.7531914893617021,1.521603256994491,0.6971365246079027,158.65531914893617,1.8288094674325657,-0.0560253910853028,-0.004875385884403283,run-404648a4bb4bd90e,279,235,2929,2015-01-02,2026-08-26,False,0.2194
14,equal,quarterly,3.263104354597057,0.13291604191380202,-0.33554005197393544,0.8352941176470589,1.0285994280074187,0.696543998088369,214.27058823529413,1.1320959583033412,-0.05675365778337671,-0.005603652582477192,run-5a6e71944ba1f55d,111,85,2929,2015-01-02,2026-08-26,False,0.1668
15,cash,monthly,3.569400767629343,0.13970161841099737,-0.337213204775222,0.7410714285714286,2.745932795132103,0.755321787534939,155.10267857142858,1.762340437616642,-0.049968081286181354,0.0011819239147181637,run-2828f0fc84e46d27,260,224,2929,2015-01-02,2026-08-26,False,0.212
15,cash,quarterly,3.219641279332267,0.13191729948947817,-0.3355384367849735,0.8266666666666667,1.0635529076899328,0.6892759787042554,206.8,1.0487094861988822,-0.05775240020770056,-0.006602395006801043,run-217db949ea3b383f,99,75,2929,2015-01-02,2026-08-26,False,0.1903
15,equal,monthly,3.6106003499997357,0.14058240640672026,-0.3372132047752219,0.7213114754098361,2.8572826746840536,0.7510838799436568,146.70081967213116,1.9276390336089528,-0.04908729329045847,0.0020627119104410507,run-f6dd63c1b5b5abef,288,244,2929,2015-01-02,2026-08-26,False,0.2477
15,equal,quarterly,3.4755974506913603,0.13766884805958335,-0.33553843678497364,0.8481012658227848,0.9326052026019385,0.731936237271627,225.64556962025316,1.052279228339864,-0.05200085163759538,-0.0008508464366958624,run-88c7e00afb836c16,103,79,2929,2015-01-02,2026-08-26,False,0.2111
