weight_quality,weight_value,weight_momentum,weight_low_vol,cadence,total_return,annual_return,max_drawdown,win_rate,profit_loss_ratio,sortino,average_holding_days,turnover,annual_excess_QQQ,annual_excess_SPY,run_id,trades,closed_trades,trading_days,start,end,reused,seconds
0.0,0.3,0.2,0.5,monthly,2.83664889963208,0.12268564304797236,-0.3500703086387609,0.9762845849802372,66.04949996116937,0.7218840891628943,1577.391304347826,0.11464977611055784,-0.06698405664920637,-0.015834051448306852,run-f1375e88b4036a1e,420,253,2929,2015-01-02,2026-08-26,False,0.2789
0.0,0.3,0.2,0.5,quarterly,2.863943357032527,0.12337081926533844,-0.3492257169040165,0.9859154929577465,181.26347445159954,0.7273099264347671,1481.281690140845,0.08048153695388051,-0.06629888043184029,-0.015148875230940773,run-08ab662c78349618,141,71,2929,2015-01-02,2026-08-26,False,0.2306
0.0,0.3,0.3,0.4,monthly,3.0412281481992265,0.127716464528411,-0.3509415216147602,0.9746835443037974,64.46914723436926,0.7404301953543748,1546.4430379746836,0.12025878433716747,-0.06195323516876772,-0.0108032299678682,run-833b286b387999d0,420,237,2929,2015-01-02,2026-08-26,False,0.2454
0.0,0.3,0.3,0.4,quarterly,3.0699533533729406,0.12840412268524193,-0.3500896013402497,0.9846153846153847,240.11398276093448,0.7455968357640134,1484.6923076923076,0.0830699961532091,-0.0612655770119368,-0.010115571811037283,run-18a9ccea1fc8c308,141,65,2929,2015-01-02,2026-08-26,False,0.2824
0.0,0.3,0.4,0.3,monthly,3.2504140387095335,0.13262539537756401,-0.351839457257212,0.9746835443037974,58.07165746633028,0.7525697273096413,1539.5274261603377,0.12217601507663667,-0.057044304319614714,-0.005894299118715196,run-b474f6badee064cf,420,237,2929,2015-01-02,2026-08-26,False,0.2676
0.0,0.3,0.4,0.3,quarterly,3.2778092520079065,0.13325184110417276,-0.3509915084741383,0.9846153846153847,295.2942110856949,0.7571148964324427,1509.7692307692307,0.08290203816494231,-0.056417858593005965,-0.005267853392106447,run-85e6afe89673522a,141,65,2929,2015-01-02,2026-08-26,False,0.2076
0.0,0.3,0.5,0.2,monthly,3.4638090255902574,0.13741063785838126,-0.35288239528542986,0.9755102040816327,49.430481278229514,0.759230000927635,1547.0653061224489,0.11979925630800745,-0.05225906183879747,-0.0011090566378979538,run-5af50f112af2c73c,420,245,2929,2015-01-02,2026-08-26,False,0.2667
0.0,0.3,0.5,0.2,quarterly,3.4868814956013114,0.13791542887136643,-0.3520229143280731,0.9841269841269841,400.27967652509716,0.7628873166185879,1510.904761904762,0.07970613413198899,-0.0517542708258123,-0.0006042656249127809,run-e3f5db2a5f68de7b,141,63,2929,2015-01-02,2026-08-26,False,0.2712
0.0,0.3,0.6,0.1,monthly,3.6809731276956077,0.14207037235879327,-0.3539236010745246,0.9768339768339769,39.37768597097659,0.7613021647573613,1560.3088803088804,0.11254825316735267,-0.047599327338385455,0.0035506778625140623,run-5c338f20aaf30664,420,259,2929,2015-01-02,2026-08-26,False,0.255
0.0,0.3,0.6,0.1,quarterly,3.6965088595305806,0.14239610413668702,-0.35304830110261254,0.984375,643.121845458333,0.7638725173529417,1505.9375,0.07311561884356468,-0.04727359556049171,0.0038764096404078074,run-5da7125775669939,141,64,2929,2015-01-02,2026-08-26,False,0.2811
0.0,0.3,0.7,0.0,monthly,3.901423873400433,0.1466027565964636,-0.3549630823668216,0.9772727272727273,31.044061977229106,0.7596587294379731,1464.8011363636363,0.10097364241768486,-0.04306694310071513,0.00808306210018439,run-a094d8650471ce17,280,176,2929,2015-01-02,2026-08-26,False,0.2786
0.0,0.3,0.7,0.0,quarterly,3.9060007647752935,0.14669486633430262,-0.3540677213336869,1.0,,0.7609712060569434,1476.4130434782608,0.06330704501662776,-0.04297483336287611,0.00817517183802341,run-5e4d854c7df53447,94,46,2929,2015-01-02,2026-08-26,False,0.2402
0.0,0.4,0.0,0.6,monthly,2.549732222936679,0.1152003559969006,-0.35406428274372315,0.975,80.008992541594,0.6705366369114186,1586.15,0.10449422947785175,-0.07446934370027813,-0.023319338499378617,run-2f76a8317ae7920d,280,160,2929,2015-01-02,2026-08-26,False,0.2363
0.0,0.4,0.0,0.6,quarterly,2.56937077037227,0.11573002025156409,-0.35309883231260364,0.9782608695652174,174.0844014020842,0.6750702365957092,1476.4130434782608,0.07382131397459829,-0.07393967944561464,-0.02278967424471512,run-849e5af7ee4b76fd,94,46,2929,2015-01-02,2026-08-26,False,0.303
0.0,0.4,0.1,0.5,monthly,2.747550265385942,0.12041755519110264,-0.3549327296022524,0.9803149606299213,54.68422598707524,0.700497293348952,1566.732283464567,0.11271104154815928,-0.06925214450607609,-0.018102139305176568,run-7d36569cc9a4e082,420,254,2929,2015-01-02,2026-08-26,False,0.315
0.0,0.4,0.1,0.5,quarterly,2.7716234150870234,0.12103517800039021,-0.35396149316670156,0.9859154929577465,144.51282127123375,0.705473977436826,1443.1690140845071,0.0794109777417392,-0.06863452169678852,-0.017484516495889002,run-747416b26f9409f6,141,71,2929,2015-01-02,2026-08-26,False,0.2835
0.0,0.4,0.2,0.4,monthly,2.950547549067303,0.12551594587781745,-0.355800425777704,0.9752066115702479,60.572312132588486,0.7234634630174728,1585.2314049586778,0.11913600872946184,-0.06415375381936128,-0.013003748618461763,run-26748ed89633e0ff,420,242,2929,2015-01-02,2026-08-26,False,0.2762
0.0,0.4,0.2,0.4,quarterly,2.9766339597019473,0.12615366760768576,-0.35481951309965987,0.9857142857142858,183.64433006358627,0.7283585343483954,1428.8,0.08231683750092661,-0.06351603208949297,-0.012366026888593451,run-969738c7f17ec605,141,70,2929,2015-01-02,2026-08-26,False,0.2155
0.0,0.4,0.3,0.3,monthly,3.1583918202603893,0.1304937621941964,-0.35666737403772064,0.9741379310344828,56.03041830299131,0.7398115893862829,1569.5043103448277,0.1233117304794776,-0.059175937502982334,-0.008025932302082817,run-1ad9a85129fa95ad,420,232,2929,2015-01-02,2026-08-26,False,0.3117
0.0,0.4,0.3,0.3,quarterly,3.18382648422182,0.13108721665769152,-0.3556729294616766,0.9848484848484849,249.75165121334643,0.7442377140405676,1439.3030303030303,0.08349465735064286,-0.05858248303948721,-0.007432477838587692,run-c5e3913b5b7f9f6a,141,66,2929,2015-01-02,2026-08-26,False,0.2357
