weight_quality,weight_value,weight_momentum,weight_low_vol,cadence,value,trades,verdict,neighbours,valid_neighbours,neighbourhood_mean,neighbour_mean,lift,peak_over_neighbourhood,is_local_peak,layer,siblings,weakest_sibling_mean,layer_drop
0.0,0.0,0.9,0.1,monthly,-0.3397704475900746,280,普通,6,5,-0.34151224165144484,-0.34186060046371886,0.001741794061370261,,False,cadence=monthly,1,-0.34140093337775435,-0.00011130827369049134
0.0,0.0,0.9,0.1,quarterly,-0.33978962176894134,94,普通,6,5,-0.34140093337775435,-0.3417231956995169,0.0016113116088130042,,False,cadence=quarterly,1,-0.34151224165144484,0.00011130827369049134
0.0,0.0,1.0,0.0,monthly,-0.34082271654343366,1,無效,3,3,,,,,False,cadence=monthly,0,,
0.0,0.0,1.0,0.0,quarterly,-0.34082271654343366,1,無效,3,3,,,,,False,cadence=quarterly,0,,
0.0,0.1,0.0,0.9,monthly,-0.33678798398707543,280,平原,6,5,-0.3364179847830162,-0.33634398494220435,-0.0003699992040592237,,False,cadence=monthly,1,-0.33613549618265126,-0.0002824886003649496
0.0,0.1,0.0,0.9,quarterly,-0.33642997104805383,94,平原,6,5,-0.33613549618265126,-0.3360766012095707,-0.00029447486540257195,,False,cadence=quarterly,1,-0.3364179847830162,0.0002824886003649496
0.0,0.1,0.1,0.8,monthly,-0.33766938774881383,420,普通,9,9,-0.3372731838155817,-0.3372291611563336,-0.0003962039332321421,,False,cadence=monthly,1,-0.3369771658837382,-0.000296017931843473
0.0,0.1,0.1,0.8,quarterly,-0.3373234333670896,141,平原,9,9,-0.3369771658837382,-0.3369386917189214,-0.00034626748335137014,,False,cadence=quarterly,1,-0.3372731838155817,0.000296017931843473
0.0,0.1,0.2,0.7,monthly,-0.33855000699282656,420,普通,9,9,-0.3381543218196395,-0.33811035680039647,-0.00039568517318705476,,False,cadence=monthly,1,-0.3378671592335496,-0.0002871625860899063
0.0,0.1,0.2,0.7,quarterly,-0.338212163834121,141,普通,9,9,-0.3378671592335496,-0.33782882538904163,-0.000345004600571408,,False,cadence=quarterly,1,-0.3381543218196395,0.0002871625860899063
0.0,0.1,0.3,0.6,monthly,-0.3394298446186944,420,普通,9,9,-0.33903467690579353,-0.33899076938213785,-0.00039516771290087904,,False,cadence=monthly,1,-0.33875244962279843,-0.0002822272829950956
0.0,0.1,0.3,0.6,quarterly,-0.3390961999403034,141,普通,9,9,-0.33875244962279843,-0.3387142551430757,-0.0003437503175049428,,False,cadence=quarterly,1,-0.33903467690579353,0.0002822272829950956
0.0,0.1,0.4,0.5,monthly,-0.3403089035117244,420,普通,9,9,-0.339959842918904,-0.33992105840859066,-0.0003490605928203605,,False,cadence=monthly,1,-0.3396827114915507,-0.0002771314273533054
0.0,0.1,0.4,0.5,quarterly,-0.3399755787817702,141,普通,9,9,-0.3396827114915507,-0.33965017068152625,-0.00029286729021948954,,False,cadence=quarterly,1,-0.339959842918904,0.0002771314273533054
0.0,0.1,0.5,0.4,monthly,-0.34134371206784486,420,普通,9,9,-0.3409655262863177,-0.3409235056439258,-0.00037818578152715165,,False,cadence=monthly,1,-0.3406897058434005,-0.0002758204429171851
0.0,0.1,0.5,0.4,quarterly,-0.3410168998113049,141,普通,9,9,-0.3406897058434005,-0.34065335095807775,-0.00032719396790437116,,False,cadence=quarterly,1,-0.3409655262863177,0.0002758204429171851
0.0,0.1,0.6,0.3,monthly,-0.3423969756389128,420,普通,9,9,-0.3420173480995485,-0.3419751672618413,-0.0003796275393643245,,False,cadence=monthly,1,-0.3417366323715034,-0.0002807157280450556
0.0,0.1,0.6,0.3,quarterly,-0.3420636409891371,141,普通,9,9,-0.3417366323715034,-0.3417002980806552,-0.00032700861763368394,,False,cadence=quarterly,1,-0.3420173480995485,0.0002807157280450556
0.0,0.1,0.7,0.2,monthly,-0.34344847575394044,420,普通,9,9,-0.34306942735170703,-0.34302731086256993,-0.0003790484022334062,,False,cadence=monthly,1,-0.3427786700076248,-0.0002907573440822375
0.0,0.1,0.7,0.2,quarterly,-0.34310435316131727,141,普通,9,9,-0.3427786700076248,-0.3427424829905478,-0.0003256831536924687,,False,cadence=quarterly,1,-0.34306942735170703,0.0002907573440822375
0.0,0.1,0.8,0.1,monthly,-0.3444982202965834,420,普通,9,9,-0.34411974929411526,-0.3440776969605077,-0.00037847100246812815,,False,cadence=monthly,1,-0.3438147206293399,-0.00030502866477538637
0.0,0.1,0.8,0.1,quarterly,-0.34413908826694384,141,普通,9,9,-0.3438147206293399,-0.3437786797807172,-0.0003243676376039617,,False,cadence=quarterly,1,-0.34411974929411526,0.00030502866477538637
