event_id,ticker,entity_id,經營現金流為正,營收變異係數,查不到原因
E17,JPM,0000019617,1,0.06,
E17,BAC,0000070858,1,0.2217,
E17,C,0000831001,0,0.3092,
E17,WFC,0000072971,1,,"營收不足八季,算不出波動"
E17,GS,0000886982,1,,"營收不足八季,算不出波動"
E17,MS,0000895421,1,0.16,
E17,USB,0000036104,1,,"營收不足八季,算不出波動"
E17,PNC,0000713676,1,0.0589,
E17,AIG,0000005272,1,0.0801,
E17,MET,0001099219,1,0.1612,
E17,PFH,0001137774,1,0.1436,
E17,STT,0000093751,0,0.0455,
E17,NTRS,0000073124,1,,"營收不足八季,算不出波動"
E17,CME,0001156375,1,0.0996,
E17,AXP,0000004962,1,,"營收不足八季,算不出波動"
E17,COF,0000927628,1,,"營收不足八季,算不出波動"
E17,ALL,0000899051,1,0.0268,
E17,TRV,0000086312,1,0.02,
E17,RF,0001281761,1,,"營收不足八季,算不出波動"
E17,KEY,0000091576,1,,"營收不足八季,算不出波動"
E17,HBAN,0000049196,1,,"營收不足八季,算不出波動"
E17,ZION,0000109380,1,,"營收不足八季,算不出波動"
E17,SCHW,0000316709,1,0.0819,
E17,BBT,0001108134,,,"經營現金流不足四季,算不出 TTM"
E17,FITB,0000035527,1,,"營收不足八季,算不出波動"
E17,MTB,0000036270,1,,"營收不足八季,算不出波動"
E17,GNW,0001276520,1,0.0448,
E17,HIG,0000874766,1,0.1937,
E17,PFG,0001126328,1,0.0239,
E17,AMP,0000820027,1,0.1266,
E17,BEN,0000038777,1,0.1337,
E17,TROW,0001113169,1,0.1228,
E17,IVZ,0000914208,1,0.1758,
E18,NVDA,0001045810,1,0.1515,
E18,AMD,0000002488,1,0.0492,
E18,AVGO,0001730168,1,0.1624,
E18,MU,0000723125,1,0.2626,
E18,ARM,0001973239,1,0.1608,
E18,SMCI,0001375365,0,0.4105,
E18,TSM,0001046179,,,"經營現金流不足四季,算不出 TTM"
E18,ASML,0000937966,,,"經營現金流不足四季,算不出 TTM"
E18,AMAT,0000006951,1,0.0174,
E18,LRCX,0000707549,1,0.1839,
E18,KLAC,0000319201,1,0.0864,
E18,QCOM,0000804328,1,0.0952,
E18,TXN,0000097476,1,0.1159,
E18,INTC,0000050863,1,0.0994,
E18,MRVL,0001835632,1,0.0859,
E18,ON,0001097864,1,0.0789,
E18,MPWR,0001280452,1,0.0359,
E18,DELL,0001571996,1,0.0789,
E18,MCHP,0000827054,1,0.2218,
E18,ADI,0000006281,1,0.1408,
E18,NXPI,0001413447,1,0.0437,
E18,SWKS,0000004127,1,0.1375,
E18,QRVO,0001604778,1,0.2296,
E18,WDC,0000106040,0,0.1927,
E18,TER,0000097210,1,0.181,
E18,SNPS,0000883241,1,0.1088,
E18,CDNS,0000813672,1,0.0651,
E18,ANET,0001596532,1,0.1166,
E18,VRT,0001674101,1,0.0944,
E19,AAL,0000006201,0,0.5522,
E19,DAL,0000027904,1,0.5663,
E19,UAL,0000100517,1,0.6128,
E19,LUV,0000092380,1,0.5276,
E19,ALK,0000766421,1,,"營收不足八季,算不出波動"
E19,JBLU,0001158463,1,0.6142,
E19,CCL,0000815097,0,1.5439,
E19,RCL,0000884887,0,1.5416,
E19,NCLH,0001513761,0,0.1374,
E19,MAR,0001048286,1,0.4334,
E19,HLT,0001585689,0,0.4717,
E19,H,0001468174,1,0.5319,
E19,HST,0001070750,0,0.7289,
E19,BKNG,0001075531,1,0.2304,
E19,EXPE,0001324424,1,0.4834,
E19,LVS,0001300514,0,0.8364,
E19,MGM,0000789570,1,0.4938,
E19,WYNN,0001174922,0,0.0681,
E19,UBER,0001543151,0,,"營收不足八季,算不出波動"
E19,LYFT,0001759509,0,0.3524,
E19,ABNB,0001559720,1,,"營收不足八季,算不出波動"
E19,ULCC,0001670076,0,,"營收不足八季,算不出波動"
E19,WH,0001722684,1,0.2281,
E19,CHH,0001046311,1,0.2492,
E19,BYD,0000906553,1,0.1461,
E19,MCRI,0000907242,1,0.436,
E19,IHG,0000858446,,,"經營現金流不足四季,算不出 TTM"
E19,HTHT,0001483994,,,"經營現金流不足四季,算不出 TTM"
E20,WMT,0000104169,1,0.0504,
E20,TGT,0000027419,1,0.1412,
E20,COST,0000909832,1,0.1293,
E20,KR,0000056873,1,0.0544,
E20,HD,0000354950,1,0.1122,
E20,LOW,0000060667,1,0.1286,
E20,BBY,0000764478,1,0.2339,
E20,DG,0000029534,1,0.0194,
E20,DLTR,0000935703,1,0.0465,
E20,ROST,0000745732,1,0.2845,
E20,TJX,0000109198,1,0.0799,
E20,M,0000794367,1,0.3538,
E20,KSS,0000885639,1,0.3056,
E20,AMZN,0001018724,1,0.1369,
E20,ACI,0001646972,1,0.0628,
E20,ANF,0001018840,1,0.2562,
E20,URBN,0000912615,1,0.2314,
E20,BURL,0001579298,1,0.3501,
E20,OLLI,0001639300,1,0.1471,
E20,SFM,0001575515,1,0.0368,
E20,GO,0001771515,1,0.0334,
E20,PSMT,0001041803,1,0.0945,
