lookback_days,tilt,cadence,total_return,annual_return,max_drawdown,win_rate,profit_loss_ratio,sortino,average_holding_days,turnover,annual_excess_QQQ,annual_excess_SPY,run_id,trades,closed_trades,trading_days,start,end,reused,seconds
10,0.5,monthly,3.602529584576753,0.14041043310508106,-0.34363021719426534,0.8159090909090909,1.2896520065312884,0.8567072277237823,622.1522727272727,1.8027854028859944,-0.04925926659209767,0.0018907386088018452,run-9d10337e90d589d4,560,440,2929,2015-01-02,2026-08-26,False,0.3042
10,0.5,quarterly,3.376479699152581,0.13547815638073812,-0.3627395044803353,0.8802816901408451,1.1518807809282492,0.7916328583205908,696.8380281690141,0.6330268177171803,-0.054191543316440605,-0.003041538115541087,run-7680b662628f19a9,188,142,2929,2015-01-02,2026-08-26,False,0.2481
10,0.75,monthly,4.016638066883318,0.14889787684731148,-0.33773265073782543,0.8183856502242153,0.9277013740570105,0.9422984891325015,625.006726457399,3.495548353230828,-0.040771822849867245,0.010378182351032272,run-4bc55806499b2977,560,446,2929,2015-01-02,2026-08-26,False,0.2956
10,0.75,quarterly,3.5030914780465032,0.1382686620403457,-0.3785763859138842,0.8811188811188811,0.7265356760232368,0.806389352387095,713.4895104895105,1.1897081763132373,-0.051401037656833015,-0.00025103245593349754,run-682391f1e8e127df,188,143,2929,2015-01-02,2026-08-26,False,0.2297
10,1.0,monthly,4.433913981715519,0.1568256283102336,-0.33695497549462927,0.6216216216216216,2.2007588962455875,1.005952297066268,94.2072072072072,5.170187140868244,-0.03284407138694512,0.0183059338139544,run-39ee82a8f759f3f0,174,111,2929,2015-01-02,2026-08-26,False,0.2558
10,1.0,quarterly,3.5956424801796567,0.14026346338140883,-0.3947051105648679,0.7368421052631579,1.5912059156933274,0.8031779532601957,182.89473684210526,1.7329895123895933,-0.0494062363157699,0.0017437688851296151,run-1eb67d0511e488c3,60,38,2929,2015-01-02,2026-08-26,False,0.2463
20,0.5,monthly,4.17326217567284,0.15194183350563173,-0.34363021719426556,0.8242009132420092,1.3284140647702007,0.952165546493375,607.1575342465753,1.9666920729128112,-0.037727866191547,0.013422139009352518,run-b5c3642c22a6cb7c,560,438,2929,2015-01-02,2026-08-26,False,0.332
20,0.5,quarterly,3.3331932610743076,0.13450718579678655,-0.3627395044803352,0.8661971830985915,1.4654045151688722,0.7722740091421487,646.7323943661971,0.7483110210247913,-0.055162513900392174,-0.004012508699492656,run-692a375f3107ee48,188,142,2929,2015-01-02,2026-08-26,False,0.3557
20,0.75,monthly,5.337038522824866,0.17223533574139815,-0.3377326507378252,0.8247191011235955,0.9731380924029736,1.1399644425173783,610.6808988764045,3.852871667503171,-0.017434363955780574,0.033715641245118944,run-5d282ad5f3d85101,560,445,2929,2015-01-02,2026-08-26,False,0.2689
20,0.75,quarterly,3.4215159026113007,0.13647910416577846,-0.3785763859138842,0.8680555555555556,0.998299224273401,0.76887600795563,661.7361111111111,1.4215365046343555,-0.053190595531400264,-0.0020405903305007467,run-334653b77044ac1d,188,144,2929,2015-01-02,2026-08-26,False,0.2322
