window,arm,direction,bar,rsi_kind,style,params,n_periods,start,end,years,cagr_pct,maxdd_pct,exc_spy,t_spy,exc_ew9,t_ew9,exc_spy_h1,exc_spy_h2,exc_spy_pre13,exc_spy_post13,ann_turnover,pct_in_mkt,n_rebal,N,H,E,X
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=20,X=70,H=1",92,2003-07-01,2026-07-01,23.0,7.8744,-50.985,-3.3947,-2.295,-3.2965,-2.603,-4.1636,-2.5833,-4.8454,-2.4264,0.97,98.91,60.0,,1.0,20.0,70.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=20,X=75,H=1",92,2003-07-01,2026-07-01,23.0,7.5961,-50.979,-3.6729,-2.603,-3.5748,-3.039,-4.7949,-2.4856,-5.5985,-2.3468,0.86,98.91,57.0,,1.0,20.0,75.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=20,X=80,H=1",92,2003-07-01,2026-07-01,23.0,8.9524,-45.789,-2.3167,-1.815,-2.2185,-2.127,-2.5729,-2.0472,-2.9772,-1.9119,0.75,98.91,58.0,,1.0,20.0,80.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=20,X=85,H=1",92,2003-07-01,2026-07-01,23.0,8.2663,-47.815,-3.0027,-2.646,-2.9046,-3.277,-2.8072,-3.2053,-3.2664,-2.9284,0.58,98.91,49.0,,1.0,20.0,85.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=20,X=90,H=1",92,2003-07-01,2026-07-01,23.0,9.1365,-45.935,-2.1326,-2.086,-2.0344,-2.819,-0.8771,-3.4279,-0.9257,-3.1247,0.41,100.0,39.0,,1.0,20.0,90.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=20,X=95,H=1",92,2003-07-01,2026-07-01,23.0,9.7057,-46.363,-1.5633,-1.803,-1.4652,-2.166,-0.6924,-2.4649,-0.6991,-2.2771,0.24,100.0,26.0,,1.0,20.0,95.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=25,X=50,H=1",92,2003-07-01,2026-07-01,23.0,6.5515,-48.976,-4.7175,-2.846,-4.6194,-3.138,-3.8227,-5.6431,-4.2817,-5.2412,1.28,95.65,76.0,,1.0,25.0,50.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=25,X=55,H=1",92,2003-07-01,2026-07-01,23.0,6.4976,-51.001,-4.7715,-2.896,-4.6734,-3.151,-3.9794,-5.5913,-4.4705,-5.196,1.25,96.74,74.0,,1.0,25.0,55.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=25,X=60,H=1",92,2003-07-01,2026-07-01,23.0,8.0383,-51.001,-3.2307,-2.057,-3.1326,-2.288,-2.8512,-3.6244,-3.3201,-3.2977,1.14,98.91,68.0,,1.0,25.0,60.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=25,X=65,H=1",92,2003-07-01,2026-07-01,23.0,7.6804,-51.001,-3.5887,-2.346,-3.4905,-2.62,-2.8541,-4.3495,-3.3201,-3.9405,1.09,98.91,66.0,,1.0,25.0,65.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=25,X=70,H=1",92,2003-07-01,2026-07-01,23.0,8.3009,-50.978,-2.9681,-2.097,-2.87,-2.508,-3.4884,-2.4203,-3.9586,-2.3375,0.93,100.0,60.0,,1.0,25.0,70.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=25,X=75,H=1",92,2003-07-01,2026-07-01,23.0,7.9994,-51.674,-3.2697,-2.432,-3.1716,-2.933,-4.0488,-2.4477,-4.6961,-2.3152,0.85,100.0,58.0,,1.0,25.0,75.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=25,X=80,H=1",92,2003-07-01,2026-07-01,23.0,9.182,-46.555,-2.087,-1.704,-1.9889,-2.111,-1.9659,-2.2124,-2.2394,-2.0592,0.74,100.0,58.0,,1.0,25.0,80.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=25,X=85,H=1",92,2003-07-01,2026-07-01,23.0,8.823,-48.665,-2.4461,-2.33,-2.3479,-3.228,-1.524,-3.4,-1.7114,-3.1001,0.58,100.0,51.0,,1.0,25.0,85.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=25,X=90,H=1",92,2003-07-01,2026-07-01,23.0,9.1253,-46.704,-2.1438,-2.165,-2.0457,-3.295,-0.6946,-3.6365,-0.7038,-3.3088,0.4,100.0,39.0,,1.0,25.0,90.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=25,X=95,H=1",92,2003-07-01,2026-07-01,23.0,9.7656,-46.033,-1.5034,-1.69,-1.4053,-2.354,-0.1461,-2.9027,-0.0859,-2.6251,0.23,100.0,25.0,,1.0,25.0,95.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=30,X=50,H=1",92,2003-07-01,2026-07-01,23.0,6.9109,-49.955,-4.3581,-2.945,-4.26,-3.24,-3.06,-5.6968,-3.383,-5.2702,1.31,96.74,77.0,,1.0,30.0,50.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=30,X=55,H=1",92,2003-07-01,2026-07-01,23.0,6.8822,-51.942,-4.3869,-2.993,-4.2887,-3.227,-3.2625,-5.548,-3.6274,-5.1394,1.28,97.83,75.0,,1.0,30.0,55.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=30,X=60,H=1",92,2003-07-01,2026-07-01,23.0,8.3781,-51.942,-2.891,-2.13,-2.7928,-2.365,-2.1686,-3.6394,-2.5184,-3.2923,1.14,100.0,68.0,,1.0,30.0,60.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=30,X=65,H=1",92,2003-07-01,2026-07-01,23.0,8.2891,-51.942,-2.98,-2.144,-2.8819,-2.341,-1.7088,-4.2913,-1.9408,-3.883,1.08,100.0,66.0,,1.0,30.0,65.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=30,X=70,H=1",92,2003-07-01,2026-07-01,23.0,8.3376,-51.682,-2.9314,-2.234,-2.8333,-2.721,-2.7694,-3.0991,-3.088,-2.9353,0.95,100.0,64.0,,1.0,30.0,70.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=30,X=75,H=1",92,2003-07-01,2026-07-01,23.0,8.1814,-51.674,-3.0876,-2.409,-2.9895,-2.956,-3.275,-2.89,-3.7688,-2.6988,0.82,100.0,61.0,,1.0,30.0,75.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=30,X=80,H=1",92,2003-07-01,2026-07-01,23.0,9.1475,-46.555,-2.1216,-1.827,-2.0234,-2.324,-1.6186,-2.6436,-1.8261,-2.4331,0.72,100.0,61.0,,1.0,30.0,80.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=30,X=85,H=1",92,2003-07-01,2026-07-01,23.0,8.7943,-48.665,-2.4747,-2.354,-2.3766,-3.254,-1.3967,-3.5886,-1.5568,-3.2665,0.58,100.0,56.0,,1.0,30.0,85.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=30,X=90,H=1",92,2003-07-01,2026-07-01,23.0,9.1015,-46.704,-2.1676,-2.115,-2.0694,-3.175,-0.6551,-3.7246,-0.6558,-3.3865,0.37,100.0,41.0,,1.0,30.0,90.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=30,X=95,H=1",92,2003-07-01,2026-07-01,23.0,9.7741,-46.033,-1.495,-1.661,-1.3968,-2.298,-0.0541,-2.9793,-0.007,-2.6682,0.22,100.0,26.0,,1.0,30.0,95.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=35,X=50,H=1",92,2003-07-01,2026-07-01,23.0,6.7991,-51.691,-4.4699,-2.775,-4.3718,-3.092,-4.6238,-4.3066,-5.2714,-4.0452,1.37,96.74,81.0,,1.0,35.0,50.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=35,X=55,H=1",92,2003-07-01,2026-07-01,23.0,6.7106,-53.155,-4.5584,-2.874,-4.4603,-3.152,-4.683,-4.4257,-5.3519,-4.1434,1.35,97.83,79.0,,1.0,35.0,55.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=35,X=60,H=1",92,2003-07-01,2026-07-01,23.0,7.5016,-53.155,-3.7674,-2.653,-3.6693,-2.854,-3.8224,-3.7081,-4.511,-3.3586,1.17,98.91,71.0,,1.0,35.0,60.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=35,X=65,H=1",92,2003-07-01,2026-07-01,23.0,7.323,-53.155,-3.946,-2.807,-3.8479,-3.002,-3.6746,-4.2271,-4.3127,-3.832,1.12,98.91,71.0,,1.0,35.0,65.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=35,X=70,H=1",92,2003-07-01,2026-07-01,23.0,7.664,-52.902,-3.6051,-2.61,-3.5069,-2.981,-4.0752,-3.1096,-4.6967,-2.9225,0.96,98.91,66.0,,1.0,35.0,70.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=35,X=75,H=1",92,2003-07-01,2026-07-01,23.0,7.7158,-52.9,-3.5533,-2.617,-3.4552,-3.004,-4.2274,-2.8423,-4.91,-2.6642,0.81,98.91,60.0,,1.0,35.0,75.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=35,X=80,H=1",92,2003-07-01,2026-07-01,23.0,8.625,-46.555,-2.644,-1.98,-2.5459,-2.251,-2.6211,-2.6667,-3.0475,-2.4487,0.72,98.91,60.0,,1.0,35.0,80.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=35,X=85,H=1",92,2003-07-01,2026-07-01,23.0,8.8233,-48.665,-2.4457,-2.328,-2.3476,-3.24,-1.4495,-3.4757,-1.6273,-3.1622,0.55,100.0,54.0,,1.0,35.0,85.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=35,X=90,H=1",92,2003-07-01,2026-07-01,23.0,9.2656,-46.704,-2.0034,-1.973,-1.9053,-2.914,-0.6042,-3.4453,-0.6004,-3.1353,0.37,100.0,41.0,,1.0,35.0,90.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=35,X=95,H=1",92,2003-07-01,2026-07-01,23.0,9.7745,-46.033,-1.4946,-1.643,-1.3964,-2.256,-0.164,-2.8666,-0.1407,-2.5688,0.21,100.0,26.0,,1.0,35.0,95.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=40,X=50,H=1",92,2003-07-01,2026-07-01,23.0,7.6286,-51.691,-3.6404,-2.506,-3.5423,-2.862,-3.3199,-3.9728,-3.6949,-3.7508,1.49,98.91,82.0,,1.0,40.0,50.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=40,X=55,H=1",92,2003-07-01,2026-07-01,23.0,7.6648,-53.155,-3.6043,-2.532,-3.5061,-2.857,-3.2326,-3.9896,-3.5983,-3.7588,1.45,100.0,79.0,,1.0,40.0,55.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=40,X=60,H=1",92,2003-07-01,2026-07-01,23.0,8.0193,-53.155,-3.2497,-2.57,-3.1516,-2.835,-3.1416,-3.361,-3.6885,-3.0523,1.23,100.0,74.0,,1.0,40.0,60.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=40,X=65,H=1",92,2003-07-01,2026-07-01,23.0,7.8268,-53.155,-3.4422,-2.786,-3.3441,-3.067,-3.3862,-3.499,-3.9642,-3.1893,1.17,100.0,71.0,,1.0,40.0,65.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=40,X=70,H=1",92,2003-07-01,2026-07-01,23.0,8.1983,-52.902,-3.0708,-2.45,-2.9726,-2.97,-3.4722,-2.6481,-3.9679,-2.5159,0.98,100.0,66.0,,1.0,40.0,70.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=40,X=75,H=1",92,2003-07-01,2026-07-01,23.0,8.1799,-52.9,-3.0892,-2.489,-2.991,-3.079,-3.5457,-2.6084,-4.0866,-2.4581,0.84,100.0,60.0,,1.0,40.0,75.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=40,X=80,H=1",92,2003-07-01,2026-07-01,23.0,9.34,-46.513,-1.929,-1.676,-1.8309,-2.126,-1.4439,-2.4326,-1.6205,-2.2424,0.71,100.0,60.0,,1.0,40.0,80.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=40,X=85,H=1",92,2003-07-01,2026-07-01,23.0,9.0028,-48.583,-2.2662,-2.242,-2.1681,-3.358,-1.2381,-3.329,-1.3707,-3.0327,0.51,100.0,52.0,,1.0,40.0,85.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=40,X=90,H=1",92,2003-07-01,2026-07-01,23.0,9.5054,-46.664,-1.7636,-1.823,-1.6655,-2.959,-0.3822,-3.1874,-0.3302,-2.9078,0.35,100.0,39.0,,1.0,40.0,90.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=40,X=95,H=1",92,2003-07-01,2026-07-01,23.0,9.9704,-46.692,-1.2986,-1.529,-1.2005,-2.232,0.0567,-2.696,0.1279,-2.4183,0.2,100.0,26.0,,1.0,40.0,95.0
主窗,ey_fwd_hp,買貴,3M,wilder,甲,"N=1,H=2",92,2003-07-01,2026-07-01,23.0,2.1288,-68.76,-9.1403,-2.959,-9.0422,-3.026,-7.7744,-10.5476,-7.3089,-10.8765,1.33,100.0,31.0,1.0,2.0,,
主窗,ey_fwd_hp,買貴,3M,wilder,甲,"N=2,H=2",92,2003-07-01,2026-07-01,23.0,4.3526,-50.266,-6.9165,-3.304,-6.8184,-3.448,-3.6035,-10.2721,-2.8235,-10.1933,1.26,100.0,46.0,2.0,2.0,,
主窗,ey_fwd_hp,買貴,3M,wilder,甲,"N=3,H=2",92,2003-07-01,2026-07-01,23.0,6.8422,-51.687,-4.4268,-2.878,-4.3287,-2.804,-3.268,-5.6231,-3.3488,-5.4182,1.19,100.0,46.0,3.0,2.0,,
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=5,X=50,H=2",92,2003-07-01,2026-07-01,23.0,2.7854,-48.361,-8.4836,-3.286,-8.3855,-3.342,-6.1671,-10.8513,-7.2702,-9.7381,0.7,69.57,36.0,,2.0,5.0,50.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=5,X=55,H=2",92,2003-07-01,2026-07-01,23.0,2.6036,-50.476,-8.6655,-3.319,-8.5673,-3.377,-6.5401,-10.8416,-7.718,-9.7294,0.69,69.57,35.0,,2.0,5.0,55.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=5,X=60,H=2",92,2003-07-01,2026-07-01,23.0,3.0339,-50.476,-8.2352,-3.206,-8.1371,-3.292,-6.5401,-9.9772,-7.718,-8.9605,0.68,72.83,35.0,,2.0,5.0,60.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=5,X=65,H=2",92,2003-07-01,2026-07-01,23.0,3.0453,-50.476,-8.2238,-3.213,-8.1257,-3.308,-6.5401,-9.9542,-7.718,-8.9401,0.68,72.83,36.0,,2.0,5.0,65.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=5,X=70,H=2",92,2003-07-01,2026-07-01,23.0,2.9363,-50.476,-8.3327,-3.432,-8.2346,-3.376,-6.5401,-10.1734,-7.718,-9.135,0.68,77.17,37.0,,2.0,5.0,70.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=5,X=75,H=2",92,2003-07-01,2026-07-01,23.0,3.1313,-50.476,-8.1377,-3.366,-8.0396,-3.389,-6.8781,-9.4366,-7.718,-8.786,0.65,79.35,38.0,,2.0,5.0,75.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=5,X=80,H=2",92,2003-07-01,2026-07-01,23.0,3.7016,-48.142,-7.5674,-3.137,-7.4693,-3.165,-6.1237,-9.0542,-6.8636,-8.4063,0.63,81.52,38.0,,2.0,5.0,80.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=5,X=85,H=2",92,2003-07-01,2026-07-01,23.0,4.4853,-48.354,-6.7838,-2.902,-6.6856,-2.912,-6.2153,-7.3721,-6.974,-6.9178,0.57,84.78,36.0,,2.0,5.0,85.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=5,X=90,H=2",92,2003-07-01,2026-07-01,23.0,6.8132,-48.354,-4.4559,-2.38,-4.3577,-2.615,-1.6922,-7.2692,-1.8345,-6.5803,0.44,96.74,30.0,,2.0,5.0,90.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=5,X=95,H=2",92,2003-07-01,2026-07-01,23.0,8.2374,-48.548,-3.0317,-2.404,-2.9336,-2.252,-2.7635,-3.3098,-3.1926,-3.0364,0.24,97.83,21.0,,2.0,5.0,95.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=10,X=50,H=2",92,2003-07-01,2026-07-01,23.0,3.9814,-41.827,-7.2876,-3.276,-7.1895,-3.266,-4.1824,-10.4388,-5.2782,-9.0811,0.93,78.26,53.0,,2.0,10.0,50.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=10,X=55,H=2",92,2003-07-01,2026-07-01,23.0,4.2668,-43.888,-7.0022,-3.217,-6.9041,-3.216,-4.5104,-9.5451,-5.6723,-8.2844,0.93,82.61,53.0,,2.0,10.0,55.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=10,X=60,H=2",92,2003-07-01,2026-07-01,23.0,4.405,-43.888,-6.8641,-3.203,-6.7659,-3.189,-4.7894,-8.9892,-6.0073,-7.7892,0.91,82.61,52.0,,2.0,10.0,60.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=10,X=65,H=2",92,2003-07-01,2026-07-01,23.0,4.3353,-43.888,-6.9337,-3.254,-6.8356,-3.261,-4.8077,-9.1105,-6.0073,-7.9136,0.91,82.61,54.0,,2.0,10.0,65.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=10,X=70,H=2",92,2003-07-01,2026-07-01,23.0,5.7368,-43.888,-5.5322,-2.59,-5.4341,-2.744,-4.8077,-6.2822,-6.0073,-5.3997,0.83,83.7,53.0,,2.0,10.0,70.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=10,X=75,H=2",92,2003-07-01,2026-07-01,23.0,5.6158,-43.888,-5.6532,-2.637,-5.5551,-2.812,-5.1209,-6.2046,-6.0073,-5.6177,0.8,84.78,52.0,,2.0,10.0,75.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=10,X=80,H=2",92,2003-07-01,2026-07-01,23.0,6.9559,-43.16,-4.3131,-2.035,-4.215,-2.113,-2.9293,-5.7392,-3.4277,-5.1566,0.72,90.22,47.0,,2.0,10.0,80.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=10,X=85,H=2",92,2003-07-01,2026-07-01,23.0,7.0541,-44.757,-4.2149,-2.057,-4.1168,-2.138,-3.2491,-5.2135,-3.8145,-4.6916,0.63,90.22,46.0,,2.0,10.0,85.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=10,X=90,H=2",92,2003-07-01,2026-07-01,23.0,8.7808,-44.757,-2.4882,-1.558,-2.3901,-1.715,0.0108,-5.0383,-0.0423,-4.4041,0.44,97.83,38.0,,2.0,10.0,90.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=10,X=95,H=2",92,2003-07-01,2026-07-01,23.0,9.0378,-45.436,-2.2312,-1.888,-2.1331,-1.962,-1.429,-3.062,-1.8461,-2.6147,0.24,97.83,26.0,,2.0,10.0,95.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=15,X=50,H=2",92,2003-07-01,2026-07-01,23.0,6.2119,-45.771,-5.0571,-2.586,-4.959,-2.703,-3.4635,-6.6964,-4.6111,-5.6022,1.05,84.78,63.0,,2.0,15.0,50.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=15,X=55,H=2",92,2003-07-01,2026-07-01,23.0,6.3815,-47.562,-4.8875,-2.595,-4.7894,-2.755,-3.771,-6.0405,-4.9806,-5.0193,1.06,89.13,61.0,,2.0,15.0,55.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=15,X=60,H=2",92,2003-07-01,2026-07-01,23.0,6.1122,-47.562,-5.1568,-2.843,-5.0587,-2.903,-4.0831,-6.2659,-5.3179,-5.2479,0.98,89.13,57.0,,2.0,15.0,60.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=15,X=65,H=2",92,2003-07-01,2026-07-01,23.0,6.2548,-47.562,-5.0142,-2.788,-4.9161,-2.843,-4.0776,-5.9827,-5.3179,-4.9913,0.96,90.22,57.0,,2.0,15.0,65.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=15,X=70,H=2",92,2003-07-01,2026-07-01,23.0,7.1041,-47.562,-4.165,-2.333,-4.0669,-2.513,-4.4591,-3.8545,-5.4494,-3.3564,0.85,91.3,56.0,,2.0,15.0,70.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=15,X=75,H=2",92,2003-07-01,2026-07-01,23.0,7.1419,-47.562,-4.1272,-2.318,-4.0291,-2.525,-4.6784,-3.5458,-5.4919,-3.2551,0.77,91.3,52.0,,2.0,15.0,75.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=15,X=80,H=2",92,2003-07-01,2026-07-01,23.0,7.9632,-46.312,-3.3058,-1.958,-3.2077,-2.095,-3.4346,-3.1695,-4.0551,-2.8738,0.71,91.3,52.0,,2.0,15.0,80.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=15,X=85,H=2",92,2003-07-01,2026-07-01,23.0,7.5489,-48.911,-3.7201,-2.301,-3.622,-2.459,-3.6819,-3.7582,-4.3538,-3.3934,0.54,91.3,47.0,,2.0,15.0,85.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=15,X=90,H=2",92,2003-07-01,2026-07-01,23.0,8.7742,-48.911,-2.4948,-1.913,-2.3967,-2.232,-0.9046,-4.1308,-0.99,-3.7223,0.43,97.83,39.0,,2.0,15.0,90.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=15,X=95,H=2",92,2003-07-01,2026-07-01,23.0,8.9664,-48.275,-2.3027,-2.144,-2.2046,-2.382,-1.6439,-2.9857,-1.9471,-2.6669,0.25,97.83,26.0,,2.0,15.0,95.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=20,X=50,H=2",92,2003-07-01,2026-07-01,23.0,6.0038,-48.305,-5.2652,-3.604,-5.1671,-4.003,-5.1777,-5.3541,-5.9413,-4.9685,1.22,95.65,73.0,,2.0,20.0,50.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=20,X=55,H=2",92,2003-07-01,2026-07-01,23.0,6.2787,-50.357,-4.9903,-3.487,-4.8922,-3.864,-4.6065,-5.3879,-5.2521,-4.9983,1.16,96.74,71.0,,2.0,20.0,55.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=20,X=60,H=2",92,2003-07-01,2026-07-01,23.0,6.9974,-50.357,-4.2716,-3.099,-4.1735,-3.418,-4.2219,-4.3215,-5.0915,-3.8248,1.08,97.83,65.0,,2.0,20.0,60.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=20,X=65,H=2",92,2003-07-01,2026-07-01,23.0,7.007,-50.357,-4.262,-3.261,-4.1639,-3.634,-3.7111,-4.833,-4.4535,-4.2939,1.01,98.91,63.0,,2.0,20.0,65.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=20,X=70,H=2",92,2003-07-01,2026-07-01,23.0,7.5723,-50.516,-3.6967,-2.836,-3.5986,-3.395,-3.8044,-3.5823,-4.4773,-3.2567,0.88,98.91,60.0,,2.0,20.0,70.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=20,X=75,H=2",92,2003-07-01,2026-07-01,23.0,7.6519,-50.979,-3.6172,-2.775,-3.519,-3.332,-4.1578,-3.0473,-4.8335,-2.839,0.78,98.91,55.0,,2.0,20.0,75.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=20,X=80,H=2",92,2003-07-01,2026-07-01,23.0,8.8365,-45.789,-2.4325,-1.995,-2.3344,-2.381,-2.2722,-2.5987,-2.6166,-2.3951,0.69,98.91,56.0,,2.0,20.0,80.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=20,X=85,H=2",92,2003-07-01,2026-07-01,23.0,8.3608,-47.815,-2.9082,-2.622,-2.8101,-3.25,-2.6219,-3.2053,-3.0401,-2.9299,0.56,98.91,48.0,,2.0,20.0,85.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=20,X=90,H=2",92,2003-07-01,2026-07-01,23.0,9.21,-45.935,-2.0591,-2.049,-1.9609,-2.771,-0.7316,-3.4279,-0.7467,-3.1263,0.4,100.0,38.0,,2.0,20.0,90.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=20,X=95,H=2",92,2003-07-01,2026-07-01,23.0,9.7057,-46.363,-1.5633,-1.803,-1.4652,-2.166,-0.6924,-2.4649,-0.6991,-2.2771,0.24,100.0,26.0,,2.0,20.0,95.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=25,X=50,H=2",92,2003-07-01,2026-07-01,23.0,7.1335,-48.099,-4.1355,-2.708,-4.0374,-3.043,-3.4427,-4.8531,-3.8408,-4.5294,1.15,96.74,74.0,,2.0,25.0,50.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=25,X=55,H=2",92,2003-07-01,2026-07-01,23.0,7.3467,-50.16,-3.9223,-2.525,-3.8242,-2.796,-3.5289,-4.3301,-3.9414,-4.0709,1.09,96.74,71.0,,2.0,25.0,55.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=25,X=60,H=2",92,2003-07-01,2026-07-01,23.0,8.6097,-50.16,-2.6594,-1.806,-2.5612,-1.995,-2.2739,-3.0594,-2.6299,-2.7928,1.01,98.91,64.0,,2.0,25.0,60.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=25,X=65,H=2",92,2003-07-01,2026-07-01,23.0,8.2407,-50.349,-3.0284,-2.115,-2.9303,-2.349,-2.3279,-3.7542,-2.6726,-3.4228,0.95,98.91,64.0,,2.0,25.0,65.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=25,X=70,H=2",92,2003-07-01,2026-07-01,23.0,8.631,-50.508,-2.6381,-1.912,-2.5399,-2.303,-2.7989,-2.4684,-3.153,-2.3576,0.84,100.0,59.0,,2.0,25.0,70.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=25,X=75,H=2",92,2003-07-01,2026-07-01,23.0,8.4205,-51.674,-2.8485,-2.135,-2.7504,-2.581,-3.1488,-2.5324,-3.6065,-2.3912,0.76,100.0,56.0,,2.0,25.0,75.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=25,X=80,H=2",92,2003-07-01,2026-07-01,23.0,9.5783,-46.555,-1.6907,-1.389,-1.5926,-1.707,-1.1881,-2.2124,-1.3099,-2.0484,0.68,100.0,56.0,,2.0,25.0,80.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=25,X=85,H=2",92,2003-07-01,2026-07-01,23.0,8.9779,-48.665,-2.2911,-2.22,-2.193,-3.088,-1.2181,-3.4,-1.3379,-3.1016,0.56,100.0,50.0,,2.0,25.0,85.0
主窗,ey_fwd_hp,買貴,3M,wilder,乙,"E=25,X=90,H=2",92,2003-07-01,2026-07-01,23.0,9.2813,-46.704,-1.9877,-2.057,-1.8896,-3.127,-0.3849,-3.6365,-0.3095,-3.3217,0.38,100.0,37.0,,2.0,25.0,90.0
