window,arm,direction,bar,rsi_kind,style,params,n_periods,start,end,years,cagr_pct,maxdd_pct,exc_spy,t_spy,exc_ew9,t_ew9,exc_spy_h1,exc_spy_h2,exc_spy_pre13,exc_spy_post13,ann_turnover,pct_in_mkt,n_rebal,N,H,E,X
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=25,X=95,H=1",277,2003-07-01,2026-08-03,23.09,13.015,-46.616,1.7639,1.646,1.9299,2.752,3.027,0.4599,3.4598,0.5271,0.69,100.0,92.0,,1.0,25.0,95.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=30,X=50,H=1",277,2003-07-01,2026-08-03,23.09,13.9338,-46.978,2.6827,1.328,2.8487,1.583,3.4218,1.9156,2.4549,2.8909,5.06,96.03,236.0,,1.0,30.0,50.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=30,X=55,H=1",277,2003-07-01,2026-08-03,23.09,13.3507,-46.987,2.0996,1.171,2.2656,1.442,3.5196,0.6357,2.7743,1.6225,4.78,97.11,234.0,,1.0,30.0,55.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=30,X=60,H=1",277,2003-07-01,2026-08-03,23.09,14.1321,-46.594,2.881,1.654,3.047,1.982,4.3447,1.3726,3.7739,2.2525,4.6,97.83,229.0,,1.0,30.0,60.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=30,X=65,H=1",277,2003-07-01,2026-08-03,23.09,14.2138,-47.511,2.9627,1.784,3.1288,2.099,4.1192,1.7675,3.7211,2.4353,4.25,98.19,228.0,,1.0,30.0,65.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=30,X=70,H=1",277,2003-07-01,2026-08-03,23.09,14.7969,-45.809,3.5458,2.185,3.7119,2.515,4.706,2.3467,4.3236,3.0122,3.96,98.92,222.0,,1.0,30.0,70.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=30,X=75,H=1",277,2003-07-01,2026-08-03,23.09,13.8568,-45.546,2.6057,1.75,2.7717,2.062,4.334,0.829,4.2729,1.4018,3.6,98.92,215.0,,1.0,30.0,75.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=30,X=80,H=1",277,2003-07-01,2026-08-03,23.09,14.1777,-44.895,2.9266,2.083,3.0927,2.45,4.2119,1.5999,4.3907,1.8766,3.15,99.64,206.0,,1.0,30.0,80.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=30,X=85,H=1",277,2003-07-01,2026-08-03,23.09,12.8859,-44.359,1.6348,1.199,1.8009,1.529,2.9834,0.2437,2.9657,0.6646,2.52,99.64,195.0,,1.0,30.0,85.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=30,X=90,H=1",277,2003-07-01,2026-08-03,23.09,12.3377,-45.34,1.0866,0.878,1.2526,1.381,2.5109,-0.3816,2.7957,-0.1695,1.72,100.0,162.0,,1.0,30.0,90.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=30,X=95,H=1",277,2003-07-01,2026-08-03,23.09,12.8612,-46.616,1.61,1.488,1.7761,2.598,2.8986,0.2801,3.579,0.1711,0.69,100.0,89.0,,1.0,30.0,95.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=35,X=50,H=1",277,2003-07-01,2026-08-03,23.09,13.3024,-49.94,2.0513,1.068,2.2173,1.317,3.0787,0.9882,1.858,2.2248,5.07,96.75,245.0,,1.0,35.0,50.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=35,X=55,H=1",277,2003-07-01,2026-08-03,23.09,12.8075,-49.949,1.5564,0.911,1.7225,1.181,3.0694,-0.0019,2.047,1.2093,4.8,97.83,244.0,,1.0,35.0,55.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=35,X=60,H=1",277,2003-07-01,2026-08-03,23.09,13.5101,-49.58,2.259,1.352,2.4251,1.681,3.5308,0.9461,2.6102,2.0258,4.55,98.19,235.0,,1.0,35.0,60.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=35,X=65,H=1",277,2003-07-01,2026-08-03,23.09,13.6219,-49.862,2.3708,1.483,2.5368,1.806,3.7708,0.9273,3.1104,1.8491,4.22,98.56,234.0,,1.0,35.0,65.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=35,X=70,H=1",277,2003-07-01,2026-08-03,23.09,14.0702,-48.245,2.8191,1.81,2.9852,2.164,4.1487,1.4472,3.5046,2.344,3.87,98.92,224.0,,1.0,35.0,70.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=35,X=75,H=1",277,2003-07-01,2026-08-03,23.09,13.2277,-47.995,1.9765,1.398,2.1426,1.782,3.4998,0.4078,3.4873,0.8787,3.52,98.92,216.0,,1.0,35.0,75.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=35,X=80,H=1",277,2003-07-01,2026-08-03,23.09,13.5227,-47.385,2.2716,1.678,2.4377,2.134,3.4664,1.0373,3.6702,1.2606,3.07,99.64,206.0,,1.0,35.0,80.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=35,X=85,H=1",277,2003-07-01,2026-08-03,23.09,12.5848,-46.514,1.3337,1.014,1.4997,1.431,2.615,0.0111,2.6268,0.3872,2.47,99.64,193.0,,1.0,35.0,85.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=35,X=90,H=1",277,2003-07-01,2026-08-03,23.09,11.9027,-47.168,0.6516,0.517,0.8176,1.023,2.1729,-0.9151,2.4748,-0.6943,1.69,100.0,165.0,,1.0,35.0,90.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=35,X=95,H=1",277,2003-07-01,2026-08-03,23.09,12.3647,-47.995,1.1136,1.018,1.2796,2.113,2.4911,-0.307,3.0879,-0.3363,0.67,100.0,85.0,,1.0,35.0,95.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=40,X=50,H=1",277,2003-07-01,2026-08-03,23.09,13.2221,-50.473,1.971,1.05,2.1371,1.311,1.6139,2.3439,1.9312,2.0276,5.19,98.19,258.0,,1.0,40.0,50.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=40,X=55,H=1",277,2003-07-01,2026-08-03,23.09,12.7822,-50.455,1.5311,0.918,1.6972,1.201,1.9827,1.061,2.1265,1.1053,4.81,98.56,254.0,,1.0,40.0,55.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=40,X=60,H=1",277,2003-07-01,2026-08-03,23.09,13.4564,-50.077,2.2053,1.353,2.3713,1.7,2.5253,1.8714,2.7851,1.8004,4.62,98.92,249.0,,1.0,40.0,60.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=40,X=65,H=1",277,2003-07-01,2026-08-03,23.09,13.2357,-49.934,1.9845,1.265,2.1506,1.596,2.2417,1.716,2.6347,1.5242,4.25,98.92,245.0,,1.0,40.0,65.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=40,X=70,H=1",277,2003-07-01,2026-08-03,23.09,13.4015,-48.643,2.1504,1.406,2.3164,1.767,2.2174,2.0795,2.7114,1.7588,3.84,98.92,233.0,,1.0,40.0,70.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=40,X=75,H=1",277,2003-07-01,2026-08-03,23.09,12.1087,-48.395,0.8576,0.641,1.0236,0.991,1.8772,-0.1974,2.736,-0.5258,3.49,99.28,224.0,,1.0,40.0,75.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=40,X=80,H=1",277,2003-07-01,2026-08-03,23.09,12.8183,-47.108,1.5672,1.241,1.7332,1.767,2.6495,0.4478,3.3381,0.2725,3.1,100.0,214.0,,1.0,40.0,80.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=40,X=85,H=1",277,2003-07-01,2026-08-03,23.09,11.8584,-46.453,0.6073,0.489,0.7733,0.961,1.984,-0.8124,2.4307,-0.7394,2.51,100.0,200.0,,1.0,40.0,85.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=40,X=90,H=1",277,2003-07-01,2026-08-03,23.09,12.0798,-47.137,0.8287,0.716,0.9947,1.429,2.4032,-0.792,2.7148,-0.5607,1.63,100.0,164.0,,1.0,40.0,90.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=40,X=95,H=1",277,2003-07-01,2026-08-03,23.09,12.2417,-47.995,0.9906,0.916,1.1567,2.105,2.5559,-0.6207,3.137,-0.5866,0.68,100.0,88.0,,1.0,40.0,95.0
主窗,ey_fwd1,買便宜,1M,wilder,甲,"N=1,H=2",277,2003-07-01,2026-08-03,23.09,18.2963,-53.057,7.0452,2.431,7.2112,2.63,4.2541,10.0207,4.8159,8.8456,4.96,100.0,115.0,1.0,2.0,,
主窗,ey_fwd1,買便宜,1M,wilder,甲,"N=2,H=2",277,2003-07-01,2026-08-03,23.09,13.3788,-50.442,2.1277,1.143,2.2937,1.393,2.2406,2.009,2.0338,2.2271,4.46,100.0,139.0,2.0,2.0,,
主窗,ey_fwd1,買便宜,1M,wilder,甲,"N=3,H=2",277,2003-07-01,2026-08-03,23.09,12.8833,-49.949,1.6322,1.092,1.7982,1.4,2.0859,1.1599,1.5743,1.6978,3.88,100.0,139.0,3.0,2.0,,
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=5,X=50,H=2",277,2003-07-01,2026-08-03,23.09,4.7385,-54.061,-6.5126,-2.294,-6.3466,-2.324,-6.6718,-6.3423,-5.3821,-7.4444,2.49,60.65,116.0,,2.0,5.0,50.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=5,X=55,H=2",277,2003-07-01,2026-08-03,23.09,4.8006,-54.061,-6.4505,-2.244,-6.2845,-2.279,-7.1498,-5.7101,-5.9608,-6.9031,2.42,61.73,115.0,,2.0,5.0,55.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=5,X=60,H=2",277,2003-07-01,2026-08-03,23.09,5.5199,-48.958,-5.7312,-2.106,-5.5651,-2.136,-5.8339,-5.6207,-4.3662,-6.8266,2.4,62.09,115.0,,2.0,5.0,60.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=5,X=65,H=2",277,2003-07-01,2026-08-03,23.09,5.9545,-48.958,-5.2966,-1.969,-5.1306,-1.996,-5.2934,-5.2974,-3.7099,-6.55,2.4,62.82,116.0,,2.0,5.0,65.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=5,X=70,H=2",277,2003-07-01,2026-08-03,23.09,6.5319,-47.406,-4.7192,-1.758,-4.5532,-1.769,-4.1368,-5.3228,-2.3029,-6.5717,2.41,63.54,117.0,,2.0,5.0,70.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=5,X=75,H=2",277,2003-07-01,2026-08-03,23.09,7.2477,-47.27,-4.0035,-1.509,-3.8374,-1.517,-3.3532,-4.6774,-1.3477,-6.0199,2.29,63.9,118.0,,2.0,5.0,75.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=5,X=80,H=2",277,2003-07-01,2026-08-03,23.09,8.4825,-47.27,-2.7686,-1.11,-2.6026,-1.095,-2.3017,-3.2533,-0.0634,-4.804,2.14,64.98,116.0,,2.0,5.0,80.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=5,X=85,H=2",277,2003-07-01,2026-08-03,23.09,9.6614,-46.501,-1.5897,-0.648,-1.4237,-0.603,-3.1873,0.1056,-1.2331,-1.8792,1.94,76.53,114.0,,2.0,5.0,85.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=5,X=90,H=2",277,2003-07-01,2026-08-03,23.09,11.5712,-45.096,0.3201,0.091,0.4861,0.205,0.9859,-0.3711,0.1113,0.482,1.54,89.17,107.0,,2.0,5.0,90.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=5,X=95,H=2",277,2003-07-01,2026-08-03,23.09,12.5373,-42.871,1.2861,0.925,1.4522,1.174,1.6725,0.8838,1.939,0.8141,0.57,98.19,64.0,,2.0,5.0,95.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=10,X=50,H=2",277,2003-07-01,2026-08-03,23.09,9.0762,-44.026,-2.1749,-1.003,-2.0089,-0.95,-2.3273,-2.0144,-1.0269,-3.0624,3.61,82.31,177.0,,2.0,10.0,50.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=10,X=55,H=2",277,2003-07-01,2026-08-03,23.09,9.1566,-44.026,-2.0945,-0.964,-1.9285,-0.908,-2.2953,-1.8833,-0.9881,-2.95,3.59,83.03,179.0,,2.0,10.0,55.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=10,X=60,H=2",277,2003-07-01,2026-08-03,23.09,9.1817,-44.953,-2.0694,-0.97,-1.9033,-0.897,-1.878,-2.268,-0.4821,-3.2797,3.51,83.75,179.0,,2.0,10.0,60.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=10,X=65,H=2",277,2003-07-01,2026-08-03,23.09,10.8246,-47.049,-0.4266,-0.22,-0.2605,-0.119,-0.4592,-0.3922,1.2416,-1.6738,3.35,86.64,171.0,,2.0,10.0,65.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=10,X=70,H=2",277,2003-07-01,2026-08-03,23.09,10.8473,-46.797,-0.4038,-0.179,-0.2378,-0.079,0.1744,-1.0044,2.0131,-2.1975,3.19,89.53,167.0,,2.0,10.0,70.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=10,X=75,H=2",277,2003-07-01,2026-08-03,23.09,10.5624,-46.644,-0.6887,-0.319,-0.5227,-0.217,0.1947,-1.6037,2.0389,-2.7112,3.04,89.53,169.0,,2.0,10.0,75.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=10,X=80,H=2",277,2003-07-01,2026-08-03,23.09,11.3358,-46.664,0.0847,0.014,0.2507,0.12,0.5905,-0.441,2.5309,-1.7233,2.84,89.53,160.0,,2.0,10.0,80.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=10,X=85,H=2",277,2003-07-01,2026-08-03,23.09,12.3418,-46.096,1.0907,0.534,1.2567,0.648,-0.3285,2.5908,1.1108,1.0901,2.57,94.58,159.0,,2.0,10.0,85.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=10,X=90,H=2",277,2003-07-01,2026-08-03,23.09,12.1435,-45.31,0.8924,0.543,1.0584,0.758,1.7553,-0.0018,1.8078,0.2195,1.8,99.28,138.0,,2.0,10.0,90.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=10,X=95,H=2",277,2003-07-01,2026-08-03,23.09,12.7031,-43.688,1.452,1.224,1.618,1.767,2.6374,0.2273,3.2279,0.1521,0.58,99.28,71.0,,2.0,10.0,95.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=15,X=50,H=2",277,2003-07-01,2026-08-03,23.09,10.4345,-41.535,-0.8167,-0.491,-0.6506,-0.401,0.0504,-1.7147,1.1136,-2.2614,4.15,92.06,204.0,,2.0,15.0,50.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=15,X=55,H=2",277,2003-07-01,2026-08-03,23.09,10.3586,-41.535,-0.8925,-0.528,-0.7264,-0.442,0.2881,-2.1119,1.4011,-2.6033,4.01,92.06,203.0,,2.0,15.0,55.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=15,X=60,H=2",277,2003-07-01,2026-08-03,23.09,10.6766,-42.637,-0.5745,-0.362,-0.4085,-0.258,0.4837,-1.6688,1.638,-2.2219,3.87,92.42,204.0,,2.0,15.0,60.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=15,X=65,H=2",277,2003-07-01,2026-08-03,23.09,11.7087,-46.089,0.4576,0.232,0.6236,0.387,1.4089,-0.5274,2.7592,-1.2401,3.76,93.86,206.0,,2.0,15.0,65.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=15,X=70,H=2",277,2003-07-01,2026-08-03,23.09,11.6514,-45.055,0.4003,0.205,0.5663,0.361,1.9427,-1.1879,3.5103,-1.8822,3.63,94.95,201.0,,2.0,15.0,70.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=15,X=75,H=2",277,2003-07-01,2026-08-03,23.09,11.291,-46.303,0.0399,0.002,0.206,0.149,2.0682,-2.0392,3.5546,-2.5373,3.33,95.67,194.0,,2.0,15.0,75.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=15,X=80,H=2",277,2003-07-01,2026-08-03,23.09,12.1343,-42.918,0.8831,0.51,1.0492,0.706,2.7144,-0.9975,4.5658,-1.8018,3.07,95.67,185.0,,2.0,15.0,80.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=15,X=85,H=2",277,2003-07-01,2026-08-03,23.09,12.574,-42.489,1.3229,0.889,1.489,1.122,2.1116,0.505,3.6072,-0.3499,2.67,98.56,182.0,,2.0,15.0,85.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=15,X=90,H=2",277,2003-07-01,2026-08-03,23.09,12.5606,-45.233,1.3094,1.007,1.4755,1.41,3.2337,-0.665,3.1791,-0.0612,1.81,100.0,155.0,,2.0,15.0,90.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=15,X=95,H=2",277,2003-07-01,2026-08-03,23.09,13.124,-44.75,1.8728,1.761,2.0389,2.809,3.4172,0.2827,4.0479,0.2873,0.65,100.0,82.0,,2.0,15.0,95.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=20,X=50,H=2",277,2003-07-01,2026-08-03,23.09,11.2458,-43.92,-0.0053,-0.03,0.1607,0.109,1.1361,-1.1849,0.4845,-0.3733,4.19,95.31,216.0,,2.0,20.0,50.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=20,X=55,H=2",277,2003-07-01,2026-08-03,23.09,11.394,-43.92,0.1429,0.058,0.3089,0.204,1.268,-1.02,0.6415,-0.2296,4.04,95.31,218.0,,2.0,20.0,55.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=20,X=60,H=2",277,2003-07-01,2026-08-03,23.09,11.9948,-43.85,0.7437,0.416,0.9097,0.595,1.8139,-0.3631,1.3557,0.2946,3.91,95.31,218.0,,2.0,20.0,60.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=20,X=65,H=2",277,2003-07-01,2026-08-03,23.09,13.0191,-44.639,1.768,1.08,1.934,1.297,2.9108,0.5868,2.6659,1.1203,3.82,96.39,219.0,,2.0,20.0,65.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=20,X=70,H=2",277,2003-07-01,2026-08-03,23.09,13.1632,-42.638,1.9121,1.18,2.0782,1.415,3.7777,-0.0032,3.7062,0.6054,3.62,97.47,212.0,,2.0,20.0,70.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=20,X=75,H=2",277,2003-07-01,2026-08-03,23.09,12.3007,-44.067,1.0496,0.681,1.2156,0.884,3.4839,-1.4368,3.7945,-0.9608,3.33,97.83,204.0,,2.0,20.0,75.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=20,X=80,H=2",277,2003-07-01,2026-08-03,23.09,12.8114,-43.224,1.5603,1.028,1.7263,1.286,3.5651,-0.4954,3.9443,-0.1817,3.05,97.83,197.0,,2.0,20.0,80.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=20,X=85,H=2",277,2003-07-01,2026-08-03,23.09,12.9041,-42.819,1.6529,1.183,1.819,1.508,2.9199,0.3451,3.1334,0.5728,2.55,99.64,192.0,,2.0,20.0,85.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=20,X=90,H=2",277,2003-07-01,2026-08-03,23.09,12.3254,-44.444,1.0742,0.85,1.2403,1.308,3.017,-0.9188,3.0505,-0.3776,1.72,100.0,160.0,,2.0,20.0,90.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=20,X=95,H=2",277,2003-07-01,2026-08-03,23.09,13.097,-44.75,1.8459,1.762,2.0119,2.877,3.2294,0.4192,3.9802,0.2897,0.66,100.0,85.0,,2.0,20.0,95.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=25,X=50,H=2",277,2003-07-01,2026-08-03,23.09,13.1909,-46.856,1.9398,1.094,2.1058,1.355,2.91,0.9354,2.7505,1.3592,4.35,97.11,229.0,,2.0,25.0,50.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=25,X=55,H=2",277,2003-07-01,2026-08-03,23.09,13.4625,-47.251,2.2114,1.261,2.3774,1.548,3.1607,1.2283,3.0506,1.6134,4.21,97.11,233.0,,2.0,25.0,55.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=25,X=60,H=2",277,2003-07-01,2026-08-03,23.09,13.7439,-47.463,2.4928,1.443,2.6589,1.748,3.3643,1.5896,3.3634,1.8755,4.13,97.11,230.0,,2.0,25.0,60.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=25,X=65,H=2",277,2003-07-01,2026-08-03,23.09,13.6538,-47.518,2.4027,1.447,2.5687,1.717,3.2261,1.5489,3.1978,1.8402,3.85,96.75,230.0,,2.0,25.0,65.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=25,X=70,H=2",277,2003-07-01,2026-08-03,23.09,13.7518,-45.421,2.5007,1.516,2.6667,1.8,3.892,1.066,4.0972,1.3472,3.63,97.83,224.0,,2.0,25.0,70.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=25,X=75,H=2",277,2003-07-01,2026-08-03,23.09,12.9115,-45.158,1.6604,1.085,1.8264,1.319,4.2907,-1.0214,4.5322,-0.4328,3.34,97.83,215.0,,2.0,25.0,75.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=25,X=80,H=2",277,2003-07-01,2026-08-03,23.09,13.6266,-44.883,2.3754,1.64,2.5415,1.921,4.0534,0.6498,4.3779,0.9229,3.06,98.19,208.0,,2.0,25.0,80.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=25,X=85,H=2",277,2003-07-01,2026-08-03,23.09,12.9235,-44.202,1.6724,1.248,1.8384,1.552,2.9517,0.3519,2.9497,0.7423,2.51,99.64,200.0,,2.0,25.0,85.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=25,X=90,H=2",277,2003-07-01,2026-08-03,23.09,12.3718,-45.166,1.1207,0.917,1.2867,1.379,2.7675,-0.5734,2.7336,-0.0644,1.77,100.0,172.0,,2.0,25.0,90.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=25,X=95,H=2",277,2003-07-01,2026-08-03,23.09,13.015,-46.616,1.7639,1.646,1.9299,2.752,3.027,0.4599,3.4598,0.5271,0.69,100.0,92.0,,2.0,25.0,95.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=30,X=50,H=2",277,2003-07-01,2026-08-03,23.09,13.2698,-46.704,2.0187,1.139,2.1847,1.435,3.215,0.7828,2.5047,1.6813,4.33,98.56,223.0,,2.0,30.0,50.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=30,X=55,H=2",277,2003-07-01,2026-08-03,23.09,13.4591,-46.704,2.208,1.265,2.374,1.585,3.4904,0.8841,2.8327,1.7696,4.2,98.56,225.0,,2.0,30.0,55.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=30,X=60,H=2",277,2003-07-01,2026-08-03,23.09,14.1583,-46.875,2.9072,1.717,3.0733,2.106,3.7608,2.0223,3.2219,2.7103,4.09,98.56,219.0,,2.0,30.0,60.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=30,X=65,H=2",277,2003-07-01,2026-08-03,23.09,14.1885,-46.988,2.9374,1.787,3.1034,2.158,3.9719,1.8669,3.4738,2.5752,3.88,98.92,222.0,,2.0,30.0,65.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=30,X=70,H=2",277,2003-07-01,2026-08-03,23.09,14.7193,-45.749,3.4681,2.167,3.6342,2.566,4.5369,2.3625,4.152,3.0034,3.66,99.28,217.0,,2.0,30.0,70.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=30,X=75,H=2",277,2003-07-01,2026-08-03,23.09,13.6155,-45.488,2.3644,1.62,2.5304,1.944,4.4152,0.2625,4.3178,0.9475,3.37,99.28,210.0,,2.0,30.0,75.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=30,X=80,H=2",277,2003-07-01,2026-08-03,23.09,14.0085,-45.226,2.7574,2.046,2.9234,2.411,3.8401,1.6375,3.9991,1.8688,2.99,99.64,201.0,,2.0,30.0,80.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=30,X=85,H=2",277,2003-07-01,2026-08-03,23.09,12.7278,-44.53,1.4767,1.109,1.6428,1.433,2.8509,0.0595,2.807,0.5048,2.42,99.64,192.0,,2.0,30.0,85.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=30,X=90,H=2",277,2003-07-01,2026-08-03,23.09,12.3438,-45.34,1.0927,0.883,1.2587,1.388,2.5109,-0.3693,2.7957,-0.1589,1.72,100.0,161.0,,2.0,30.0,90.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=30,X=95,H=2",277,2003-07-01,2026-08-03,23.09,12.8612,-46.616,1.61,1.488,1.7761,2.598,2.8986,0.2801,3.579,0.1711,0.69,100.0,89.0,,2.0,30.0,95.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=35,X=50,H=2",277,2003-07-01,2026-08-03,23.09,12.3347,-49.246,1.0836,0.653,1.2496,0.926,2.4616,-0.3375,2.0706,0.3601,4.25,98.19,226.0,,2.0,35.0,50.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=35,X=55,H=2",277,2003-07-01,2026-08-03,23.09,12.6374,-49.246,1.3863,0.836,1.5523,1.145,2.9278,-0.2011,2.3947,0.6511,4.11,98.19,230.0,,2.0,35.0,55.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=35,X=60,H=2",277,2003-07-01,2026-08-03,23.09,13.3787,-49.287,2.1276,1.325,2.2936,1.711,3.2859,0.9305,2.7975,1.6545,4.03,98.56,227.0,,2.0,35.0,60.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=35,X=65,H=2",277,2003-07-01,2026-08-03,23.09,13.1626,-49.326,1.9115,1.224,2.0775,1.566,3.5008,0.2756,3.062,1.0784,3.85,98.92,227.0,,2.0,35.0,65.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=35,X=70,H=2",277,2003-07-01,2026-08-03,23.09,13.7724,-48.15,2.5213,1.661,2.6874,2.053,3.8929,1.1067,3.5344,1.7986,3.59,99.28,219.0,,2.0,35.0,70.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=35,X=75,H=2",277,2003-07-01,2026-08-03,23.09,13.1733,-47.901,1.9222,1.388,2.0882,1.775,3.7696,0.0252,3.6993,0.628,3.34,99.28,211.0,,2.0,35.0,75.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=35,X=80,H=2",277,2003-07-01,2026-08-03,23.09,13.3913,-47.663,2.1402,1.659,2.3062,2.123,3.292,0.9498,3.493,1.161,2.94,99.64,201.0,,2.0,35.0,80.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=35,X=85,H=2",277,2003-07-01,2026-08-03,23.09,12.4208,-46.668,1.1697,0.918,1.3358,1.329,2.4677,-0.1698,2.4502,0.2303,2.35,99.64,189.0,,2.0,35.0,85.0
主窗,ey_fwd1,買便宜,1M,wilder,乙,"E=35,X=90,H=2",277,2003-07-01,2026-08-03,23.09,11.9475,-47.168,0.6964,0.563,0.8625,1.088,2.1729,-0.8247,2.4748,-0.616,1.69,100.0,164.0,,2.0,35.0,90.0
