weight_quality,weight_value,weight_momentum,weight_low_vol,cadence,value,trades,verdict,neighbours,valid_neighbours,neighbourhood_mean,neighbour_mean,lift,peak_over_neighbourhood,is_local_peak
0.0,0.0,0.0,1.0,monthly,-0.33098895488361113,1,無效,7,6,,,,,False
0.0,0.0,0.0,1.0,quarterly,-0.33098895488361113,1,無效,7,6,,,,,False
0.0,0.0,0.1,0.9,monthly,-0.331874757424919,280,平原,13,11,-0.33390918043636547,-0.3340941279828606,0.0020344230114464623,,True
0.0,0.0,0.1,0.9,quarterly,-0.3318921828403959,94,平原,13,11,-0.33390918043636547,-0.3340925438541809,0.002016997595969572,,False
0.0,0.0,0.2,0.8,monthly,-0.33275976379548877,280,平原,13,13,-0.334382464785205,-0.3345072879382601,0.0016227009897162303,,False
0.0,0.0,0.2,0.8,quarterly,-0.3327906518731796,94,平原,13,13,-0.334382464785205,-0.3345049119322839,0.0015918129120254254,,False
0.0,0.0,0.3,0.7,monthly,-0.33364397694041337,280,平原,13,13,-0.33527016545782745,-0.3353952568822439,0.0016261885174140844,,False
0.0,0.0,0.3,0.7,quarterly,-0.33368439949384066,94,平原,13,13,-0.33527016545782745,-0.33539214745505724,0.001585765963986796,,False
0.0,0.0,0.4,0.6,monthly,-0.3345273997902817,280,平原,13,13,-0.3361848389923799,-0.3363123343156182,0.0016574392020982098,,False
0.0,0.0,0.4,0.6,quarterly,-0.33457346282104716,94,平原,13,13,-0.3361848389923799,-0.3363087910055593,0.0016113761713327235,,False
0.0,0.0,0.5,0.5,monthly,-0.33554366130375546,280,平原,13,13,-0.3371706503472339,-0.3372958033505784,0.0016269890434784662,,False
0.0,0.0,0.5,0.5,quarterly,-0.3355976603829648,94,平原,13,13,-0.3371706503472339,-0.3372916495752546,0.0015729899642691336,,False
0.0,0.0,0.6,0.4,monthly,-0.3366030621557231,280,普通,13,13,-0.3382191841765772,-0.3383435012551045,0.0016161220208540938,,False
0.0,0.0,0.6,0.4,quarterly,-0.3366547226839033,94,普通,13,13,-0.3382191841765772,-0.33833952736832135,0.0015644614926739187,,False
0.0,0.0,0.7,0.3,monthly,-0.33766067945659595,280,普通,13,13,-0.33927207010939137,-0.3393960232365295,0.0016113906527954192,,False
0.0,0.0,0.7,0.3,quarterly,-0.33770572712710956,94,普通,13,13,-0.33927207010939137,-0.33939255803110535,0.0015663429822818098,,False
0.0,0.0,0.8,0.2,monthly,-0.33871652118699125,280,普通,13,13,-0.340321062991932,-0.3404444892846197,0.00160454180494074,,False
0.0,0.0,0.8,0.2,quarterly,-0.33875072563873876,94,普通,13,13,-0.340321062991932,-0.3404418581729468,0.0015703373531932296,,False
0.0,0.0,0.9,0.1,monthly,-0.339770595279976,280,普通,13,11,-0.34145673971571755,-0.3416100255735122,0.0016861444357415545,,False
0.0,0.0,0.9,0.1,quarterly,-0.33978976955317397,94,普通,13,11,-0.34145673971571755,-0.341608282457767,0.0016669701625435795,,False
0.0,0.0,1.0,0.0,monthly,-0.3408229096214356,1,無效,7,6,,,,,False
0.0,0.0,1.0,0.0,quarterly,-0.3408229096214356,1,無效,7,6,,,,,False
0.0,0.1,0.0,0.9,monthly,-0.33678799894719,280,平原,13,11,-0.3362767631770623,-0.3362302871979598,-0.0005112357701277381,,False
0.0,0.1,0.0,0.9,quarterly,-0.3364299855918279,94,平原,13,11,-0.3362767631770623,-0.3362628338666291,-0.00015322241476561915,,False
0.0,0.1,0.1,0.8,monthly,-0.3376694181043255,420,普通,19,19,-0.33712520618156827,-0.33709656344879163,-0.0005442119227572206,,False
0.0,0.1,0.1,0.8,quarterly,-0.3373234632351332,141,平原,19,19,-0.33712520618156827,-0.3371147715998017,-0.00019825705356490975,,False
0.0,0.1,0.2,0.7,monthly,-0.33855005256564197,420,普通,19,19,-0.3380107870815191,-0.3379824046876179,-0.0005392654841228639,,False
0.0,0.1,0.2,0.7,quarterly,-0.3382122089159151,141,普通,19,19,-0.3380107870815191,-0.3380001859323404,-0.00020142183439597616,,False
0.0,0.1,0.3,0.6,monthly,-0.33942990523138306,420,普通,19,19,-0.33889362489871966,-0.3388653996180531,-0.0005362803326633969,,False
0.0,0.1,0.3,0.6,quarterly,-0.3390962601264357,141,普通,19,19,-0.33889362489871966,-0.3388829598867346,-0.00020263522771601927,,False
0.0,0.1,0.4,0.5,monthly,-0.34030897898751444,420,普通,19,19,-0.3398213055778676,-0.33979563855630723,-0.00048767340964683825,,False
0.0,0.1,0.4,0.5,quarterly,-0.33997565396392204,141,普通,19,19,-0.3398213055778676,-0.3398131819786016,-0.00015434838605443701,,False
0.0,0.1,0.5,0.4,monthly,-0.341343725152773,420,普通,19,19,-0.34082764017419453,-0.3408004778069009,-0.0005160849785784682,,False
0.0,0.1,0.5,0.4,quarterly,-0.34101691210022356,141,普通,19,19,-0.34082764017419453,-0.34081767849387723,-0.0001892719260290221,,False
0.0,0.1,0.6,0.3,monthly,-0.342397034909652,420,普通,19,19,-0.34187704980639166,-0.34184968216937794,-0.0005199851032603453,,False
0.0,0.1,0.6,0.3,quarterly,-0.34206369983141316,141,普通,19,19,-0.34187704980639166,-0.3418672261208642,-0.0001866500250214953,,False
0.0,0.1,0.7,0.2,monthly,-0.34344858083231744,420,普通,19,19,-0.3429241542623114,-0.34289655286389,-0.0005244265700060646,,False
0.0,0.1,0.7,0.2,quarterly,-0.34310445815539903,141,普通,19,19,-0.3429241542623114,-0.3429146645837278,-0.00018030389308765216,,False
0.0,0.1,0.8,0.1,monthly,-0.3444983708063747,420,普通,19,19,-0.3439673861692042,-0.34393943960935314,-0.0005309846371704952,,False
0.0,0.1,0.8,0.1,quarterly,-0.3441392390158857,141,普通,19,19,-0.3439673861692042,-0.3439583412825368,-0.00017185284668153056,,False
0.0,0.1,0.9,0.0,monthly,-0.3455464126704908,280,普通,13,11,-0.3442532907372191,-0.34413573419783083,-0.0012931219332716903,,False
0.0,0.1,0.9,0.0,quarterly,-0.34516809376162016,94,普通,13,11,-0.3442532907372191,-0.3441701268259099,-0.0009148030244010563,,False
0.0,0.2,0.0,0.8,monthly,-0.3425668730491451,280,普通,13,13,-0.34115476731476846,-0.3410461437967394,-0.0014121057343766674,,False
0.0,0.2,0.0,0.8,quarterly,-0.3419280427916489,94,普通,13,13,-0.34115476731476846,-0.3410952845857776,-0.0007732754768804417,,False
0.0,0.2,0.1,0.7,monthly,-0.34344394099269226,420,普通,19,19,-0.3427577829872296,-0.3427216694079947,-0.0006861580054626781,,False
0.0,0.2,0.1,0.7,quarterly,-0.3428115160011118,141,普通,19,19,-0.3427577829872296,-0.3427549549338674,-5.373301388222895e-05,,False
0.0,0.2,0.2,0.6,monthly,-0.3443202356170092,420,普通,19,19,-0.34363620454793414,-0.3436002029127197,-0.0006840310690750528,,False
0.0,0.2,0.2,0.6,quarterly,-0.34369028584347017,141,普通,19,19,-0.34363620454793414,-0.34363335816395857,-5.40812955360237e-05,,False
0.0,0.2,0.3,0.5,monthly,-0.3451957597779184,420,普通,19,19,-0.3445128718871954,-0.3444769304192626,-0.0006828878907229607,,False
0.0,0.2,0.3,0.5,quarterly,-0.3445643897781505,141,普通,19,19,-0.3445128718871954,-0.3445101604192504,-5.151789095508841e-05,,False
0.0,0.2,0.4,0.4,monthly,-0.3460743109021093,420,普通,19,19,-0.34544590466109254,-0.34541283064840744,-0.0006284062410167324,,False
0.0,0.2,0.4,0.4,quarterly,-0.3454494487513501,141,普通,19,19,-0.34544590466109254,-0.34544571813002634,-3.5440902575456512e-06,,False
0.0,0.2,0.5,0.3,monthly,-0.34712332273412017,420,普通,19,19,-0.3464544769822171,-0.3464192745742222,-0.0006688457519030688,,False
0.0,0.2,0.5,0.3,quarterly,-0.34649174715161624,141,普通,19,19,-0.3464544769822171,-0.346452515394354,-3.727016939913952e-05,,False
0.0,0.2,0.6,0.2,monthly,-0.34817058245428734,420,普通,19,19,-0.34749718683595027,-0.34746174496130094,-0.0006733956183370693,,False
0.0,0.2,0.6,0.2,quarterly,-0.34752799387551836,141,普通,19,19,-0.34749718683595027,-0.3474955654128151,-3.080703956809261e-05,,False
0.0,0.2,0.7,0.1,monthly,-0.3492160979007505,420,普通,19,19,-0.34853601907837833,-0.3485002254561482,-0.0006800788223721432,,False
0.0,0.2,0.7,0.1,quarterly,-0.348558241475344,141,普通,19,19,-0.34853601907837833,-0.348534849478538,-2.222239696564321e-05,,False
0.0,0.2,0.8,0.0,monthly,-0.3502598768649694,280,普通,13,13,-0.3483234457936616,-0.34817448955740715,-0.0019364310713078092,,False
0.0,0.2,0.8,0.0,quarterly,-0.3495825418966576,94,普通,13,13,-0.3483234457936616,-0.34822659224727726,-0.0012590961029960157,,False
0.0,0.3,0.0,0.7,monthly,-0.3483256274608777,280,普通,13,13,-0.3468069559695098,-0.3466901350855584,-0.0015186714913679178,,False
0.0,0.3,0.0,0.7,quarterly,-0.34748402773302867,94,普通,13,13,-0.3468069559695098,-0.3467548735261622,-0.0006770717635188883,,False
0.0,0.3,0.1,0.6,monthly,-0.3491983762193601,420,普通,19,19,-0.34840916475262274,-0.348367627307005,-0.0007892114667373828,,False
0.0,0.3,0.1,0.6,quarterly,-0.34835723596488577,141,普通,19,19,-0.34840916475262274,-0.3484118978467142,5.192878773696563e-05,,False
0.0,0.3,0.2,0.5,monthly,-0.3500703629374543,420,普通,19,19,-0.34928031340822596,-0.349238731854056,-0.0007900495292283427,,False
0.0,0.3,0.2,0.5,quarterly,-0.3492257711190574,141,普通,19,19,-0.34928031340822596,-0.3492831840550243,5.4542289168568736e-05,,False
0.0,0.3,0.3,0.4,monthly,-0.3509415904270018,420,普通,19,19,-0.3501532317633765,-0.35011173920213307,-0.0007883586636253104,,False
0.0,0.3,0.3,0.4,quarterly,-0.35008967060823004,141,普通,19,19,-0.3501532317633765,-0.35015657708733156,6.3561155146441e-05,,False
0.0,0.3,0.4,0.3,monthly,-0.35183952380135886,420,普通,19,19,-0.35109134287879606,-0.3510519649355033,-0.0007481809225627911,,False
0.0,0.3,0.4,0.3,quarterly,-0.3509915729479468,141,普通,19,19,-0.35109134287879606,-0.35109659392778814,9.976993084925834e-05,,False
0.0,0.3,0.5,0.2,monthly,-0.35288250697106593,420,普通,19,19,-0.35210094026047184,-0.35205980517044055,-0.0007815667105940949,,False
0.0,0.3,0.5,0.2,quarterly,-0.35202302509290506,141,普通,19,19,-0.35210094026047184,-0.3521050410587648,7.791516756677774e-05,,False
0.0,0.3,0.6,0.1,monthly,-0.35392375752791416,420,普通,19,19,-0.35313523679307945,-0.3530937357017723,-0.0007885207348347079,,False
0.0,0.3,0.6,0.1,quarterly,-0.3530484577555869,141,普通,19,19,-0.35313523679307945,-0.35313980411084217,8.67790374925459e-05,,False
0.0,0.3,0.7,0.0,monthly,-0.35496328321615445,280,普通,13,13,-0.35291399696078013,-0.35275635955652057,-0.0020492862553743163,,False
0.0,0.3,0.7,0.0,quarterly,-0.3540679234765949,94,普通,13,13,-0.35291399696078013,-0.3528252333826405,-0.0011539265158147516,,False
0.0,0.4,0.0,0.6,monthly,-0.35406431228687607,280,普通,13,13,-0.35258102469200125,-0.35246692564624166,-0.0014832875948748159,,False
0.0,0.4,0.0,0.6,quarterly,-0.35309886075770724,94,普通,13,13,-0.35258102469200125,-0.3525411911484854,-0.0005178360657059899,,False
0.0,0.4,0.1,0.5,monthly,-0.35493277374742105,420,普通,19,19,-0.35420150920565846,-0.3541630215981973,-0.0007312645417625885,,False
0.0,0.4,0.1,0.5,quarterly,-0.353961536857595,141,普通,19,19,-0.35420150920565846,-0.3542141393292408,0.00023997234806344414,,False
0.0,0.4,0.2,0.4,monthly,-0.35580048434926936,420,普通,19,19,-0.3550295189242525,-0.35498894179662005,-0.0007709654250168674,,False
0.0,0.4,0.2,0.4,quarterly,-0.35481957192555036,141,普通,19,19,-0.3550295189242525,-0.3550405687662894,0.0002099469987021374,,False
0.0,0.4,0.3,0.3,monthly,-0.3566674468607137,420,普通,19,19,-0.35587283068884246,-0.35583100878505974,-0.0007946161718712652,,False
0.0,0.4,0.3,0.3,quarterly,-0.355673003312894,141,普通,19,19,-0.35587283068884246,-0.3558833479191555,0.00019982737594848032,,False
0.0,0.4,0.4,0.2,monthly,-0.35758433525252176,420,普通,19,19,-0.3567842383502695,-0.35674212798699306,-0.0008000969022522453,,False
0.0,0.4,0.4,0.2,quarterly,-0.3565912992505178,141,普通,19,19,-0.3567842383502695,-0.3567943930397301,0.00019293909975170997,,False
0.0,0.4,0.5,0.1,monthly,-0.35862133060456414,420,普通,19,19,-0.35777047595885453,-0.3577256941353961,-0.0008508546457096089,,False
0.0,0.4,0.5,0.1,quarterly,-0.3576116232948886,141,普通,19,19,-0.35777047595885453,-0.357778836625379,0.0001588526639659249,,False
0.0,0.4,0.6,0.0,monthly,-0.359656612687414,280,普通,13,13,-0.3575357397384805,-0.3573725956654856,-0.002120872948933483,,False
0.0,0.4,0.6,0.0,quarterly,-0.35862596203704455,94,普通,13,13,-0.3575357397384805,-0.3574518764847448,-0.0010902222985640364,,False
0.0,0.5,0.0,0.5,monthly,-0.36047646290479807,280,普通,13,13,-0.35873366427035097,-0.358599602836932,-0.0017427986344470958,,False
0.0,0.5,0.0,0.5,quarterly,-0.35935392007675104,94,普通,13,13,-0.35873366427035097,-0.35868595228524325,-0.0006202558064000718,,False
0.0,0.5,0.1,0.4,monthly,-0.3612076032842708,420,普通,19,19,-0.3604101044007803,-0.3603681307753335,-0.0007974988834905106,,False
0.0,0.5,0.1,0.4,quarterly,-0.36006184134515873,141,普通,19,19,-0.3604101044007803,-0.36042843403528674,0.0003482630556215782,,False
0.0,0.5,0.2,0.3,monthly,-0.36193863162535955,420,普通,19,19,-0.36111981606484156,-0.3610767205090248,-0.0008188155605179936,,False
0.0,0.5,0.2,0.3,quarterly,-0.3607662483167916,141,普通,19,19,-0.36111981606484156,-0.3611384248936863,0.0003535677480499544,,False
0.0,0.5,0.3,0.2,monthly,-0.3626695482716529,420,普通,19,19,-0.3618613566591041,-0.36181882025844364,-0.0008081916125487476,,False
0.0,0.5,0.3,0.2,quarterly,-0.361467167095618,141,普通,19,19,-0.3618613566591041,-0.36188210347823496,0.0003941895634861359,,False
0.0,0.5,0.4,0.1,monthly,-0.36340035356533285,420,普通,19,19,-0.3626830162342937,-0.36264526163792327,-0.0007173373310391251,,False
0.0,0.5,0.4,0.1,quarterly,-0.36224953038211916,141,普通,19,19,-0.3626830162342937,-0.362705831279145,0.00043348585217456437,,False
0.0,0.5,0.5,0.0,monthly,-0.36433984619403803,280,普通,13,13,-0.3623080842314373,-0.3621517948496988,-0.002031761962600742,,False
0.0,0.5,0.5,0.0,quarterly,-0.36325843740734565,94,普通,13,13,-0.3623080842314373,-0.3622349801409828,-0.0009503531759083583,,False
0.0,0.6,0.0,0.4,monthly,-0.3672664947695533,280,普通,13,13,-0.36538978366888347,-0.3652454212765242,-0.0018767111006698367,,False
0.0,0.6,0.0,0.4,quarterly,-0.366104898697844,94,普通,13,13,-0.36538978366888347,-0.36533477482050186,-0.0007151150289605446,,False
0.0,0.6,0.1,0.3,monthly,-0.36785811516274225,420,普通,19,19,-0.367067020700595,-0.36702538414995567,-0.0007910944621472571,,False
0.0,0.6,0.1,0.3,quarterly,-0.366653054358274,141,普通,19,19,-0.367067020700595,-0.36708880840282243,0.0004139663423209927,,False
0.0,0.6,0.2,0.2,monthly,-0.3684501597365555,420,普通,19,19,-0.3676800306573446,-0.3676394975479125,-0.0007701290792108684,,False
0.0,0.6,0.2,0.2,quarterly,-0.36720806284229535,141,普通,19,19,-0.3676800306573446,-0.367704871068663,0.0004719678150492679,,False
0.0,0.6,0.3,0.1,monthly,-0.36908111817050326,420,普通,19,19,-0.3683177967163472,-0.3682776219029705,-0.0007633214541560851,,False
0.0,0.6,0.3,0.1,quarterly,-0.36789587638295307,141,普通,19,19,-0.3683177967163472,-0.3683400030496837,0.00042192033339411017,,False
0.0,0.6,0.4,0.0,monthly,-0.36980742789833365,280,普通,13,13,-0.36765320804507834,-0.36748749882559717,-0.0021542198532553125,,False
0.0,0.6,0.4,0.0,quarterly,-0.3685802782384844,94,普通,13,13,-0.36765320804507834,-0.36758189495327787,-0.0009270701934060432,,False
0.0,0.7,0.0,0.3,monthly,-0.3742005413079177,280,普通,13,13,-0.3723065186825857,-0.3721608246344832,-0.0018940226253320036,,False
0.0,0.7,0.0,0.3,quarterly,-0.37318405668870325,94,普通,13,13,-0.3723065186825857,-0.3722390157590381,-0.0008775380061175619,,False
0.0,0.7,0.1,0.2,monthly,-0.37478835922838827,420,普通,19,19,-0.37397626940886,-0.37393352783941114,-0.0008120898195282944,,False
0.0,0.7,0.1,0.2,quarterly,-0.37371790983764863,141,普通,19,19,-0.37397626940886,-0.37398986728102895,0.0002583595712113418,,False
0.0,0.7,0.2,0.1,monthly,-0.37537660625523206,420,普通,19,19,-0.3745461682591604,-0.37450246099620926,-0.0008304379960716868,,False
0.0,0.7,0.2,0.1,quarterly,-0.37424933864191434,141,普通,19,19,-0.3745461682591604,-0.3745617908705944,0.0002968296172460305,,False
0.0,0.7,0.3,0.0,monthly,-0.3759652813509168,280,普通,13,13,-0.37372096388228904,-0.37354832407701,-0.0022443174686277434,,False
0.0,0.7,0.3,0.0,quarterly,-0.37477835957831174,94,普通,13,13,-0.37372096388228904,-0.3736396257518258,-0.0010573956960227004,,False
0.0,0.8,0.0,0.2,monthly,-0.38108472353202194,280,普通,13,13,-0.379309791794495,-0.37917325858391593,-0.0017749317375269635,,False
0.0,0.8,0.0,0.2,quarterly,-0.38031017728931904,94,普通,13,13,-0.379309791794495,-0.3792328390641239,-0.0010003854948240631,,False
0.0,0.8,0.1,0.1,monthly,-0.38166880074167087,420,普通,19,19,-0.3809732603712871,-0.3809366529833722,-0.0006955403703837737,,False
0.0,0.8,0.1,0.1,quarterly,-0.3808295260314768,141,普通,19,19,-0.3809732603712871,-0.3809808253365403,0.00014373433981029748,,False
0.0,0.8,0.2,0.0,monthly,-0.3822533118561027,280,普通,13,13,-0.3801028255936168,-0.37993740357342554,-0.0021504862624858734,,False
0.0,0.8,0.2,0.0,quarterly,-0.3813465085093213,94,普通,13,13,-0.3801028255936168,-0.3800071576770241,-0.0012436829157044804,,False
0.0,0.9,0.0,0.1,monthly,-0.38791946590401705,280,普通,13,11,-0.38491308473810343,-0.3846397773593839,-0.0030063811659136186,,False
0.0,0.9,0.0,0.1,quarterly,-0.38748372937464204,94,普通,13,11,-0.38491308473810343,-0.38467938977114535,-0.0025706446365386104,,False
0.0,0.9,0.1,0.0,monthly,-0.388499863298715,280,普通,13,11,-0.38518847256798505,-0.38488743704700956,-0.003311390730729946,,False
0.0,0.9,0.1,0.0,quarterly,-0.3879883687294621,94,普通,13,11,-0.38518847256798505,-0.38493393655330527,-0.0027998961614770224,,False
0.0,1.0,0.0,0.0,monthly,-0.39470518808213473,1,無效,7,6,,,,,False
0.0,1.0,0.0,0.0,quarterly,-0.39470518808213473,1,無效,7,6,,,,,False
0.1,0.0,0.0,0.9,monthly,-0.3319058572117305,280,平原,13,11,-0.33391989798669547,-0.33410299260260135,0.002014040774964976,,False
0.1,0.0,0.0,0.9,quarterly,-0.3318908016641716,94,平原,13,11,-0.33391989798669547,-0.3341043612887431,0.002029096322523849,,False
0.1,0.0,0.1,0.8,monthly,-0.3327916508223332,420,平原,19,19,-0.33429834896060767,-0.3343776488626221,0.001506698138274476,,False
0.1,0.0,0.1,0.8,quarterly,-0.3327936337256907,141,平原,19,19,-0.33429834896060767,-0.3343775444992875,0.0015047152349169646,,False
0.1,0.0,0.2,0.7,monthly,-0.3336766487667784,420,平原,19,19,-0.33518806006724844,-0.3352676080304311,0.0015114113004700558,,False
0.1,0.0,0.2,0.7,quarterly,-0.33369169848881464,141,平原,19,19,-0.33518806006724844,-0.33526681593979757,0.0014963615784338025,,False
0.1,0.0,0.3,0.6,monthly,-0.3345608539865139,420,平原,19,19,-0.33608268980811806,-0.3361627864303078,0.001521835821604145,,False
0.1,0.0,0.3,0.6,quarterly,-0.3345850336138504,141,平原,19,19,-0.33608268980811806,-0.3361615138183427,0.0014976561942676714,,False
0.1,0.0,0.4,0.5,monthly,-0.3355133218051525,420,平原,19,19,-0.3370336032437799,-0.3371136180563392,0.0015202814386274244,,False
0.1,0.0,0.4,0.5,quarterly,-0.3355471774462431,141,平原,19,19,-0.3370336032437799,-0.33711183618049234,0.0014864257975368278,,False
0.1,0.0,0.5,0.4,monthly,-0.3365738013250271,420,普通,19,19,-0.3380682762531531,-0.3381469328283176,0.0014944749281259884,,False
0.1,0.0,0.5,0.4,quarterly,-0.33660956494274363,141,普通,19,19,-0.3380682762531531,-0.3381450505326483,0.0014587113104094773,,False
0.1,0.0,0.6,0.3,monthly,-0.33763249278258334,420,普通,19,19,-0.3391237686905085,-0.33920225689618877,0.001491275907925138,,False
0.1,0.0,0.6,0.3,quarterly,-0.33766583431761343,141,普通,19,19,-0.3391237686905085,-0.3392005020785556,0.0014579343728950422,,False
0.1,0.0,0.7,0.2,monthly,-0.3386894041843843,420,普通,19,19,-0.3401753427488033,-0.3402535500416674,0.001485938564418976,,False
