bar,rsi_kind,style,params,pair,arm_a,arm_b,agreement,jaccard,a_cagr,b_cagr,a_exc_spy,b_exc_spy,diff_exc_spy,a_exc_ew9,b_exc_ew9,diff_exc_ew9,a_t_spy,b_t_spy,N,H,E,X
3D,simple,乙,"E=35,X=95,H=3",mult|price,mult,price,0.8748,0.8172,8.1748,6.4556,-0.4039,-2.1231,1.7192,-1.1849,-2.904,1.7191,-0.305,-1.202,,3,35.0,95.0
3D,simple,乙,"E=40,X=50,H=3",mult|price,mult,price,0.8774,0.8084,6.6794,6.6829,-1.8992,-1.8958,-0.0034,-2.6802,-2.6768,-0.0034,-1.158,-0.981,,3,40.0,50.0
3D,simple,乙,"E=40,X=55,H=3",mult|price,mult,price,0.8777,0.8104,6.1655,5.7005,-2.4131,-2.8782,0.4651,-3.1941,-3.6592,0.4651,-1.475,-1.567,,3,40.0,55.0
3D,simple,乙,"E=40,X=60,H=3",mult|price,mult,price,0.8771,0.811,5.9929,4.5799,-2.5858,-3.9988,1.413,-3.3667,-4.7797,1.413,-1.668,-2.244,,3,40.0,60.0
3D,simple,乙,"E=40,X=65,H=3",mult|price,mult,price,0.8764,0.812,5.8419,4.2247,-2.7368,-4.354,1.6172,-3.5178,-5.135,1.6172,-1.803,-2.493,,3,40.0,65.0
3D,simple,乙,"E=40,X=70,H=3",mult|price,mult,price,0.8783,0.8164,6.4545,4.3758,-2.1242,-4.2029,2.0787,-2.9052,-4.9839,2.0787,-1.458,-2.442,,3,40.0,70.0
3D,simple,乙,"E=40,X=75,H=3",mult|price,mult,price,0.8779,0.8177,6.6984,4.4262,-1.8802,-4.1525,2.2723,-2.6612,-4.9334,2.2722,-1.306,-2.421,,3,40.0,75.0
3D,simple,乙,"E=40,X=80,H=3",mult|price,mult,price,0.8794,0.8216,6.94,4.7622,-1.6386,-3.8165,2.1779,-2.4196,-4.5974,2.1778,-1.148,-2.259,,3,40.0,80.0
3D,simple,乙,"E=40,X=85,H=3",mult|price,mult,price,0.8792,0.823,6.9219,4.6315,-1.6568,-3.9472,2.2904,-2.4378,-4.7282,2.2904,-1.176,-2.372,,3,40.0,85.0
3D,simple,乙,"E=40,X=90,H=3",mult|price,mult,price,0.8804,0.8265,7.4922,5.3463,-1.0865,-3.2324,2.1459,-1.8675,-4.0134,2.1459,-0.777,-1.941,,3,40.0,90.0
3D,simple,乙,"E=40,X=95,H=3",mult|price,mult,price,0.8805,0.8283,7.8104,5.9652,-0.7682,-2.6135,1.8453,-1.5492,-3.3945,1.8453,-0.586,-1.608,,3,40.0,95.0
1W,wilder,甲,"N=1,H=1",mult|price,mult,price,0.8987,0.3737,3.8924,6.8673,-4.6687,-1.6938,-2.9749,-5.4681,-2.4931,-2.975,-1.034,0.032,1.0,1,,
1W,wilder,甲,"N=2,H=1",mult|price,mult,price,0.839,0.4681,7.1241,6.0805,-1.437,-2.4806,1.0436,-2.2364,-3.28,1.0436,-0.413,-0.696,2.0,1,,
1W,wilder,甲,"N=3,H=1",mult|price,mult,price,0.8051,0.5475,8.4881,7.1846,-0.073,-1.3765,1.3035,-0.8724,-2.1759,1.3035,0.158,-0.475,3.0,1,,
1W,wilder,乙,"E=5,X=50,H=1",mult|price,mult,price,0.918,0.3698,3.9159,3.0953,-4.6452,-5.4658,0.8206,-5.4446,-6.2652,0.8206,-1.707,-2.093,,1,5.0,50.0
1W,wilder,乙,"E=5,X=55,H=1",mult|price,mult,price,0.9119,0.3726,3.5844,2.8296,-4.9767,-5.7315,0.7548,-5.7761,-6.5309,0.7548,-1.881,-2.198,,1,5.0,55.0
1W,wilder,乙,"E=5,X=60,H=1",mult|price,mult,price,0.9035,0.3717,3.2935,1.6463,-5.2676,-6.9148,1.6472,-6.067,-7.7142,1.6472,-1.9,-2.538,,1,5.0,60.0
1W,wilder,乙,"E=5,X=65,H=1",mult|price,mult,price,0.8966,0.3826,4.3966,2.489,-4.1645,-6.0721,1.9076,-4.9639,-6.8715,1.9076,-1.539,-2.258,,1,5.0,65.0
1W,wilder,乙,"E=5,X=70,H=1",mult|price,mult,price,0.8856,0.381,5.032,2.2964,-3.5291,-6.2647,2.7356,-4.3285,-7.0641,2.7356,-1.299,-2.362,,1,5.0,70.0
1W,wilder,乙,"E=5,X=75,H=1",mult|price,mult,price,0.873,0.3931,5.7581,0.0269,-2.803,-8.5342,5.7312,-3.6024,-9.3336,5.7312,-1.054,-3.035,,1,5.0,75.0
1W,wilder,乙,"E=5,X=80,H=1",mult|price,mult,price,0.8596,0.4148,7.1713,2.113,-1.3898,-6.4481,5.0583,-2.1892,-7.2475,5.0583,-0.54,-2.353,,1,5.0,80.0
1W,wilder,乙,"E=5,X=85,H=1",mult|price,mult,price,0.8356,0.4238,9.0906,4.2587,0.5295,-4.3024,4.8319,-0.2699,-5.1018,4.8319,0.302,-1.524,,1,5.0,85.0
1W,wilder,乙,"E=5,X=90,H=1",mult|price,mult,price,0.7993,0.4547,8.3774,4.4815,-0.1837,-4.0796,3.8959,-0.9831,-4.8789,3.8958,0.007,-1.524,,1,5.0,90.0
1W,wilder,乙,"E=5,X=95,H=1",mult|price,mult,price,0.7371,0.4868,8.0646,6.5844,-0.4965,-1.9767,1.4802,-1.2959,-2.7761,1.4802,-0.16,-0.824,,1,5.0,95.0
1W,wilder,乙,"E=10,X=50,H=1",mult|price,mult,price,0.8702,0.4496,5.3073,5.854,-3.2538,-2.7071,-0.5467,-4.0532,-3.5065,-0.5467,-1.209,-1.08,,1,10.0,50.0
1W,wilder,乙,"E=10,X=55,H=1",mult|price,mult,price,0.8608,0.4462,6.6508,6.1697,-1.9103,-2.3914,0.4811,-2.7097,-3.1908,0.4811,-0.709,-0.942,,1,10.0,55.0
1W,wilder,乙,"E=10,X=60,H=1",mult|price,mult,price,0.8471,0.4424,7.2028,4.692,-1.3583,-3.869,2.5107,-2.1576,-4.6684,2.5108,-0.324,-1.468,,1,10.0,60.0
1W,wilder,乙,"E=10,X=65,H=1",mult|price,mult,price,0.8381,0.4486,8.0816,5.698,-0.4795,-2.8631,2.3836,-1.2789,-3.6624,2.3835,0.006,-1.093,,1,10.0,65.0
1W,wilder,乙,"E=10,X=70,H=1",mult|price,mult,price,0.8296,0.462,7.8736,5.4521,-0.6875,-3.1089,2.4214,-1.4869,-3.9083,2.4214,-0.084,-1.191,,1,10.0,70.0
1W,wilder,乙,"E=10,X=75,H=1",mult|price,mult,price,0.8219,0.4869,9.1245,4.9787,0.5634,-3.5824,4.1458,-0.236,-4.3818,4.1458,0.416,-1.297,,1,10.0,75.0
1W,wilder,乙,"E=10,X=80,H=1",mult|price,mult,price,0.8031,0.4949,9.2137,5.9165,0.6526,-2.6446,3.2972,-0.1468,-3.444,3.2972,0.472,-0.968,,1,10.0,80.0
1W,wilder,乙,"E=10,X=85,H=1",mult|price,mult,price,0.7797,0.5067,11.132,7.9209,2.5709,-0.6402,3.2111,1.7716,-1.4396,3.2112,1.519,-0.167,,1,10.0,85.0
1W,wilder,乙,"E=10,X=90,H=1",mult|price,mult,price,0.758,0.5497,10.4876,6.8359,1.9265,-1.7252,3.6517,1.1271,-2.5245,3.6516,1.295,-0.692,,1,10.0,90.0
1W,wilder,乙,"E=10,X=95,H=1",mult|price,mult,price,0.7261,0.6037,9.6079,8.033,1.0469,-0.5281,1.575,0.2475,-1.3275,1.575,0.886,-0.259,,1,10.0,95.0
1W,wilder,乙,"E=15,X=50,H=1",mult|price,mult,price,0.8484,0.5155,4.9791,7.0252,-3.582,-1.5359,-2.0461,-4.3814,-2.3353,-2.0461,-1.391,-0.589,,1,15.0,50.0
1W,wilder,乙,"E=15,X=55,H=1",mult|price,mult,price,0.8392,0.5134,6.1457,6.9836,-2.4154,-1.5775,-0.8379,-3.2148,-2.3769,-0.8379,-0.984,-0.607,,1,15.0,55.0
1W,wilder,乙,"E=15,X=60,H=1",mult|price,mult,price,0.8281,0.5124,6.1955,5.8626,-2.3656,-2.6985,0.3329,-3.165,-3.4979,0.3329,-0.829,-1.04,,1,15.0,60.0
1W,wilder,乙,"E=15,X=65,H=1",mult|price,mult,price,0.8188,0.5175,6.5316,7.2593,-2.0295,-1.3018,-0.7277,-2.8288,-2.1012,-0.7276,-0.705,-0.48,,1,15.0,65.0
1W,wilder,乙,"E=15,X=70,H=1",mult|price,mult,price,0.8145,0.538,6.0258,6.9303,-2.5353,-1.6308,-0.9045,-3.3346,-2.4302,-0.9044,-0.957,-0.612,,1,15.0,70.0
1W,wilder,乙,"E=15,X=75,H=1",mult|price,mult,price,0.8018,0.5493,6.8517,6.1482,-1.7093,-2.4129,0.7036,-2.5087,-3.2123,0.7036,-0.623,-0.876,,1,15.0,75.0
1W,wilder,乙,"E=15,X=80,H=1",mult|price,mult,price,0.7881,0.5637,8.7119,7.6204,0.1508,-0.9407,1.0915,-0.6485,-1.7401,1.0916,0.217,-0.314,,1,15.0,80.0
1W,wilder,乙,"E=15,X=85,H=1",mult|price,mult,price,0.7663,0.5741,11.2668,9.1489,2.7057,0.5878,2.1179,1.9063,-0.2116,2.1179,1.755,0.37,,1,15.0,85.0
1W,wilder,乙,"E=15,X=90,H=1",mult|price,mult,price,0.7572,0.6182,10.2446,9.0165,1.6836,0.4554,1.2282,0.8842,-0.344,1.2282,1.243,0.346,,1,15.0,90.0
1W,wilder,乙,"E=15,X=95,H=1",mult|price,mult,price,0.7583,0.6876,9.6392,9.4503,1.0781,0.8892,0.1889,0.2787,0.0898,0.1889,0.935,0.61,,1,15.0,95.0
1W,wilder,乙,"E=20,X=50,H=1",mult|price,mult,price,0.834,0.5423,6.1966,6.0541,-2.3645,-2.507,0.1425,-3.1639,-3.3064,0.1425,-0.961,-0.99,,1,20.0,50.0
1W,wilder,乙,"E=20,X=55,H=1",mult|price,mult,price,0.8244,0.5405,6.493,5.6464,-2.0681,-2.9147,0.8466,-2.8675,-3.7141,0.8466,-0.862,-1.166,,1,20.0,55.0
1W,wilder,乙,"E=20,X=60,H=1",mult|price,mult,price,0.8147,0.5414,6.4104,5.4458,-2.1507,-3.1153,0.9646,-2.9501,-3.9147,0.9646,-0.774,-1.29,,1,20.0,60.0
1W,wilder,乙,"E=20,X=65,H=1",mult|price,mult,price,0.8089,0.5516,6.8932,5.9054,-1.6679,-2.6556,0.9877,-2.4673,-3.455,0.9877,-0.573,-1.11,,1,20.0,65.0
1W,wilder,乙,"E=20,X=70,H=1",mult|price,mult,price,0.8037,0.5676,6.4356,6.7838,-2.1254,-1.7773,-0.3481,-2.9248,-2.5767,-0.3481,-0.839,-0.722,,1,20.0,70.0
1W,wilder,乙,"E=20,X=75,H=1",mult|price,mult,price,0.7927,0.5792,6.769,5.7946,-1.7921,-2.7665,0.9744,-2.5915,-3.5659,0.9744,-0.714,-1.074,,1,20.0,75.0
1W,wilder,乙,"E=20,X=80,H=1",mult|price,mult,price,0.7817,0.5949,8.1516,7.1446,-0.4095,-1.4165,1.007,-1.2089,-2.2159,1.007,-0.087,-0.545,,1,20.0,80.0
1W,wilder,乙,"E=20,X=85,H=1",mult|price,mult,price,0.7663,0.6096,10.7398,8.1373,2.1787,-0.4238,2.6025,1.3793,-1.2232,2.6025,1.456,-0.106,,1,20.0,85.0
1W,wilder,乙,"E=20,X=90,H=1",mult|price,mult,price,0.7563,0.6471,9.5834,7.8976,1.0223,-0.6635,1.6858,0.2229,-1.4628,1.6857,0.783,-0.269,,1,20.0,90.0
1W,wilder,乙,"E=20,X=95,H=1",mult|price,mult,price,0.7679,0.7146,9.5638,8.8274,1.0027,0.2663,0.7364,0.2033,-0.5331,0.7364,0.872,0.188,,1,20.0,95.0
1W,wilder,乙,"E=25,X=50,H=1",mult|price,mult,price,0.8233,0.5659,4.522,7.1067,-4.0391,-1.4544,-2.5847,-4.8385,-2.2537,-2.5848,-1.856,-0.569,,1,25.0,50.0
1W,wilder,乙,"E=25,X=55,H=1",mult|price,mult,price,0.8153,0.5658,5.5062,7.5388,-3.0549,-1.0223,-2.0326,-3.8543,-1.8217,-2.0326,-1.45,-0.384,,1,25.0,55.0
1W,wilder,乙,"E=25,X=60,H=1",mult|price,mult,price,0.8046,0.564,6.0199,6.6131,-2.5411,-1.9479,-0.5932,-3.3405,-2.7473,-0.5932,-1.129,-0.761,,1,25.0,60.0
1W,wilder,乙,"E=25,X=65,H=1",mult|price,mult,price,0.799,0.5732,6.2226,6.3788,-2.3385,-2.1823,-0.1562,-3.1379,-2.9816,-0.1563,-1.063,-0.888,,1,25.0,65.0
1W,wilder,乙,"E=25,X=70,H=1",mult|price,mult,price,0.7969,0.5922,6.5069,6.4282,-2.0542,-2.1329,0.0787,-2.8535,-2.9322,0.0787,-0.969,-0.881,,1,25.0,70.0
1W,wilder,乙,"E=25,X=75,H=1",mult|price,mult,price,0.7886,0.6049,7.1486,6.1521,-1.4124,-2.409,0.9966,-2.2118,-3.2083,0.9965,-0.673,-1.021,,1,25.0,75.0
1W,wilder,乙,"E=25,X=80,H=1",mult|price,mult,price,0.7807,0.6222,8.4599,6.7165,-0.1012,-1.8446,1.7434,-0.9006,-2.644,1.7434,0.016,-0.781,,1,25.0,80.0
1W,wilder,乙,"E=25,X=85,H=1",mult|price,mult,price,0.7696,0.6396,10.3726,8.3169,1.8115,-0.2442,2.0557,1.0121,-1.0436,2.0557,1.264,-0.01,,1,25.0,85.0
1W,wilder,乙,"E=25,X=90,H=1",mult|price,mult,price,0.77,0.6827,9.3775,7.3705,0.8164,-1.1906,2.007,0.017,-1.99,2.007,0.654,-0.622,,1,25.0,90.0
1W,wilder,乙,"E=25,X=95,H=1",mult|price,mult,price,0.7888,0.7481,9.2006,8.8798,0.6395,0.3187,0.3208,-0.1599,-0.4807,0.3208,0.56,0.23,,1,25.0,95.0
1W,wilder,乙,"E=30,X=50,H=1",mult|price,mult,price,0.82,0.5983,5.8968,6.5285,-2.6643,-2.0326,-0.6317,-3.4637,-2.8319,-0.6318,-1.209,-0.775,,1,30.0,50.0
1W,wilder,乙,"E=30,X=55,H=1",mult|price,mult,price,0.8132,0.5986,6.4802,7.57,-2.0809,-0.9911,-1.0898,-2.8803,-1.7905,-1.0898,-0.975,-0.366,,1,30.0,55.0
1W,wilder,乙,"E=30,X=60,H=1",mult|price,mult,price,0.8052,0.6,7.0766,6.7067,-1.4845,-1.8544,0.3699,-2.2839,-2.6538,0.3699,-0.627,-0.744,,1,30.0,60.0
1W,wilder,乙,"E=30,X=65,H=1",mult|price,mult,price,0.8006,0.6089,6.6785,6.4346,-1.8826,-2.1265,0.2439,-2.682,-2.9259,0.2439,-0.838,-0.887,,1,30.0,65.0
1W,wilder,乙,"E=30,X=70,H=1",mult|price,mult,price,0.7973,0.624,6.9961,6.9735,-1.565,-1.5875,0.0225,-2.3644,-2.3869,0.0225,-0.721,-0.65,,1,30.0,70.0
1W,wilder,乙,"E=30,X=75,H=1",mult|price,mult,price,0.7918,0.6377,7.6954,6.1455,-0.8657,-2.4156,1.5499,-1.6651,-3.215,1.5499,-0.381,-1.069,,1,30.0,75.0
1W,wilder,乙,"E=30,X=80,H=1",mult|price,mult,price,0.784,0.6523,8.638,7.0835,0.0769,-1.4776,1.5545,-0.7225,-2.277,1.5545,0.098,-0.652,,1,30.0,80.0
1W,wilder,乙,"E=30,X=85,H=1",mult|price,mult,price,0.7775,0.6722,10.2124,8.9348,1.6513,0.3737,1.2776,0.8519,-0.4257,1.2776,1.163,0.3,,1,30.0,85.0
1W,wilder,乙,"E=30,X=90,H=1",mult|price,mult,price,0.7862,0.7182,9.2839,7.7881,0.7228,-0.773,1.4958,-0.0766,-1.5724,1.4958,0.572,-0.41,,1,30.0,90.0
1W,wilder,乙,"E=30,X=95,H=1",mult|price,mult,price,0.8128,0.7826,9.1635,8.971,0.6024,0.4099,0.1925,-0.1969,-0.3894,0.1925,0.507,0.293,,1,30.0,95.0
1W,wilder,乙,"E=35,X=50,H=1",mult|price,mult,price,0.8211,0.6293,6.492,6.4885,-2.0691,-2.0726,0.0035,-2.8685,-2.872,0.0035,-0.956,-0.801,,1,35.0,50.0
1W,wilder,乙,"E=35,X=55,H=1",mult|price,mult,price,0.8145,0.6289,7.0586,6.9081,-1.5025,-1.653,0.1505,-2.3019,-2.4524,0.1505,-0.716,-0.651,,1,35.0,55.0
1W,wilder,乙,"E=35,X=60,H=1",mult|price,mult,price,0.8084,0.6324,7.8651,7.5736,-0.696,-0.9875,0.2915,-1.4953,-1.7869,0.2916,-0.215,-0.363,,1,35.0,60.0
1W,wilder,乙,"E=35,X=65,H=1",mult|price,mult,price,0.8061,0.6426,7.6378,7.1171,-0.9233,-1.444,0.5207,-1.7227,-2.2434,0.5207,-0.339,-0.595,,1,35.0,65.0
1W,wilder,乙,"E=35,X=70,H=1",mult|price,mult,price,0.807,0.6608,7.9203,7.2891,-0.6408,-1.272,0.6312,-1.4402,-2.0713,0.6311,-0.223,-0.524,,1,35.0,70.0
1W,wilder,乙,"E=35,X=75,H=1",mult|price,mult,price,0.8022,0.6725,8.1931,6.4044,-0.368,-2.1567,1.7887,-1.1674,-2.9561,1.7887,-0.13,-1.009,,1,35.0,75.0
1W,wilder,乙,"E=35,X=80,H=1",mult|price,mult,price,0.7982,0.6886,8.9817,7.2205,0.4206,-1.3406,1.7612,-0.3788,-2.14,1.7612,0.307,-0.626,,1,35.0,80.0
1W,wilder,乙,"E=35,X=85,H=1",mult|price,mult,price,0.7969,0.711,10.2749,9.1021,1.7138,0.541,1.1728,0.9144,-0.2584,1.1728,1.245,0.393,,1,35.0,85.0
1W,wilder,乙,"E=35,X=90,H=1",mult|price,mult,price,0.806,0.751,9.2267,7.9337,0.6656,-0.6274,1.293,-0.1338,-1.4267,1.2929,0.531,-0.371,,1,35.0,90.0
1W,wilder,乙,"E=35,X=95,H=1",mult|price,mult,price,0.8331,0.8088,9.1201,8.8756,0.5591,0.3145,0.2446,-0.2403,-0.4849,0.2446,0.462,0.219,,1,35.0,95.0
1W,wilder,乙,"E=40,X=50,H=1",mult|price,mult,price,0.8209,0.652,6.1818,6.4651,-2.3793,-2.096,-0.2833,-3.1787,-2.8954,-0.2833,-1.137,-0.857,,1,40.0,50.0
1W,wilder,乙,"E=40,X=55,H=1",mult|price,mult,price,0.8163,0.6536,6.7996,7.3545,-1.7615,-1.2066,-0.5549,-2.5609,-2.006,-0.5549,-0.871,-0.465,,1,40.0,55.0
1W,wilder,乙,"E=40,X=60,H=1",mult|price,mult,price,0.8114,0.6576,7.3959,7.3868,-1.1652,-1.1743,0.0091,-1.9646,-1.9737,0.0091,-0.486,-0.456,,1,40.0,60.0
1W,wilder,乙,"E=40,X=65,H=1",mult|price,mult,price,0.8078,0.6646,7.2378,7.3224,-1.3233,-1.2387,-0.0846,-2.1227,-2.038,-0.0847,-0.592,-0.505,,1,40.0,65.0
1W,wilder,乙,"E=40,X=70,H=1",mult|price,mult,price,0.8099,0.6828,7.8789,7.0799,-0.6822,-1.4812,0.799,-1.4816,-2.2806,0.799,-0.278,-0.659,,1,40.0,70.0
1W,wilder,乙,"E=40,X=75,H=1",mult|price,mult,price,0.8057,0.693,8.2686,6.7812,-0.2925,-1.7799,1.4874,-1.0918,-2.5793,1.4875,-0.102,-0.857,,1,40.0,75.0
1W,wilder,乙,"E=40,X=80,H=1",mult|price,mult,price,0.8038,0.7106,8.6015,7.8696,0.0404,-0.6914,0.7318,-0.759,-1.4908,0.7318,0.046,-0.33,,1,40.0,80.0
1W,wilder,乙,"E=40,X=85,H=1",mult|price,mult,price,0.8047,0.7315,10.3056,9.3461,1.7445,0.785,0.9595,0.9451,-0.0144,0.9595,1.295,0.544,,1,40.0,85.0
1W,wilder,乙,"E=40,X=90,H=1",mult|price,mult,price,0.8164,0.7699,9.5689,8.4651,1.0078,-0.0959,1.1037,0.2084,-0.8953,1.1037,0.815,-0.052,,1,40.0,90.0
1W,wilder,乙,"E=40,X=95,H=1",mult|price,mult,price,0.8452,0.8253,9.4,8.8646,0.8389,0.3035,0.5354,0.0396,-0.4959,0.5355,0.725,0.2,,1,40.0,95.0
1W,wilder,甲,"N=1,H=2",mult|price,mult,price,0.8947,0.3571,6.2167,6.3266,-2.3444,-2.2345,-0.1099,-3.1437,-3.0339,-0.1098,-0.27,-0.127,1.0,2,,
1W,wilder,甲,"N=2,H=2",mult|price,mult,price,0.8353,0.4594,6.9944,7.3855,-1.5666,-1.1756,-0.391,-2.366,-1.975,-0.391,-0.446,-0.127,2.0,2,,
1W,wilder,甲,"N=3,H=2",mult|price,mult,price,0.8028,0.5434,8.3239,7.7601,-0.2372,-0.801,0.5638,-1.0366,-1.6004,0.5638,0.068,-0.128,3.0,2,,
1W,wilder,乙,"E=5,X=50,H=2",mult|price,mult,price,0.9082,0.3902,2.6803,2.0736,-5.8808,-6.4875,0.6067,-6.6802,-7.2869,0.6067,-2.228,-2.474,,2,5.0,50.0
1W,wilder,乙,"E=5,X=55,H=2",mult|price,mult,price,0.902,0.3861,2.6424,2.0581,-5.9187,-6.503,0.5843,-6.7181,-7.3024,0.5843,-2.277,-2.494,,2,5.0,55.0
1W,wilder,乙,"E=5,X=60,H=2",mult|price,mult,price,0.8965,0.3918,2.4149,0.8051,-6.1461,-7.756,1.6099,-6.9455,-8.5554,1.6099,-2.263,-2.889,,2,5.0,60.0
1W,wilder,乙,"E=5,X=65,H=2",mult|price,mult,price,0.8896,0.3925,3.6466,1.5734,-4.9145,-6.9877,2.0732,-5.7139,-7.7871,2.0732,-1.832,-2.625,,2,5.0,65.0
1W,wilder,乙,"E=5,X=70,H=2",mult|price,mult,price,0.8799,0.3929,4.2806,0.852,-4.2805,-7.7091,3.4286,-5.0799,-8.5085,3.4286,-1.588,-2.936,,2,5.0,70.0
1W,wilder,乙,"E=5,X=75,H=2",mult|price,mult,price,0.8691,0.404,5.0896,-0.5318,-3.4715,-9.0929,5.6214,-4.2709,-9.8923,5.6214,-1.345,-3.269,,2,5.0,75.0
1W,wilder,乙,"E=5,X=80,H=2",mult|price,mult,price,0.8571,0.4234,7.1639,1.8276,-1.3972,-6.7335,5.3363,-2.1966,-7.5329,5.3363,-0.537,-2.457,,2,5.0,80.0
1W,wilder,乙,"E=5,X=85,H=2",mult|price,mult,price,0.8347,0.4272,9.0407,4.1737,0.4796,-4.3874,4.867,-0.3198,-5.1868,4.867,0.282,-1.567,,2,5.0,85.0
1W,wilder,乙,"E=5,X=90,H=2",mult|price,mult,price,0.7984,0.4538,8.3938,4.4594,-0.1673,-4.1017,3.9344,-0.9667,-4.9011,3.9344,0.015,-1.534,,2,5.0,90.0
1W,wilder,乙,"E=5,X=95,H=2",mult|price,mult,price,0.7371,0.4868,8.0646,6.5844,-0.4965,-1.9767,1.4802,-1.2959,-2.7761,1.4802,-0.16,-0.824,,2,5.0,95.0
1W,wilder,乙,"E=10,X=50,H=2",mult|price,mult,price,0.8569,0.4653,5.7635,6.5324,-2.7976,-2.0287,-0.7689,-3.597,-2.8281,-0.7689,-1.03,-0.808,,2,10.0,50.0
1W,wilder,乙,"E=10,X=55,H=2",mult|price,mult,price,0.8488,0.4618,7.121,6.8355,-1.4401,-1.7255,0.2854,-2.2395,-2.5249,0.2854,-0.524,-0.685,,2,10.0,55.0
1W,wilder,乙,"E=10,X=60,H=2",mult|price,mult,price,0.839,0.4618,7.7299,4.9493,-0.8312,-3.6118,2.7806,-1.6306,-4.4112,2.7806,-0.121,-1.389,,2,10.0,60.0
1W,wilder,乙,"E=10,X=65,H=2",mult|price,mult,price,0.8303,0.4628,8.1176,6.4204,-0.4435,-2.1407,1.6972,-1.2429,-2.9401,1.6972,0.027,-0.82,,2,10.0,65.0
1W,wilder,乙,"E=10,X=70,H=2",mult|price,mult,price,0.8215,0.4709,8.0397,6.0834,-0.5214,-2.4777,1.9563,-1.3208,-3.2771,1.9563,-0.01,-0.95,,2,10.0,70.0
1W,wilder,乙,"E=10,X=75,H=2",mult|price,mult,price,0.8157,0.4909,9.89,6.2511,1.3289,-2.31,3.6389,0.5296,-3.1094,3.639,0.723,-0.804,,2,10.0,75.0
1W,wilder,乙,"E=10,X=80,H=2",mult|price,mult,price,0.8017,0.5031,9.5378,6.656,0.9767,-1.9051,2.8818,0.1773,-2.7045,2.8818,0.617,-0.678,,2,10.0,80.0
1W,wilder,乙,"E=10,X=85,H=2",mult|price,mult,price,0.7807,0.514,11.3665,7.9218,2.8054,-0.6393,3.4447,2.006,-1.4387,3.4447,1.635,-0.167,,2,10.0,85.0
1W,wilder,乙,"E=10,X=90,H=2",mult|price,mult,price,0.7589,0.5522,10.5809,6.9014,2.0198,-1.6597,3.6795,1.2204,-2.4591,3.6795,1.353,-0.663,,2,10.0,90.0
1W,wilder,乙,"E=10,X=95,H=2",mult|price,mult,price,0.7246,0.6024,9.6063,8.033,1.0452,-0.5281,1.5733,0.2458,-1.3275,1.5733,0.885,-0.259,,2,10.0,95.0
1W,wilder,乙,"E=15,X=50,H=2",mult|price,mult,price,0.8349,0.5356,5.5774,7.2294,-2.9837,-1.3317,-1.652,-3.7831,-2.1311,-1.652,-1.136,-0.51,,2,15.0,50.0
1W,wilder,乙,"E=15,X=55,H=2",mult|price,mult,price,0.8294,0.5363,7.3467,7.9115,-1.2144,-0.6496,-0.5648,-2.0138,-1.449,-0.5648,-0.435,-0.228,,2,15.0,55.0
1W,wilder,乙,"E=15,X=60,H=2",mult|price,mult,price,0.8204,0.5346,7.081,6.8899,-1.4801,-1.6712,0.1911,-2.2795,-2.4705,0.191,-0.444,-0.627,,2,15.0,60.0
1W,wilder,乙,"E=15,X=65,H=2",mult|price,mult,price,0.8113,0.5335,7.583,7.9905,-0.9781,-0.5706,-0.4075,-1.7775,-1.37,-0.4075,-0.235,-0.185,,2,15.0,65.0
1W,wilder,乙,"E=15,X=70,H=2",mult|price,mult,price,0.8075,0.5468,7.1936,7.831,-1.3675,-0.7301,-0.6374,-2.1669,-1.5295,-0.6374,-0.434,-0.251,,2,15.0,70.0
1W,wilder,乙,"E=15,X=75,H=2",mult|price,mult,price,0.8002,0.5604,7.4559,6.6403,-1.1051,-1.9208,0.8157,-1.9045,-2.7202,0.8157,-0.352,-0.697,,2,15.0,75.0
1W,wilder,乙,"E=15,X=80,H=2",mult|price,mult,price,0.7886,0.572,8.9571,7.4,0.396,-1.1611,1.5571,-0.4034,-1.9605,1.5571,0.344,-0.444,,2,15.0,80.0
1W,wilder,乙,"E=15,X=85,H=2",mult|price,mult,price,0.7693,0.582,11.2481,9.0313,2.687,0.4702,2.2168,1.8876,-0.3292,2.2168,1.755,0.302,,2,15.0,85.0
1W,wilder,乙,"E=15,X=90,H=2",mult|price,mult,price,0.7593,0.6217,10.2534,8.8607,1.6923,0.2996,1.3927,0.8929,-0.4998,1.3927,1.25,0.263,,2,15.0,90.0
1W,wilder,乙,"E=15,X=95,H=2",mult|price,mult,price,0.7598,0.6895,9.6383,9.4503,1.0772,0.8892,0.188,0.2778,0.0898,0.188,0.934,0.61,,2,15.0,95.0
1W,wilder,乙,"E=20,X=50,H=2",mult|price,mult,price,0.8189,0.5575,6.3176,6.5401,-2.2435,-2.021,-0.2225,-3.0429,-2.8204,-0.2225,-0.986,-0.809,,2,20.0,50.0
1W,wilder,乙,"E=20,X=55,H=2",mult|price,mult,price,0.8154,0.5618,7.0352,6.9888,-1.5259,-1.5723,0.0464,-2.3253,-2.3717,0.0464,-0.66,-0.605,,2,20.0,55.0
1W,wilder,乙,"E=20,X=60,H=2",mult|price,mult,price,0.8085,0.5638,6.8168,6.7645,-1.7443,-1.7966,0.0523,-2.5437,-2.596,0.0523,-0.633,-0.715,,2,20.0,60.0
