month_end,series,n_members,total_mcap,ey_lag,n_lag,ey_fwd,n_fwd,cov_fwd,ey_fwd1,n_fwd1,cov_fwd1,ey_fwd_hp,n_fwd_hp,lowprec_mcap_share
2000-03-31,MKT,229,7291998692816.961,0.03359972692207257,229,0.08641456300789378,6,0.013978134200563624,0.08142386922994808,6,0.013978134200563624,0.08641456300789378,6,0.0
2000-04-30,MKT,229,6898676264251.33,0.03493832163647662,229,0.08320533028667826,5,0.015694440817600817,0.0794599432349342,6,0.015697620004557836,0.08320533028667826,5,0.0
2000-05-31,MKT,229,6797366144157.1,0.036695670041420256,229,0.08318701803357444,5,0.016020012022869085,0.07919614283209922,6,0.016022726322115103,0.08318701803357444,5,0.0
2000-06-30,MKT,232,7162760366684.341,0.03551333301261758,232,0.09371764136083172,5,0.013514442486062017,0.08848371080175595,5,0.013514442486062017,0.09371764136083172,5,0.0
2000-07-31,MKT,233,7261533461905.577,0.035719208292062196,233,0.09963178623705664,5,0.013007358672149324,0.09271829942044241,5,0.013007358672149324,0.09963178623705664,5,0.0
2000-08-31,MKT,234,7661652226780.191,0.035242745655932196,234,0.09240247848298548,5,0.013426303422363785,0.08605449620842807,5,0.013426303422363785,0.09240247848298548,5,0.0
2000-09-30,MKT,234,7162922195637.797,0.037994670680896195,234,0.07887493119714079,6,0.019324465006118206,0.0748411207799291,6,0.019324465006118206,0.07887493119714079,6,0.0
2000-10-31,MKT,235,7204503948914.58,0.03808253548516627,235,0.07552916807447715,6,0.02079882543873204,0.0708679253403317,6,0.02079882543873204,0.07552916807447715,6,0.0
2000-11-30,MKT,237,6811639222156.311,0.041054965885454334,237,0.07384421782510939,6,0.022330407006765796,0.06984932312275527,6,0.022330407006765796,0.07384421782510939,6,0.0
2000-12-31,MKT,240,7044094195031.911,0.041044820989012944,240,0.061388681768395556,9,0.03026437835928658,0.05948495753889253,9,0.03026437835928658,0.061388681768395556,9,0.0
2001-01-31,MKT,241,7105959711084.09,0.04071784193892625,241,0.06890530292556096,9,0.026928877765066403,0.06842533968343631,9,0.026928877765066403,0.06619905659287177,8,0.04206815486603723
2001-02-28,MKT,241,6565187280262.254,0.04407173866645309,241,0.06532268787136336,9,0.03084738292059814,0.06501734836727492,9,0.03084738292059814,0.06276761988380951,8,0.042025752340765075
2001-03-31,MKT,242,6220719087434.379,0.046490477616251275,242,0.06683159574616906,11,0.033734536028723006,0.06623503896146378,11,0.033734536028723006,0.06471839703462767,9,0.08146867529290493
2001-04-30,MKT,242,6674070047007.777,0.04314977269026922,242,0.06734938262057939,11,0.031014779902388517,0.06458155751127342,12,0.03261663998853387,0.06716284727808208,9,0.06076064335297632
2001-05-31,MKT,242,6728460221550.592,0.04217021523272321,242,0.0647669204826766,12,0.0320249839422239,0.06326776765463052,13,0.03360598833963245,0.0648007004634781,9,0.0678180000602792
2001-06-30,MKT,243,6632983449276.93,0.04239902899718187,243,0.06433291655423039,14,0.0365027298297818,0.06483844636960298,15,0.03793650319744138,0.06474302708820333,10,0.07020107417792766
2001-07-31,MKT,243,6613168317798.554,0.042073802116462417,243,0.06481821197413212,18,0.04102220467568837,0.06170714803006771,19,0.04251706344823671,0.06682185962547824,11,0.14890796973831297
2001-08-31,MKT,243,6258548204392.8125,0.03874116271129978,243,0.055413215979364196,32,0.07600433744473153,0.05151044127328963,33,0.07757703782371743,0.06359735665542478,17,0.295938362044986
2001-09-30,MKT,243,5811838637208.046,0.04151042177631428,243,0.04993154602612044,161,0.6733735832946173,0.04556931355377849,166,0.6838098577268367,0.05288218034498604,100,0.17616765127079492
2001-10-31,MKT,243,5994427876883.473,0.03980920720480285,243,0.04828230994689553,195,0.7648547210203142,0.044272215728265736,197,0.7664920347173275,0.05166066669837869,114,0.18952352663245103
2001-11-30,MKT,244,6394726793884.43,0.03365747858577246,244,0.045792581546652784,199,0.7620547175019549,0.04255863326955008,201,0.7635285785183556,0.04932668896797613,116,0.19720261427737007
2001-12-31,MKT,245,6552191247739.471,0.03345745606365527,245,0.045495023227367724,220,0.9011913971078607,0.041861626953783544,222,0.9040576102863906,0.05089998298225416,127,0.2377944576374195
2002-01-31,MKT,245,6511485612924.19,0.03346797672231573,245,0.045835209508212016,224,0.9481590177073573,0.042734960094529026,226,0.952775830543714,0.05208494900297419,134,0.26570111082323633
2002-02-28,MKT,245,6395927078199.53,0.034025487136521176,245,0.046250959130991094,227,0.9692189939106607,0.04372356378241557,227,0.9692189939106607,0.05184602904102304,136,0.26529453680046394
2002-03-31,MKT,245,6650062295490.828,0.030015669608120698,245,0.04451084694011857,235,0.9875931152448069,0.0421395650823255,236,0.9877838897006792,0.0508078433295219,140,0.279065623972416
2002-04-30,MKT,245,6251293076740.94,0.03175471730061815,245,0.048375537656997834,237,0.9870285420482582,0.04790690646083251,238,0.9908531609552851,0.054697603674950065,148,0.2725449847802942
2002-05-31,MKT,247,6197597281877.16,0.031180066758632632,247,0.04945775342178635,238,0.9872334641986006,0.049501996564874313,239,0.9879482031877366,0.05549479460430566,150,0.2717872005302406
2002-06-30,MKT,247,5811791812198.893,0.03373728174491616,247,0.05265346168834702,239,0.9906675219338613,0.05231980143527407,240,0.9913642188845885,0.05856618825355621,152,0.26257946994847425
2002-07-31,MKT,251,5550327852787.577,0.03611989742606826,251,0.05657897328564721,238,0.9762424237320749,0.05702268027915519,241,0.9887829064603129,0.062124286240293404,154,0.24968282865935193
2002-08-31,MKT,251,5577370163422.328,0.03916542757876368,251,0.05667663209067999,238,0.9801234175849438,0.057122157277256155,241,0.988512945863004,0.06243529255539751,155,0.24720193619312583
2002-09-30,MKT,251,4993410278921.506,0.04361242521991825,251,0.06361018689737649,241,0.9836489864646942,0.06391832795284187,244,0.9917671082524988,0.06954049383279202,157,0.2432992433134669
2002-10-31,MKT,251,5388359835099.893,0.04043671231973755,251,0.060295840241164675,236,0.9723036868554711,0.05433608598593496,239,0.9805744965883799,0.06559309356760962,156,0.23732471134526784
2002-11-30,MKT,251,5628344910593.098,0.0398834593547882,251,0.058100562138691275,238,0.9825390790885035,0.0531588537864155,241,0.9899680576353803,0.06426032444176644,157,0.2493750807156952
2002-12-31,MKT,252,5339442822889.458,0.04221695425213762,252,0.06207161647325523,242,0.9850710528297083,0.0565793412211163,245,0.9930209632354816,0.06799038574828396,157,0.24011757806588122
2003-01-31,MKT,252,5180756049976.917,0.04349948517085102,252,0.06638050908147522,243,0.9863523877428323,0.060240915423490755,246,0.994113140781617,0.07293829874159248,158,0.23222636369129904
2003-02-28,MKT,253,5118464045507.604,0.04422724228175054,253,0.06839948140433673,243,0.9860256975554751,0.06286869945853944,246,0.9936913969580873,0.07538195923758649,159,0.23265408635236817
2003-03-31,MKT,253,5225957220112.586,0.04439379196783482,253,0.06783580658303695,245,0.9876387056076037,0.06269143428021194,247,0.9947346396811323,0.0743795132480101,160,0.22648739879424365
2003-04-30,MKT,253,5615828004726.425,0.041379436899650984,253,0.0655185945819221,244,0.986551584053223,0.060568260152012304,246,0.9870991192409837,0.07097024086306972,162,0.20500566501566492
2003-05-31,MKT,253,5859432868590.487,0.04231693110026385,253,0.06349165082398911,243,0.9830640314757488,0.057783535069325605,244,0.9835071745949268,0.06869060363748855,163,0.20482820030270754
2003-06-30,MKT,253,5953484211677.66,0.04223240594146154,253,0.06292636489275255,244,0.9870392213719171,0.05690414095784732,245,0.9874436633145491,0.0676064218789465,167,0.19737468831553667
2003-07-31,MKT,253,6068501626358.944,0.04116874212305201,253,0.06412447978559802,244,0.9872665825477873,0.0602098422723626,245,0.9876598163815947,0.06831442556491438,171,0.170845625413088
2003-08-31,MKT,253,6152609451481.379,0.0427119217415736,253,0.06437933615084122,244,0.9870266756845243,0.06018521943909702,245,0.9873956984476143,0.0690297808256386,170,0.1789707567581647
2003-09-30,MKT,253,6108207090337.058,0.043554374151570124,253,0.06508825260597238,244,0.9872499809788027,0.060959724442056336,245,0.9875869976888707,0.06939171768371195,170,0.17499736331837298
2003-10-31,MKT,253,6379885049362.933,0.04183037315854323,253,0.06383590577942404,243,0.9861372701745416,0.058886277618676444,244,0.9864617843817696,0.068134387609078,171,0.17939835908651186
2003-11-30,MKT,254,6413310415117.404,0.044247570012121054,254,0.06420254551555495,242,0.9851663931170609,0.059950702635337784,244,0.9865498945672767,0.06801371672208668,176,0.16707561399000082
