trade_date,entity_id,side,shares,price
2023-02-01,10,buy,129.04714786132436,387.4552892384
2023-02-01,20,buy,173.30145140149608,288.5146061712
2023-03-01,10,buy,1.3408829763753545,378.0846868267
2023-03-01,20,sell,1.764054369213028,287.3875822888
