entry_date,entry_price,shares,stop_level,target_level,exit_date,exit_price,exit_reason
2022-07-15,146.7059260692,1704.0893077630487,139.2031528438,164.4344459299,2022-08-08,164.4344459299,target
2022-08-11,166.8010905635,1544.071111370956,159.876378528,191.38781506409998,2022-08-29,158.0618418321,stop
2022-10-31,150.2249458436,1691.9908906047353,141.3680181171,170.5282419093,2022-11-03,139.337666353,stop
2023-01-24,137.8494775115,1810.4816208516252,131.4242075093,152.8222535012,2023-02-03,152.8222535012,target
2023-02-06,149.8945101166,1710.2089276970844,138.8417879804,177.7473600568,2023-03-31,162.2556152344,unclosed
