tier,silent,direction,field,horizon,bench,period,n,clusters,mean_diff,t,mean_resid,mean_ctrl
0.02,False,up,revenue,12,sector,all,7,5,0.2599,2.993,0.31979,0.05989
0.02,False,up,revenue,12,sector,2009-2016,6,4,0.27061,2.764,0.34011,0.0695
0.02,False,up,revenue,12,sector,2017-2026,1,0,,,0.19789,0.00222
0.02,False,up,revenue,12,spy,all,7,5,0.2599,2.993,0.32712,0.06721
0.02,False,up,revenue,12,spy,2009-2016,6,4,0.27061,2.764,0.34245,0.07184
0.02,False,up,revenue,12,spy,2017-2026,1,0,,,0.23512,0.03946
0.02,False,up,net_income,3,sector,all,80,27,0.03498,0.923,0.04667,0.01169
0.02,False,up,net_income,3,sector,2009-2016,36,13,0.02427,0.678,0.03121,0.00695
0.02,False,up,net_income,3,sector,2017-2026,44,14,0.04374,0.705,0.05931,0.01556
0.02,False,up,net_income,3,spy,all,80,27,0.03498,0.923,0.04597,0.01099
0.02,False,up,net_income,3,spy,2009-2016,36,13,0.02427,0.678,0.03637,0.0121
0.02,False,up,net_income,3,spy,2017-2026,44,14,0.04374,0.705,0.05383,0.01009
0.02,False,up,net_income,6,sector,all,80,27,0.05192,1.084,0.06115,0.00922
0.02,False,up,net_income,6,sector,2009-2016,36,13,0.05747,1.138,0.06124,0.00377
0.02,False,up,net_income,6,sector,2017-2026,44,14,0.04738,0.619,0.06107,0.01369
0.02,False,up,net_income,6,spy,all,80,27,0.05192,1.084,0.06377,0.01185
0.02,False,up,net_income,6,spy,2009-2016,36,13,0.05747,1.138,0.08004,0.02257
0.02,False,up,net_income,6,spy,2017-2026,44,14,0.04738,0.619,0.05045,0.00307
0.02,False,up,net_income,12,sector,all,80,27,0.06927,0.95,0.11532,0.04604
0.02,False,up,net_income,12,sector,2009-2016,36,13,0.23148,2.801,0.21659,-0.01489
0.02,False,up,net_income,12,sector,2017-2026,44,14,-0.06344,-0.752,0.03245,0.09589
0.02,False,up,net_income,12,spy,all,80,27,0.06927,0.95,0.13838,0.06911
0.02,False,up,net_income,12,spy,2009-2016,36,13,0.23148,2.801,0.2492,0.01772
0.02,False,up,net_income,12,spy,2017-2026,44,14,-0.06344,-0.752,0.04771,0.11116
0.02,False,up,cfo,3,sector,all,24,11,-0.03033,-0.676,-0.02767,0.00266
0.02,False,up,cfo,3,sector,2009-2016,12,4,-0.09413,-3.056,-0.09728,-0.00315
0.02,False,up,cfo,3,sector,2017-2026,12,7,0.03347,0.545,0.04194,0.00847
0.02,False,up,cfo,3,spy,all,24,11,-0.03033,-0.676,-0.03294,-0.00262
0.02,False,up,cfo,3,spy,2009-2016,12,4,-0.09413,-3.056,-0.10414,-0.01001
0.02,False,up,cfo,3,spy,2017-2026,12,7,0.03347,0.545,0.03826,0.00478
0.02,False,up,cfo,6,sector,all,24,11,-0.10542,-1.61,-0.08296,0.02245
0.02,False,up,cfo,6,sector,2009-2016,12,4,-0.23115,-4.172,-0.20734,0.02381
0.02,False,up,cfo,6,sector,2017-2026,12,7,0.02032,0.443,0.04142,0.0211
0.02,False,up,cfo,6,spy,all,24,11,-0.10542,-1.61,-0.08501,0.02041
0.02,False,up,cfo,6,spy,2009-2016,12,4,-0.23115,-4.172,-0.19466,0.03649
0.02,False,up,cfo,6,spy,2017-2026,12,7,0.02032,0.443,0.02465,0.00433
0.02,False,up,cfo,12,sector,all,24,11,-0.03589,-0.405,-0.02064,0.01526
0.02,False,up,cfo,12,sector,2009-2016,12,4,-0.14177,-1.111,-0.14987,-0.00811
0.02,False,up,cfo,12,sector,2017-2026,12,7,0.06998,1.367,0.1086,0.03862
0.02,False,up,cfo,12,spy,all,24,11,-0.03589,-0.405,-0.03524,0.00065
0.02,False,up,cfo,12,spy,2009-2016,12,4,-0.14177,-1.111,-0.13332,0.00845
0.02,False,up,cfo,12,spy,2017-2026,12,7,0.06998,1.367,0.06284,-0.00714
0.02,False,up,assets,3,sector,all,24,7,-0.02205,-0.379,-0.02409,-0.00204
0.02,False,up,assets,3,sector,2009-2016,17,4,0.0196,0.274,0.02149,0.00189
0.02,False,up,assets,3,sector,2017-2026,7,3,-0.12322,-7.703,-0.13479,-0.01157
0.02,False,up,assets,3,spy,all,24,7,-0.02205,-0.379,-0.01056,0.01149
0.02,False,up,assets,3,spy,2009-2016,17,4,0.0196,0.274,0.02633,0.00673
0.02,False,up,assets,3,spy,2017-2026,7,3,-0.12322,-7.703,-0.10016,0.02305
0.02,False,up,assets,6,sector,all,24,7,-0.02889,-0.3,-0.01699,0.0119
0.02,False,up,assets,6,sector,2009-2016,17,4,-0.00721,-0.054,0.01572,0.02293
0.02,False,up,assets,6,sector,2017-2026,7,3,-0.08154,-4.038,-0.09642,-0.01488
0.02,False,up,assets,6,spy,all,24,7,-0.02889,-0.3,0.01168,0.04057
0.02,False,up,assets,6,spy,2009-2016,17,4,-0.00721,-0.054,0.03902,0.04623
0.02,False,up,assets,6,spy,2017-2026,7,3,-0.08154,-4.038,-0.05471,0.02683
0.02,False,up,assets,12,sector,all,24,7,0.1022,0.772,0.1089,0.0067
0.02,False,up,assets,12,sector,2009-2016,17,4,0.13441,0.733,0.15233,0.01792
0.02,False,up,assets,12,sector,2017-2026,7,3,0.02399,0.55,0.00343,-0.02056
0.02,False,up,assets,12,spy,all,24,7,0.1022,0.772,0.17535,0.07315
0.02,False,up,assets,12,spy,2009-2016,17,4,0.13441,0.733,0.19583,0.06142
0.02,False,up,assets,12,spy,2017-2026,7,3,0.02399,0.55,0.12561,0.10162
0.05,True,down,ALL,3,sector,all,3185,740,-0.00142,-0.264,0.00618,0.0076
0.05,True,down,ALL,3,sector,2009-2016,1377,327,0.00329,0.547,0.01401,0.01071
0.05,True,down,ALL,3,sector,2017-2026,1808,413,-0.00502,-0.608,0.00022,0.00524
0.05,True,down,ALL,3,spy,all,3185,740,-0.00142,-0.264,0.00224,0.00367
0.05,True,down,ALL,3,spy,2009-2016,1377,327,0.00329,0.547,0.01653,0.01324
0.05,True,down,ALL,3,spy,2017-2026,1808,413,-0.00502,-0.608,-0.00864,-0.00362
0.05,True,down,ALL,6,sector,all,3170,732,-0.00348,-0.398,0.01452,0.01799
0.05,True,down,ALL,6,sector,2009-2016,1377,327,0.00177,0.17,0.0236,0.02183
0.05,True,down,ALL,6,sector,2017-2026,1793,405,-0.00751,-0.571,0.00754,0.01505
0.05,True,down,ALL,6,spy,all,3170,732,-0.00348,-0.398,0.0062,0.00968
0.05,True,down,ALL,6,spy,2009-2016,1377,327,0.00177,0.17,0.0249,0.02312
0.05,True,down,ALL,6,spy,2017-2026,1793,405,-0.00751,-0.571,-0.00815,-0.00064
0.05,True,down,ALL,12,sector,all,3094,713,0.00231,0.139,0.04289,0.04058
0.05,True,down,ALL,12,sector,2009-2016,1377,327,0.01176,0.56,0.05689,0.04514
0.05,True,down,ALL,12,sector,2017-2026,1717,386,-0.00527,-0.215,0.03166,0.03693
0.05,True,down,ALL,12,spy,all,3094,713,0.00231,0.139,0.03314,0.03083
0.05,True,down,ALL,12,spy,2009-2016,1377,327,0.01176,0.56,0.0599,0.04814
0.05,True,down,ALL,12,spy,2017-2026,1717,386,-0.00527,-0.215,0.01168,0.01695
0.05,True,down,revenue,3,sector,all,2038,592,0.00102,0.145,0.01041,0.0094
0.05,True,down,revenue,3,sector,2009-2016,900,260,0.00437,0.544,0.01628,0.01191
0.05,True,down,revenue,3,sector,2017-2026,1138,332,-0.00163,-0.152,0.00577,0.0074
0.05,True,down,revenue,3,spy,all,2038,592,0.00102,0.145,0.00405,0.00303
0.05,True,down,revenue,3,spy,2009-2016,900,260,0.00437,0.544,0.01589,0.01152
0.05,True,down,revenue,3,spy,2017-2026,1138,332,-0.00163,-0.152,-0.00531,-0.00368
0.05,True,down,revenue,6,sector,all,2029,586,0.00212,0.185,0.02085,0.01874
0.05,True,down,revenue,6,sector,2009-2016,900,260,0.00868,0.633,0.03063,0.02195
0.05,True,down,revenue,6,sector,2017-2026,1129,326,-0.00312,-0.18,0.01306,0.01617
0.05,True,down,revenue,6,spy,all,2029,586,0.00212,0.185,0.00792,0.0058
0.05,True,down,revenue,6,spy,2009-2016,900,260,0.00868,0.633,0.02711,0.01843
0.05,True,down,revenue,6,spy,2017-2026,1129,326,-0.00312,-0.18,-0.00738,-0.00426
0.05,True,down,revenue,12,sector,all,1967,570,0.01558,0.756,0.058,0.04242
0.05,True,down,revenue,12,sector,2009-2016,900,260,0.02787,1.006,0.07244,0.04457
0.05,True,down,revenue,12,sector,2017-2026,1067,310,0.00521,0.175,0.04582,0.04061
0.05,True,down,revenue,12,spy,all,1967,570,0.01558,0.756,0.04393,0.02835
0.05,True,down,revenue,12,spy,2009-2016,900,260,0.02787,1.006,0.07005,0.04219
0.05,True,down,revenue,12,spy,2017-2026,1067,310,0.00521,0.175,0.02189,0.01668
0.05,True,down,net_income,3,sector,all,606,205,-0.0032,-0.333,0.00072,0.00393
0.05,True,down,net_income,3,sector,2009-2016,251,87,0.01064,0.987,0.0186,0.00797
0.05,True,down,net_income,3,sector,2017-2026,355,118,-0.01299,-0.909,-0.01192,0.00107
0.05,True,down,net_income,3,spy,all,606,205,-0.0032,-0.333,0.00732,0.01053
0.05,True,down,net_income,3,spy,2009-2016,251,87,0.01064,0.987,0.03516,0.02453
0.05,True,down,net_income,3,spy,2017-2026,355,118,-0.01299,-0.909,-0.01236,0.00063
0.05,True,down,net_income,6,sector,all,604,204,-0.01966,-1.155,0.00079,0.02046
0.05,True,down,net_income,6,sector,2009-2016,251,87,-0.01136,-0.551,0.01243,0.02379
0.05,True,down,net_income,6,sector,2017-2026,353,117,-0.02557,-1.025,-0.00748,0.01809
0.05,True,down,net_income,6,spy,all,604,204,-0.01966,-1.155,0.00647,0.02614
0.05,True,down,net_income,6,spy,2009-2016,251,87,-0.01136,-0.551,0.02865,0.04001
0.05,True,down,net_income,6,spy,2017-2026,353,117,-0.02557,-1.025,-0.00929,0.01628
0.05,True,down,net_income,12,sector,all,597,200,-0.03783,-0.893,0.00464,0.04247
0.05,True,down,net_income,12,sector,2009-2016,251,87,-0.03155,-0.683,0.02156,0.05311
0.05,True,down,net_income,12,sector,2017-2026,346,113,-0.04239,-0.655,-0.00763,0.03476
0.05,True,down,net_income,12,spy,all,597,200,-0.03783,-0.893,0.00884,0.04667
0.05,True,down,net_income,12,spy,2009-2016,251,87,-0.03155,-0.683,0.03757,0.06912
0.05,True,down,net_income,12,spy,2017-2026,346,113,-0.04239,-0.655,-0.012,0.03039
0.05,True,down,cfo,3,sector,all,520,303,-0.00704,-0.936,-0.0023,0.00474
0.05,True,down,cfo,3,sector,2009-2016,212,139,-0.00753,-0.953,0.00082,0.00835
0.05,True,down,cfo,3,sector,2017-2026,308,164,-0.00669,-0.583,-0.00444,0.00225
0.05,True,down,cfo,3,spy,all,520,303,-0.00704,-0.936,-0.00892,-0.00188
0.05,True,down,cfo,3,spy,2009-2016,212,139,-0.00753,-0.953,-0.00083,0.0067
0.05,True,down,cfo,3,spy,2017-2026,308,164,-0.00669,-0.583,-0.01448,-0.00779
0.05,True,down,cfo,6,sector,all,516,301,-0.00711,-0.737,0.00464,0.01175
0.05,True,down,cfo,6,sector,2009-2016,212,139,-0.00946,-0.846,0.00909,0.01855
0.05,True,down,cfo,6,sector,2017-2026,304,162,-0.00547,-0.38,0.00154,0.00701
0.05,True,down,cfo,6,spy,all,516,301,-0.00711,-0.737,-0.00143,0.00568
0.05,True,down,cfo,6,spy,2009-2016,212,139,-0.00946,-0.846,0.01351,0.02297
0.05,True,down,cfo,6,spy,2017-2026,304,162,-0.00547,-0.38,-0.01184,-0.00638
0.05,True,down,cfo,12,sector,all,509,296,0.00132,0.068,0.03149,0.03017
0.05,True,down,cfo,12,sector,2009-2016,212,139,0.00299,0.166,0.04044,0.03744
0.05,True,down,cfo,12,sector,2017-2026,297,157,0.00013,0.004,0.0251,0.02497
0.05,True,down,cfo,12,spy,all,509,296,0.00132,0.068,0.02274,0.02142
0.05,True,down,cfo,12,spy,2009-2016,212,139,0.00299,0.166,0.04911,0.04612
0.05,True,down,cfo,12,spy,2017-2026,297,157,0.00013,0.004,0.00392,0.00379
0.05,True,down,assets,3,sector,all,21,19,-0.04782,-0.927,-0.03702,0.01081
0.05,True,down,assets,3,sector,2009-2016,14,13,-0.03351,-1.056,-0.01502,0.01848
0.05,True,down,assets,3,sector,2017-2026,7,6,-0.07645,-0.534,-0.081,-0.00455
0.05,True,down,assets,3,spy,all,21,19,-0.04782,-0.927,-0.04335,0.00447
0.05,True,down,assets,3,spy,2009-2016,14,13,-0.03351,-1.056,-0.01328,0.02023
0.05,True,down,assets,3,spy,2017-2026,7,6,-0.07645,-0.534,-0.10349,-0.02704
0.05,True,down,assets,6,sector,all,21,19,0.01067,0.121,0.03959,0.02891
0.05,True,down,assets,6,sector,2009-2016,14,13,-0.03687,-0.889,-0.00851,0.02836
0.05,True,down,assets,6,sector,2017-2026,7,6,0.10576,0.444,0.13578,0.03002
0.05,True,down,assets,6,spy,all,21,19,0.01067,0.121,0.02003,0.00936
0.05,True,down,assets,6,spy,2009-2016,14,13,-0.03687,-0.889,-0.01237,0.0245
0.05,True,down,assets,6,spy,2017-2026,7,6,0.10576,0.444,0.08482,-0.02094
0.05,True,down,assets,12,sector,all,21,19,-0.07557,-0.822,-0.00841,0.06716
0.05,True,down,assets,12,sector,2009-2016,14,13,-0.11496,-1.44,-0.05959,0.05537
0.05,True,down,assets,12,sector,2017-2026,7,6,0.00322,0.015,0.09396,0.09074
0.05,True,down,assets,12,spy,all,21,19,-0.07557,-0.822,-0.03498,0.04058
0.05,True,down,assets,12,spy,2009-2016,14,13,-0.11496,-1.44,-0.02958,0.08538
0.05,True,down,assets,12,spy,2017-2026,7,6,0.00322,0.015,-0.04579,-0.04901
0.05,True,up,ALL,3,sector,all,1423,473,-0.00056,-0.092,0.00695,0.0075
0.05,True,up,ALL,3,sector,2009-2016,446,182,-0.01221,-1.578,-0.00118,0.01103
0.05,True,up,ALL,3,sector,2017-2026,977,291,0.00476,0.59,0.01066,0.00589
0.05,True,up,ALL,3,spy,all,1423,473,-0.00056,-0.092,0.00513,0.00569
0.05,True,up,ALL,3,spy,2009-2016,446,182,-0.01221,-1.578,0.00099,0.01321
0.05,True,up,ALL,3,spy,2017-2026,977,291,0.00476,0.59,0.00702,0.00226
0.05,True,up,ALL,6,sector,all,1420,471,0.00363,0.38,0.02325,0.01962
0.05,True,up,ALL,6,sector,2009-2016,446,182,-0.03188,-2.444,-0.00959,0.02229
0.05,True,up,ALL,6,sector,2017-2026,974,289,0.01989,1.596,0.03829,0.0184
0.05,True,up,ALL,6,spy,all,1420,471,0.00363,0.38,0.01998,0.01635
0.05,True,up,ALL,6,spy,2009-2016,446,182,-0.03188,-2.444,-0.00764,0.02424
0.05,True,up,ALL,6,spy,2017-2026,974,289,0.01989,1.596,0.03263,0.01273
0.05,True,up,ALL,12,sector,all,1409,464,-0.00909,-0.629,0.03736,0.04645
0.05,True,up,ALL,12,sector,2009-2016,446,182,-0.04937,-2.948,-0.01213,0.03724
0.05,True,up,ALL,12,sector,2017-2026,963,282,0.00956,0.488,0.06027,0.05071
0.05,True,up,ALL,12,spy,all,1409,464,-0.00909,-0.629,0.03853,0.04762
0.05,True,up,ALL,12,spy,2009-2016,446,182,-0.04937,-2.948,-0.01474,0.03464
0.05,True,up,ALL,12,spy,2017-2026,963,282,0.00956,0.488,0.06319,0.05363
0.05,True,up,revenue,3,sector,all,223,115,-0.00356,-0.17,0.01034,0.01391
0.05,True,up,revenue,3,sector,2009-2016,72,34,-0.00122,-0.053,0.01701,0.01823
0.05,True,up,revenue,3,sector,2017-2026,151,81,-0.00468,-0.162,0.00716,0.01184
0.05,True,up,revenue,3,spy,all,223,115,-0.00356,-0.17,0.00113,0.0047
0.05,True,up,revenue,3,spy,2009-2016,72,34,-0.00122,-0.053,0.01636,0.01759
0.05,True,up,revenue,3,spy,2017-2026,151,81,-0.00468,-0.162,-0.00613,-0.00145
0.05,True,up,revenue,6,sector,all,223,115,-0.00892,-0.341,0.0268,0.03572
0.05,True,up,revenue,6,sector,2009-2016,72,34,-0.01669,-0.512,0.02382,0.04051
0.05,True,up,revenue,6,sector,2017-2026,151,81,-0.00521,-0.146,0.02822,0.03343
0.05,True,up,revenue,6,spy,all,223,115,-0.00892,-0.341,0.00128,0.0102
0.05,True,up,revenue,6,spy,2009-2016,72,34,-0.01669,-0.512,0.01402,0.03071
0.05,True,up,revenue,6,spy,2017-2026,151,81,-0.00521,-0.146,-0.00479,0.00042
0.05,True,up,revenue,12,sector,all,221,113,0.02143,0.563,0.08989,0.06846
0.05,True,up,revenue,12,sector,2009-2016,72,34,-0.05944,-1.538,0.00281,0.06225
0.05,True,up,revenue,12,sector,2017-2026,149,79,0.0605,1.112,0.13196,0.07146
0.05,True,up,revenue,12,spy,all,221,113,0.02143,0.563,0.05561,0.03418
0.05,True,up,revenue,12,spy,2009-2016,72,34,-0.05944,-1.538,-0.02665,0.03279
0.05,True,up,revenue,12,spy,2017-2026,149,79,0.0605,1.112,0.09536,0.03486
0.05,True,up,net_income,3,sector,all,669,240,0.00694,0.801,0.00979,0.00285
0.05,True,up,net_income,3,sector,2009-2016,204,89,-0.00986,-1.018,0.00033,0.01019
0.05,True,up,net_income,3,sector,2017-2026,465,151,0.01432,1.226,0.01395,-0.00037
0.05,True,up,net_income,3,spy,all,669,240,0.00694,0.801,0.01217,0.00523
0.05,True,up,net_income,3,spy,2009-2016,204,89,-0.00986,-1.018,0.00878,0.01864
0.05,True,up,net_income,3,spy,2017-2026,465,151,0.01432,1.226,0.01366,-0.00066
0.05,True,up,net_income,6,sector,all,667,239,0.02462,1.524,0.03435,0.00973
0.05,True,up,net_income,6,sector,2009-2016,204,89,-0.03993,-2.157,-0.01872,0.02121
0.05,True,up,net_income,6,sector,2017-2026,463,150,0.05306,2.442,0.05774,0.00467
0.05,True,up,net_income,6,spy,all,667,239,0.02462,1.524,0.03969,0.01507
0.05,True,up,net_income,6,spy,2009-2016,204,89,-0.03993,-2.157,-0.01249,0.02744
0.05,True,up,net_income,6,spy,2017-2026,463,150,0.05306,2.442,0.06268,0.00962
0.05,True,up,net_income,12,sector,all,661,235,-0.00372,-0.162,0.0308,0.03452
0.05,True,up,net_income,12,sector,2009-2016,204,89,-0.05369,-2.074,-0.01779,0.0359
0.05,True,up,net_income,12,sector,2017-2026,457,146,0.01859,0.598,0.05249,0.03391
0.05,True,up,net_income,12,spy,all,661,235,-0.00372,-0.162,0.05041,0.05413
0.05,True,up,net_income,12,spy,2009-2016,204,89,-0.05369,-2.074,-0.0128,0.04089
0.05,True,up,net_income,12,spy,2017-2026,457,146,0.01859,0.598,0.07862,0.06004
0.05,True,up,cfo,3,sector,all,474,239,-0.00843,-1.165,0.00178,0.01021
0.05,True,up,cfo,3,sector,2009-2016,147,97,-0.01569,-1.675,-0.00734,0.00835
0.05,True,up,cfo,3,sector,2017-2026,327,142,-0.00516,-0.543,0.00589,0.01105
0.05,True,up,cfo,3,spy,all,474,239,-0.00843,-1.165,-0.00209,0.00634
0.05,True,up,cfo,3,spy,2009-2016,147,97,-0.01569,-1.675,-0.0112,0.00449
0.05,True,up,cfo,3,spy,2017-2026,327,142,-0.00516,-0.543,0.002,0.00717
0.05,True,up,cfo,6,sector,all,473,238,-0.01544,-1.478,0.00927,0.02471
0.05,True,up,cfo,6,sector,2009-2016,147,97,-0.01821,-1.168,-0.00472,0.01349
0.05,True,up,cfo,6,sector,2017-2026,326,141,-0.01419,-1.056,0.01557,0.02977
0.05,True,up,cfo,6,spy,all,473,238,-0.01544,-1.478,0.00575,0.02119
0.05,True,up,cfo,6,spy,2009-2016,147,97,-0.01821,-1.168,-0.00129,0.01692
0.05,True,up,cfo,6,spy,2017-2026,326,141,-0.01419,-1.056,0.00892,0.02311
0.05,True,up,cfo,12,sector,all,471,236,-0.02327,-1.368,0.02747,0.05075
0.05,True,up,cfo,12,sector,2009-2016,147,97,-0.02938,-1.312,-0.00456,0.02482
0.05,True,up,cfo,12,sector,2017-2026,324,139,-0.0205,-0.909,0.04201,0.06251
0.05,True,up,cfo,12,spy,all,471,236,-0.02327,-1.368,0.02268,0.04595
0.05,True,up,cfo,12,spy,2009-2016,147,97,-0.02938,-1.312,-0.00036,0.02902
0.05,True,up,cfo,12,spy,2017-2026,324,139,-0.0205,-0.909,0.03314,0.05363
0.05,True,up,assets,3,sector,all,57,50,-0.01141,-0.61,0.00315,0.01456
0.05,True,up,assets,3,sector,2009-2016,23,18,-0.04525,-2.009,-0.03213,0.01312
0.05,True,up,assets,3,sector,2017-2026,34,32,0.01147,0.448,0.02701,0.01554
0.05,True,up,assets,3,spy,all,57,50,-0.01141,-0.61,-0.00178,0.00963
0.05,True,up,assets,3,spy,2009-2016,23,18,-0.04525,-2.009,-0.03822,0.00702
0.05,True,up,assets,3,spy,2017-2026,34,32,0.01147,0.448,0.02287,0.0114
0.05,True,up,assets,6,sector,all,57,50,-0.03463,-1.18,-0.00449,0.03015
0.05,True,up,assets,6,sector,2009-2016,23,18,-0.0955,-1.972,-0.0644,0.0311
0.05,True,up,assets,6,sector,2017-2026,34,32,0.00654,0.208,0.03604,0.0295
0.05,True,up,assets,6,spy,all,57,50,-0.03463,-1.18,-0.01939,0.01524
0.05,True,up,assets,6,spy,2009-2016,23,18,-0.0955,-1.972,-0.07305,0.02245
0.05,True,up,assets,6,spy,2017-2026,34,32,0.00654,0.208,0.01691,0.01037
0.05,True,up,assets,12,sector,all,56,49,-0.07373,-1.589,-0.00951,0.06422
0.05,True,up,assets,12,sector,2009-2016,23,18,-0.10739,-2.052,-0.05714,0.05025
0.05,True,up,assets,12,sector,2017-2026,33,31,-0.05026,-0.727,0.02369,0.07395
0.05,True,up,assets,12,spy,all,56,49,-0.07373,-1.589,-0.03589,0.03784
0.05,True,up,assets,12,spy,2009-2016,23,18,-0.10739,-2.052,-0.08651,0.02088
0.05,True,up,assets,12,spy,2017-2026,33,31,-0.05026,-0.727,-0.00061,0.04966
0.05,False,down,ALL,3,sector,all,177,42,0.08151,1.463,0.08737,0.00586
0.05,False,down,ALL,3,sector,2009-2016,58,17,0.07278,1.452,0.06324,-0.00954
0.05,False,down,ALL,3,sector,2017-2026,119,25,0.08576,1.086,0.09913,0.01337
0.05,False,down,ALL,3,spy,all,177,42,0.08151,1.463,0.08815,0.00664
0.05,False,down,ALL,3,spy,2009-2016,58,17,0.07278,1.452,0.06362,-0.00916
0.05,False,down,ALL,3,spy,2017-2026,119,25,0.08576,1.086,0.10011,0.01435
0.05,False,down,ALL,6,sector,all,177,42,0.13114,1.198,0.15037,0.01923
0.05,False,down,ALL,6,sector,2009-2016,58,17,0.14354,1.694,0.13548,-0.00806
0.05,False,down,ALL,6,sector,2017-2026,119,25,0.12511,0.793,0.15763,0.03253
0.05,False,down,ALL,6,spy,all,177,42,0.13114,1.198,0.1444,0.01326
0.05,False,down,ALL,6,spy,2009-2016,58,17,0.14354,1.694,0.15066,0.00713
0.05,False,down,ALL,6,spy,2017-2026,119,25,0.12511,0.793,0.14135,0.01624
0.05,False,down,ALL,12,sector,all,176,41,0.022,0.25,0.07934,0.05734
0.05,False,down,ALL,12,sector,2009-2016,58,17,0.27443,3.033,0.2691,-0.00533
0.05,False,down,ALL,12,sector,2017-2026,118,24,-0.10208,-1.012,-0.01394,0.08814
0.05,False,down,ALL,12,spy,all,176,41,0.022,0.25,0.06542,0.04342
0.05,False,down,ALL,12,spy,2009-2016,58,17,0.27443,3.033,0.2898,0.01537
0.05,False,down,ALL,12,spy,2017-2026,118,24,-0.10208,-1.012,-0.04487,0.05721
0.05,False,down,revenue,3,sector,all,51,14,0.0629,0.654,0.05636,-0.00653
0.05,False,down,revenue,3,sector,2009-2016,18,7,0.02248,0.42,0.01516,-0.00731
0.05,False,down,revenue,3,sector,2017-2026,33,7,0.08494,0.584,0.07884,-0.00611
0.05,False,down,revenue,3,spy,all,51,14,0.0629,0.654,0.05769,-0.0052
0.05,False,down,revenue,3,spy,2009-2016,18,7,0.02248,0.42,-0.01173,-0.03421
0.05,False,down,revenue,3,spy,2017-2026,33,7,0.08494,0.584,0.09556,0.01062
0.05,False,down,revenue,6,sector,all,51,14,0.13656,0.733,0.15809,0.02154
0.05,False,down,revenue,6,sector,2009-2016,18,7,0.0547,0.794,0.05705,0.00235
0.05,False,down,revenue,6,sector,2017-2026,33,7,0.1812,0.635,0.2132,0.032
0.05,False,down,revenue,6,spy,all,51,14,0.13656,0.733,0.16269,0.02613
0.05,False,down,revenue,6,spy,2009-2016,18,7,0.0547,0.794,0.03725,-0.01745
0.05,False,down,revenue,6,spy,2017-2026,33,7,0.1812,0.635,0.23111,0.0499
0.05,False,down,revenue,12,sector,all,51,14,-0.05653,-0.452,0.00895,0.06548
0.05,False,down,revenue,12,sector,2009-2016,18,7,0.09136,1.339,0.1029,0.01154
0.05,False,down,revenue,12,sector,2017-2026,33,7,-0.1372,-0.796,-0.04229,0.09491
0.05,False,down,revenue,12,spy,all,51,14,-0.05653,-0.452,0.00196,0.0585
0.05,False,down,revenue,12,spy,2009-2016,18,7,0.09136,1.339,0.08939,-0.00197
0.05,False,down,revenue,12,spy,2017-2026,33,7,-0.1372,-0.796,-0.04572,0.09148
0.05,False,down,net_income,3,sector,all,97,26,0.08975,1.703,0.09956,0.0098
0.05,False,down,net_income,3,sector,2009-2016,35,9,0.03127,0.689,0.01676,-0.01451
0.05,False,down,net_income,3,sector,2017-2026,62,17,0.12276,1.601,0.14629,0.02353
0.05,False,down,net_income,3,spy,all,97,26,0.08975,1.703,0.10607,0.01632
0.05,False,down,net_income,3,spy,2009-2016,35,9,0.03127,0.689,0.03406,0.00279
0.05,False,down,net_income,3,spy,2017-2026,62,17,0.12276,1.601,0.14672,0.02395
0.05,False,down,net_income,6,sector,all,97,26,0.14218,1.406,0.15266,0.01048
0.05,False,down,net_income,6,sector,2009-2016,35,9,0.08683,1.456,0.0676,-0.01923
0.05,False,down,net_income,6,sector,2017-2026,62,17,0.17343,1.132,0.20068,0.02725
0.05,False,down,net_income,6,spy,all,97,26,0.14218,1.406,0.15432,0.01214
0.05,False,down,net_income,6,spy,2009-2016,35,9,0.08683,1.456,0.10497,0.01814
0.05,False,down,net_income,6,spy,2017-2026,62,17,0.17343,1.132,0.18219,0.00876
0.05,False,down,net_income,12,sector,all,96,25,0.0797,1.014,0.11662,0.03692
0.05,False,down,net_income,12,sector,2009-2016,35,9,0.24841,3.52,0.22268,-0.02573
0.05,False,down,net_income,12,sector,2017-2026,61,16,-0.01711,-0.176,0.05576,0.07287
0.05,False,down,net_income,12,spy,all,96,25,0.0797,1.014,0.11841,0.03871
0.05,False,down,net_income,12,spy,2009-2016,35,9,0.24841,3.52,0.26791,0.0195
0.05,False,down,net_income,12,spy,2017-2026,61,16,-0.01711,-0.176,0.03262,0.04973
0.05,False,down,cfo,3,sector,all,26,12,0.08428,0.854,0.10258,0.0183
0.05,False,down,cfo,3,sector,2009-2016,4,4,0.62923,1.788,0.64212,0.01289
0.05,False,down,cfo,3,sector,2017-2026,22,8,-0.01481,-0.24,0.00448,0.01928
0.05,False,down,cfo,3,spy,all,26,12,0.08428,0.854,0.07736,-0.00692
0.05,False,down,cfo,3,spy,2009-2016,4,4,0.62923,1.788,0.61507,-0.01416
0.05,False,down,cfo,3,spy,2017-2026,22,8,-0.01481,-0.24,-0.02041,-0.0056
0.05,False,down,cfo,6,sector,all,26,12,0.08065,0.453,0.12562,0.04497
0.05,False,down,cfo,6,sector,2009-2016,4,4,1.00612,1.203,1.04455,0.03843
0.05,False,down,cfo,6,sector,2017-2026,22,8,-0.08762,-1.154,-0.04146,0.04616
