名稱,類別,參數,成本,成本前annual_excess:SPY,成本後annual_excess:SPY,成本代價,成本前換手,成本後換手,成本前年化,成本後年化,成本前最大回撤,成本後最大回撤,成本前裁決,成本後裁決,成本前run_id,成本後run_id,備註
因子動量排名·最優格,驅動器,lookback_months=3、mode=winner、cadence=monthly,每股0.005+滑點5bp,0.03243911322594206,0.027340644268423864,-0.0050984689575181985,3.943041314834404,3.9439404385590606,0.1709587981080618,0.1658603291505436,-0.3408229096214357,-0.3408229096214357,孤峰,不在掃描格上,run-e2056ff3857a10bf,run-977c3484f457f48e,零成本掃描(20 格)的單點最優;孤峰
相對強弱對 SPY·最優格,驅動器,lookback_months=6、fallback=cash、cadence=monthly,每股0.005+滑點5bp,0.04037328967352294,0.03651683305117892,-0.0038564566223440178,3.227083568524782,3.2221699941045614,0.17889297455564268,0.17503651793329866,-0.21139346218326038,-0.2119694298167344,孤峰,不在掃描格上,run-6d9d318722bb82d1,run-dc82154b95c00e97,零成本掃描(20 格)的單點最優;孤峰
逆波幅·最優格,驅動器,lookback_days=252、power=1、cadence=quarterly,每股0.005+滑點5bp,-0.00853850059901995,-0.008715058738033354,-0.00017655813901340522,0.12809614759368337,0.1280708635727121,0.1299811842830998,0.1298046261440864,-0.3465673774078236,-0.3465676582082441,普通,不在掃描格上,run-368f9549a14f8f27,run-1d2d984362e56ad6,零成本掃描(16 格)的單點最優;普通
大市趨勢開關·最優格,驅動器,ma_days=50、tilt=0.5、cadence=monthly,每股0.005+滑點5bp,-0.01055250223084614,-0.012118196953754046,-0.0015656947229079066,1.275523437351695,1.27448514874936,0.1279671826512736,0.1264014879283657,-0.34454377577516615,-0.34479786905832055,孤峰,不在掃描格上,run-155fadcfc362a78b,run-b530497ca081f5f6,零成本掃描(24 格)的單點最優;孤峰
固定權重·動能95價值5(monthly),固定權重對照,weight_quality=0、weight_value=0.05、weight_momentum=0.95、weight_low_vol=0、cadence=monthly,每股0.005+滑點5bp,0.012054154127048466,0.011974973870050531,-7.918025699793496e-05,0.03722599623551049,0.037224895722622484,0.1505738390091682,0.15049465875217027,-0.34318591481785754,-0.34318658845117056,不在掃描格上,不在掃描格上,run-496f5fac69c3bf01,run-b404d7c6b59fceb3,"KARST-029 固定權重,不在任何掃描格上"
固定權重·動能95價值5(quarterly),固定權重對照,weight_quality=0、weight_value=0.05、weight_momentum=0.95、weight_low_vol=0、cadence=quarterly,每股0.005+滑點5bp,0.012074851796103792,0.0120051446609859,-6.970713511789128e-05,0.028723756003127706,0.028727666376461534,0.15059453667822353,0.15052482954310564,-0.3429869459783208,-0.3429869506019846,不在掃描格上,不在掃描格上,run-6e68b8aed4e4b8f1,run-50bfaf5776ec5037,"KARST-029 固定權重,不在任何掃描格上"
固定權重·各佔25%(monthly),固定權重對照,weight_quality=0.25、weight_value=0.25、weight_momentum=0.25、weight_low_vol=0.25、cadence=monthly,每股0.005+滑點5bp,-0.007152586306217623,-0.007315409240326476,-0.00016282293410885273,0.11270996069994522,0.11267687018568806,0.13136709857590212,0.13120427564179327,-0.34994947346600147,-0.34995197704190617,不在掃描格上,不在掃描格上,run-bc650a4f67fceb9f,run-31702ec75bad9a40,"KARST-029 固定權重,不在任何掃描格上"
固定權重·各佔25%(quarterly),固定權重對照,weight_quality=0.25、weight_value=0.25、weight_momentum=0.25、weight_low_vol=0.25、cadence=quarterly,每股0.005+滑點5bp,-0.0066266916460964165,-0.006747711678358748,-0.00012102003226233116,0.07722345345210621,0.07721770906958786,0.13189299323602333,0.131771973203761,-0.34929264433446217,-0.34929292543415236,不在掃描格上,不在掃描格上,run-5110658680fb21c8,run-62d79d7b6b7040f5,"KARST-029 固定權重,不在任何掃描格上"
