total_return,max_drawdown,sharpe_ratio,n_orders,n_trades,final_value,win_rate,n_break,rr_min,sec,n_entry_signals,breaker_blocked_bars,worst_month_dd
2.05489842770407,-0.23492934118979092,0.9509274470001086,1109,560,3054898.42770407,0.3875,75,1.75,1.0496371000772342,61132,49,-0.09486119998257259
2.521878442305531,-0.26666373739492555,1.0753635315955612,985,498,3521878.442305531,0.37349397590361444,90,1.75,0.7159633999690413,60997,95,-0.10443220008065213
1.3244229774089091,-0.2581299562063407,0.7394007160217858,752,382,2324422.9774089092,0.3481675392670157,120,1.75,0.7347979999613017,58697,73,-0.09571865913588085
0.0,0.0,inf,0,0,1000000.0,,5,2.0,0.6747681999113411,0,0,0.0
0.04681689622331091,-0.026760982735061667,0.29297828667421844,48,24,1046816.8962233108,0.4583333333333333,10,2.0,0.686973600066267,24,0,-0.013972605054633713
2.591224535525626,-0.21313571468822,1.0928323767718087,1500,753,3591224.535525626,0.3891102257636122,15,2.0,1.0524814000818878,3663,114,-0.08908367427864072
1.6218583396214856,-0.2658180740438739,0.8183626957238935,1473,741,2621858.3396214857,0.39271255060728744,20,2.0,0.72353119996842,11106,115,-0.10672284382622255
2.0302282770665934,-0.2776246390013324,0.9149076344177256,1522,765,3030228.2770665935,0.3764705882352941,25,2.0,0.7386583000188693,18757,108,-0.08394749328181916
1.9140646888315422,-0.264171111668728,0.8760816645160323,1540,775,2914064.688831542,0.3832258064516129,30,2.0,0.7158159000100568,25587,162,-0.10930272424413257
1.1341172659779792,-0.32468507719277284,0.6681767633984489,1261,636,2134117.265977979,0.3584905660377358,40,2.0,0.7194487999659032,35910,118,-0.1133912856944006
1.486182305239284,-0.39694922462421267,0.7909912877046495,1172,591,2486182.305239284,0.38578680203045684,50,2.0,0.7215346000157297,43314,124,-0.09237060863434299
2.4060937277900796,-0.30351585135529924,1.0358180512648762,1056,534,3406093.7277900795,0.40636704119850187,60,2.0,1.0763386000180617,48004,83,-0.07974409923698178
2.487735525677405,-0.2364793669933858,1.0450412885255866,1045,527,3487735.525677405,0.38519924098671726,75,2.0,0.7436079999897629,51863,80,-0.085454492695755
2.5945074910087795,-0.2652787554166407,1.0729502220513931,1043,528,3594507.4910087795,0.3787878787878788,90,2.0,0.7252585999667645,53566,82,-0.08450852991667468
1.822163580006021,-0.2709146860793622,0.8864764949479957,656,332,2822163.580006021,0.33433734939759036,120,2.0,0.7015665000071749,53795,103,-0.12796392999728812
0.0,0.0,inf,0,0,1000000.0,,5,2.5,0.7062281999969855,0,0,0.0
0.016837888147368123,-0.003178957569577756,0.6589285489780111,2,1,1016837.8881473681,1.0,10,2.5,1.0153098000446334,1,0,0.0
1.0939206325267428,-0.20196561984609285,0.8015492077859451,836,420,2093920.6325267428,0.3261904761904762,15,2.5,0.6959156999364495,756,47,-0.0802229276930857
0.7735064971302035,-0.2629776792580618,0.5313189640343577,1246,626,1773506.4971302035,0.30990415335463256,20,2.5,0.6949530000565574,3333,53,-0.08872429379852531
1.4968813628328654,-0.23154647440511644,0.7873748076234427,1273,642,2496881.3628328657,0.338006230529595,25,2.5,0.7171956999227405,6987,125,-0.09468923171997268
0.9553974302992141,-0.32495753593796617,0.6003382572946245,1355,682,1955397.430299214,0.3313782991202346,30,2.5,0.6841860000276938,10796,109,-0.09767989110493969
2.2294968964659536,-0.27903533204477216,0.9707980308825913,1148,578,3229496.8964659534,0.328719723183391,40,2.5,0.7060724999755621,18141,80,-0.09870415444587421
2.021807238178337,-0.23049516275600457,0.9202584785970824,1121,565,3021807.238178337,0.35575221238938054,50,2.5,0.6782411000458524,24349,69,-0.10036786786799845
1.8859026522172162,-0.2262546297381448,0.8879698155935457,997,504,2885902.652217216,0.3373015873015873,60,2.5,0.6829496000427753,29299,148,-0.10194580073190385
3.9909162159699583,-0.18128453133933742,1.3070638793106624,1014,513,4990916.215969958,0.3469785575048733,75,2.5,0.7193378999363631,34696,92,-0.09569682567267679
4.28765422391125,-0.21440932450105943,1.3636368634748888,939,476,5287654.22391125,0.38235294117647056,90,2.5,0.7052117999410257,38170,92,-0.10614071400967051
1.9789633099262836,-0.2714252546143301,0.9416391503067199,873,443,2978963.3099262835,0.3363431151241535,120,2.5,0.7098867000313476,41940,120,-0.10572913815715967
0.0,0.0,inf,0,0,1000000.0,,5,3.0,1.0023923000553623,0,0,0.0
0.0,0.0,inf,0,0,1000000.0,,10,3.0,0.7094119999092072,0,0,0.0
0.4525404587087383,-0.08538508044782744,0.642356683810311,317,160,1452540.4587087384,0.31875,15,3.0,0.7128256999421865,184,0,-0.05230089288709805
0.9297105813588951,-0.18906218619453086,0.6663784590782789,865,435,1929710.5813588952,0.2896551724137931,20,3.0,0.7032274999655783,1013,30,-0.0786732512395194
1.2869874117315065,-0.22178088529255513,0.7384910165474643,1075,540,2286987.4117315067,0.2833333333333333,25,3.0,0.7122793000889942,2537,92,-0.08710374300208723
